Company Name (EN),Company Name (GR),Country (EN),Country (GR),Pavilion,Stand,Street,Number,City,Postal Code,Region,Email,Phone,Website,Products (EN),Products (GR),Exhibition Code
REGION OF CRETE,ΠΕΡΙΦΕΡΕΙΑ ΚΡΗΤΗΣ,Greece,Ελλάδα,PAVILION 13,C04,Eleftherias Square,1,Heraklion,71201,Region of Crete,yabazolia@crete.gov.gr,2813407908,,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
REGION OF PELOPONNESE.,ΠΕΡΙΦΕΡΕΙΑ ΠΕΛΟΠΟΝΝΗΣΟΥ,Greece,Ελλάδα,PAVILION 13,C05,Nafpliou,57,Tripoli,22132,Arkadia,tourismos@arcadia.gr,2731363250,,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
PEFANIS S.A.,ΠΕΦΑΝΗΣ Α.Ε.,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C07,Leoforos Kifisou,85,Aigaleo,18233,Attica,sales@pefanis.com.gr,2103477504,www.pefanis.com.gr,FRESH FRUITS &amp; VEGETABLES,ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ,49-FRE-2025
CYPRUS EMBASSY - TRADE CENTER ATHENS,ΠΡΕΣΒΕΙΑ ΚΥΠΡΙΑΚΗΣ ΔΗΜΟΚΡΑΤΙΑΣ/ΕΜΠΟΡΙΚΟ ΚΕΝΤΡΟ ΑΘΗΝΑΣ,Greece,Ελλάδα,PAVILION 13,D06,Xenofontos,2A,Athens,10557,Attica,ctcath1@otenet.gr,2103734822,www.cyprustradecenter.gr,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
EMBASSY OF THE REPUBLIC OF POLAND IN ATHENS,ΠΡΕΣΒΕΊΑ ΤΗΣ ΠΟΛΩΝΙΚΉΣ ΔΗΜΟΚΡΑΤΊΑΣ ΣΤΗΝ ΑΘΉΝΑ,Greece,Ελλάδα,PAVILION 13,B01,Chrysanthemon,22,P. Psychiko,15452,Attica,ateny.amb.sekretariat@msz.gov.pl,+302106797720,https://www.gov.pl/web/ellada/embassy,STATE PARTICIPATIONS,ΚΡΑΤΙΚΕΣ ΣΥΜΜΕΤΟΧΕΣ,49-FRE-2025
D. SANDROS S.A.,ΣΑΝΔΡΟΣ.Δ. Α.Ε.,Greece,Ελλάδα,PAVILION 13,C19,26th Octovriou str.,43,Thessaloniki,54627,Thessaloniki,info@sandros.gr,+302310550445,www.sandros.gr,Fertilizers,Λιπάσματα,49-FRE-2025
SOULIS SA,ΣΟΥΛΗΣ ΑΒΕΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,C01,2nd klm Skidra - Veria,,Skidra,58500,Pella,efi@soulis.gr,2381082400,www.soulis.gr,"AGRICULTURAL PRODUCT PROCESSING, PRESERVING, PACKAGING AND STORING MACHINERY, Fruit and vegetable processing machinery, Graders, Packaging machinery and tools, Paper products, Plastic cases-Paper boxes-Carton trays, Plastic products","Μηχανήματα διαλογής, ΜΗΧΑΝΗΜΑΤΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΣΥΝΤΗΡΗΣΗΣ-ΣΥΣΚΕΥΑΣΙΑΣ-ΑΠΟΘΗΚΕΥΣΗΣ, Μηχανήματα-επεξεργασίας φρούτων &amp;  λαχανικών, Μηχανήματα-εργαλεία συσκευασίας, Πλαστικά κιβώτια-χαρτοκιβώτια-χαρτοτελλάρα, Προϊόντα πλαστικά, Προϊόντα χάρτου",49-FRE-2025
STOGIANNIS PETROS,ΣΤΟΓΙΑΝΝΗΣ ΠΕΤΡΟΣ,Greece,Ελλάδα,PAVILION 13,C07,3d klm. Ptolemaida - Florina,,Ptolemaida,50200,Kozani,pkstogianis@yahoo.com,6936914440,,"Apple, Cherry, Fresh Fruits (organic), Grape, Kiwi, Klimentine, Lemons, Lotus, Mandarin, Melon, Nectarine, Orange, Peach, Pear, Quince, Trade of fresh fruit, Watermelon","Ακτινίδιο, Αχλάδι, Εμπορία φρέσκων φρούτων, Καρπούζι, Κεράσι, Κλημεντίνη, Κυδώνι, Λεμόνια, Λωτός, Μανταρίνι, Μήλο, Νεκταρίνι, Πεπόνι, Πορτοκάλι, Ροδάκινο, Σταφύλι, Φρέσκα φρούτα (βιολογικά)",49-FRE-2025
COGREXPO S.A.,ΣΥΝΕΤΑΙΡΙΣΤΙΚΕΣ ΕΛΛΗΝΙΚΕΣ ΕΞΑΓΩΓΕΣ Α.Ε.,Greece,Ελλάδα,PAVILION 13,C02,,60,ATHENS,59132,Attica,asiacprograms@gmail.com,,,"Dried Fruits, Fresh Fruits (organic), Fresh vegetables (organic), Fruit Juices (organic), FRUITS &amp; VEGETABLES (ORGANIC), NUTS (ORGANIC)","Αποξηραμένα φρούτα, ΞΗΡΟΙ ΚΑΡΠΟΙ ΒΙΟΛΟΓΙΚΑ, Φρέσκα λαχανικά (βιολογικά), Φρέσκα φρούτα (βιολογικά), ΦΡΟΥΤΑ-ΛΑΧΑΝΙΚΑ ΒΙΟΛΟΓΙΚΑ, Χυμοί Φρούτων  (βιολογικά)",49-FRE-2025
TSAVDARIDIS G. IOANNIS,ΤΣΑΒΔΑΡΙΔΗΣ ΙΩΑΝΝΗΣ,Greece,Ελλάδα,PAVILION 13,A18,Trilofos,,Veria,59100,Imathia,tsavdaridis@vernet.gr,2331020627,www.tsavdaridisgroup.gr,"AGRICULTURAL PRODUCT PROCESSING, PRESERVING, PACKAGING AND STORING MACHINERY, Packaging materials for fruit &amp; vegetables","ΜΗΧΑΝΗΜΑΤΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΣΥΝΤΗΡΗΣΗΣ-ΣΥΣΚΕΥΑΣΙΑΣ-ΑΠΟΘΗΚΕΥΣΗΣ, Υλικά συσκευασίας φρούτων &amp; λαχανικών",49-FRE-2025
TSAMPAS ALEXANDROS,ΤΣΑΜΠΑΣ ΑΛΕΞΑΝΔΡΟΣ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,A03,Aneza,,Arta,47100,Arta,konstantinostsabas@gmail.com,+30 6981131549,,FRESH FRUITS &amp; VEGETABLES,ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ,49-FRE-2025
TSICHLAKIDIS PANAGIOTIS LTD,ΤΣΙΧΛΑΚΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ ΜΟΝ.ΕΠΕ,Greece,Ελλάδα,PAVILION 15 GROUND FLOOR,B05,Aggelochori,,Naousa,59034,Imathia,eirinoypolilog@yahoo.gr,+30 2332048200,http://www.tsichlakidis.gr,SERVICES,ΠΑΡΟΧΗ ΥΠΗΡΕΣΙΩΝ,49-FRE-2025
HELLENIC MINISTRY OF RURAL DEVELOPMENT AND FOOD,ΥΠΟΥΡΓΕΙΟ ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΡΟΦΙΜΩΝ,Greece,Ελλάδα,PAVILION 13,B06,,,,,,ntavoularis@minagric.gr,,,SERVICES - ORGANISATIONS - BODIES,ΥΠΗΡΕΣΙΕΣ - ΟΡΓΑΝΙΣΜΟΙ - ΦΟΡΕΙΣ,49-FRE-2025
MOUTSOGIANNIS FRUITS,ΦΡΟΥΤΑ ΜΟΥΤΣΟΓΙΑΝΝΗ,Greece,Ελλάδα,PAVILION 13,B10,Peraia,,Edessa,58002,Pella,moutsogiannis23@gmail.com,6984730346,https://froutamoutsogiannis.gr/,"Apple, Cherry, FRESH FRUITS &amp; VEGETABLES, Nectarine, Peach, Trade of fresh fruit","Εμπορία φρέσκων φρούτων, Κεράσι, Μήλο, Νεκταρίνι, Ροδάκινο, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
FROUTEMPORIKI M. EPE GIANNITSON,ΦΡΟΥΤΕΜΠΟΡΙΚΗ ΓΙΑΝΝΙΤΣΩΝ Μ. ΕΠΕ,Greece,Ελλάδα,PAVILION 13,B11,Dramoprosfigon str.,1,Giannitsa,581 00,Pella,froutemporikimepe@gmail.com,+30 23810 83080,,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Grape, Kiwi, Lemons, Mandarin, Nectarine, Orange, Peach, Plum, Potato, Quince, Trade of fresh fruit, Trade of fresh vegetables","Ακτινίδιο, Βερίκοκο, Δαμάσκηνο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Κεράσι, Κυδώνι, Λεμόνια, Μανταρίνι, Μήλο, Νεκταρίνι, Πατάτα, Πορτοκάλι, Ροδάκινο, Σταφύλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
FROUITMASHINE,ΦΡΟΥΤΟΜΗΧΑΝΙΚΗ ΚΑΤΣΙΓΙΑΝΝΗΣ ΧΡ. ΠΑΝΑΓΙΩΤΗΣ,Greece,Ελλάδα,PAVILION 13,D14,14 km O14th km. ONR Thessaloniki- Kilkis,,Thessaloniki,54500,Thessaloniki,katsigianisx@yahoo.gr,6972708428,,"AGRICULTURAL PRODUCT PROCESSING, PRESERVING, PACKAGING AND STORING MACHINERY, Convetors, Fruit and vegetable processing machinery, Graders","Μηχανήματα διαλογής, ΜΗΧΑΝΗΜΑΤΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΣΥΝΤΗΡΗΣΗΣ-ΣΥΣΚΕΥΑΣΙΑΣ-ΑΠΟΘΗΚΕΥΣΗΣ, Μηχανήματα-επεξεργασίας φρούτων &amp;  λαχανικών, Ταινίες μεταφοράς",49-FRE-2025
FROUTORAMA CH.PAPADOPOULOS AND LP,ΦΡΟΥΤΟΡΑΜΑ Χ.ΠΑΠΑΔΟΠΟΥΛΟΣ & ΣΙΑ ΕΕ,Greece,Ελλάδα,PAVILION 13,B03,Central Market of Thessaloniki,28,Thessaloniki,54628,Thessaloniki,froutorama.thes@gmail.com,6970036061,,"Apple, Apricot, Cherry, FRESH FRUITS &amp; VEGETABLES, Grape, Klimentine, Lemons, Mandarin, Melon, Nectarine, Orange, Peach, Pomegranate, Trade of fresh fruit, Trade of fresh vegetables, Watermelon","Βερίκοκο, Εμπορία φρέσκων λαχανικών, Εμπορία φρέσκων φρούτων, Καρπούζι, Κεράσι, Κλημεντίνη, Λεμόνια, Μανταρίνι, Μήλο, Νεκταρίνι, Πεπόνι, Πορτοκάλι, Ροδάκινο, Ρόδι, Σταφύλι, ΦΡΕΣΚΑ ΦΡΟΥΤΑ &amp; ΛΑΧΑΝΙΚΑ",49-FRE-2025
FARM HELLAS NURSERIES,ΦΥΤΩΡΙΑ ΟΠΩΡΟΦΟΡΩΝ ΣΟΦΙΑ ΚΕΜΠΑΠΙΔΟΥ,Greece,Ελλάδα,PAVILION 13,C14,Vrysaki,,Alexandria,59300,Imathia,sofiakeb@gmail.com,+30 6945432452,www.farmhellas.gr,NURSERIES,ΦΥΤΩΡΙΑ,49-FRE-2025
