name,phone,city,country,sector,employees_count,lead_score,ted_wins,website,call_script_hint
DUSTIN NORWAY AS,69 27 80 00,MOSS,NO,retail,143,95,52,www.dustin.no,We place qualified workers across multiple sectors
VWR INTERNATIONAL AS,22 90 00 00,OSLO,NO,retail,58,95,52,www.vwr.no,We place qualified workers across multiple sectors
MÖLNLYCKE HEALTH CARE AS,22 70 63 70,OSLO,NO,retail,35,95,49,www.molnlycke.no,We place qualified workers across multiple sectors
VALDEK IMPEX SRL,+40267318164,Municipiul Sfantu Gheorghe,RO,,139,95,48,https://valdek.ro,We place qualified workers across multiple sectors
SECUNET PROJECT SRL,+40751022205,Bucuresti Sectorul 3,RO,,92,95,48,https://secunet.ro,We place qualified workers across multiple sectors
SOPRA STERIA AS,22 57 56 00,OSLO,NO,other,3454,95,48,www.soprasteria.no,We place qualified workers across multiple sectors
BRAVIDA NORGE AS,24 04 80 00,OSLO,NO,trades,3415,95,48,www.bravida.no,We place qualified workers across multiple sectors
ONEMED AS,22 30 91 00,SKEDSMOKORSET,NO,retail,45,95,46,www.onemed.no,We place qualified workers across multiple sectors
MEDIQ NORGE AS,67 02 43 00,OSLO,NO,retail,51,95,46,www.mediqnorge.no,We place qualified workers across multiple sectors
LAS PROM SRL,+40752191064,Municipiul Targu Mures,RO,,103,95,46,https://lasprom.ro,We place qualified workers across multiple sectors
FLASH LIGHTING SERVICES SA,+40212334254,Bucuresti Sectorul 2,RO,,164,95,45,https://flashlighting.ro,We place qualified workers across multiple sectors
ENERGOTECH SA,+40217784254,Bucuresti Sectorul 6,RO,,13,95,45,https://energotech.ro,We place qualified workers across multiple sectors
MEDIPLAST AS,32 88 11 00,DRAMMEN,NO,retail,10,95,45,www.mediplast.com,We place qualified workers across multiple sectors
AGENDA KAUPANG AS,67 57 57 00,OSLO,NO,other,39,95,42,www.agendakaupang.no,We place qualified workers across multiple sectors
ROMCO SYSTEM SRL,+40723454195,Bucuresti Sectorul 3,RO,,185,95,42,https://vreautermopane.ro,We place qualified workers across multiple sectors
SIMCO INTERNATIONAL IMPEX SRL,+40729881342,Bucuresti Sectorul 4,RO,,60,95,41,https://simcointl.ro,We place qualified workers across multiple sectors
NERLIENS MESZANSKY AS,22 66 65 00,OSLO,NO,retail,52,95,41,www.nmas.no,We place qualified workers across multiple sectors
VARODD VELFERDSTEKNOLOGI AS,38 14 48 00,KRISTIANSAND S,NO,retail,15,95,40,www.varodd.no,We place qualified workers across multiple sectors
HEPRO AS,46 74 55 55,ROGNAN,NO,other,85,95,40,www.hepro.no,We place qualified workers across multiple sectors
NAMDAL RESSURS AS,74 28 17 65,NAMSOS,NO,retail,21,95,39,www.namdalressurs.no,We place qualified workers across multiple sectors
EUROFINS ENVIRONMENT TESTING NORWAY AS,09440,MOSS,NO,other,148,95,36,www.eurofins.no,We place qualified workers across multiple sectors
CAPUS AS,22 94 11 00,OSLO,NO,other,46,95,36,www.capus.no,We place qualified workers across multiple sectors
AFRY NORWAY AS,24 10 10 10,OSLO,NO,construction,377,95,35,www.afry.no,"We place carpenters, electricians, welders for construction projects"
APOTEK 1 GRUPPEN AS,21 61 10 00,LØRENSKOG,NO,retail,6944,95,35,www.apotek1.no,We place qualified workers across multiple sectors
I R I G C INTREPRINDEREA DE REPARATII SI INSTALATII GAZE SI CONSTRUCTII IMPEX SRL,3193460,Bucuresti Sectorul 1,RO,,192,95,34,https://irigc.ro,We place qualified workers across multiple sectors
ISHAVSKRAFT AS,08526,ALTA,NO,retail,90,95,33,www.ishavskraft.no,We place qualified workers across multiple sectors
CRUIT AS,21 42 42 72,OSLO,NO,other,21,95,33,www.cruit.no,We place qualified workers across multiple sectors
KEBOMED AS,55 98 77 00,NESTTUN,NO,retail,27,95,31,www.kebomed.no,We place qualified workers across multiple sectors
TEKNISKBUREAU AS,40 00 65 00,STAVANGER,NO,trades,80,95,30,www.tekb.no,We place qualified workers across multiple sectors
CLIMA THERM CENTER SRL,+40232272700,Municipiul Iasi,RO,,110,95,30,https://www.climatherm.ro,We place qualified workers across multiple sectors
NCC INDUSTRY AS,22 98 68 00,OSLO,NO,other,464,95,30,www.ncc.no,We place qualified workers across multiple sectors
VAKTMESTERKOMPANIET AS,23 17 22 00,OSLO,NO,other,274,95,30,vk.no,We place qualified workers across multiple sectors
BEKK CONSULTING AS,23 35 77 00,OSLO,NO,other,602,95,29,www.bekk.no,We place qualified workers across multiple sectors
CERTEGO AS,09145,BERGEN,NO,retail,313,95,29,www.certego.no,We place qualified workers across multiple sectors
ADVANIA NORGE AS,81 55 80 40,OSLO,NO,agriculture,715,95,29,www.advania.no,"We place seasonal farm workers, harvest teams"
KONSTALI HELSENOR AS,22 01 15 00,OSLO,NO,other,560,95,29,www.helsenor.no/,We place qualified workers across multiple sectors
JOBLEARN AS,23 89 72 50,OSLO,NO,other,85,95,28,www.joblearn.no,We place qualified workers across multiple sectors
NORTURA SA,03070,OSLO,NO,other,4033,95,28,www.nortura.no,We place qualified workers across multiple sectors
COMPUTAS AS,67 83 10 00,OSLO,NO,it,322,95,28,computas.com,"We place software developers, IT support, system admins"
SVERRE W. MONSEN AS,55 94 52 00,LAKSEVÅG,NO,retail,45,95,26,www.swm.no,We place qualified workers across multiple sectors
MOVE AS,66 77 99 00,OSLO,NO,other,89,95,26,www.move.no,We place qualified workers across multiple sectors
DRUMURI SI PODURI LOCALE ALBA SA,+40025881627,Municipiul Alba Iulia,RO,,132,95,26,https://dplalba.ro,We place qualified workers across multiple sectors
SCHINDLER ROMANIA SRL,+40213367058,Bucuresti Sectorul 6,RO,,222,95,26,https://schindler.com,We place qualified workers across multiple sectors
EKY-SAM SRL,+40232710478,"Loc. Targu Frumos, Oras Targu Frumos",RO,,205,95,26,https://www.ekysam.ro,We place qualified workers across multiple sectors
SIVANTOS AS,22 63 22 22,OSLO,NO,retail,35,95,25,www.sivantos.no,We place qualified workers across multiple sectors
HJELPEMIDDELSPESIALISTEN AS,66 81 60 70,OSLO,NO,retail,32,95,24,www.hjelpemiddelspesialisten.no,We place qualified workers across multiple sectors
CANTEC AS,66 99 60 00,SOFIEMYR,NO,retail,12,95,24,www.cantec.no,We place qualified workers across multiple sectors
BEDRIFTSSYSTEMER AS,77 60 73 00,TROMSØ,NO,retail,20,95,23,www.bedsys.no,We place qualified workers across multiple sectors
3M NORGE AS,06384,LILLESTRØM,NO,retail,30,95,22,www.3m.no,We place qualified workers across multiple sectors
ABILIA AS,23 28 94 00,OSLO,NO,retail,31,95,22,www.abilia.no,We place qualified workers across multiple sectors
HAANDVERKERNE AS,67 17 40 30,HVALSTAD,NO,construction,168,95,22,www.haandverk.no,"We place carpenters, electricians, welders for construction projects"
ACOS AS,56 32 20 00,STRAUME,NO,it,152,95,22,www.acos.no,"We place software developers, IT support, system admins"
LINK ARKITEKTUR AS,21 52 22 00,OSLO,NO,other,265,95,22,www.linkarkitektur.com,We place qualified workers across multiple sectors
CONSCIA NORGE AS,24 07 74 44,OSLO,NO,it,123,95,21,www.conscia.no,"We place software developers, IT support, system admins"
OPAK AS,22 51 77 00,OSLO,NO,construction,129,95,21,www.opak.no,"We place carpenters, electricians, welders for construction projects"
MASKE AS,02120,TILLER,NO,retail,199,95,20,www.maskegruppen.no,We place qualified workers across multiple sectors
PERMOBIL AS,67 07 04 00,OSLO,NO,retail,26,95,20,www.permobil.com,We place qualified workers across multiple sectors
NORSK RÅVARE AS,904 13 376,OSLO,NO,retail,7,95,20,www.norskravare.no,We place qualified workers across multiple sectors
AURALIGHT AS,22 88 39 00,LYSAKER,NO,retail,18,95,20,www.auralight.no,We place qualified workers across multiple sectors
AGDER VENTILASJON AS,40 00 33 36,KRISTIANSAND S,NO,other,93,95,19,www.agdervent.no,We place qualified workers across multiple sectors
TANCRAD SRL,+40236406109,Municipiul Galati,RO,,1007,95,19,https://tancrad.com,We place qualified workers across multiple sectors
INVENTURA AS,55 13 44 80,BERGEN,NO,other,136,95,19,www.inventura.no,We place qualified workers across multiple sectors
A.F. CONSULTING SRL,+40213264815,Bucuresti Sectorul 4,RO,,90,95,19,https://afconsulting.ro,We place qualified workers across multiple sectors
STENA RECYCLING AS,35 503 740,PORSGRUNN,NO,other,360,95,19,www.stenarecycling.no,We place qualified workers across multiple sectors
STIFTELSEN NORSK INSTITUTT FOR NATURFORSKNING NINA,73 80 14 00,TRONDHEIM,NO,other,404,95,19,www.nina.no,We place qualified workers across multiple sectors
PODIUM AS,94 50 02 00,OSLO,NO,other,105,95,18,www.podium.no,We place qualified workers across multiple sectors
PRIMA ASSISTANSE AS,22 15 01 00,OSLO,NO,other,2290,95,18,www.prima-assistanse.no,We place qualified workers across multiple sectors
NIRAS NORGE AS,902 06 307,OSLO,NO,other,95,95,18,www.nirasnorge.no,We place qualified workers across multiple sectors
INSTALLATØREN OSLO AS,400 02 122,OPPEGÅRD,NO,trades,124,95,18,www.installatoren.as,We place qualified workers across multiple sectors
TOPRO INDUSTRI AS,915 68 788,GJØVIK,NO,other,104,95,17,www.topromobility.no,We place qualified workers across multiple sectors
ASSEMBLIN AS,32 27 60 60,OSLO,NO,other,759,95,17,www.assemblin.no,We place qualified workers across multiple sectors
NORDREN AS,40 00 47 44,SØRUM,NO,other,419,95,17,nordren.no,We place qualified workers across multiple sectors
EURO BUILDING SRL,+40239616070,Municipiul Braila,RO,,171,95,17,https://eurobuilding.ro,We place qualified workers across multiple sectors
MATRIKS AS,81 53 25 60,OSLO,NO,retail,35,95,17,www.matriks.no,We place qualified workers across multiple sectors
MINIBUSS24-7 AS,908 10 050,ROLVSØY,NO,transport,665,95,17,www.mb24.no,"We place truck drivers, warehouse staff, logistics workers"
ENVIROPAC AS,22 70 00 80,TROLLÅSEN,NO,retail,40,95,16,www.enviropac.no,We place qualified workers across multiple sectors
ABBOTT RAPID DIAGNOSTICS AS,24 05 66 00,OSLO,NO,retail,37,95,16,webshop.no.alere.com/,We place qualified workers across multiple sectors
MONTEBELLO DIAGNOSTICS AS,22 14 14 90,OSLO,NO,retail,7,95,16,www.montebello.no,We place qualified workers across multiple sectors
LEMACONS SRL,+40336401574,Municipiul Galati,RO,,371,95,16,https://lemacons.ro,We place qualified workers across multiple sectors
NCC NORGE AS,22 98 68 00,OSLO,NO,construction,818,95,16,www.ncc.no,"We place carpenters, electricians, welders for construction projects"
VIANOR AS,64 84 77 60,LILLESTRØM,NO,retail,493,95,16,www.vianor.com,We place qualified workers across multiple sectors
PGM AS,66 81 33 00,MAURA,NO,retail,20,95,16,www.pgm.no,We place qualified workers across multiple sectors
AS AIRCONTACT,22 92 55 50,OSLO,NO,transport,10,95,16,www.aircontact.com,"We place truck drivers, warehouse staff, logistics workers"
HELSESERVICE ENGROS AS,76 11 75 00,STOKMARKNES,NO,retail,50,95,15,www.norengros.com,We place qualified workers across multiple sectors
AVONOVA HELSE AS,40 00 17 09,OSLO,NO,construction,518,95,15,www.avonova.no,"We place carpenters, electricians, welders for construction projects"
AVARN SECURITY AS,91 50 25 80,OSLO,NO,other,3361,95,15,www.avarnsecurity.no,We place qualified workers across multiple sectors
EMPAKK AS,69 32 69 10,ROLVSØY,NO,retail,18,95,15,www.empakk.no,We place qualified workers across multiple sectors
ECURA BO OG HABILITERING AS,908 96 989,GJØVIK,NO,other,2571,95,15,www.ecura.no,We place qualified workers across multiple sectors
TIETOEVRY NORWAY AS,23 14 50 00,FORNEBU,NO,other,668,95,15,www.tietoevry.com,We place qualified workers across multiple sectors
RECOVER AS,81 55 55 55,OSLO,NO,construction,1011,95,15,www.recover.no,"We place carpenters, electricians, welders for construction projects"
DRÄGER NORGE AS,23 65 38 00,OSLO,NO,retail,54,95,14,www.draeger.com,We place qualified workers across multiple sectors
PROBA AS,416 07 426,OSLO,NO,other,23,95,14,www.proba.no,We place qualified workers across multiple sectors
KINLY AS,51 20 50 00,STAVANGER,NO,retail,174,95,14,www.kinly.com,We place qualified workers across multiple sectors
ASKO ØST AS,64 98 62 00,VESTBY,NO,retail,300,95,14,www.asko.no,We place qualified workers across multiple sectors
NORDIC LAST OG BUSS AS,76 06 75 00,SVOLVÆR,NO,other,201,95,14,www.nordiclb.no,We place qualified workers across multiple sectors
NORSK BIBLIOTEKTRANSPORT AS,23 14 03 25,KLØFTA,NO,other,157,95,14,www.nbt.as,We place qualified workers across multiple sectors
ENDOTECH AS,23 30 49 20,FORNEBU,NO,retail,15,95,14,www.endotech.no,We place qualified workers across multiple sectors
BANESERVICE AS,22 45 66 00,OSLO,NO,construction,683,95,14,www.baneservice.no,"We place carpenters, electricians, welders for construction projects"
FAFO INSTITUTT FOR ARBEIDSLIVS- OG VELFERDSFORSKNING AS,22 08 86 00,OSLO,NO,other,73,95,14,www.fafo.no,We place qualified workers across multiple sectors
NOTABENE ENGROS AS,08522,NARVIK,NO,retail,77,95,13,www.norengros.no,We place qualified workers across multiple sectors
KONICA MINOLTA BUSINESS SOLUTIONS NORWAY AS,9400,OSLO,NO,retail,86,95,13,www.konicaminolta.no,We place qualified workers across multiple sectors
PHILIPS NORGE AS,22 74 80 00,OSLO,NO,retail,38,95,13,www.philips.no,We place qualified workers across multiple sectors
ERVIK AS,64 91 18 60,SKI,NO,retail,9,95,13,www.ervikas.no,We place qualified workers across multiple sectors
SANDNES TAXI AS,51661600,SANDNES,NO,transport,6,95,13,www.sandnestaxi.no,"We place truck drivers, warehouse staff, logistics workers"
SKAARET LANDSKAP AS,66 76 17 70,ASKER,NO,other,201,95,13,www.skaaret.no,We place qualified workers across multiple sectors
EQUIPNOR AS,64 85 14 00,SKI,NO,retail,14,95,13,www.equipnor.no,We place qualified workers across multiple sectors
NLOGIC AS,40 61 88 88,OSLO,NO,other,42,95,13,www.nlogic.no,We place qualified workers across multiple sectors
MOMENT ORGANISASJON OG LEDELSE AS,22 93 03 00,OSLO,NO,other,31,95,13,www.moment.consulting,We place qualified workers across multiple sectors
LÅSSENTERET AS,970 55 307,SØREIDGREND,NO,retail,358,95,13,www.lassenteret.no,We place qualified workers across multiple sectors
AVITECH CO. SRL,2426384,Oras Voluntari,RO,,187,95,13,https://www.avitech.ro,We place qualified workers across multiple sectors
GEODATA AS,23 24 90 00,OSLO,NO,it,222,95,12,www.geodata.no,"We place software developers, IT support, system admins"
YDAIL CONSTRUCT SRL,+40253334554,"Sat Murgesti, Oras Turceni",RO,,311,95,12,https://ydail.ro,We place qualified workers across multiple sectors
SERO AS,66 85 89 00,BILLINGSTAD,NO,agriculture,74,95,12,www.sero.no,"We place seasonal farm workers, harvest teams"
SAFETEC NORDIC AS,73 90 05 00,TRONDHEIM,NO,other,127,95,12,www.safetec.no,We place qualified workers across multiple sectors
SENS UTVIKLING AS,484 09 072,OSLO,NO,other,77,95,12,www.sens.no,We place qualified workers across multiple sectors
WIST LAST & BUSS AS,72 88 25 00,TILLER,NO,other,301,95,12,www.wistlastbuss.com,We place qualified workers across multiple sectors
ULOBA - INDEPENDENT LIVING NORGE SA,32 20 59 10,DRAMMEN,NO,other,6939,95,12,www.uloba.no,We place qualified workers across multiple sectors
OSLOBUSS AS,22 44 15 60,OSLO,NO,transport,163,95,12,oslobuss.no,"We place truck drivers, warehouse staff, logistics workers"
RICOH NORGE AS,22 58 78 00,OSLO,NO,retail,100,95,12,www.ricoh.no,We place qualified workers across multiple sectors
HEISKOMPANIET AS,483 88 155,TROLLÅSEN,NO,trades,38,95,12,www.heiskompaniet.no,We place qualified workers across multiple sectors
REN SERVICE AS,22 06 06 00,OSLO,NO,other,166,95,12,www.renservice.no,We place qualified workers across multiple sectors
OWREN AS,61 26 22 00,VINGROM,NO,retail,21,95,12,www.owren.no,We place qualified workers across multiple sectors
VACANT HELSE AS,23 05 55 55,OSLO,NO,other,240,95,11,www.vacant.no,We place qualified workers across multiple sectors
ØDEGAARD ENGROS AS,70 10 92 00,ÅLESUND,NO,retail,100,95,11,www.norengros.com,We place qualified workers across multiple sectors
METOS AS,93 26 38 67,OSLO,NO,retail,89,95,11,www.metos.no,We place qualified workers across multiple sectors
STIFTELSEN ASTA,23 89 89 35,OSLO,NO,other,55,95,11,www.stiftelsenasta.no,We place qualified workers across multiple sectors
RENTOKIL INITIAL NORGE AS,23 00 66 00,SKJETTEN,NO,other,277,95,11,www.rentokil-initial.no/,We place qualified workers across multiple sectors
KONGSBERG DEFENCE & AEROSPACE AS,32 28 82 00,KONGSBERG,NO,other,4281,95,11,www.kongsberg.com,We place qualified workers across multiple sectors
DIGNIO AS,69 95 55 20,OSLO,NO,it,50,95,11,www.dignio.no,"We place software developers, IT support, system admins"
CONI SRL,521283,"Sat Manesti, Comuna Manesti",RO,,412,95,11,https://coni-ph.ro,We place qualified workers across multiple sectors
ONNINEN AS,22 39 60 00,SKEDSMOKORSET,NO,retail,609,95,11,www.onninen.no,We place qualified workers across multiple sectors
ASSENT AS,906 72 196,BERGEN,NO,other,329,95,11,www.assent.no,We place qualified workers across multiple sectors
EDA ELEKTRO DATA ROMERIKE AS,63 84 64 64,STRØMMEN,NO,trades,138,95,11,www.eda.no,We place qualified workers across multiple sectors
INFINITI MEDICAL AS,32 20 10 00,DRAMMEN,NO,retail,14,95,11,www.infiniti.no,We place qualified workers across multiple sectors
