locality_slug,county_slug,locality_name,county_name,primar,url
dambovicioara,arges,Dambovicioara,Arges,Dumitru Secăreanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/dambovicioara/
darmanesti,arges,Darmanesti,Arges,Emilian Ciolan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/darmanesti/
davidesti,arges,Davidesti,Arges,Constantin-Alin Văduva,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/davidesti/
dobresti,arges,Dobresti,Arges,Irinel Georgescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/dobresti/
domnesti,arges,Domnesti,Arges,Ion-Doru Smădu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/domnesti/
draganu,arges,Draganu,Arges,Claudiu-Lucian Stan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/draganu/
dragoslavele,arges,Dragoslavele,Arges,Ion Băcioiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/dragoslavele/
godeni,arges,Godeni,Arges,Ion Pădureanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/godeni/
harsesti,arges,Harsesti,Arges,Ionel Moloiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/harsesti/
hartiesti,arges,Hartiesti,Arges,Ion-Cosmin Ştefan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/hartiesti/
izvoru,arges,Izvoru,Arges,Claudiu-Ionuţ Neguţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/izvoru/
leordeni,arges,Leordeni,Arges,Marian Ibric,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/leordeni/
leresti,arges,Leresti,Arges,Marian Toader,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/leresti/
lunca-corbului,arges,Lunca Corbului,Arges,Gheorghe Drăgan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/lunca-corbului/
malureni,arges,Malureni,Arges,Florian Bucălie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/malureni/
maracineni,arges,Maracineni,Arges,Nicolae-Liviu Dascălu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/maracineni/
merisani,arges,Merisani,Arges,Marius-Luigi Ionescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/merisani/
micesti,arges,Micesti,Arges,Nicolae Olteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/micesti/
mihaesti,arges,Mihaesti,Arges,Andreea-Iuliana Crîmpiţă-Matei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mihaesti/
mioarele,arges,Mioarele,Arges,Ion Iosif,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mioarele/
mioveni,arges,Mioveni,Arges,Aurel Costache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mioveni/
mirosi,arges,Mirosi,Arges,Marin Niţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mirosi/
moraresti,arges,Moraresti,Arges,Gheorghe Purcaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/moraresti/
mosoaia,arges,Mosoaia,Arges,Adrian-Dumitru Frîntură,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mosoaia/
mozaceni,arges,Mozaceni,Arges,Liana-Corina Dună,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/mozaceni/
musatesti,arges,Musatesti,Arges,Ion Soroaia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/musatesti/
negrasi,arges,Negrasi,Arges,Alexandru Constantin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/negrasi/
nucsoara,arges,Nucsoara,Arges,Ion Cojocaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/nucsoara/
oarja,arges,Oarja,Arges,Constantin Bîlea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/oarja/
pietrosani,arges,Pietrosani,Arges,Eugeniu Pătru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/pietrosani/
pitesti,arges,Pitesti,Arges,Cristian Gentea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/pitesti/
poiana-lacului,arges,Poiana Lacului,Arges,Cristian-Marius Nicula,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/poiana-lacului/
poienarii-de-arges,arges,Poienarii De Arges,Arges,Cornel-Constantin Panţeru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/poienarii-de-arges/
poienarii-de-muscel,arges,Poienarii De Muscel,Arges,Bogdan-George Popescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/poienarii-de-muscel/
popesti,arges,Popesti,Arges,Cornel Trîncă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/popesti/
priboieni,arges,Priboieni,Arges,Sorin Lupu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/priboieni/
raca,arges,Raca,Arges,Dragoş-Vlad Barbu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/raca/
ratesti,arges,Ratesti,Arges,Vasile-Cornel Petrică,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/ratesti/
recea,arges,Recea,Arges,Iliuţă-Dorel Dragu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/recea/
rociu,arges,Rociu,Arges,Aurel Bălăşoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/rociu/
rucar,arges,Rucar,Arges,Ion Pîrnuţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/rucar/
salatrucu,arges,Salatrucu,Arges,Nicolae Langer,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/salatrucu/
sapata,arges,Sapata,Arges,Laurenţiu-Ionuţ Micu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/sapata/
schitu-golesti,arges,Schitu Golesti,Arges,Vasile-Tudorel Miriţă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/schitu-golesti/
slobozia,arges,Slobozia,Arges,Constantin Cojocaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/slobozia/
stalpeni,arges,Stalpeni,Arges,Gabi Şerbănoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/stalpeni/
stefan-cel-mare,arges,Stefan Cel Mare,Arges,Ion Parpală,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/stefan-cel-mare/
stefanesti,arges,Stefanesti,Arges,Nicolae Velcea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/stefanesti/
stoenesti,arges,Stoenesti,Arges,Ion Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/stoenesti/
stolnici,arges,Stolnici,Arges,Constantin-Valentin Marin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/stolnici/
suici,arges,Suici,Arges,Claudia-Iuliana Oprescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/suici/
suseni,arges,Suseni,Arges,Doru Radu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/suseni/
teiu,arges,Teiu,Arges,Florin Dumitru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/teiu/
tigveni,arges,Tigveni,Arges,Florina-Ramona Smeu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/tigveni/
titesti,arges,Titesti,Arges,Gheorghe Savu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/titesti/
topoloveni,arges,Topoloveni,Arges,Gheorghiţă Boţârcă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/topoloveni/
uda,arges,Uda,Arges,Dumitru Drăguşin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/uda/
ungheni,arges,Ungheni,Arges,Iulian Miu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/ungheni/
valea-danului,arges,Valea Danului,Arges,Vasile Preda,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/valea-danului/
valea-iasului,arges,Valea Iasului,Arges,Cristian Enescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/valea-iasului/
valea-mare-pravat,arges,Valea Mare Pravat,Arges,Petre-Ionel Boncoi,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/valea-mare-pravat/
vedea,arges,Vedea,Arges,Claudiu-Robert Sucală,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/vedea/
vladesti,arges,Vladesti,Arges,Leonard-Iustinian Şerban,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/vladesti/
vulturesti,arges,Vulturesti,Arges,Liviu-Eugen Poşircă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_arges/primarie/vulturesti/
agas,bacau,Agas,Bacau,Nicuşor Cernea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/agas/
ardeoani,bacau,Ardeoani,Bacau,Constantin Diaconu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/ardeoani/
asau,bacau,Asau,Bacau,Emilian Budacă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/asau/
bacau,bacau,Bacau,Bacau,Lucian-Daniel Stanciu-Viziteu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/bacau/
balcani,bacau,Balcani,Bacau,Ciprian Barna,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/balcani/
barsanesti,bacau,Barsanesti,Bacau,Cătălin-Ionel Acsinoiu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/barsanesti/
beresti-bistrita,bacau,Beresti Bistrita,Bacau,Ionel Alcaz,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/beresti-bistrita/
beresti-tazlau,bacau,Beresti Tazlau,Bacau,Constantin Ciobanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/beresti-tazlau/
berzunti,bacau,Berzunti,Bacau,Sorin-Mihai Panţîru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/berzunti/
blagesti,bacau,Blagesti,Bacau,Laurenţiu Munteanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/blagesti/
bogdanesti,bacau,Bogdanesti,Bacau,Gabriel-Cornel Maxim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/bogdanesti/
brusturoasa,bacau,Brusturoasa,Bacau,Cristian Coman-Găburici,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/brusturoasa/
buciumi,bacau,Buciumi,Bacau,Ion Mihalache,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/buciumi/
buhoci,bacau,Buhoci,Bacau,Adrian Nistor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/buhoci/
buhusi,bacau,Buhusi,Bacau,Vasile Zaharia,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/buhusi/
caiuti,bacau,Caiuti,Bacau,Gabriel Orândaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/caiuti/
casin,bacau,Casin,Bacau,Ioan-Cosmin Curelea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/casin/
cleja,bacau,Cleja,Bacau,Petru Iştoc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/cleja/
colonesti,bacau,Colonesti,Bacau,Iancu-Valentin Mîrzac,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/colonesti/
comanesti,bacau,Comanesti,Bacau,Viorel Miron,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/comanesti/
corbasca,bacau,Corbasca,Bacau,Nicuşor Puşcaşu-Andone,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/corbasca/
cotofanesti,bacau,Cotofanesti,Bacau,Viorel Olariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/cotofanesti/
damienesti,bacau,Damienesti,Bacau,Vasilică-Cătălin Răileanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/damienesti/
darmanesti,bacau,Darmanesti,Bacau,Mirela-Elena Verdeş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/darmanesti/
dealu-morii,bacau,Dealu Morii,Bacau,Gabriel Savin,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/dealu-morii/
dofteana,bacau,Dofteana,Bacau,Ioan Bujor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/dofteana/
faraoani,bacau,Faraoani,Bacau,Cristina Ciuraru-Pal,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/faraoani/
filipeni,bacau,Filipeni,Bacau,Rodica Ambrosie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/filipeni/
filipesti,bacau,Filipesti,Bacau,Petrică Lungu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/filipesti/
gaiceana,bacau,Gaiceana,Bacau,Dănuţ Florea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/gaiceana/
garleni,bacau,Garleni,Bacau,Constantin-Gabriel Ştefan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/garleni/
ghimes-faget,bacau,Ghimes Faget,Bacau,Karoly-Iozsef Oltyan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/ghimes-faget/
gioseni,bacau,Gioseni,Bacau,Bernadin Tamaş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/gioseni/
glavanesti,bacau,Glavanesti,Bacau,Adrian Alexandru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/glavanesti/
gura-vaii,bacau,Gura Vaii,Bacau,Silviu Tinei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/gura-vaii/
helegiu,bacau,Helegiu,Bacau,Ion Măgdălina,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/helegiu/
hemeius,bacau,Hemeius,Bacau,Constantin Sava,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/hemeius/
horgesti,bacau,Horgesti,Bacau,Alina-Adriana Temea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/horgesti/
huruiesti,bacau,Huruiesti,Bacau,Marian Zăbrăuţanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/huruiesti/
itesti,bacau,Itesti,Bacau,Aurel Lescanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/itesti/
izvoru-berheciului,bacau,Izvoru Berheciului,Bacau,Ionel Cristofor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/izvoru-berheciului/
letea-veche,bacau,Letea Veche,Bacau,Petru Dochiei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/letea-veche/
lipova,bacau,Lipova,Bacau,Costel Baciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/lipova/
livezi,bacau,Livezi,Bacau,Sorin Ichim,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/livezi/
luizi-calugara,bacau,Luizi Calugara,Bacau,Edmond-Leonard David,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/luizi-calugara/
magiresti,bacau,Magiresti,Bacau,Ionică Câdă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/magiresti/
magura,bacau,Magura,Bacau,Iordache Costrăş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/magura/
manastirea-casin,bacau,Manastirea Casin,Bacau,George-Adrian Bucur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/manastirea-casin/
margineni,bacau,Margineni,Bacau,Dumitru Bardaşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/margineni/
moinesti,bacau,Moinesti,Bacau,Valentin Vieru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/moinesti/
motoseni,bacau,Motoseni,Bacau,Corneliu-Constantin Ghelase-Armencea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/motoseni/
negri,bacau,Negri,Bacau,Ioan Iştoc,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/negri/
nicolae-balcescu,bacau,Nicolae Balcescu,Bacau,Marcelin-Iosif Trifescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/nicolae-balcescu/
odobesti,bacau,Odobesti,Bacau,Andriana Ojog,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/odobesti/
oituz,bacau,Oituz,Bacau,Claudiu Petrişor,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/oituz/
oncesti,bacau,Oncesti,Bacau,Mihai-Marinel Puţeanu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/oncesti/
onesti,bacau,Onesti,Bacau,Adrian Jilcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/onesti/
orbeni,bacau,Orbeni,Bacau,Costache Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/orbeni/
palanca,bacau,Palanca,Bacau,Adrian Paliştan,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/palanca/
pancesti,bacau,Pancesti,Bacau,Costel Benciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/pancesti/
parava,bacau,Parava,Bacau,Costel Dediu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/parava/
pargaresti,bacau,Pargaresti,Bacau,Corneliu Alexe,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/pargaresti/
parincea,bacau,Parincea,Bacau,Sorin Roşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/parincea/
parjol,bacau,Parjol,Bacau,Vasile Lupu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/parjol/
plopana,bacau,Plopana,Bacau,Vasile Tătaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/plopana/
poduri,bacau,Poduri,Bacau,Cătălin Dospinescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/poduri/
podu-turcului,bacau,Podu Turcului,Bacau,Gelu Cioravă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/podu-turcului/
prajesti,bacau,Prajesti,Bacau,Damian Comoraşu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/prajesti/
racaciuni,bacau,Racaciuni,Bacau,Ciprian Bucur,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/racaciuni/
rachitoasa,bacau,Rachitoasa,Bacau,Georgel Ivanciu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/rachitoasa/
racova,bacau,Racova,Bacau,Cătălin-Ionel Apetrei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/racova/
rosiori,bacau,Rosiori,Bacau,Ema-Maria Veleşcu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/rosiori/
sanduleni,bacau,Sanduleni,Bacau,Iulian Trepăduş,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/sanduleni/
sarata,bacau,Sarata,Bacau,Irina Argatu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/sarata/
sascut,bacau,Sascut,Bacau,Ionel Apostol,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/sascut/
saucesti,bacau,Saucesti,Bacau,Valentin Manea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/saucesti/
scorteni,bacau,Scorteni,Bacau,Vlad-George Rotariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/scorteni/
secuieni,bacau,Secuieni,Bacau,Dumitru-Cosmin David,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/secuieni/
slanic-moldova,bacau,Slanic Moldova,Bacau,Benone Moraru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/slanic-moldova/
solont,bacau,Solont,Bacau,Eusebiu Alexandrescu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/solont/
stanisesti,bacau,Stanisesti,Bacau,Teodor-Bogdan Popa,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/stanisesti/
stefan-cel-mare,bacau,Stefan Cel Mare,Bacau,Ion Vlasie,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/stefan-cel-mare/
strugari,bacau,Strugari,Bacau,Vasile Rotariu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/strugari/
tamasi,bacau,Tamasi,Bacau,Veronica Donţu,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/tamasi/
targu-ocna,bacau,Targu Ocna,Bacau,Bogdan Ababei,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/targu-ocna/
targu-trotus,bacau,Targu Trotus,Bacau,Cătălin Sabău,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/targu-trotus/
tatarasti,bacau,Tatarasti,Bacau,Petru Tăbăcaru,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/tatarasti/
traian,bacau,Traian,Bacau,Sorin Gherghelucă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/traian/
ungureni,bacau,Ungureni,Bacau,Vasile Bibire,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/ungureni/
urechesti,bacau,Urechesti,Bacau,Andrei Manea,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/urechesti/
valea-seaca,bacau,Valea Seaca,Bacau,Ion Pravăţ,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/valea-seaca/
vultureni,bacau,Vultureni,Bacau,Iulian Dragomir,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/vultureni/
zemes,bacau,Zemes,Bacau,Răzvan Tudosă,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bacau/primarie/zemes/
abram,bihor,Abram,Bihor,Claudiu Pop,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bihor/primarie/abram/
alesd,bihor,Alesd,Bihor,Ioan-Coloman Todoca,https://ziare.com/alegeri/alegeri-locale-2024/rezultate_bihor/primarie/alesd/
