winner_name,cui,wins,total_value_ron,distinct_buyers
Alfa-Com-Grup S.R.L.---Metrans S.R.L.---Monteriat 2016 S.R.L.,,4,256627.33,1
AMA FRUCT CP---GRANBIS---STEDYAN COM S.R.L.,,4,5002.77,2
OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,4,30509.28,3
ADCON---APRO-COM-IMPEX S.R.L.,,4,88626.02,2
AMA FRUCT CP---METRO CASH & CARRY ROMANIA---STEDYAN COM S.R.L.,,4,64498.55,1
AGROSEMCU---Dobre&Fiii---LOGISTIC MEDIA POP ART SRL,,4,1872023.86,1
AGROSEMCU---BISCOTTO SRL---FAGUL IMPEX---R & B COM S.R.L.,,4,1860488.31,2
AMA FRUCT CP---SORION BĂLENI---STEDYAN COM,,4,23497.23,1
AGRO-PAN-STAR S.R.L.---LOGISTIC MEDIA POP ART SRL,,4,0.4,1
SC BLACK SEA EUROINVESTMENT SRL---STEDYAN COM S.R.L.,,4,125555.65,3
AMARIEI G. PETRU---BMK GLOBAL IMPORT EXPORT---STEDYAN COM S.R.L.,,4,2628.79,1
AMARIEI G. PETRU---CO&SI---MANDY MAB TRADE SRL,,4,19781.4,1
NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,,4,5573.76,1
NED COM---NORDIC IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,80024.38,1
AMARIEI G. PETRU---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,4,10431.27,2
AMARIEI G. PETRU---MIRMAN COMPANY SRL---STEDYAN COM S.R.L.,,4,46567.81,1
AGRITWINS S.R.L.---AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---STEDYAN COM---TRANSLIMA,,4,26325.31,1
DERPAN S.R.L.---DORBOB PROD,,4,1823894.82,1
AGRICOVER---PROSEMENTI S.R.L.---S M RECOSEMTRACT,,4,37746.82,1
MEDIPLUS EXIM---NUTRIENT SOLUTIONS---PHARMAFARM,,4,9049.79,1
AGRICOVER---GREEN MASTER S.R.L.---S M RECOSEMTRACT,,4,6726.35,1
AMARIEI G. PETRU---ROMICS,,4,273825.49,1
M.C. Impex M.C.,,4,70263.22,1
Maya Pan---R & B COM S.R.L.,,4,54047.45,1
MATRA S.R.L.---S.C NISARA IMPEX S.R.L,,4,273610.1,2
AMARIEI G. PETRU---STEDYAN COM---STRUNGARIU & CO RIGAMS LM,,4,81565.37,1
MATRA S.R.L.---NORDIC IMPEX S.R.L.,,4,217692.41,2
MATAHARIAS,,4,88608.24,2
MANDY MAB TRADE SRL,,4,13052.46,1
CEASIS IMPEX S.R.L.---S M RECOSEMTRACT,,4,132927.32,1
CIA Aboliv S.R.L.,,4,90855.05,2
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,,4,778907.68,2
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,4,14773.27,2
ANDANA PAN S.R.L.,,4,442200.09,1
LECONFEX---UNICARM,,4,439965.11,1
LECONFEX S.R.L.---STEDYAN COM S.R.L.,,4,6403.94,3
LECONFEX S.R.L.---ROMICS---SIGISMUND COM,,4,210016.73,1
LECONFEX S.R.L.---PARHAN COM S.R.L.---Safeway International Impex SRL,,4,2938.56,2
ANDROMI COM---CINA CARMANGERIE S.R.L.---LECONFEX S.R.L.,,4,145181.52,3
COMBIS SA,,4,5462.24,1
LECONFEX---SIGISMUND COM---UNICARM,,4,341532.66,1
LECONFEX---PARHAN COM S.R.L.---STEDYAN COM,,4,63209.99,2
DIACARN FOOD---ELLMAR COM,,4,469470.19,1
COMIGA PROD IMPEX S.R.L.---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,10992.91,3
COMIGA PRODIMPEX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---SC CALIFARUL NEGRU SRL,,4,609271.03,1
COMIGA PROD IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---PROVIGO TRADE S.R.L.,,4,168099.56,1
KONDORA JANOS ZSOLT,,4,60835.88,1
COMIGA PROD IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,220159.84,3
K&M IMPORT-EXPORT---RARVALSERV SRL,,4,78263.67,1
COMLACT---PICOLACT PRODCOM SRL,,4,80159.1,4
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,11511.48,2
IULIAN TRANSFOR,,4,27209.64,1
ISNIS IRICRIS,,4,527501.15,1
Indice S.R.L.,,4,449333.83,1
Ian Intertop,,4,16747.93,1
CARLAND S.R.L.---DELTALACT S.A.---ELCOMER ACHIZITII,,4,153944.61,1
GRANBIS---S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,,4,8309.25,2
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,48374.2,3
GRANBIS---S.C. ANM HOLDERS SRL,,4,28840.97,2
ADCON---LECONFEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,96467.86,3
COMSORADI SRL---MATRA S.R.L.,,4,487933.89,3
GORDON-PROD S.R.L.---SIMULTAN S.R.L.,,4,0.68,1
COMSORADI SRL---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,185458.44,2
Gazonul S.R.L.,,4,68500.29,1
CAPISCO SERVCOM SRL---S. C. MCA COMERCIAL S.R.L---STEDYAN COM S.R.L.,,4,19157.55,1
COREX S.R.L.---Cristim 2 Prodcom---MATRA S.R.L.,,4,188176.64,4
C-AGLA-C COM SRL---KALMAN DISTRIBUTION S.R.L.---STEDYAN COM S.R.L.,,4,45923.05,2
Corex S.R.L.---Geocor Trade Imp-Exp S.R.L.---S.C. Nisara Impex S.R.L.,,4,706011.92,2
FISH TRANS LOGISTIC,,4,260320.53,1
S.C. ROCAS FDS S.R.L. S.R.L.,,4,1761.89,1
FILVAS SERVCOM---STRUNGARIU & CO RIGAMS LM,,4,71116.06,2
FILVAS SERVCOM---SPICUL 2,,4,96163.47,2
ADCON---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,15609.48,4
COREX S.R.L.---JOLDOS PROIMPEX S.R.L.---PARHAN COM S.R.L.,,4,35328.35,3
FERMA DENIS,,4,2360.09,1
FARMAVET,,4,11398.06,1
ADCON---DOIMAN COM S.R.L.---PARHAN COM S.R.L.,,4,27848.24,2
EUROGRUP BOGDAN---S.C NISARA IMPEX S.R.L,,4,527230.51,2
EUROGRUP BOGDAN---ROMICS,,4,81426.36,2
EUROGRUP BOGDAN---PRODLACTA SRL---ROMICS,,4,83021.31,1
EUROGRUP BOGDAN---PARHAN COM S.R.L.,,4,1197.8,4
EUROGRUP BOGDAN---INTER CONECTER  S.R.L.---SIGISMUND COM,,4,67717.29,1
BISCOTTO SRL---G T P D---ISIS-PAN,,4,596427.22,2
ELLMAR COM---SC BLACK SEA EUROINVESTMENT SRL,,4,54330.9,3
ELLMAR COM---NED COM,,4,75217.72,1
ELLMAR COM---apex expert,,4,112679.93,1
ADCON---LECONFEX S.R.L.---STEDYAN COM S.R.L.,,4,26153.94,3
SC Pombis SA Bistrita,,4,905896.18,1
BLACK SEA EUROINVESTMENT---COPANEX S.R.L.---GRANBIS,,4,130869.1,1
Cristim 2 Prodcom---GEOCOR TRADE IMP-EXP---MATRA S.R.L.,,4,28650.14,1
VEL PITAR---Velrom,,4,509039.16,2
B.P. ANKROB IMPEX---COREX S.R.L.---Harghita Retail---SC RADIPCOM SRL,,4,92569.34,1
CRIZANTEMA,,4,446903.56,2
BLACK SEA EUROINVESTMENT---HARPEK---LACTATE NATURA,,4,84705.88,1
CUMPANA 1993,,4,94843.75,2
BLACK SEA EUROINVESTMENT---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,62932.03,1
DAIA COM IMPEX SRL,,4,301766.18,1
DANY PROD SUPREM,,4,513921.28,1
Dark Forest S.R.L.,,4,83514.21,1
DOIMAN COM S.R.L.---MATRA S.R.L.---PROVISION RETAIL PROD SRL,,4,37990.22,2
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---EURICOM TRADE SRL,,4,32621.65,1
DAVIO PAN GRUP IMPEX---HARMOPAN,,4,90240.78,1
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,,4,71800.59,3
DOIMAN COM S.R.L.---LECONFEX S.R.L.---STEDYAN COM S.R.L.,,4,17492.83,1
DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,4,43168.89,4
ACVILA---CANAMAR---ROMICS---SIGISMUND COM,,4,194650.0,1
Deltalact Distributie,,4,153793.69,1
DELTALACT S.A.---GRANBIS---OLYMEL FLAMINGO FOOD S.R.L.,,4,65780.19,1
PRODUCTIE MILKCOM S.R.L.,,4,46131.01,2
S.C. EUROGRUP BOGDAN S.R.L.,,3,4481883.43,1
Conservfruct S.R.L.,,3,122377.6,2
Ilvas S.A.,,3,123593.12,2
Fagul Impex,,3,155877.54,2
Roalmisa INV,,3,275267.28,3
G&T Services S.R.L.,,3,138016.47,1
Provision Retail Prod S.R.L.,,3,89968.4,2
DUAL TOP S.R.L.,,3,77175.53,1
Comlact S.R.L.,,3,173861.2,2
Carmo Lact Prod S.R.L.,,3,6612.62,1
Ilm-Com S.R.L.,,3,387685.32,1
Prodman S.R.L.,,3,39371.88,1
FINELOR PRESTCOM S.R.L.,,3,8387.11,2
Dobre & Fiii,,3,7091346.39,2
Metro Cash & Carry România S.R.L.,,3,50475.42,2
S.C. Mărul de Aur S.R.L.,,3,137286.71,1
Nova Food Services S.R.L.,,3,249022.83,3
Romaqua Group,,3,83743.77,1
C I A ABOLIV S.R.L.,,3,23278.22,1
Tarpi,,3,10384.66,1
Roxar Prod Com S.R.L.,,3,430762.22,2
Farmexpert D.C.I. S.R.L.,,3,975223.04,1
Geocor Trade Imp-Exp S.R.L.---Granbis,,3,22186.18,1
Alvino S.R.L.,,3,111765.56,1
S.C. Vavir Zetea Trans S.R.L.,,3,9251.16,1
Paumaro S.R.L.,,3,130320.91,1
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,3,21851.8,3
GRANPAN DOR,,3,3653170.98,1
COREX S.R.L.---LECONFEX,,3,162812.15,1
Nutrivet,,3,46338.89,2
CIBIBON,,3,1377442.82,1
TREI BRUTARI,,3,3760.02,1
Derpan S.R.L.,,3,2714946.17,2
S.C. Euro Pati S.R.L.,,3,139086.56,1
LISIPROD S.R.L.,,3,222388.7,1
Autentic din Ardeal S.R.L.,,3,49423.5,2
DRAGON.RC---TRANSEURO,,3,38979.9,2
COPANEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,,3,2273.03,1
Adcon---Doiman Com S.R.L.,,3,102564.8,1
COMIGA PROD IMPEX S.R.L.---FALCONS---S.C NISARA IMPEX S.R.L,,3,161882.72,1
LAKTOTRIO 2001 PROD,,3,39889.29,2
ADCON---OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,3,6192.22,2
COMIGA PROD IMPEX S.R.L.---DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.,,3,36734.73,2
LARISCH EXIM---UNICARM,,3,169892.54,2
DARALI STAR,,3,40009.88,1
GARDEN CENTER GRUP S.R.L.---RO-VERDE LANDSCAPING S.R.L.,,3,630868.12,1
COMIGA PROD IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,,3,2033.05,3
ANDROMI COM---EUROGRUP BOGDAN---MACELARIA JUPANUL---MARIFLOR PRODCOM S.R.L.,,3,63655.39,1
LECONFEX---MURICOM S.R.L.,,3,68470.59,1
OLYMEL FLAMINGO FOOD S.R.L.---TARPI S.R.L.,,3,242.99,3
DIACARN FOOD---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,250224.54,2
LECONFEX---NED COM---SIGISMUND COM,,3,36366.96,1
CARLAND S.R.L.---PARHAN COM S.R.L.---PRODLACTA SRL,,3,23674.09,1
LECONFEX---PRODLACTA SRL,,3,154982.46,1
COREX S.R.L.---Cristim 2 Prodcom---LECONFEX S.R.L.,,3,55503.43,2
FRAHER DISTRIBUTION---MATRA S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,3,524871.11,1
DINU COMIMPEX---OLYMEL FLAMINGO FOOD S.R.L.,,3,477678.05,1
LECONFEX S.R.L.---NED COM---SIGISMUND COM,,3,50403.33,1
LECONFEX S.R.L.---NORDIC IMPEX S.R.L.---TARPI S.R.L.,,3,177134.01,2
FOOD DELIVERY,,3,92118.72,2
ANDROMI COM---CINA CARMANGERIE S.R.L.---JOLDOS PROIMPEX S.R.L.,,3,86947.47,2
C&M ARTIC IMPORT EXPORT SRL---FORTUS S.R.L.---S.C NISARA IMPEX S.R.L,,3,166728.19,1
LECONFEX S.R.L.---SC.DRAGON.RC.SRL---TRANSEURO,,3,9296.57,1
LECONFEX S.R.L.---TARPI S.R.L.,,3,42374.44,3
COREX S.R.L.---DIACARN FOOD---MATRA S.R.L.,,3,116452.31,1
COREX S.R.L.---DOIMAN COM S.R.L.---MATRA S.R.L.,,3,26406.87,2
LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.---NED COM,,3,95478.16,2
LEGUME FRUCTE COM S.R.L.---NORDIC IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,50479.25,1
ROTMAN INDUSTRIES SRL---STIMPEX,,3,1427771.65,1
ANASTYL COM---NICOLA CARM IMPEX---SC.DRAGON.RC.SRL,,3,10985.61,1
ADCON---DOIMAN COM S.R.L.---LECONFEX S.R.L.,,3,3397.49,2
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S. C. MCA COMERCIAL S.R.L,,3,83984.73,2
Alexgold Distribution SRL---CARLAND S.R.L.---COMPANY 94 PIRNAU SRL,,3,153501.11,1
ACVILA---LECONFEX S.R.L.---SIGISMUND COM,,3,99349.29,2
CINA CARMANGERIE S.R.L.---DIANA---S.C NISARA IMPEX S.R.L,,3,38989.88,1
PALAS COM---SC MEDMURES SRL,,3,22290.18,1
CINA CARMANGERIE S.R.L.---COREX S.R.L.---JOLDOS PROIMPEX S.R.L.,,3,45882.64,3
POPA ILEANA,,3,18970.05,2
AMA FRUCT CP---C-AGLA-C COM SRL---KALMAN DISTRIBUTION S.R.L.,,3,40472.22,1
LEGUME FRUCTE COM S.R.L.---SORION BĂLENI---STEDYAN COM S.R.L.,,3,145667.71,2
PAM ALY 2007---STEDYAN COM,,3,221360.45,1
Farten Food S.R.L.---Leconfex S.R.L.---Romics,,3,76016.05,1
AMIA INVEST---S.C. FILVAS SERVCOM S.R.L.---STEDYAN COM S.R.L.,,3,13488.32,1
PRODLACTA SRL---SIGISMUND COM,,3,71172.5,1
ROLEGFRUCT,,3,358974.05,1
DAVIO PAN GRUP IMPEX---MOPAN SUCEAVA,,3,113073.38,3
FALCONS---S.C NISARA IMPEX S.R.L,,3,240947.72,1
SLATINA FOREST S.R.L.,,3,1422109.7,1
FALCONS---PAM ALY 2007,,3,144241.34,1
CEREALCOM GALAȚI SOCIETATE PE ACŢIUNI,,3,6435029.97,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.,,3,137842.91,3
CEASIS IMPEX,,3,52046.2,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,22002.26,3
BRUTARIA PATRAS---FLORIAN,,3,333470.74,2
CARPATIS---DIACARN FOOD---SALTEMPO S.R.L.,,3,37476.45,3
FALCONS---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,50700.18,1
BIOTA COM S.R.L.---CARPATIS,,3,67808.55,2
FAGUL IMPEX---POL FRUCT SRL,,3,320071.51,1
COREX S.R.L.---LECONFEX S.R.L.---NORDIC IMPEX S.R.L.,,3,32500.72,2
Ambrosia---SIGISMUND COM,,3,654316.68,1
Ambrosia---PREXICO S.R.L.,,3,83972.75,1
Mariflor Servcom,,3,275008.84,1
COREX S.R.L.---LECONFEX S.R.L.---TARPI S.R.L.,,3,52138.01,2
PRESTIGIOSA PRODCOM S.R.L.---S.C. AMA FRUCT CP S.R.L.,,3,127365.84,2
COREX S.R.L.---LEGUME FRUCTE COM S.R.L.,,3,108113.38,3
COREX S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,94018.09,3
PARHAN COM S.R.L.---PRODLACTA SRL---ROMICS---SIGISMUND COM,,3,63404.34,1
S.C. ELIT S.R.L. S.R.L.,,3,1834.44,2
COREX S.R.L.---MATRA S.R.L.,,3,208492.49,3
AMA FRUCT CP---EUROGRUP BOGDAN---PARHAN COM S.R.L.,,3,2288.94,2
ACVILA---AGRO ROPAN IMPEX---DOIMAN COM S.R.L.---DYNAMIC BUSINESS SERVICE---La Leul Com,,3,61853.45,1
AMA FRUCT CP---DOIMAN COM S.R.L.---PARHAN COM S.R.L.,,3,31144.66,2
Bobix Star S.R.L.---Doiman Com S.R.L.---S.C. Irinel S.R.L.,,3,30330.65,1
EUROGRUP BOGDAN---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,3,10658.44,1
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---STEDYAN COM S.R.L.,,3,68919.92,3
COREX S.R.L.---MATRA S.R.L.---VIC PROD S.R.L.,,3,49254.98,2
COREX S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,3,79606.5,2
COREX S.R.L.---S.C NISARA IMPEX S.R.L,,3,163409.74,2
AMARIEI G. PETRU---SORION BĂLENI---STEDYAN COM S.R.L.,,3,9811.72,1
ADCON---DOIMAN COM S.R.L.---STEDYAN COM S.R.L.,,3,3371.79,3
Matrix Silva Total S.R.L.,,3,31708.81,1
Amariei G. Petru---S.C. Elcomer Achiziții S.R.L.---S.C. Libro Events S.R.L.,,3,505991.19,1
AMARIEI G. PETRU---RULTRANS INDUSTRY 93 SRL---STEDYAN COM,,3,108311.37,1
ADCON---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.,,3,3877.15,1
ELLY FOOD TRADIŢIONAL---LECONFEX---UNICARM,,3,107265.83,1
ADCON---LEGUME FRUCTE COM S.R.L.,,3,13751.85,2
AGRICOVER---S M RECOSEMTRACT,,3,15747.23,1
DOIMAN COM S.R.L.---LECONFEX S.R.L.---PARHAN COM S.R.L.,,3,19437.17,1
BISCOTTO SRL---FAGUL IMPEX---ISIS-PAN---R & B COM S.R.L.,,3,2172181.0,1
DOIMAN COM S.R.L.---GRUP DE PRODUCATORI PROLEG SLOBOZIA MOARA COOPERATIVA AGRICOLA---LEGUME FRUCTE COM S.R.L.,,3,73238.77,2
DOIMAN COM S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---STEDYAN COM S.R.L.,,3,30884.96,3
AGRITWINS S.R.L.---AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,,3,27948.79,1
ELLMAR COM---S.C NISARA IMPEX S.R.L,,3,11453.94,1
AMARIEI G. PETRU---METRO CASH & CARRY ROMANIA S.R.L.---PARHAN COM S.R.L.,,3,13358.47,1
AMA FRUCT CP---B.P. ANKROB IMPEX---Baby Business SRL---STEDYAN COM S.R.L.,,3,13275.14,1
AGRITWINS S.R.L.---AMA FRUCT CP---MIRMAN COMPANY  SRL,,3,10927.14,1
METITEX AGRO FOOD---SADAGRO INTERPROD,,3,173657.18,1
S.C. PREXICO S.R.L. S.R.L.,,3,11805.83,2
PARHAN COM S.R.L.---ROMICS---STEDYAN COM,,3,89587.38,1
ACVILA---ANDROMI COM---SIGISMUND COM,,3,48958.65,2
DOIMAN COM S.R.L.---EURICOM TRADE SRL---PROVIGO TRADE S.R.L.---PROVISION RETAIL PROD SRL,,3,1344.13,1
AMARIEI G. PETRU---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,,3,17587.73,2
B.P. ANKROB IMPEX---LECONFEX S.R.L.,,3,242427.25,2
AMARIEI G. PETRU---LEGUME FRUCTE COM S.R.L.---SIGISMUND COM,,3,134959.63,1
Utopia Prod Com,,3,2041609.33,1
METRANS---RAMA CLAU---SC PLUSTER PROTECT SRL,,3,161247.34,2
ADCON---LECONFEX S.R.L.---SIGISMUND COM,,3,14794.47,3
AGRITWINS S.R.L.---AMARIEI G. PETRU---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,,3,37135.23,1
PARHAN COM S.R.L.---UNICARM,,3,68361.08,1
SC DELMAR FOREST LOGISTIC SRL,,3,311839.88,1
MIDO,,3,37099.0,1
ACVILA---ANDROMI COM---S.C. ROMICS S.R.L.,,3,34858.43,2
B.P. ANKROB IMPEX---COREX S.R.L.---SC RADIPCOM SRL,,3,156608.53,1
MOPAN SUCEAVA---STEDYAN COM,,3,1246.71,2
MURICOM---PARHAN COM S.R.L.---VIVOPREST DISTRIBUTION S.R.L.,,3,44106.01,1
Agromipa---Muricom S.R.L.,,3,31767.36,1
BOWEL PROCESSING---COMSORADI SRL,,3,20938.09,1
NED COM---OLYMEL FLAMINGO FOOD S.R.L.---SIGISMUND COM,,3,57180.41,2
DELTALACT S.A.---GRANBIS,,3,171581.39,2
RAMA CLAU---S.C NISARA IMPEX S.R.L---SC PLUSTER PROTECT SRL,,3,311076.28,2
BLACK SEA EUROINVESTMENT---ELCOMER ACHIZITII---LEGUME FRUCTE COM S.R.L.,,3,244758.07,1
BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,24395.06,3
NICBAC PROD---OLYMEL FLAMINGO FOOD S.R.L.,,3,221393.14,2
CRISTIPAN ACTIV S.R.L.---PRIORITAR IMPEX S.R.L.---SIGISMUND COM,,3,198680.06,2
ADCON---BLACK SEA EUROINVESTMENT,,3,73289.85,2
NORDIC IMPEX S.R.L.---TARPI S.R.L.,,3,45542.64,2
DRAGON.RC---VALYBIA COM,,3,130728.44,3
Agro Sanvet S.R.L.,,3,874927.44,1
AMA FRUCT CP---RONY BIO GROUP---STEDYAN COM,,3,42343.55,1
AMA FRUCT CP---COMPANY 94 PIRNAU SRL---FALCONS,,3,156955.94,2
S.C. MOPAN SUCEAVA S.A.---STEDYAN COM S.R.L.,,3,1685.84,3
DRAGON.RC---EXIMAL IMPEX,,3,21829.7,2
RAION S.R.L.,,3,138126.77,3
S.C. Aicbac S.A.,,3,176460.56,1
BLACK SEA EUROINVESTMENT---LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,413288.63,1
CUW IMPEX---LECONFEX---OLYMEL FLAMINGO FOOD S.R.L.,,3,51447.72,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---PROVIGO TRADE S.R.L.,,3,3689.31,1
COMPANY 94 PIRNAU SRL---SORION BĂLENI---STEDYAN COM,,3,49009.44,1
G T P D---MATRA S.R.L.,,3,450101.15,1
APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---STEDYAN COM S.R.L.,,3,82085.41,3
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.,,3,50096.92,3
ADCON---COREX S.R.L.,,3,10802.52,3
HARPEK---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM---STEDYAN COM,,3,65702.75,1
COMPRODCOOP---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,17515.16,2
HARPEK---PRESTIGIOSA PRODCOM S.R.L.,,3,244627.56,1
APRO-COM-IMPEX S.R.L.---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,,3,18386.93,3
AMA FRUCT CP---PARHAN COM S.R.L.---PRADYUMNA---STEDYAN COM---SUPER EXTRA PAN S.R.L.,,3,119633.92,1
DOIMAN COM S.R.L.---ROMICS---SIGISMUND COM,,3,210470.62,1
CARLAND S.R.L.---DOIMAN COM S.R.L.---MATRA S.R.L.,,3,74005.98,2
I.I. Hurmuz Florinel,,3,544585.41,1
COMSORADI SRL---DIACARN FOOD---S.C NISARA IMPEX S.R.L,,3,469657.09,2
DOIMAN COM S.R.L.---PARHAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,,3,64036.2,2
AMA FRUCT CP---OVISIM IMPEX S.R.L.,,3,64494.88,1
CARLAND S.R.L.---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,,3,222653.26,1
COMSORADI SRL---FRAHER DISTRIBUTION S.R.L.---GEOCOR TRADE IMP-EXP---GRANBIS---MATRA S.R.L.---SALTEMPO S.R.L.---TRANSLIMA,,3,83516.93,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,,3,24119.85,3
APRO-COM-IMPEX S.R.L.---DOIMAN COM S.R.L.---STEDYAN COM S.R.L.,,3,30137.04,2
OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.,,3,74495.8,3
AMA FRUCT CP---MIRMAN COMPANY  SRL---S.C. GREENLEG DISTRIBUTION S.R.L.---STEDYAN COM S.R.L.,,3,43411.16,1
AMA FRUCT CP---Baby Business SRL---Harghita Retail---ILM-COM S.R.L.---STEDYAN COM S.R.L.,,3,1964.52,1
ACVILA---AMA FRUCT CP---PARHAN COM S.R.L.,,3,4345.22,1
Apex Expert---Corex S.R.L.---Vanbet S.R.L.,,3,185801.04,1
DOIMAN COM S.R.L.---PARHAN COM S.R.L.---PRODLACTA SRL,,3,23431.51,1
S.C NISARA IMPEX S.R.L---STEDYAN COM S.R.L.,,3,39977.22,3
APRO-COM-IMPEX S.R.L.---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,,3,78835.8,3
GORDON-PROD S.R.L.---LACTIS,,3,0.49,1
CARLAND S.R.L.---GEOCOR TRADE IMP-EXP---MATRA S.R.L.,,3,66451.69,1
ADCON---OLYMEL FLAMINGO FOOD S.R.L.---SIGISMUND COM,,3,33173.22,2
GEOCOR TRADE IMP-EXP S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,,3,76129.21,3
ADCON---PARHAN COM S.R.L.---SIGISMUND COM,,3,26673.36,2
ANDROMI COM---UNICARM,,3,205977.29,2
Geocor Trade Imp-Exp S.R.L.---Lactate Natura---S.C. Nisara Impex S.R.L.,,3,39576.0,1
IOASIM IMPORT EXPORT,,3,61883.58,1
ANDROMI COM---S.C. ROMICS S.R.L.---SIGISMUND COM,,3,202538.99,2
ADCON---HARPEK,,3,296738.27,2
ADCON---COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.,,3,7149.14,3
ADCON---IUSTART,,3,35012.45,3
COMSORADI SRL---MATRA S.R.L.---SC BLACK SEA EUROINVESTMENT SRL,,3,82298.52,2
Comsoradi S.R.L.---Radicstar,,3,284948.53,1
ADCON---APRO-COM-IMPEX S.R.L.---BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.,,3,5639.37,1
