company,cui,county,city,address,phone,email,website,category,subcategory,source
Burcea Sanda,,Arges,,VA4003/28.05.2012,,,,agriculture,,DAIRY_RO.csv
Burtila Maria Cristina,,Arges,,VA4558/14.11.2012,,,,agriculture,,DAIRY_RO.csv
Buru Nicolae Silvian,,Arges,,VA4476/29.10.2012,,,,agriculture,,DAIRY_RO.csv
Busa I. Ion,,Arges,,VA6813/04.05.2016,,,,agriculture,,DAIRY_RO.csv
Busca Elena,,Arges,,VA4406/11.10.2012,,,,agriculture,,DAIRY_RO.csv
Buscan Viorel,,Arges,,VA11218/14.03.2024,,,,agriculture,,DAIRY_RO.csv
Buscu Nicolae,,Arges,,VA-1287/23.07.2008,,,,agriculture,,DAIRY_RO.csv
"Buscu Nicolae,",,Arges,,VA-1287/23.07.2008,,,,agriculture,,DAIRY_RO.csv
Busu Valeria Daniela,,Arges,,VA9560/22.03.2021,,,,agriculture,,DAIRY_RO.csv
Calinescu Aurelian Adrian,,Arges,,VA4256/13.08.2012,,,,agriculture,,DAIRY_RO.csv
Calin Ion Viorel,,Arges,,VA5730/10.04.2014,,,,agriculture,,DAIRY_RO.csv
Calin Leonte,,Arges,,VA-1547/07.10.2008,,,,agriculture,,DAIRY_RO.csv
"Calota Constantin,",,Arges,,VA2472/03.03.2010,,,,agriculture,,DAIRY_RO.csv
Campeanu Florian,,Arges,,VA4025/01.06.2012,,,,agriculture,,DAIRY_RO.csv
Capuse Ilie,,Arges,,VA8850/24.10.2019,,,,agriculture,,DAIRY_RO.csv
Caragea Vicentiu Eugeniu,,Arges,,VA8420/19.04.2019,,,,agriculture,,DAIRY_RO.csv
"Carstea Marin,",,Arges,,VA3329/28.07.11,,,,agriculture,,DAIRY_RO.csv
Catana Gheorghe,,Arges,,VA8849/24.10.2019,,,,agriculture,,DAIRY_RO.csv
Catanescu Gabriel,,Arges,,VA3938/17.04.2012,,,,agriculture,,DAIRY_RO.csv
Catanoiu Aurelia,,Arges,,VA11179/26.02.2024,,,,agriculture,,DAIRY_RO.csv
Catrina Constantin,,Arges,,VA-1492/18.09.2008,,,,agriculture,,DAIRY_RO.csv
Catrina Emilian Solomon,,Arges,,VA6128/21.01.2015,,,,agriculture,,DAIRY_RO.csv
Catusanu Ionela,,Arges,,VA4935/10.04.2013,,,,agriculture,,DAIRY_RO.csv
Cazangiu Constantin,,Arges,,VA-1735/09.02.2009,,,,agriculture,,DAIRY_RO.csv
Cazan Ileana Mihaela,,Arges,,VA10012/23.11.2021,,,,agriculture,,DAIRY_RO.csv
Ceausescu Ion,,Arges,,VA-13920/07.08.2008,,,,agriculture,,DAIRY_RO.csv
Ceausu Diana Maria,,Arges,,VA4534/08.11.2012,,,,agriculture,,DAIRY_RO.csv
Ceausu Dumitru,,Arges,,VA8839/22.10.2019,,,,agriculture,,DAIRY_RO.csv
Ceciu Ion,,Arges,,VA7987/18.06.2018,,,,agriculture,,DAIRY_RO.csv
Ceobanu Valentina,,Arges,,VA8353/26.02.2019,,,,agriculture,,DAIRY_RO.csv
CHANPI TRANSILVANIA,,Arges,,"COCU, NR. 81",,,,agriculture,,LOGISTICS_RO.csv
Checiu Andrei George,,Arges,,VA8855/24.10.2019,,,,agriculture,,DAIRY_RO.csv
Chelcea Marian,,Arges,,VA9414/22.10.2020,,,,agriculture,,DAIRY_RO.csv
Chilom Nicolae,,Arges,,VA6017/28.10.2014,,,,agriculture,,DAIRY_RO.csv
Chilom Ovidiu,,Arges,30159/11.11.2019,Magazin desfacere miere,,,,agriculture,,DAIRY_RO.csv
Chira Roxana Nicoleta,,Arges,,VA3898/27.03.2012,,,,agriculture,,DAIRY_RO.csv
Chiriac Andi Stefan,,Arges,,VA4070/18.06.2012,,,,agriculture,,DAIRY_RO.csv
Chiriac Daniel,,Arges,,VA-1458/08.09.2008,,,,agriculture,,DAIRY_RO.csv
Chirita Aurel,,Arges,,VA7292/04.04.2017,,,,agriculture,,DAIRY_RO.csv
Chirita Costin Dan,,Arges,,VA3869/13.03.2012,,,,agriculture,,DAIRY_RO.csv
Chirita Ion,,Arges,,VA-1325/28.07.2008,,,,agriculture,,DAIRY_RO.csv
Chirita Irina-Ionela,,Arges,,VA2328/2011/2009,,,,agriculture,,DAIRY_RO.csv
"Chirita Stelian,",,Arges,,VA3324/27.07.11,,,,agriculture,,DAIRY_RO.csv
Chivu Claudiu,,Arges,,VA5684/19.03.2014,,,,agriculture,,DAIRY_RO.csv
Cimpoeru Maria Alina,,Arges,,VA5836/02.07.2014,,,,agriculture,,DAIRY_RO.csv
Cioaca Florin Eduard,,Arges,,VA4421/12.10.2012,,,,agriculture,,DAIRY_RO.csv
Ciobanu Dumitru Razvan,,Arges,,VA9804/30.07.2021,,,,agriculture,,DAIRY_RO.csv
Ciobanu Gheorghita Alin,,Arges,,VA4450/24.10.2012,,,,agriculture,,DAIRY_RO.csv
Cioboata Cornel,,Arges,,VA9093/06.05.2020,,,,agriculture,,DAIRY_RO.csv
Ciocanea Vasile,,Arges,,VA4574/20.11.2012,,,,agriculture,,DAIRY_RO.csv
Ciofrangeanu Ion-,,Arges,,VA/2141/17.08.09,,,,agriculture,,DAIRY_RO.csv
Ciolompea Cristian-,,Arges,,VA/2106/05.08.09,,,,agriculture,,DAIRY_RO.csv
Cioran Mirela,,Arges,,VA2762/28.07.2010,,,,agriculture,,DAIRY_RO.csv
Ciorchina Florin Marian,,Arges,,VA9324/08.09.2020,,,,agriculture,,DAIRY_RO.csv
Cirstea Florea,,Arges,,VA8860/25.10.2019,,,,agriculture,,DAIRY_RO.csv
Cirstea Gheorghe,,Arges,,VA6858/27.05.2016,,,,agriculture,,DAIRY_RO.csv
Cirstea Ionut Cristian,,Arges,,VA3284/30.06.2011,,,,agriculture,,DAIRY_RO.csv
Cirstea Iulian,,Arges,,VA10355/14.07.2022,,,,agriculture,,DAIRY_RO.csv
Cirstoiu Nicolae,,Arges,,VA4465/26.10.2012,,,,agriculture,,DAIRY_RO.csv
Ciuca Ioan,,Arges,,VA3780/24.01.2012,,,,agriculture,,DAIRY_RO.csv
Ciuculete Petre,,Arges,,VA8873/28.10.2019,,,,agriculture,,DAIRY_RO.csv
Ciurea Adrian,,Arges,,VA-1306/25.07.2008,,,,agriculture,,DAIRY_RO.csv
Clara Z Studio,,Arges,,VA11283/26.03.2024,,,,agriculture,,DAIRY_RO.csv
Colac Lucian,,Arges,,VA-1346/30.07.2008,,,,agriculture,,DAIRY_RO.csv
Colea Gheorghe,,Arges,,VA10027/24.11.2021,,,,agriculture,,DAIRY_RO.csv
Comandasu Ionut Marius,,Arges,,VA3468/17.10.2011,,,,agriculture,,DAIRY_RO.csv
Conci Stefan,,Arges,,VA4410/11.10.2012,,,,agriculture,,DAIRY_RO.csv
Constantin Danil,,Arges,,VA-1386/07.08.2008,,,,agriculture,,DAIRY_RO.csv
Constantinescu Constantin,,Arges,CPL oaie  integrat,"Loc. Vicoleni,com. Ungureni",+40721760067,alexandra@enquirer.media,,agriculture,,DAIRY_RO.csv
ConstantinescuVasile Tiberiu,,Arges,,VA11080/08.01.2024,+40721760067,alexandra@enquirer.media,,agriculture,,DAIRY_RO.csv
Constantin Gheorghe,,Arges,,VA4516/07.11.2012,,,,agriculture,,DAIRY_RO.csv
Constantin Iustin Martin,,Arges,,VA4144/11.07.2012,,,,agriculture,,DAIRY_RO.csv
Constantin Mihai,,Arges,,VA3217/17.05.2011,,,,agriculture,,DAIRY_RO.csv
Constantin Sandel,,Arges,,VA4463/26.10.2012,,,,agriculture,,DAIRY_RO.csv
Constantin Viorel,,Arges,,VA11211/12.03.2024,,,,agriculture,,DAIRY_RO.csv
Contor Elena,,Arges,,VA6024/30.10.2014,,,,agriculture,,DAIRY_RO.csv
Cordea Claudiu,,Arges,,VA9477/08.01.2021,,,,agriculture,,DAIRY_RO.csv
Cornea Marcel Nicolae,,Arges,,VA11209/12.03.2024,,,,agriculture,,DAIRY_RO.csv
Costache Ilie,,Arges,,VA-1419/25.08.2008,,,,agriculture,,DAIRY_RO.csv
Costache Mihail,,Arges,,VA-1418/25.08.2008,,,,agriculture,,DAIRY_RO.csv
Costache Paula Rozica,,Arges,,VA4313/31.08.2012,,,,agriculture,,DAIRY_RO.csv
Costescu Silvestru,,Arges,,VA8797/11.10.2019,,,,agriculture,,DAIRY_RO.csv
Craciun Cornel,,Arges,,VA10390/11.08.2022,,,,agriculture,,DAIRY_RO.csv
Craciun Daniel,,Arges,,VA-1467/08.09.2008,,,,agriculture,,DAIRY_RO.csv
Cremenescu Catalin,,Arges,,VA11284/26.03.2024,,,,agriculture,,DAIRY_RO.csv
Cremenescu Vasile Tudor,,Arges,,VA6019/29.10.2014,,,,agriculture,,DAIRY_RO.csv
CRIN PROD SRL,,Arges,,"Leordeni, Nr. 132",,,,agriculture,,LOGISTICS_RO.csv
Cristea Madalin,,Arges,,VA9200/17.07.2020,,,,agriculture,,DAIRY_RO.csv
Cristea Marius,,Arges,,VA4939/10.04.2013,,,,agriculture,,DAIRY_RO.csv
CRISTINA DIVERS,,Arges,,"ROCIU, SAT. SERBANESTI",,,,agriculture,,LOGISTICS_RO.csv
Croitoru Gheorghe,,Arges,,VA9310/03.09.2020,,,,agriculture,,DAIRY_RO.csv
Cumpanasoiu Nicolae,,Arges,,VA-1316/28.07.2008,,,,agriculture,,DAIRY_RO.csv
Curea Florian,,Arges,,VA-1568/15.10.2008,,,,agriculture,,DAIRY_RO.csv
Curea Ion,,Arges,,VA7311/20.04.2017,,,,agriculture,,DAIRY_RO.csv
Curea Mirela Tia,,Arges,,VA4576/20.11.2012,,,,agriculture,,DAIRY_RO.csv
Curment Florea,,Arges,,VA-1260/11.07.2008,,,,agriculture,,DAIRY_RO.csv
Danalache Ion,,Arges,,VA8447/14.05.2019,,,,agriculture,,DAIRY_RO.csv
Danciu Nicolae,,Arges,,VA4219/01.08.2012,,,,agriculture,,DAIRY_RO.csv
Dan G. Gabriel Alexandru,,Arges,,VA4517/07.11.2012,,,,agriculture,,DAIRY_RO.csv
Danila Cristian,,Arges,,VA3306/19.07.11,,,,agriculture,,DAIRY_RO.csv
Dascalita Denisa  Elena,,Arges,,VA10085/11.01.2022,,,,agriculture,,DAIRY_RO.csv
Dascalu Catalin Georgian,,Arges,,VA9371/23.09.2020,,,,agriculture,,DAIRY_RO.csv
Dascalu Stelica Ion,,Arges,,VA7714/29.11.2017,,,,agriculture,,DAIRY_RO.csv
David Aurel,,Arges,,VA4367/25.09.2012,,,,agriculture,,DAIRY_RO.csv
Deaconescu Dorel-,,Arges,,VA/1818/23.03.09,,,,agriculture,,DAIRY_RO.csv
Deaconescu Traian-,,Arges,,VA3602/13.12.2011,,,,agriculture,,DAIRY_RO.csv
Deaconu Florian,,Arges,,VA3559/30.11.2011,,,,agriculture,,DAIRY_RO.csv
Deaconu Mihai Ovidiu,,Arges,,VA9686/27.05.2021,,,,agriculture,,DAIRY_RO.csv
Deaconu Viorel Crinu,,Arges,,VA8834/21.10.2019,,,,agriculture,,DAIRY_RO.csv
Decu Cristian,,Arges,,VA5698/31.03.2014,,,,agriculture,,DAIRY_RO.csv
Dezrobitu Gabriel,,Arges,,VA 5298/24.09.2013,,,,agriculture,,DAIRY_RO.csv
Diaconeasa Ionel,,Arges,,VA10329/29.06.2022,,,,agriculture,,DAIRY_RO.csv
Diaconu Gheorghe,,Arges,,VA6925/30.07.2016,,,,agriculture,,DAIRY_RO.csv
Diaconu Ion,,Arges,,VA9352/15.09.2020,,,,agriculture,,DAIRY_RO.csv
Diaconu Maria,,Arges,,VA2304/13.11.2009,,,,agriculture,,DAIRY_RO.csv
Dibuleasa Ion  Maximilian,,Arges,,VA10010/23.11.2021,,,,agriculture,,DAIRY_RO.csv
Dicu Gheorghe,,Arges,,VA9242/07.08.2020,,,,agriculture,,DAIRY_RO.csv
Dima Ion,,Arges,,VA-1539/03.10.2008,,,,agriculture,,DAIRY_RO.csv
Dima Vasile,,Arges,,VA8857/25.10.2019,,,,agriculture,,DAIRY_RO.csv
Dinca Adrian Aurelian,,Arges,,VA7489/18.07.2017,,,,agriculture,,DAIRY_RO.csv
Dinca I. Gheorghe Catalin,,Arges,,VA4400/09.10.2012,,,,agriculture,,DAIRY_RO.csv
Din Liviu Emil,,Arges,,VA9732/25.06.2021,,,,agriculture,,DAIRY_RO.csv
Dinu Constanta,,Arges,,VA9068/04.03.2020,,,,agriculture,,DAIRY_RO.csv
Dinu Cosmin C-tin,,Arges,,VA8057/20.07.2018,,,,agriculture,,DAIRY_RO.csv
Dinu  I.  Aurel,,Arges,,VA8209/18.10.2018,,,,agriculture,,DAIRY_RO.csv
Dinu Robert,,Arges,,VA2853/20.09.2010,,,,agriculture,,DAIRY_RO.csv
Directia Silvica Arges,,Arges,,VA6500/24.09.2015,,,,agriculture,,DAIRY_RO.csv
Dobre Gherghina,,Arges,,VA11305/02.04.2024,,,,agriculture,,DAIRY_RO.csv
Dobre Stelian Florin,,Arges,,VA11262/21.03.2024,,,,agriculture,,DAIRY_RO.csv
Dobrica Andrei,,Arges,,VA3224/23.05.2011,,,,agriculture,,DAIRY_RO.csv
Dogaru Adrian Ion,,Arges,,VA5719/07.04.2014,,,,agriculture,,DAIRY_RO.csv
Dolofan Teodor,,Arges,,VA7515/28.07.2017,,,,agriculture,,DAIRY_RO.csv
Donu Bogdan Ion-,,Arges,,VA/1761/20.02.09,,,,agriculture,,DAIRY_RO.csv
Dorobantu C-tin,,Arges,,VA-1613/28.10.2008,,,,agriculture,,DAIRY_RO.csv
Dorobantu Ecaterina Melinda,,Arges,,VA8820/18.10.2019,,,,agriculture,,DAIRY_RO.csv
Dorobantu Nicolae,,Arges,,VA-1512/24.09.2008,,,,agriculture,,DAIRY_RO.csv
Dragan Bogdan Constantin,,Arges,,VA3513/04.11.2011,,,,agriculture,,DAIRY_RO.csv
Dragan Ion,,Arges,,VA-1352/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Dragan Ionut Bogdan,,Arges,,VA7643/06.10.2017,,,,agriculture,,DAIRY_RO.csv
Draghici Emanuel Cosmin,,Arges,,VA10323/23.06.2022,,,,agriculture,,DAIRY_RO.csv
"Draghici Nae,",,Arges,,VA2473/03.03.2010,,,,agriculture,,DAIRY_RO.csv
Draghici Raluca,,Arges,,VA7386/29.05.2017,,,,agriculture,,DAIRY_RO.csv
Dragomir Alberto,,Arges,,VA-1368/01.08.2008,,,,agriculture,,DAIRY_RO.csv
Dragomir Constantin,,Arges,,VA11237/19.03.2024,,,,agriculture,,DAIRY_RO.csv
Dragomir Florea,,Arges,,VA9097/18.05.2020,,,,agriculture,,DAIRY_RO.csv
Dragomir i.Marcel Marian,,Arges,,VA4045/11.06.2012,,,,agriculture,,DAIRY_RO.csv
Dragomir Ionela,,Arges,,VA3305/19.07.11,,,,agriculture,,DAIRY_RO.csv
Dragusin Filoftei,,Arges,,VA9537/09.03.2021,,,,agriculture,,DAIRY_RO.csv
Dragusin Florian-,,Arges,,VA/2092/30.07.09,,,,agriculture,,DAIRY_RO.csv
Dragut Marius Cristian,,Arges,,VA4967/18.04.2013,,,,agriculture,,DAIRY_RO.csv
DRS LOGISTIC & COFFEE,,Arges,,"LERESTI, STR. VASILE MILEA, NR. 618",,,,agriculture,,LOGISTICS_RO.csv
"Duca Maria, Felicia",,Arges,,VA11181/26.02.2024,,,,agriculture,,DAIRY_RO.csv
Duca Rodica,,Arges,,VA9196/14.07.2020,,,,agriculture,,DAIRY_RO.csv
Duchin Constantin,,Arges,,VA9906/22.09.2021,,,,agriculture,,DAIRY_RO.csv
Dulduruc Gheorghita,,Arges,,VA9109/26.05.2020,,,,agriculture,,DAIRY_RO.csv
Duminica Dorina,,Arges,,VA4596/26.11.2012,,,,agriculture,,DAIRY_RO.csv
Duminica Vasile Viorel,,Arges,,VA10900/28.08.2023,,,,agriculture,,DAIRY_RO.csv
Dumitrache Nicole,,Arges,,VA11308/02.04.2024,,,,agriculture,,DAIRY_RO.csv
Dumitrescu Florin,,Arges,,VA-1353/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Dumitrescu Florin -,,Arges,,VA-1353/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Dumitrescu Florin-,,Arges,,VA-1353/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Dumitrescu Gheorghe,,Arges,,VA-1351/30.07.2008,,,,agriculture,,DAIRY_RO.csv
Dumitrof Ion,,Arges,,VA-1367/01.08.2008,,,,agriculture,,DAIRY_RO.csv
Dumitru Alexandru Andrei,,Arges,,VA9380/29.09.2020,,,,agriculture,,DAIRY_RO.csv
Dumitru Claudiu Mihai,,Arges,,VA9326/09.09.2020,,,,agriculture,,DAIRY_RO.csv
"Dumitru Dumitru,",,Arges,,VA2253/15.10.2010,,,,agriculture,,DAIRY_RO.csv
Dumitru Eusebiu,,Arges,,VA2852/20.09.2010,,,,agriculture,,DAIRY_RO.csv
Dumitru Ionut Alexandru,,Arges,,VA6105/06.01.2015,,,,agriculture,,DAIRY_RO.csv
Dumitru Laurentiu Ionut,,Arges,,VA8931/20.11.2019,,,,agriculture,,DAIRY_RO.csv
Dumitru Lucian,,Arges,,VA2783/16.08.2010,,,,agriculture,,DAIRY_RO.csv
Dumitru Manuel,,Arges,,VA3307/19.10.11,,,,agriculture,,DAIRY_RO.csv
Dumitru Tit,,Arges,,VA10292/06.06.2022,,,,agriculture,,DAIRY_RO.csv
Dumitru Vasile,,Arges,,VA-1294/23.07.2008,,,,agriculture,,DAIRY_RO.csv
Dumitru V. Vasile,,Arges,,VA7751/04.01.2018,,,,agriculture,,DAIRY_RO.csv
Dutulescu I.Ion,,Arges,,VA-1293/23.07.2008,,,,agriculture,,DAIRY_RO.csv
Eana Ion,,Arges,,VA8002/28.06.2018,,,,agriculture,,DAIRY_RO.csv
Eftene Florin Flavius PFA,,Arges,,VA11244/19.03.2024,,,,agriculture,,DAIRY_RO.csv
EMY AGRO STAR,,Arges,,"COM. UNGHENI, NR. 1A",,,,agriculture,,LOGISTICS_RO.csv
Enache Adrian,,Arges,,VA3276/27.06.2011,,,,agriculture,,DAIRY_RO.csv
Enache C-tin Ciprian,,Arges,,VA8841/22.10.2019,,,,agriculture,,DAIRY_RO.csv
Enache Elena,,Arges,,VA3199/10.05.2011,,,,agriculture,,DAIRY_RO.csv
Enache Ion,,Arges,,VA-1337/29.07.2008,,,,agriculture,,DAIRY_RO.csv
Enache Mariana,,Arges,,VA-1308/25.07.2008,,,,agriculture,,DAIRY_RO.csv
"Ene Adrian Cornel,",,Arges,,VA2667/07.06.2010,,,,agriculture,,DAIRY_RO.csv
Ene Emilian Mihail,,Arges,,VA4141/11.07.2012,,,,agriculture,,DAIRY_RO.csv
Ene Petre,,Arges,,VA-1280/18.07.2008,,,,agriculture,,DAIRY_RO.csv
Ene Viorel,,Arges,,VA9519/18.02.2021,,,,agriculture,,DAIRY_RO.csv
Ene Viorel Gratian,,Arges,,VA11811/25.03.2025,,,,agriculture,,DAIRY_RO.csv
Epure Marin,,Arges,,VA10033/26.11.2021,,,,agriculture,,DAIRY_RO.csv
EUROPAN PROD,6833760,Arges,,"Com. Suici, Sat. Suici",+40248223520,,https://europanprod.ro,agriculture,,LOGISTICS_RO.csv
Evicom Honey.,,Arges,,VA11278/26.03.2024,,,,agriculture,,DAIRY_RO.csv
Filip Adrian Ion,,Arges,,VA2237/13.10.2009,,,,agriculture,,DAIRY_RO.csv
Filip Albert Claudiu,,Arges,,VA10393/16.08.2022,,,,agriculture,,DAIRY_RO.csv
Filipoiu Ion,,Arges,,VA11313/03.04.2024,,,,agriculture,,DAIRY_RO.csv
Filip Vasile Corneliu,,Arges,,VA7269/20.03.2017,,,,agriculture,,DAIRY_RO.csv
Fintoiu Ligia Elena,,Arges,,VA4512/06.11.2012,,,,agriculture,,DAIRY_RO.csv
Floarea Niculae,,Arges,,VA9563/23.03.2021,,,,agriculture,,DAIRY_RO.csv
Florea Adela Elena,,Arges,,VA4510/06.11.2012,,,,agriculture,,DAIRY_RO.csv
Florea Alexandru,,Arges,,VA3304/18.07.11,,,,agriculture,,DAIRY_RO.csv
Florea Ionut,,Arges,,VA10006/23.11.2021,,,,agriculture,,DAIRY_RO.csv
Florea Ionut Adrian,,Arges,,VA11070/21.12.2023,,,,agriculture,,DAIRY_RO.csv
Florescu Ion,,Arges,,VA-1490/17.09.2008,,,,agriculture,,DAIRY_RO.csv
Flormar Vet,,Arges,,VA9797/27.07.2021,,,,agriculture,,DAIRY_RO.csv
Foarcea Florin Valentin,,Arges,,VA6237/02.04.2015,,,,agriculture,,DAIRY_RO.csv
Fotache Dumitru,,Arges,,VA8826/21.10.2019,,,,agriculture,,DAIRY_RO.csv
Fotescu Toma Marian,,Arges,,VA11238/19.03.2024,,,,agriculture,,DAIRY_RO.csv
Francescu Paul C-tin,,Arges,,VA11397/08.05.2024,,,,agriculture,,DAIRY_RO.csv
Frantescu Liliana,,Arges,,VA3988/18.05.2012,,,,agriculture,,DAIRY_RO.csv
Frunteanu Marian,,Arges,,VA6159/18.02.2015,,,,agriculture,,DAIRY_RO.csv
Fulga M. Liviu,,Arges,,VA-1635/17.11.2008,,,,agriculture,,DAIRY_RO.csv
Gabrian C. Constantin,,Arges,,VA-1407/19.08.2008,,,,agriculture,,DAIRY_RO.csv
Gabrian Constantin,,Arges,,VA9184/08.07.2020,,,,agriculture,,DAIRY_RO.csv
Gae Daniel,,Arges,,VA6962/26.07.2016,,,,agriculture,,DAIRY_RO.csv
Gae Dumitru,,Arges,,VA11227/15.03.2024,,,,agriculture,,DAIRY_RO.csv
Gagea Maria-Irina,,Arges,,VA2305/13.11.2009,,,,agriculture,,DAIRY_RO.csv
Gaina Vasile Catalin,,Arges,,VA9953/20.10.2021,,,,agriculture,,DAIRY_RO.csv
Ganci Vasile Adrian,,Arges,,VA7002/23.08.2016,,,,agriculture,,DAIRY_RO.csv
Ganescu Emilia Silvia,,Arges,,VA5731/10.04.2014,,,,agriculture,,DAIRY_RO.csv
Gantoi Eremia,,Arges,,VA10019/24.11.2021,,,,agriculture,,DAIRY_RO.csv
Gavan Ion,,Arges,,VA-1594/24.10.2008,,,,agriculture,,DAIRY_RO.csv
Geambasu Elena,,Arges,,VA8758/30.09.2019,,,,agriculture,,DAIRY_RO.csv
Geambasu George Alin,,Arges,,VA9719/22.06.2021,,,,agriculture,,DAIRY_RO.csv
Geambasu Gheorghe,,Arges,,VA-1355/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Geambasu Robert,,Arges,,VA2803/24.08.2010,,,,agriculture,,DAIRY_RO.csv
Geana Costin,,Arges,,VA2819/01.09.10,,,,agriculture,,DAIRY_RO.csv
Geanta Gabriel,,Arges,,VA6255/15.04.2015,,,,agriculture,,DAIRY_RO.csv
Georgescu Emanoil Florin,,Arges,,VA4571/19.11.2012,,,,agriculture,,DAIRY_RO.csv
Georgescu Floris,,Arges,,VA4049/12.06.2012,,,,agriculture,,DAIRY_RO.csv
Georgescu Ion Valentin,,Arges,,VA6213/18.03.2015,,,,agriculture,,DAIRY_RO.csv
Georgescu Mihai Cornel,,Arges,,VA4423/15.10.2012,,,,agriculture,,DAIRY_RO.csv
Ghemu Constantin,,Arges,,VA8419/18.04.2019,,,,agriculture,,DAIRY_RO.csv
Gheorghe Catalin,,Arges,,VA-1470/09.09.2008,,,,agriculture,,DAIRY_RO.csv
Gheorghe Dorin,,Arges,,VA4484/30.10.2012,,,,agriculture,,DAIRY_RO.csv
Gheorghe Emilia,,Arges,,VA4486/30.10.2012,,,,agriculture,,DAIRY_RO.csv
Gheorghe Marian,,Arges,,VA-1469/09.09.2008,,,,agriculture,,DAIRY_RO.csv
Ghergaina Radoi,,Arges,,VA10153/11.03.2022,,,,agriculture,,DAIRY_RO.csv
Gherghe Gheorghe,,Arges,,VA11217/14.03.2024,,,,agriculture,,DAIRY_RO.csv
Ghiberdel Alexandru,,Arges,,VA8888/29.10.2019,,,,agriculture,,DAIRY_RO.csv
Ghinea Maria Madalina,,Arges,,VA9266/18.08.2020,,,,agriculture,,DAIRY_RO.csv
Ghinete Marian,,Arges,,VA-1354/31.07.2008,,,,agriculture,,DAIRY_RO.csv
Ghita Alexandru,,Arges,,VA3937/17.04.2012,,,,agriculture,,DAIRY_RO.csv
Ghita C-tin Catalin,,Arges,,VA9225/30.07.2020,,,,agriculture,,DAIRY_RO.csv
Ghita Eugen Gheorghe,,Arges,,VA7207/26.01.2017,,,,agriculture,,MEAT_PROCESSORS_RO.csv
Ghita Ioan,,Arges,,VA10023/24.11.2021,,,,agriculture,,DAIRY_RO.csv
Ghitulescu Miron,,Arges,,VA4441/22.10.2012,,,,agriculture,,DAIRY_RO.csv
Gionea Aurel,,Arges,,VA8771/03.10.2019,,,,agriculture,,DAIRY_RO.csv
Girleanu Ion,,Arges,,VA9194/14.07.2020,,,,agriculture,,DAIRY_RO.csv
Giurca Elena,,Arges,,VA4531/08.11.2012,,,,agriculture,,DAIRY_RO.csv
Giurca Marian,,Arges,,VA4530/08.11.2012,,,,agriculture,,DAIRY_RO.csv
Giurea Dumitru Cristian,,Arges,,VA11215/14.03.2024,,,,agriculture,,DAIRY_RO.csv
Global Top Crismar,,Arges,,VA8052/18.07.2018,,,,agriculture,,DAIRY_RO.csv
Gofalnic Ion,,Arges,,VA-1496/19.09.2008,,,,agriculture,,DAIRY_RO.csv
Golescu Cezar Gheorghe,,Arges,,VA4124/09.07.2012,,,,agriculture,,DAIRY_RO.csv
Goran Vasile,,Arges,,VA7629/27.09.2017,,,,agriculture,,DAIRY_RO.csv
Gorby Eurodistrib,,Arges,,VA7022/31.08.2016,,,,agriculture,,DAIRY_RO.csv
Grancea Valentin Ion,,Arges,,VA7505/24.07.2017,,,,agriculture,,DAIRY_RO.csv
Graure Ionut Bogdan,,Arges,,VA11253/20.03.2024,,,,agriculture,,DAIRY_RO.csv
Grecu Sever Vasile,,Arges,,VA11219/14.03.2024,,,,agriculture,,DAIRY_RO.csv
Grigore Alina Mihaela,,Arges,,VA10146/07.03.2022,,,,agriculture,,DAIRY_RO.csv
Grigore Elisabeta,,Arges,,VA6596/20.11.2015,,,,agriculture,,DAIRY_RO.csv
Grigore Florian,,Arges,,VA4071/18.06.2012,,,,agriculture,,DAIRY_RO.csv
Grigore Laurentiu,,Arges,,VA9312/04.09.2020,,,,agriculture,,DAIRY_RO.csv
Grigore Liviu,,Arges,,VA8835/22.10.2019,,,,agriculture,,DAIRY_RO.csv
Grigore Niculae,,Arges,,VA11272/25.03.2024,,,,agriculture,,DAIRY_RO.csv
Grigorescu Ion,,Arges,,VA-1350/30.07.2008,,,,agriculture,,DAIRY_RO.csv
Grigorescu Marius-Nicusor,,Arges,,VA2307/16.11.2009,,,,agriculture,,DAIRY_RO.csv
Grigoroiu Loredana Ioana,,Arges,,VA11341/10.04.2024,,,,agriculture,,DAIRY_RO.csv
Grozavu Toader Ovidiu,,Arges,,VA5014/26.06.2013,,,,agriculture,,DAIRY_RO.csv
Grozea Constantin,,Arges,,VA2714/01.07.2010,,,,agriculture,,DAIRY_RO.csv
Gusetoiu Gheorghe-,,Arges,,VA/1847/06.04.09,,,,agriculture,,DAIRY_RO.csv
Guta Cristinel Eleodor,,Arges,,VA7494/20.07.2017,,,,agriculture,,DAIRY_RO.csv
Gutoiu Ionela Alina,,Arges,,VA4320/03.09.2012,,,,agriculture,,DAIRY_RO.csv
HADITON GROUP,,Arges,,BARLA,40752096081,tanta@haditon.ro,,agriculture,Transport,LOGISTICS_RO.csv
HADITON TRADE,,Arges,,"CALDARARU, SAT. STRAMBENI, NR. 661",,,,agriculture,,LOGISTICS_RO.csv
Hapaina Maria,,Arges,,VA11220/14.03.2024,,,,agriculture,,DAIRY_RO.csv
