winner_name,wins,total_value_ron,first_win,last_win,distinct_buyers,distinct_cpvs
S M RECOSEMTRACT,11,1095994.84,,,6,4
LECONFEX---SIGISMUND COM,11,2105012.58,,,3,3
LECONFEX---PARHAN COM S.R.L.---SIGISMUND COM,11,272720.93,,,3,3
APICRIS NATURA,11,18637.31,,,6,2
HARMOPAN S.A.,11,185476.06,,,4,2
Green Master S.R.L.,11,192121,,,4,2
GRANBIS S.R.L---NED COM,11,693709.07,,,3,2
GRANBIS---NED COM,11,694703.5,,,3,2
FrieslandCampina România S.A.,11,2228647.83,,,3,2
BLACK SEA EUROINVESTMENT---HARPEK---OLYMEL FLAMINGO FOOD S.R.L.,11,317083.82,,,1,1
GECOR GROUP GL SRL,10,139800.33,,,4,3
BMK GLOBAL IMPORT EXPORT---S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,10,5025.55,,,1,1
FALCONS---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,10,36563.09,,,1,3
BMK GLOBAL IMPORT EXPORT---GRANBIS---STEDYAN COM S.R.L.,10,15755.01,,,1,1
OLYMEL FLAMINGO FOOD S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,10,12599.06,,,3,2
GALICOM BOTOSANI S.R.L.,10,101104.06,,,2,1
FALCONS SRL,10,55399.43,,,1,1
DANSER PAN SRL,10,137718.06,,,1,1
C I A Aboliv S.R.L.,10,998994.93,,,5,3
S.C. ONIROS INTERNATIONAL S.R.L.,10,325510.4,,,5,2
AMA FRUCT CP---STEDYAN COM---SUPER EXTRA PAN S.R.L.,10,277576.28,,,3,1
DOBROGEA GRUP,10,572517.43,,,5,3
AGRITWINS S.R.L.---AMA FRUCT CP---STEDYAN COM,10,56621.3,,,4,3
TARPI,10,183329.37,,,4,3
Euricom Trade S.R.L.,10,635668.42,,,8,4
S.C. Fleischparty SRL S.R.L.,10,290999.65,,,4,3
ALIADI AGROCOM S.R.L,10,5873.76,,,1,1
MOBIPAN S.A.,10,660235.09,,,1,1
DOIMAN COM S.R.L.---MATRA S.R.L.---RADICSTAR S.R.L,10,104713.08,,,1,1
AGRO PROD COM DOSA,10,343045.01,,,1,1
S.C. Universal S.A.,10,193095.25,,,4,3
ANDROMI COM---PRODLACTA SRL,10,667124.07,,,3,3
MIRMAN COMPANY  SRL,10,116101.2,,,2,3
ANDROMI COM S.R.L.,10,350587.93,,,2,2
LARGER CARM SRL,10,66649.46,,,1,1
INTER CONECTER S.R.L.,10,245185.75,,,3,3
NED COM---OLYMEL FLAMINGO FOOD S.R.L.,10,227463.51,,,6,3
NOVA TECHNO SERVICE MANAGEMENT,10,3786071.78,,,1,1
Agrosemcu,10,1052623.52,,,7,5
Andromi COM,10,207978.63,,,5,4
PIINEA DE CASA,10,156117.24,,,3,3
GRAIN EXPRESS S.R.L.,10,118548.71,,,2,2
ZEC IMPEX S.R.L.,10,80667.82,,,1,1
Baby Business SRL---PARHAN COM S.R.L.,10,203438.61,,,2,1
Ilvas,10,8715506.87,,,3,3
Ambrosia,10,323861.05,,,1,1
ADCON---LECONFEX---PARHAN COM S.R.L.,10,30216.55,,,3,3
Cristim - Tim Companie de Familie SRL,10,214268.54,,,6,6
ROXAR PROD COM,10,1254830.08,,,2,2
LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM,10,109295.02,,,3,2
DIACARN FOOD---MATRA S.R.L.,10,863794.93,,,3,3
Filvas Servcom S.R.L.,10,248416.03,,,2,1
Harmopan,10,361264.26,,,4,2
SC CARMACO AGRO SRL,10,35308.79,,,3,1
Harghita Retail,10,192460.22,,,3,3
SELECT CATERING,10,1866396.45,,,1,1
LEGUME FRUCTE COM S.R.L.---STEDYAN COM,10,203291.46,,,5,2
OVIPAN SRL,10,146391.88,,,3,2
AMA FRUCT CP---FALCONS---LEGUME FRUCTE COM S.R.L.,10,200105.57,,,1,1
FARMEXPERT D.C.I. S.R.L.,10,109561.6,,,5,5
BEST ACHIZITII,9,7813190.35,,,4,4
BIOCHEM ANIMAL HEALTH AND NUTRITION S.R.L.,9,71126.24,,,2,1
Avalux-Star S.R.L.,9,47601.94,,,1,1
LECONFEX S.R.L.---PICOLACT PRODCOM SRL,9,118629.58,,,2,3
Mopan Suceava,9,6747911.17,,,6,3
C&M ARTIC IMPORT EXPORT SRL---FORTUS S.R.L.,9,805100.13,,,1,1
ADCON---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,9,19061.1,,,5,2
DEITACOM SRL,9,174590.88,,,3,2
AMA FRUCT CP---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,9,43600.11,,,6,2
GEOCOR TRADE IMP-EXP S.R.L.---GRANBIS S.R.L,9,511931.92,,,2,1
HARPEK---OLYMEL FLAMINGO FOOD S.R.L.,9,41193.13,,,2,2
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,9,103986.3,,,4,2
Lin & Ema S.R.L.,9,180693.48,,,1,2
AMA FRUCT CP---LECONFEX---PARHAN COM S.R.L.,9,216650.13,,,4,2
UNICARM S.R.L.,9,576115.59,,,1,1
Sigismund Com,9,877830.68,,,6,3
Alfa Clasic,9,1301064.8,,,1,1
Era Global S.R.L.,9,1455946.95,,,2,1
La Fântâna,9,725245.29,,,4,1
Lin&Ema,9,199384.56,,,2,2
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,9,93178.58,,,2,2
Agropan Impex S.R.L.,9,173031.29,,,5,4
TARPI S.R.L.,9,195355.72,,,6,2
Transeuro,9,384806.4,,,2,2
AMA FRUCT CP---RARES-ALEX SRL,9,433746.62,,,1,1
Amia Invest S.R.L.,9,60296.31,,,2,3
DANCOLD S.R.L.,9,13703.33,,,3,2
AMA FRUCT CP---GRANBIS,9,41704.43,,,1,1
EXIMAL IMPEX---PARHAN COM S.R.L.---Safeway International Impex SRL,9,27928.24,,,2,1
Cristian Impex S.R.L.,9,3081545.76,,,3,3
SC DANGES PRODCOM SRL,9,89519.64,,,2,1
Valybia Com,9,104209.35,,,2,1
Carmangeria-Dalia S.R.L.,9,913031.06,,,3,2
Elit S.R.L.,9,180249.8,,,3,2
Annabella Fabrica de Conserve Râureni,9,203657609.09,,,2,2
NICULITA E.VLADIMIR- INTREPRINDERE INDIVIDUALA,9,62753.74,,,7,3
LEGUME FRUCTE COM S.R.L.---SIGISMUND COM---STEDYAN COM,9,51412.41,,,1,1
ALVINO S.R.L.,9,23417.97,,,1,1
LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.,9,446799.92,,,4,2
Joldos Proimpex S.R.L.,8,150189.89,,,3,2
Fleischparty SRL,8,441545.91,,,4,3
AGROMIPA,8,7911.46,,,1,1
S.C. Dalmers Prest S.R.L.,8,1822059.17,,,2,1
AGRITWINS S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,8,71533.65,,,3,2
Cristim 2 Prodcom---MATRA S.R.L.,8,229263.28,,,4,3
S.C. MCA Comercial S.R.L.,8,813846.47,,,5,4
C-AGLA-C COM SRL---KALMAN DISTRIBUTION S.R.L.,8,23531.84,,,2,1
BOBIX STAR S.R.L.---GEOCOR TRADE IMP-EXP---PROVIGO TRADE S.R.L.,8,25883.13,,,1,1
Cristiana Line S.R.L.,8,80785.91,,,2,2
MERIDIAN AGROIND---SC PATISGAL SRL,8,1544316.34,,,2,1
BISCOTTO SRL---R & B COM S.R.L.,8,1907740.5,,,2,2
Rava Comex S.R.L.,8,1395242.98,,,1,1
Andromi Com S.R.L.,8,389255.8,,,6,6
RARVALSERV SRL,8,836581.56,,,3,1
AMA FRUCT CP---CUW IMPEX---LECONFEX,8,115763.98,,,1,1
BOWEL PROCESSING---DIACARN FOOD---MATRA S.R.L.,8,206960.91,,,2,2
SC UNIVERSAL SA,8,180455.88,,,3,4
Acvila,8,963983.26,,,4,2
CARMANGERIA JUPÂNUL S.R.L.,8,134789.33,,,5,3
PARHAN COM S.R.L.---PRODLACTA SRL---SIGISMUND COM,8,66243.19,,,1,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.,8,162745.06,,,5,3
BARON COM,8,389680.54,,,1,1
Retacom S.R.L.,8,643402.96,,,1,2
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,8,82543.42,,,5,3
ADCON---PARHAN COM S.R.L.,8,35545.21,,,3,2
FrieslandCâmpina România S.A.,8,89395.18,,,2,1
GREEN MASTER S.R.L.,8,233893.21,,,4,2
Strungariu & CO Rigams LM S.N.C.,8,311989.43,,,2,3
Lido Gîrbea,8,13479645.73,,,2,1
Prolacta S.R.L.,8,1357160.81,,,2,2
Strungariu & Co Rigams LM S.N.C.,8,114983.76,,,2,2
BLACK SEA EUROINVESTMENT---OLYMEL FLAMINGO FOOD S.R.L.,8,265974.61,,,5,3
AGROSEMCU---HARMOPAN,8,0.88,,,1,1
OLTINA IMPEX PROD COM,8,14104245.79,,,3,3
Panamarom S.R.L.,8,3537273.29,,,4,4
Lin&Ema S.R.L.,8,105127.86,,,2,2
AMA FRUCT CP---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,8,7637.7,,,3,2
Zec Impex S.R.L.,8,339265.14,,,4,4
ADCON---EXIMAL IMPEX---PARHAN COM S.R.L.,8,19988.84,,,2,2
AMA FRUCT CP---PARHAN COM S.R.L.---STEDYAN COM,8,81858.14,,,4,2
CUW IMPEX---LECONFEX,8,399829.31,,,1,1
Nutrient Solutions S.R.L.,8,345561.52,,,1,1
FALCONS---LEGUME FRUCTE COM S.R.L.---STEDYAN COM,8,31153.72,,,1,3
VALYBIA COM,8,167684.61,,,3,1
ALMI FRUCT SRL,8,261739.8,,,1,1
TRANSLIMA,8,13903.9,,,3,2
MARIFLOR PRODCOM S.R.L.,8,432985.11,,,4,2
AGROPAN IMPEX S.R.L.---Velrom,8,776392.71,,,2,1
AMARIEI G. PETRU---BMK GLOBAL IMPORT EXPORT---S.C. ANM HOLDERS SRL,8,12871.56,,,1,1
Prodlacta S.R.L.,8,566795.63,,,4,4
EXIMAL IMPEX---LECONFEX S.R.L.---PARHAN COM S.R.L.,8,10695.06,,,3,2
EXIMAL IMPEX---JOLDOS PROIMPEX S.R.L.---PARHAN COM S.R.L.,8,48936.28,,,2,2
ACVILA---ANDROMI COM---ROMICS---SIGISMUND COM,8,345933.16,,,1,1
BOROMIR PROD,8,29936.55,,,2,1
AMB Global Kron Consult,8,265745.14,,,2,1
AMA FRUCT CP---BOBIX STAR S.R.L.---PROVISION RETAIL PROD SRL,8,23548.93,,,1,1
Granbis---Stedyan Com S.R.L.,7,33829,,,3,2
BIOGENETIX S.R.L.,7,393201.54,,,3,2
CASA PAINII,7,1864281.31,,,2,1
AVI-VEST,7,6095.7,,,1,1
R & B Com S.R.L.,7,2363384.09,,,2,2
VAVIR ZETEA TRANS S.R.L.,7,97604.48,,,3,3
Vavir Zetea Trans S.R.L.,7,93900.37,,,3,2
DUNICEC COM---EURONIC S.R.L.,7,489812.37,,,1,1
Stedyan COM S.R.L.,7,20519.48,,,6,4
LUIGI,7,144149.57,,,2,2
AMARIEI G. PETRU---GRANBIS---S.C. ANM HOLDERS SRL,7,8437.74,,,1,1
LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---S.C. AMA FRUCT CP S.R.L.,7,37958.22,,,6,3
S.C. Saltempo S.R.L.,7,476915.8,,,3,3
AMARIEI G. PETRU---STEDYAN COM S.R.L.,7,233934.28,,,5,2
COMPANY 94 PIRNAU SRL---FALCONS---STEDYAN COM,7,23677.85,,,1,3
AMA FRUCT CP---SC ASOCIATIA POMICOLA ITESTI SRL,7,977228.9,,,1,1
COMPANY 94 PIRNAU SRL---FALCONS---LEGUME FRUCTE COM S.R.L.,7,91800.73,,,1,2
BOBIX STAR S.R.L.---COMPANY 94 PIRNAU SRL---FALCONS,7,134292.03,,,1,3
INTER CONECTER  S.R.L.---LECONFEX---ROMICS,7,679536.98,,,1,1
ADCON---DOIMAN COM S.R.L.---EURICOM TRADE SRL---PROVIGO TRADE S.R.L.,7,8084.73,,,1,1
Biscotto S.R.L.,7,4336864.83,,,2,1
AMARIEI G. PETRU---S.C. ANM HOLDERS SRL---STEDYAN COM S.R.L.,7,5018.45,,,1,1
MIRMAN COMPANY SRL,7,39297.98,,,1,1
Meridian Agroind S.R.L.,7,42920.38,,,1,1
S.C. Panzootras S.R.L.,7,302198.57,,,4,2
LECONFEX S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,7,22529.01,,,3,2
MERIDIAN AGROIND S.R.L.,7,30342.69,,,1,1
Ellmar Com---Prodman S.R.L.,7,85692.16,,,1,1
PAN GRUP DUNCA S.R.L.,7,777416.65,,,4,2
Agro-Pan-Star S.R.L.,7,2120302.45,,,2,2
AGRICOLA FRUGAL S.R.L.,7,8688.88,,,1,1
SC REAL BIALOREX SRL,7,352953.09,,,1,1
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---SORION BĂLENI,7,147673.22,,,2,1
CO&SI---LECONFEX---PARHAN COM S.R.L.,7,44333.32,,,1,2
Producție Bingo S.R.L.,7,184196.39,,,3,1
S.C. NISARA IMPEX S.R.L.,7,12608959.03,,,2,1
BRADET,7,1658399.44,,,5,3
ANDROMI COM---COREX S.R.L.---LECONFEX S.R.L.,7,94756.61,,,3,2
CRISTIAN IMPEX SRL,7,175228.75,,,1,1
PRODUCTIE BINGO SRL,7,167784.04,,,2,1
Lidas S.R.L.,7,145603.16,,,3,3
PARHAN COM S.R.L.---ROMICS---SIGISMUND COM,7,130437.15,,,3,2
AGRICOVER,7,198839.59,,,2,1
OXIGEN AGRO PRODUCT COMPANY,7,400377.8,,,1,1
Voipan Sil S.R.L.,7,288469.64,,,2,2
COMPANY AGRO JAN SRL,7,192447.97,,,2,3
Ovisim Impex S.R.L.,7,167414.04,,,1,1
PAUMARO S.R.L.,7,147621.64,,,2,1
FAST SERVICE SRL,7,600791.17,,,3,2
V&R Prod-Com S.R.L.,7,1243198.04,,,2,3
EXIMAL IMPEX---PARHAN COM S.R.L.,7,6258.3,,,2,2
COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,7,7557.57,,,6,4
C-Agla-C COM S.R.L.,7,398306.6,,,2,1
Dacia S.A.,7,266062.05,,,2,2
GYMYS,7,15751.39,,,4,1
Sigismund Com S.R.L.,7,750400.91,,,3,3
MINI PAN PROD,7,208752.54,,,2,2
MARVALEX DUO B SRL,7,15523.97,,,3,2
Oncos Transilvania,7,565791.96,,,3,3
AMA FRUCT CP---DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,6,6852.09,,,1,1
SC MAFTON PROD SRL,6,22048.98,,,2,1
ANDROMI COM---LECONFEX,6,92001.11,,,5,3
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.,6,20900.67,,,1,1
Geocor Trade Imp-Exp---Granbis,6,3257077.24,,,2,2
Romlacta S.A.,6,57125.14,,,4,4
Provigo Trade S.R.L.,6,57198.66,,,3,3
DAVEX AGRO,6,34145.78,,,2,2
AVALUX-STAR SRL,6,42685.48,,,3,2
ANDROMI COM---LECONFEX S.R.L.---SIGISMUND COM,6,258308.93,,,3,2
JOLDOS PROIMPEX S.R.L.---PARHAN COM S.R.L.,6,21220.11,,,4,4
GEOCOR TRADE IMP-EXP---MATRA S.R.L.,6,66063.02,,,2,1
GEOCOR TRADE IMP-EXP---MATRA S.R.L.---NORDIC IMPEX S.R.L.---PROVISION RETAIL PROD SRL,6,101637.4,,,1,1
Copanex S.R.L.,6,123447.43,,,3,3
CARLAND S.R.L.---GRANBIS---STEDYAN COM S.R.L.,6,26339.32,,,1,1
Isis-Pan,6,1124963.05,,,2,2
APRO-COM-IMPEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,6,451117.57,,,5,4
ANDROMI COM---SIGISMUND COM,6,205168.78,,,5,4
GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.,6,289284.53,,,5,3
COMSORADI SRL---MATRA S.R.L.---NICBAC PROD,6,372255.44,,,2,2
Granpan Dor,6,6616377.46,,,2,1
BOBIX STAR S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---SC IRINEL SRL,6,112641.65,,,2,1
Dar-Nic Iri Conf,6,661454.16,,,4,4
UNIMAR COM,6,152454.58,,,1,1
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,6,165985.98,,,1,1
Santefruct S.R.L.,6,30722.09,,,2,1
AMA FRUCT CP---C-AGLA-C COM SRL---STEDYAN COM S.R.L.,6,106297.62,,,1,1
AMA FRUCT CP---OLYMEL FLAMINGO FOOD S.R.L.,6,47317.24,,,3,4
AMA FRUCT CP---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,6,25946.27,,,2,1
Zamisnicu P. Mihai-Remus Întreprindere Individuală,6,192703.76,,,2,3
S.C. Aquaplant S.R.L.,6,674141.72,,,1,1
NOVAPLUS SRL,6,703.31,,,2,1
S.C. BIOTA COM S.R.L. S.R.L.,6,47557.73,,,3,4
Dual Top,6,25020.32,,,2,3
PISOI DULCE SRL,6,14231.46,,,2,1
SC CARLAND S.R.L.,6,11173.11,,,1,1
AMARIEI G. PETRU---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL,6,14840.81,,,1,1
CRISTIPAN ACTIV S.R.L.,6,26331.47,,,3,2
AGROPAN IMPEX S.R.L.---DORNA LACTATE,6,592956.78,,,1,1
NED COM---STEDYAN COM S.R.L.,6,20299.7,,,4,2
NED COM---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,6,29978.98,,,5,3
DUNICEC COM,6,1197793.3,,,2,1
PROSEMENTI S.R.L.---S M RECOSEMTRACT,6,20534.02,,,1,1
AGROPAN IMPEX---DORNA LACTATE,6,586753.8,,,1,1
S.C. C&M Artic Import Export S.R.L.,6,365090.59,,,2,1
NAMACRIS TRANS,6,68584.95,,,1,1
TOTH PEK,6,232385.37,,,1,1
ACVILA---PARHAN COM S.R.L.---SIGISMUND COM,6,52016.42,,,2,2
Dobrogea Grup S.A.,6,1054700.17,,,3,3
SC Panzootras SRL,6,109689.07,,,4,2
AMARIEI G. PETRU---LECONFEX S.R.L.---PARHAN COM S.R.L.,6,33405.42,,,2,2
S.C. Patisgal S.R.L.,6,109761.02,,,1,2
CRISTIAN IMPEX BAKERY,6,73169.9,,,1,1
ADCON---LECONFEX---SIGISMUND COM,6,15539.65,,,1,1
Paul Flowers S.R.L.,6,1322364.23,,,2,2
Costacos Com S.R.L.,6,242998.05,,,3,2
AMARIEI G. PETRU---PARHAN COM S.R.L.,6,141994.61,,,4,2
Redoxim S.R.L.,6,10584.92,,,1,1
MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,6,314940.73,,,6,4
ADCON---LECONFEX---OLYMEL FLAMINGO FOOD S.R.L.,6,111912.83,,,2,2
COREX S.R.L.---LECONFEX S.R.L.---PARHAN COM S.R.L.,6,59972.14,,,4,2
ADIDEM GARDENER,6,1532881.46,,,1,1
FAGUL IMPEX---PRIORITAR IMPEX S.R.L.,6,968749.52,,,2,1
COREX S.R.L.---LECONFEX S.R.L.,6,121324.91,,,5,2
CARPATIS---DIACARN FOOD,6,662697.14,,,3,2
Biota Com S.R.L.,6,37655.47,,,4,3
BONAS IMPORT EXPORT---ELLY FOOD TRADIŢIONAL---PICOLACT PRODCOM SRL,6,100199.61,,,1,1
Falcons S.R.L.,6,56970.17,,,3,3
SINCER,6,144294.24,,,2,1
Liacris S.R.L.,6,337263.47,,,3,1
BEST PRICE MAGAZIN,6,11056.75,,,1,1
LEGUME FRUCTE COM S.R.L.---S.C. AMA FRUCT CP S.R.L.---STEDYAN COM S.R.L.,6,83568.7,,,5,2
AMIA INVEST---STEDYAN COM S.R.L.,6,61520.06,,,3,5
ANASTYL COM,6,16136.07,,,1,1
S.C. ROMICS S.R.L.,6,179173.96,,,6,2
UDI - PANIF 2001,6,64301.23,,,3,3
ANDROMI COM---CARMANGERIA-DALIA S.R.L.,6,13415.93,,,2,1
BOWEL PROCESSING S.A.,6,134414.52,,,1,1
CARLAND S.R.L.---STEDYAN COM S.R.L.,6,29049.19,,,2,2
FLORIAN,6,118341.11,,,5,2
Maspex Romania,5,17709.01,,,1,1
AMARIEI G. PETRU---BOBIX STAR S.R.L.---DOIMAN COM S.R.L.,5,21737.42,,,1,1
Geocor Trade Imp-Exp---Granbis---Matra S.R.L.,5,1101088.7,,,2,2
AGRICOLA FRUGAL S.R.L.---AMA FRUCT CP---STEDYAN COM S.R.L.,5,32530.08,,,1,1
AMARIEI G. PETRU---BMK GLOBAL IMPORT EXPORT---GRANBIS,5,6887.94,,,1,1
S.C. CARMANGERIA-DALIA S.R.L. S.R.L.,5,43340.99,,,2,1
Dual Top S.R.L.,5,382357.72,,,2,2
ANDROMI COM---JOLDOS PROIMPEX S.R.L.---SIGISMUND COM,5,229106.98,,,1,1
Nordic Impex S.R.L.,5,374700.19,,,2,3
AGRICOLA  FRUGAL S.R.L.,5,9834.67,,,1,1
PROD ABC STAR,5,55825.76,,,2,1
MARCHIDAN IMPEX S.R.L.,5,179691.44,,,1,1
Vel Pitar S.A.,5,228293.27,,,5,4
AMA FRUCT CP---SC PAN ABACS SRL,5,416989.4,,,1,1
ROMAN,5,439881.17,,,2,1
DRAGON.RC---LECONFEX S.R.L.,5,46411.49,,,2,3
BLACK SEA EUROINVESTMENT---HARPEK,5,215789.5,,,2,2
LECONFEX S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,5,21478.64,,,4,2
MADIRAL S.R.L.,5,267245.1,,,1,1
MACROMEX SRL,5,50013.07,,,2,2
Friesland Câmpina România S.A.,5,2053051.86,,,2,2
S.C. Harghita Retail S.R.L.,5,1337606.62,,,4,3
Lactate Natura S.A.,5,73603.78,,,2,2
Fraher Distribution,5,122893.5,,,2,1
ACVILA---S.C. ROMICS S.R.L.,5,106436.62,,,5,3
CUW IMPEX,5,851591.59,,,1,2
LOIAL OFFICE S.R.L.,5,2264418.01,,,2,2
LOGISTIC MEDIA POP ART SRL---SC LIBRO EVENTS SRL,5,916276.44,,,1,1
Romics,5,238199.43,,,2,2
AGROSEMCU---FAGUL IMPEX,5,2006276.85,,,2,2
NUTRIVET,5,78382.2,,,3,3
DOIMAN COM S.R.L.---STEDYAN COM S.R.L.,5,6893.93,,,4,2
Deitacom S.R.L.,5,82162.09,,,2,2
BOBIX STAR S.R.L.---DOIMAN COM S.R.L.---PROVISION RETAIL PROD SRL,5,9932.98,,,1,1
S.C. Agrosemcu S.R.L.,5,177868.62,,,4,4
SANLACTA SRL,5,573184.96,,,3,2
DACIA S.A.,5,167294.23,,,1,1
SUPER AVA S.R.L.,5,342249.85,,,3,2
DOIMAN COM S.R.L.---PARHAN COM S.R.L.---SIGISMUND COM,5,75576.27,,,2,2
TOPI IMPORT-EXPORT,5,19319.66,,,2,1
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,5,17160.18,,,2,2
Alpiline S.R.L.,5,1685076.93,,,3,2
Super Ava S.R.L.,5,155547.87,,,2,1
Prexico S.R.L.,5,562649.25,,,2,3
SAMARA MEAT,5,32390.38,,,2,2
AMA FRUCT CP---LEGUME FRUCTE COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,5,162378.54,,,4,3
RULOURI DE GAZON,5,580999.32,,,2,2
Cibibon,5,3578032.16,,,1,1
SC LIBRO EVENTS SRL,5,83533.29,,,1,1
UNGURENUS MIHAIL,5,4639.53,,,1,1
Baby Business SRL---EURICOM TRADE SRL---PARHAN COM S.R.L.,5,148976.15,,,1,1
COMPANY 94 PIRNAU SRL---STEDYAN COM S.R.L.,5,118877.09,,,4,3
COMPLEX AGROALIMENTAR S.R.L.,5,20162.56,,,2,2
Grewe,5,332699.09,,,2,3
DOIMAN COM S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM S.R.L.,5,63622.9,,,3,2
APRO-COM-IMPEX S.R.L.---CARLAND S.R.L.---STEDYAN COM,5,58442.51,,,4,3
GRANBIS S.R.L---NED COM---OLYMEL FLAMINGO FOOD S.R.L.---ROMLIV & L PRODIMPEX S.R.L.,5,38609.92,,,1,1
Romfulda Prod S.R.L.,5,180917.46,,,3,3
COMPANY 94 PIRNAU SRL---NED COM---OLYMEL FLAMINGO FOOD S.R.L.,5,120686.26,,,4,2
LEGUME FRUCTE COM S.R.L.---PARHAN COM S.R.L.---STEDYAN COM S.R.L.,5,28015.57,,,1,1
COMPANY 94 PIRNAU SRL---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.,5,46398.37,,,5,3
DOIMAN COM S.R.L.---LEGUME FRUCTE COM S.R.L.---STEDYAN COM S.R.L.---SUPER EXTRA PAN S.R.L.,5,68667.57,,,1,1
COREX S.R.L.---JOLDOS PROIMPEX S.R.L.,5,72207.68,,,2,2
COMSORADI SRL---DIACARN FOOD---MATRA S.R.L.,5,104761.55,,,1,1
PANECOM COMERCIAL NEW,5,26518.47,,,2,2
Granbis---Olymel Flamingo Food S.R.L.---Stedyan Com S.R.L.,5,32222.16,,,2,2
CAPRARU COMP SRL,5,107121.7,,,1,1
ADCON---LECONFEX S.R.L.,5,88022.54,,,4,2
Granbis---Ned Com---Stedyan Com S.R.L.,5,108514.98,,,2,2
ANASTYL COM SRL,5,21046.42,,,1,1
LECONFEX---PARHAN COM S.R.L.---Safeway International Impex SRL,5,3133.8,,,1,1
Comsoradi S.R.L.---Matra S.R.L.,5,557477.35,,,1,2
ADCON---COMPANY 94 PIRNAU SRL---OLYMEL FLAMINGO FOOD S.R.L.,5,15953.37,,,3,1
COMPANY 94 PIRNAU SRL---FALCONS---STEDYAN COM S.R.L.,5,40241.24,,,3,3
CINA CARMANGERIE S.R.L.---JOLDOS PROIMPEX S.R.L.---LECONFEX S.R.L.,5,48919.44,,,3,3
DOIMAN COM S.R.L.---LECONFEX S.R.L.---SIGISMUND COM,5,129016.3,,,2,2
ACVILA---DOIMAN COM S.R.L.---SIGISMUND COM,5,37518.39,,,1,1
AMA FRUCT CP---LECONFEX---OLYMEL FLAMINGO FOOD S.R.L.,5,55829.07,,,1,2
Carland S.R.L.---Company 94 Pirnau S.R.L.---Doiman COM S.R.L.---Stedyan COM S.R.L.,5,168362.85,,,1,1
COREX S.R.L.---GEOCOR TRADE IMP-EXP S.R.L.---MATRA S.R.L.,5,115557.86,,,5,2
LEGUME FRUCTE COM S.R.L.---MATRA S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.,5,537466.46,,,4,2
S.C. Rosario Pan S.R.L.,5,447179.84,,,4,2
COMPANY 94 PIRNAU SRL---DOIMAN COM S.R.L.---STEDYAN COM S.R.L.,5,146636.6,,,4,3
C & M Artic Import Export S.R.L.,5,172679.71,,,1,1
Varga Quattro,5,215681.71,,,1,1
ADCON---OLYMEL FLAMINGO FOOD S.R.L.,5,28264.17,,,4,2
Geocor Trade Imp-Exp S.R.L.---Granbis---Miricos,5,43756.08,,,1,1
CARLAND S.R.L.---OLYMEL FLAMINGO FOOD S.R.L.---STEDYAN COM,5,135070.08,,,3,2
C-AGLA-C COM SRL---STEDYAN COM S.R.L.,5,238381.63,,,3,1
S.C. SELGROS CASH&CARRY SRL S.R.L.,5,3183.9,,,2,3
