winner_name,cui,email,phone,website,city,address,sector,wins,total_value_ron,match_source
NORD NORDIC SRL,6856160,office@nordicsrl.ro,0235313459,,,,,248,53495.15,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ACVILA,1071948,munteanu_ionela2003@yahoo.com,572272,,,,,248,691238.44,food_distribution_name
ROMSERG EXIM SRL,14159295,contact@targetare.ro,0264266074,,,,,248,155795.68,csv:ddg_contacts.csv
PIN-INDEXIM S.R.L.,8591964,,0232310950,,,,,247,416376.92,
LIN&EMA,13313735,hodisan.nicoleta@yahoo.com,0258 819 749,,,,,244,440407.66,fuzzy_fd:0.50
CRISTIANA LINE,6788545,office@pensiunea-cristiana.ro,,,,"JUD. IAŞI, MUN. IAŞI, STR. DECEBAL, NR.16A, BL.Q5, SC.B, ET.1, AP.8",,243,552670.2,fuzzy_fd:0.67
ROMCONSTANT  IMPEX  GHEORGHE STEFANICA,5351487,alina.pogor@omcomould.com,0744634102,,,,,241,578248.39,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ALEXMOD COM S.R.L,9929614,,0722753836,,,,,239,212846.65,
Apetit Services Provider,35937500,,0728743325,,,,,238,629622.6,
ELSO,221230,,0264425503,,,,,238,42606.68,
SIMPLIS TRADE,26423632,nicsa_cristina@yahoo.com,+40726334565,,,,,237,178634.71,companies_name
SELGROS CASH&CARRY SRL,RO11805367,monica.balas@selgros.ro,0265203000,,Mureș > MUNICIPIUL TARGU MURES > TARGU MURES,,,236,58277006.0,companies_name
BOZON COM,2532985,,,,,"JUD. MUREŞ, SAT DULCEA COM. IBĂNEŞTI, STR. IBANESTI PADURE",,235,62595.0,
MEDMURES,18594151,contact@targetare.ro,0745609052,,,,,235,79381.72,csv:ddg_contacts.csv
VIOSAND TRICOTEXT,1997524,office@tricotexbacau.ro,767042,,,,,235,318751.05,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LA MESENI,34047970,la-belle-vie-srl-2025@freemail.hu,0742975406,,,,,233,254908.57,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC ROGELYA PROD SRL,7518434,contact@targetare.ro,0751517711,,,,,233,262531.75,csv:ddg_contacts.csv
PAROSAT GRUP S.R.L.,42602532,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, ŞOS ŞTEFAN CEL MARE, NR.60, BL.41, SC.3, ET.1, AP.62",,233,442112.7,
ELLMAR COM,4499001,,0233790377,,,,,231,710980.95,
COMVIG IMPEX,1235455,comvig@yahoo.com,0265511178,,,,,231,421191.96,pg:romania.companies
SOLE MIZO ROMANIA,24645675,,0744794115,,,,,230,399466.27,
PAMBAC,950264,resurseumane@pambac.ro,+40723119229,,,,,226,178979.57,companies_name
FENFAST,32163073,,0351425016,,,,,226,369379.15,
SLIK IMPEX S.R.L.,5882306,adina.bajenaru@slik.ro,0238719333,,,,,226,37251.83,pg:romania_emails.contacts
OLAR MIAHI LIVIU INTREPRINDERE INDIVIDUALA,30267477,liviu_dorcu2000@yahoo.com,+40762382593,,,,Transport,225,127737.0,fuzzy:0.56
TIM KO BRUT SRL,2527601,contact@timko.ro,0265260735,,,,,223,50362.15,csv:ddg_contacts.csv
SC BELMONT SRL,2829170,jalbaeusebiu@gmail.com,0261-741956,,,,,223,325677.31,food_distribution_name
LUCDAN,16011952,,+40749068178,,Municipiul Oradea,"Municipiul Oradea, Sector 0, Str. THOMAS MANN, nr. 2",,223,107236.45,
GORDON-PROD S.R.L.,4367213,office@gordonprod.ro,0266248448,https://produsmontan.ro/produse_montane/chefir-3-5-grasime-sc-gordon-prod-srl/,Harghita,"sat Bisericani, comuna Lupeni, cod SIRUTA 84825,nr. 2/A, județul Harghita",LAPTE ŞI PRODUSE DIN LAPTE,222,11845604.26,companies_name
COMFRUCT HC,1315627,contact@targetare.ro,0723620779,,,,,221,26374.05,csv:ddg_contacts.csv
RULTRANS INDUSTRY 93 SRL,37462580,georgiana.baragau@gmail.com,0241/857546,,,,,220,4648695.79,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
EXFLOR RETAIL,22838009,aurica.brinza67@icloud.com,0722682208,,,,,220,147401.3,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
REGEN SUNRISE ENERGY,31121762,,0744695467,,,,,219,331100.17,
NISRE SRL,33570172,alinaberca@as-group.ro,0771595078,,,"JUD. ILFOV, SAT ŞTEFĂNEŞTII DE JOS COM. ŞTEFĂNEŞTII DE JOS, STR. LINIA DE CENTURĂ, NR.20, TARLA 41.PARCELA 348/1.348/7.HALA 5",,219,501748.66,pg:romania_emails.contacts
NICOLA CARM IMPEX,2876563,cofetarianicola@yahoo.com,+40264432817,,,"JUD. CLUJ, MUN. CLUJ-NAPOCA, STR. OAŞULUI FUNDĂTURĂ, NR.3",,218,281041.9,pg:romania_emails.contacts
CRACIUN MINION,7415749,aurelminciuna@yahoo.com,0240519208,,,,,216,122281.88,fuzzy_fd:0.47
GRANBIS,RO 6115158,,,,,,,214,30954497.0,
STRUNGARIU & CO RIGAMS LM SNC,RO 6856089,,,,,,,212,28257841.0,
CASA TRADITIONALA,40498789,denisatodoran@gtmail.com,,,,"JUD. MARAMUREŞ, SAT SĂPÂNŢA COM. SĂPÂNŢA, SĂPÎNŢA, NR.60A",,212,216586.9,food_distribution_name
ANA CONS ALL ACTIVITIES,36470275,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. HAMBARULUI, NR.12A, CAMINUL NR.2, CAMERA 40",,208,76384.05,
LUCKY FRESH,45529207,luckyfreshsrl@gmail.com,0720073529,,,,,207,28616.72,anofm
ROCNA,5785567,office@primaserv.ro,0745614449,,,,,206,513188.85,csv:contractors_enriched_all.csv
SIMOS COM,9066947,,0740093248,,,,,206,313727.45,
ELAN-TRIO,3714810,,0736004375,,,,,205,235052.27,
BETTY-COM,3120044,resurseumane@bettycom.ro,0236323036,,Galați > MUNICIPIUL GALATI > GALATI,,,203,227747.58,companies_name
DAILY FRUITS MAR S.R.L.,45128337,hr@cityfood.ro,,,,"JUD. CARAŞ-SEVERIN, MUN. REŞIŢA, PŢA. 1 DECEMBRIE 1918, NR.4, SC.C, ET.7, AP.13",,202,363657.33,csv:contractors_enriched_all.csv
ROBAND COMPROD S.R.L.,18224426,thermoartdesign@yahoo.com,0734986747,,,,,202,521617.31,fuzzy:0.48
ROALMISA  INV,30715430,contab.more@gmail.com,,,,"JUD. SĂLAJ, MUN. ZALĂU, STR. LUPULUI, NR.22, HALA NUMĂRUL 6. CORP A",,200,20126079.24,csv:contractors_enriched_all.csv
ALMERA INTERNATIONAL,8574866,PERSONAL@ALMERA.RO,0236466225,,,,,200,576501.5,contractors
ANCA NANU PAN SRL,33127702,contact@targetare.ro,0756784398,,,,,200,15659.1,csv:ddg_contacts.csv
ILVAS,2433906,ilvas_vs@yahoo.com,0235314414,,Vaslui > MUNICIPIUL VASLUI > VASLUI,,,200,486934.3,companies_name
FOX COM SERV SRL,3750511,contact@targetare.ro,0214921164,,,,,197,101910.36,csv:ddg_contacts.csv
SC CARMACO AGRO SRL,33489818,contact@targetare.ro,,,,"JUD. MUREŞ, MUN. REGHIN, STR. APALINEI, NR.93A",,196,75070.94,csv:ddg_contacts.csv
STEFMIT LARICONS,35490940,,0763142209,,,,,196,204682.06,
FILVAS SERVCOM,RO17975603,ilvas_vs@yahoo.com,0235/314414,,,,,195,21724319.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
COREX S.R.L.,RO 526650,corinafat@yahoo.com,+40735540502,,,,,194,61251962.0,fuzzy:0.46
Alexgold Distribution SRL,26521290,amion_distribution@yahoo.com,0786609046,,,,,194,647742.7,fuzzy:0.48
BO AMA IMPEX S.R.L.,8336171,,0234-577128,,,,,193,249113.61,
IRENE SRL,11517615,irenecrinsrl2@gmail.com,0745025799,,,,,193,160994.52,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AGRO PROD COM DOSA,1276366,agroproddosa@yahoo.com,+40265261700,,,,,193,137994.01,companies_name
PRODUCTIE MILKCOM S.R.L.,4201490,office@milkcom.ro,0040267344160,https://produsmontan.ro/produse_montane/lapte-crud-integral-de-vaca-sc-productie-milkcom-srl/,Covasna,"sat Sărămaș, str. Văcăriei, nr. 26, com. Barcani, jud. Covasna",LAPTE ȘI PRODUSE DIN LAPTE,192,625033.86,companies_name
SWEET BREAD,34861587,turthasibiu@gmail.com,0762238105,,,,,192,86726.35,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRODPAN MOLDOVA BUCOVINA,31310680,,,,,"JUD. BOTOŞANI, MUN. BOTOŞANI, STR. SĂVENILOR, NR.50",,191,110296.3,
ROMLIV & L PRODIMPEX,358255,,,,,"JUD. ILFOV, ORŞ. OTOPENI, STR. POLONA, NR.1, BL.1, SC.1, AP.4",,190,177661.8,
ROMICS,RO 3286722,,,,,,,188,30063656.0,
METITEX AGRO FOOD,RO9792826,,,,,,,188,59894751.0,
BEM-BALOGH SRL,2566570,bembalogh@gmail.com,0722587351,,,,,188,156964.32,csv:contractors_enriched_all.csv
VOIPAN SIL S.R.L.,6696018,resurse.umane.voipan@gmail.com,0722377704,,Prahova > MUNICIPIUL CAMPINA > CAMPINA,,,188,50865.14,companies_name
OLTINA IMPEX PROD COM,6824222,lumaxproiect@outlook.com,0744518927,,,,,187,102504.96,csv:virgil_schema.fuzzy_enriched.csv
AURORA COM S.R.L.,6671412,aurorammarket@gmail.com,0729649454,,,,,187,85829.9,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SC DIPLOMATIC TVR PRES SRL,6487186,diplomatic.international@gmail.com,0768307110,,Vrancea > MUNICIPIUL FOCSANI > FOCSANI,,,186,124152.38,companies_name
CARMANGERIA-DALIA S.R.L.,2200390,camelia_sorecau@yahoo.com,0748918231,,Bistrița-Năsăud > MUNICIPIUL BISTRITA,,,186,1147129.9,companies_prefix
PANI-PAT,13176794,bromanita@yahoo.com,0232266362,,,,,185,234022.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
LACTO SOLOMONESCU SRL,3571192,office@lactosolomonescu.ro,+40728882280,,,,Transport,185,203581.72,companies_name
AGRITWINS S.R.L.,39094477,agritwins@yahoo.com,,,,"JUD. BRĂILA, SAT UNIREA COM. UNIREA, STR. PRIMĂRIEI, NR.74",,184,3547175.0,pg:romania.companies
NORDIC IMPEX S.R.L.,9868533,office@nordicsrl.ro,0250745192,,Vâlcea > MUNICIPIUL RAMNICU VALCEA > RAMNICU VALCE,,,184,491843.11,companies_name
AQUILA PART PROD COM,6484554,artxoffice@gmail.com,0725913023,,,,,184,520752.17,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SYM AGRO IMPEX,13073667,certcont96@yahoo.com,219508,,,,,183,258161.91,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRESBAR,5783787,,0262313014,,,,,183,405562.97,
DORBOB PROD,6650070,,0259244055,,,,,182,43682.7,
SANTEC,5319583,,0361-802493,,,,,182,355002.48,
DIACARN FOOD,22212233,office@diacarnfood.ro,0724706876,,,,,181,785542.07,csv:ddg_contacts.csv
vmv bianca srl,3642102,biancanaghi@gmail.com,0744885205,,,,,180,58162.21,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
CHIMAR PRODUCTIE,40488521,cabinet.contabilitate@yahoo.com,+40262316424,,,,,179,115984.55,companies_name
ONCOS TRANSILVANIA,36001120,personal@oncos.ro,+40720600253,,,,,179,787761.17,companies_name
R&H STAR DISTRIBUTIE,49470285,nicu_marin38@yahoo.com,0734650631,,,,,179,67793.84,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C.BRUCOM LONT SRL,547750,,0267351655,,,,,178,94167.5,
S.C. YOU FOREVER SRL S.R.L.,18815872,,0746990648,,,,,177,826838.55,
SC VERITAS SRL,11807023,iuli_si_cata_@yahoo.com,+40722223628,,Municipiul Slobozia,"Municipiul Slobozia, Sector 0, Str. ALEXANDRU ODOBESCU, nr. 12",,177,171395.0,companies_name
LUIS GENERAL MARKET,44377674,,,,,"JUD. DOLJ, MUN. CALAFAT, STR. TUDOR VLADIMIRESCU, NR.44",,177,97755.13,
TIXYROM DISTRIBUTION,30882900,gheorghe.anca@yahoo.com,0734454509,,,,,177,106168.3,contractors
TRIDENT MIXT DISTRIBUTIONS,39145953,daniel.tocitu@fancourier.ro,+40265311470,,Bucuresti,,,175,54160.65,fuzzy_fd:0.47
VASILONI SRL,5815293,isloneanu1975@yahoo.com,0740010960,,,,,174,577200.54,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FRAHER DISTRIBUTION,RO 24366816,office@fraher.ro,0240537199,,Tulcea > MUNICIPIUL TULCEA > TULCEA,,,173,22105880.0,companies_name
Timoceanu Gh. Elena,26699388,,0726730254,,,,,173,286107.6,
PROVIGO TRADE S.R.L.,25347260,,073368261,,,,,173,1247325.23,
NUTRIENT SOLUTIONS,15271385,,0723154449,,,,,172,834932.42,
TAC-TAC,4414862,contact@targetare.ro,0743111878,,,,,172,140969.9,csv:ddg_contacts.csv
SC ROX FAVORIT PROD SRL,9227237,nebanceabianca@yahoo.com,0745576373,,,,,172,668956.59,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
S.C. Scandia Food S.R.L.,16070576,resurseumane@scandia.ro,0269208600,,Sibiu > MUNICIPIUL SIBIU > SIBIU,,,171,49309759.0,companies_name
URCARN SRL,17475683,natallybuta@yahoo.com,+40742656816,,,,,171,192370.93,companies_name
S.C. Safeway International Impex SRL S.R.L.,6466183,"safeway_ro@yahoo.com,",0264274234,,,,,170,1255329.79,csv:contractors_enriched_all.csv
TELETEXT,6801008,office@diamilactate.ro,0243231692,,,,,170,110295.31,contractors
MIMI PATIS,27160828,contact@targetare.ro,0748542652,,,,,170,79573.92,csv:ddg_contacts.csv
SC COMCEREAL SA VRANCEA,8206929,comcereal@comcereal.ro,0728280733,,,,,170,57176.3,contractors
INTER CONECTER  S.R.L.,RO 13116628,pananypd@yahoo.com,0723582708,,,,,168,23003314.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
KETOS PRODUCTION,RO 25696880,costuri@ketos.ro,+40728156776,,,,,168,1831218.0,companies_name
S.C. DACIA SA S.A.,1760047,adrian.grossu@tehnoworld.ro,0258832103,,,,,167,2150069.53,csv:contractors_enriched_all.csv
INTIM,1616867,info@intim.com.ro,+40252316650,,,,Transport,167,92336.35,companies_name
S.C LORDIA VLAD S.R.L,36117576,,0745021503,,,,,167,130284.41,
AGRA`S FOOD FACTORY,46355095,agr_hr@scandia.ro,0756164258,,,,,166,9721619.14,anofm
VGB 2014,32608163,contact@targetare.ro,0765988888,,,,,165,61844.59,csv:ddg_contacts.csv
GREWE,9231165,hr@fancourier.ro,0269565150,,,,,165,226944.88,csv:contractors_enriched_all.csv
CARTER TRADING,8475730,artxoffice@gmail.com,0236812720,,,,,165,242339.74,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Dimeny O Elisabeta Intreprindere Individuala,37074341,mariuscretu624@yahoo.com,0748070035,,Arad,,,165,142299.3,fuzzy_fd:0.45
DELTALACT S.A.,RO 2646564,agridelta@gmail.com,,,,,,164,40136730.0,fuzzy_fd:0.45
SANALACT SRL,15183259,scsanalactsrl@yahoo.ro,0243231873,,,,,164,6349430.24,csv:ddg_contacts.csv
C&M ARTIC IMPORT EXPORT SRL,RO32533710,finetauntesu@gmail.com,0722710356,,,,,164,83567238.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BRUTARIA SANDOR,8021777,claudia.moruz@yahoo.com,+40721204791,,,,,164,51745.1,companies_prefix
SC TOTAL JUNIOR,6482111,nicoleta.vecerdea@totalnsa.ro,0744491408,,,,,164,2027656.3,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ROMFULDA PROD,RO 6906101,ramona@romfulda.ro,0740983804,,,,,162,17479282.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
RADICSTAR,RO 4917490,resurseumane@radicstar.ro,0248265600,,Argeș > ORAS STEFANESTI,,,162,10688857.0,companies_name
PANETTERIA S.R.L.,16239099,hr@presidentgroup.ro,0744964801,,,,,162,59689.9,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
TREBOR IMPEX,40156328,,,,,"JUD. ARGEŞ, MUN. PITEŞTI, ALEEA VIRGIL TEMPEANU, NR.2, CAMERA 2",,162,91173.14,
S.C. INGRID S.R.L.,21255449,retezanu_ciprian@yahoo.com,0745523953,,,,,160,260178.15,food_distribution_name
NORDIC IMPEX S.R.L.,RO 9868533,office@nordicsrl.ro,0250745192,,Vâlcea > MUNICIPIUL RAMNICU VALCEA > RAMNICU VALCE,,,159,32213627.0,companies_name
GREEN TIME BUSINESS,30310895,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR MARMUREI, NR.33, PARTER. CAMERA NR. 4",,159,876719.37,
Heliostar,24355566,ciprian.cristea@rotir.ro,,,,"JUD. DOLJ, SAT MALU MARE COM. MALU MARE, SOCULUI, NR.7, T8,P14",,159,96292.38,fuzzy_fd:0.55
GHITA GH. VASILE INTREPRINDERE FAMILIALA,24085454,corjucjenica11@gmail.com,0723276010,https://produsmontan.ro/produse_montane/nuci-corjuc-vasile-intreprindere-familiala/,MARAMUREȘ,"Sat Rona de Sus, comuna Rona de Sus, nr.944, județul Maramureș",PRODUSE VEGETALE,159,148316.0,fuzzy:0.52
SAB TEAM SRL,28484490,cornelia.dumitrache78@gmail.com,0723051700,,,,,158,337630.22,csv:virgil_schema.fuzzy_enriched.csv
SC RIVALY CH SRL,1767380,rivalych@yahoo.ro,0258771839,,,,,157,91787.0,contractors
ROCADA COMIMPEX SRL,6084752,office@mimp.ro,0260632843,,,,,155,83368.68,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
Gidarom Concept SRL,24527696,,0213223455,,,,,155,496183.2,
SC MEMPHIS IMPEX SRL,3094182,,0742041601,,,,,155,237530.54,
ROSACOM IMPORT EXPORT S.R.L.,14369726,finetauntesu@gmail.com,0261741393,,,,,155,44926.02,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MULTI LACT,12066955,office@multilact.ro,0745052567,,,,,154,141075.72,csv:ddg_contacts.csv
DOBROGEA PANIFICATIE,46452837,neli.zamfiroiu@dobrogeagrup.ro,0241/482219,,,,,153,13741154.77,anofm
PICOLACT PRODCOM SRL,RO10163692,picolact@yahoo.com,,,,,,153,16233143.0,pg:romania.companies
LACTO SINELLI,6931385,,0263376617,,,,,153,111886.38,
SC INTER ATMOS SRL,31210703,contabilitate@intercamion.ro,0744522522,,,,,152,360323.95,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
COREX S.R.L.,526650,calin.rosu@corexgroup.com,0266214985,,,,,151,1011281.58,csv:romania_with_email.csv
AGM ECO CORPORATE,28931637,contact@targetare.ro,0740966099,,,,,150,42052.98,csv:ddg_contacts.csv
FILROM,2166035,,0767373235,,,,,149,211810.92,
GSV-SELECT S.R.L.,48663962,mediere.unic@gmail.com,0744522522,,,,Transport,149,274233.12,fuzzy:0.56
CORALIA COM,8311770,and@alitrans.ro,0242315382,,,,,148,238587.73,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MARY&SIMO UNIC,30858252,,0755463819,,,,,147,105355.21,
PROD-CYP IMPEX SRL,6692989,ymacyptrans@yahoo.com,0235486425,,,,,147,84782.62,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ROMCLASIF,23148147,contact@targetare.ro,0253214966,,,,,147,108728.09,csv:ddg_contacts.csv
SC.DRAGON.RC.SRL,RO7312522,dragon_rc_srl@yahoo.com,,,,,,145,23624412.0,csv:contractors_with_contacts.csv
PICORAL,3632516,,0745627763,,,,,144,66653.16,
CARREFOUR ROMANIA,11588780,oana_pantelemon@carrefour.com,0745621482,,Brașov > MUNICIPIUL BRASOV > BRASOV,,,144,322718.11,companies_name
PAUMARO S.R.L.,12964212,,0235318740,,,,,144,158093.75,
GESICA IMPEX SRL,19038944,traian974@gmail.com,+40744494052,,,,,142,120986.0,companies_name
CAROLI FOODS GROUP S.R.L.,6543790,office@caroli.ro,0248615252,,,,,142,352624.1,csv:ddg_contacts.csv
DUAL TOP,RO 12960881,dual_top@yahoo.com,0240532144,,,,,140,36440562.0,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
SUPER SPLENDID,22042589,supermax_jibou@yahoo.com,0231612920,,,,,139,182617.32,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
VEL PITAR,RO 21229091,victoria.radescu@grupobimbo.com,0753058687,,Ilfov > ORAS CHITILA > CHITILA,,,138,16915826.0,companies_name
LUCAFRESH PROD DISTRIBUTION S.R.L.,42772499,freshdistrib@yahoo.com,0752152790,,Bihor,,,137,37929.71,fuzzy_fd:0.46
ENACHE-MORARIT S.R.L.,4975725,office@panificatieroman.ro,0235481933,,,,,136,449708.36,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRODMAN S.R.L.,6233293,prodima@prodima.ro,0766872491,,,,,134,250672.06,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
BIAN,14474420,silton2004@yahoo.com,0722338679,,,,,134,643483.29,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
NUTRIGENETIX S.R.L.,46855058,,,,,"JUD. ILFOV, SAT PETREŞTI COM. CORBEANCA, ŞOS. UNIRII, NR.68, BIROU VANZARI, ET.1",,133,102993602.05,
NOY BUSINESS TRANZACTIONS,6266134,nedelcu.lavinia@gmail.com,0236477665,,,,,133,116598.06,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
AMIGO & INTERCOST SRL,13131768,,0266317077,,,,,132,203564.58,
COVER Prod Com,11562497,,060614424,,,,,132,276496.59,
BACKEREI FASTUS,17354053,backerei_fastus@yahoo.com,0744502381,,,,,132,33832.48,pg:romania_emails.contacts
SC DELCOR IMPEX SRL,3364243,,0254234182,,,,,132,57288.49,
CANAMAR,8789610,contact@targetare.ro,0721327245,,,,,131,175758.0,csv:ddg_contacts.csv
SC GLENCORA PRODCOM,6702284,,,,,"JUD. CLUJ, MUN. GHERLA, STR. GEORGE COŞBUC, NR.9A",,130,56233.78,
PRIMACOM S.R.L.,1201320,contact@targetare.ro,0265164308,,,,,129,90874.14,csv:ddg_contacts.csv
AQUADOR,7051303,mihai.gheorghiu@aquador.ro,0744596729,,Sibiu > CRISTIAN > CRISTIAN,,,129,99152.01,companies_name
Dydy SRL,1809698,,0256221271,,,,,129,309263.21,
SPEDITION TRANSCONTINENTAL,10091588,tocila.elena@gmail.com,0722258471,,,,,129,42626.99,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
ADRIANA DUMY P04,16119807,contact@targetare.ro,726167,,,,,128,30069.9,csv:ddg_contacts.csv
MIRICOS,5324156,,0241549270,,,,,128,1072710.26,
ACVILA,RO1071948,munteanu_ionela2003@yahoo.com,,,,,,127,27419453.0,food_distribution_name
PANIFROM PROD S.R.L.,40537446,panifromprod@yahoo.com,+40740203429,,,,,125,11462361.2,companies_name
MILK,14243875,office@milckpact.ro,0231 532305,,,,,125,28902.5,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
KONSTA SPLENDID S.R.L.,6630072,office@pensiuneasplendid.ro,0269841567,,"Loc. Targu Neamt, Oras Targu Neamt","Loc. Targu Neamt, Oras Targu Neamt, MIHAIL KOGALNICEANU, nr. 151",,124,2063751.48,fuzzy:0.47
BRADET,14062704,bradetpensiune@gmail.com,,,,"JUD. ARGEŞ, SAT BRĂDETU COM. BRĂDULEŢ",,124,491146.43,food_distribution_name
IONEDA COM,17551217,comenzi@ioneda.ro,0733017450,,,,,124,47629.07,anofm
Compania de Logistica si Distributie Wit SRL,18427757,office@cldwit.ro,+40757958265,,,,Transport,124,238636.78,companies_name
S.C. MARIMIH PATI PRODUCT S.R.L.,37646524,office@mpifood.com,0766373598,,,,,123,6507105.26,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
PRODSPICOM CO SRL,14949073,contact@targetare.ro,0267351903,,,,,123,74473.2,csv:ddg_contacts.csv
S.C. NIRAMARO PRODCOM IMPEX SRL,3827020,,0264221551,,,,,123,355841.51,
AFER S.R.L.,1971702,contact@targetare.ro,0232210315,,,,,122,33014.21,csv:ddg_contacts.csv
ECLIPSA LOGISTIC,23962411,,0788847600,,,,,122,72662.39,
METRANS,RO 14517474,,,,,,,121,39984917.0,
DACTYLIS PROD,4564835,popemiliamonica@yahoo.com,+40745520323,,,,,121,13109.66,companies_name
IUMASOL SRL,28493650,contact@targetare.ro,0764443672,,,,,121,105021.21,csv:ddg_contacts.csv
ELDIMARC SRL,16360090,ionescu_alina_stefania@yahoo.com,0233213700,,,,,121,265767.87,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
FRAGUS SRL,2947907,,0262221001,,,,,121,464661.12,
FRESH LACTO UC,37098472,dragos@vimed.ro,,,,"JUD. ARAD, MUN. ARAD, STR. LUGOJULUI, NR.28",,121,83099.37,csv:contractors_enriched_all.csv
Balky Com,26100844,aurora.marin@balky.ro,0738101503,,,,,120,166266.33,contractors
NICO CHRIS TRADITIONAL,37738172,traditionalnicom@yahoo.com,+40766562971,,,,,120,239654.55,fuzzy_fd:0.55
VILCEA MG,1523350,,0249411222,,,,,119,176927.75,
GRIFON SEREX,5520446,,0744516113,,,,,118,158624.85,
EVO FYK,43513948,,,,,"JUD. BIHOR, SAT FÂNAŢE COM. CÂMPANI, G FÂNAŢE, NR.175",,118,381425.5,
CETINA,5170650,ioana.coza@cetina.ro,0372734634,,Maramureș > MUNICIPIUL BAIA MARE > BAIA MARE,,,118,36205.4,companies_name
SUPERSTAR COM S.R.L.,5020823,office@superstarcom.ro,+40230560629,,,,Transport,117,664835.4,companies_name
SERGIANA PRODIMPEX S.R.L.,6981790,nicoleta.popa@sergiana.ro,0733008631,,Brașov > POIANA MARULUI > POIANA MARULUI,,,117,140953.42,companies_name
PRODUCTIE COMERT SI SERVICII SAIGON,542907,productienasa.suport1@yahoo.com,+40744382450,,,,,117,140863.5,companies_prefix
JOLDOS PROIMPEX S.R.L.,9399070,joldosproimpex@gmail.com,0744395716,,Cluj > MUNICIPIUL CLUJ-NAPOCA,,,117,399762.8,companies_name
GELAPROD SRL,4539602,,0235411862,,,,,117,120764.29,
ANDRAS DISTRIB S.R.L.,45966635,,,,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. JIULUI, NR.3",,116,599542.0,
CROLUX,682846,office@luxconsulting.ro,060615817,,,,,115,138628.34,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
DIANA,2540090,recrutare@diana.com.ro,+40745324795,,,,Transport,115,146524.64,companies_name
TOTAL TOP GLOBAL,15957120,nicoleta.vecerdea@totalnsa.ro,6242301,,,,,115,565528.6,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
IMDIA,15884509,contact@targetare.ro,0245211550,,,,,114,271989.93,csv:ddg_contacts.csv
PLUS PAN,27969161,contact@targetare.ro,0722203090,,,,,114,49691.31,csv:ddg_contacts.csv
SC LUCIA PAN PROD S.R.L.,14945047,liciupan@yahoo.com,+40745639605,,,,,114,19871.92,companies_name
MADE,3801062,arc@arc.ro,0690,,,,,114,35020.48,csv:contractors_enriched_all.csv
TARA HATEGULUI,2143198,office@tarmv.ro,0254777787,,,,,113,101922.93,dsvsa:DSVSA_MASTER.fuzzy_enriched.csv
MERIDIAN AGROIND,RO 6675589,pensiuneameridian@yahoo.com,,,,,,112,15597739.0,fuzzy_fd:0.53
SUPER EXTRA PAN S.R.L.,RO 10125699,,,,,,,112,10511686.0,
CONSERVFRUCT S.R.L.,RO 4998460,comercial@conservfruct.ro,+40233244085,,,,Transport,112,13240385.0,companies_name
solstimpex srl,5656686,,0262318650,,,,,112,65985.62,
