nr_licenta,operator_economic,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email
1190,SUNAIR CONSULTING SRL,BOOK & TRAVEL,28822125,"STR. Chişinăului , NR. 29",Mun. Iaşi,IAŞI,Organizatoare,www.bookandtravel.ro,info@bookandtravel.ro
1191,TAMICRIS TOURS SRL,TAMICRIS TOURS,15149419,"STR. Ady Endre , NR. 15   , AP. 8",Mun. Timişoara,TIMIŞ,Organizatoare,www.tamicristours.ro,office@tamicristours.ro
1192,IASON TURISM SRL,IASON TURISM,10257258,"STR. George Enescu , NR. 11 A",Mun. Suceava,SUCEAVA,Organizatoare,,iasonturism@yahoo.com
1195,THEDA TRAVEL MANAGEMENT SRL,THEDA TRAVEL MANAGEMENT,29393250,"STR. 7 Septembrie 1485  , BL. P19 , ET. 4 , AP. 16",Oraş Mioveni,ARGEŞ,OrganizatoareOnline,www.theda.ro,office@theda.travel
1196,PARALELA 45 DELTA SRL,PARALELA 45 DELTA,33888339,"STR. Isaccei , NR. 4 , BL. G0 , ET. P",Mun. Tulcea,TULCEA,Organizatoare,,tulcea@paralela45.ro
1197,ESTELLA TRAVEL SRL,ESTELLA TRAVEL,21853663,"STR. Toamnei , NR. 10 , BL. 1 , ET. PARTER , AP. 4",Mun. Braşov,BRAŞOV,Organizatoare,www.estellatravel.ro,sales@estellatravel.ro
1198,EBLIS CONSULTING SRL,HH TRAVEL & EVENTS,18304657,"STR. G-ral Eremia Grigorescu , NR. 19","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.hashastravel.ro,office@hashastravel.ro
1199,INTERNATIONAL TOURISM & TRADE SRL,INTERNATIONAL TOURISM & TRADE,4127539,"NR. 2 , BL. 3",Mun. Sfântu Gheorghe,COVASNA,Organizatoare,www.ittravel.ro,itt@ittravel.ro
12,ANA BUSINESS SERVICES SRL,ANA TOUR & TRAVEL,28977928,NR. 31,"Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.analastminute.ro,office@analastminute.ro
1201,AS TRAVEL SRL,AS TRAVEL,13435180,"STR. Victoriei , NR. 81","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.astravel.ro,office@astravel.ro
1202,AVRAAM TRAVEL SRL,AVRAAM TRAVEL,31759460,"STR. Voicu Tomescu , NR. 16","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.avraamtravel.ro,costel@avraamtravel.ro
1204,AVIAS TRANSILVANIA SRL,DERTOUR,13151439,"STR. Mihai Viteazul , NR. 14 , BL. OM",Mun. Zalău,SĂLAJ,Organizatoare,www.aviastransilvania.ro,office@aviastransilvania.ro
1207,MELI DESTINATIONS GROUP S.R.L.,MELI TOURS,26394081,"STR. Burniţei , NR. 24  , ET. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.melitours.ro,info@melitours.ro
1209,ROJO BUSINESS GROUP S.R.L.,ROJO BUSINESS GROUP,17847639,"STR. Baba Novac , NR. 16 , BL. 23 , ET. 1 , AP. 5","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.rojobusiness.ro,office@rojobusiness.ro
1210,Sc mp professional tourism srl,MP TURISM,15751375,"STR. Sevastopol , NR. 13-17   , AP. 111","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,ionut.craciun@mptourism.ro
1212,RORA AIR GROUP SRL,RORA AIR GROUP,30847946,"STR. Barbu Văcărescu , NR. 42A  , ET. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@roraair.com
1218,SPECIAL TOURS SRL,SPECIAL TOURS,16236629,"STR. Polonă , NR. 115 , BL. 15 , ET. 2 , AP. 9","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@special-tours.ro
1221,FRI-TO-BE COMPANY SRL,SHUKAR TRAVEL,28247346,"STR. G-ral Dimitrie Salmen , NR. 30 , BL. corp A , ET. parter , AP. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.shukartravel.com,home@shukartravel.ro
1222,EUFORIA TRAVEL SRL,EUFORIA TRAVEL,27995624,"STR. Burdujeni , NR. 7 , BL. B2 , ET. 1 , AP. 49","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.euforiatravel.ro,contact@euforiatravel.ro
1223,TOURISM SERVICE SRL,SICULUS,15196429,"STR. Kossuth Lajos , NR. 54",Mun. Odorheiu Secuiesc,HARGHITA,Organizatoare,www.siculus.ro,office@siculus.ro
1225,CALEMA CERNEA SRL,NEOTOUR BRASOV,135356,"STR. Politehnicii , NR. 3   , AP. 3",Mun. Braşov,BRAŞOV,Organizatoare,www.neotour-brasov.ro,office@neotour-brasov.ro
1226,AIR ANTARES SRL,AIR ANTARES,8274575,"STR. Regele Ferdinand I , NR. 3",Mun. Oradea,BIHOR,Organizatoare,www.airantares.ro,office@airantares.ro
1227,TOUR EVENTS & MORE SRL,MICE.RO,32840103,"STR. Albiţei , NR. 13   , AP. 1","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.mice.ro,office@mice.ro
1229,PREXCON S.R.L.,UNIQUE AU MONDE,1650230,"STR. Orhideelor , NR. 2S","Com. Chiajna, Sat Dudu",ILFOV,Organizatoare,www.uniqueaumonde.ro,office@uniqueaumonde.ro
1230,MEDEEA TOUR SRL,MEDEEA TOUR,19063425,NR. 300A,Com. Domneşti,ILFOV,OrganizatoareOnline,www.medeeatour.ro,medeeatour@yahoo.com
1231,VIOTOP TURISM S.R.L.,VIOTOP TURISM,18484590,"STR. Uranus , NR. 2   , AP. 4",Mun. Braşov,BRAŞOV,Organizatoare,www.viotoptravel.ro,rezervari@viotoptravel.ro
1232,INTERTOUR VOYAGE S.R.L.,INTERTOUR VOYAGE,3918080,"STR. Eforiei , NR. 8","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.intertour.ro,office@intertour.ro
1233,MONDO TRAVELING S.R.L.,MONDO TRAVELING,9025980,"STR. Constructorul  , BL. 1A  , AP. 11",Mun. Petroşani,HUNEDOARA,Organizatoare,www.mondotravel-petrosani.ro,mondotravel_petrosani@yahoo.com
1236,NICO HAPPY TRAVEL S.R.L.,NICONIA TRAVEL,34808060,"STR. Dr. Carol Davila , NR. 7 , BL. B1  , AP. 3",Mun. Piteşti,ARGEŞ,Organizatoare,www.nicotravel.ro,nicotravelpitesti@gmail.com
1237,VOYAGER TURISM,VOYAGER TURISM,15252294,"STR. Dr. Carol Davila , NR. 33  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.voyager-tourism.ro,ruxandra@voyager-tourism.ro
1239,KEY OFFICE S.R.L.,CROAZIERE.NET,17346174,"STR. Dimitrie Bolintineanu , NR. 34",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.croaziere.net,contact@croaziere.net
1242,CAMIRA EVENTS & TRAVEL S.R.L.,CAMIRA EVENTS & TRAVEL,21939803,"NR. 54A  , ET. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@camira.ro
1243,MATDAN ECO TOURS S.R.L.,MATDAN ECO TOURS,38140656,"STR. Republicii , NR. 46",Mun. Piteşti,ARGEŞ,Organizatoare,www.matdantours.ro,contact@matdantours.ro
1244,FANTASTIC TOURS S.R.L.,FANTASTIC TOURS,1586332,"STR. Gilăului , NR. 24  , ET. 1","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.fantastictours.ro,fantastic@fantastictours.ro
1245,INVESTCO MANAGEMENT S.R.L.,CITY TRAVELS,5227560,"STR. Avram Iancu , NR. 28  , ET. 1 , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.citytravels.ro,contact@citytravels.ro
1246,ENERGETICA TOUR SERVICII SRL,ENERGETICA TOUR,12582921,"STR. Decebal  , BL. 15 , ET. P",Mun. Deva,HUNEDOARA,Organizatoare,www.energeticatour.ro,energeticatour.brad@yahoo.ro
1248,EUROPOINT SRL,EUROPOINT TOUR & TRAVEL,9553004,"STR. Manganului , NR. 9","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.europoint.ro,office@europoint.ro
125,ALLEGRO DINAMIC CONCEPT SRL,ALLEGRO TRAVEL,39882793,"STR. Dorobanţi 2  , BL. H16 , ET. 3 , AP. 7",Mun. Buzău,BUZĂU,Organizatoare,www.allegrotravel.ro,office@allegrotravel.ro
1250,VIA DAR SRL,VIA TRANSYLVANIA TOURS,27906481,NR. 1510,Com. Şiria,ARAD,OrganizatoareOnline,www.viatransylvania.com,info@viatransylvania.com
1251,ACROSS SRL,ACROSS TRAVELS,4858032,"STR. Cronicar Mustea , NR. 15-17",Mun. Iaşi,IAŞI,Organizatoare,www.across.ro,office@across.ro
1253,TREFF TURISM SI COMERT SRL,TREFF,546810,"STR. Kriza János , NR. 1/B",Mun. Sfântu Gheorghe,COVASNA,Organizatoare,www.trefftravel.ro,office@trefftravel.ro
1254,FLUMEN VIAGGI INTERNATIONAL S.R.L.,CLUB CROAZIERE,16044674,"STR. Constantin Roman Vivu , NR. 68",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,www.clubcroaziere.ro,info@clubcroaziere.ro
1255,UNITA TURISM HOLDING SA,UNITA TOUR,2094737,"NR. 1   , AP. 4",Mun. Timişoara,TIMIŞ,Organizatoare,www.unita-turism.ro,unitatour@unita-turism.ro
1257,UNIVERSAL TOURS 2006 S.R.L.,PARALELA 45 TURISM,18345711,"STR. Republicii  , BL. 79  , AP. 4",Mun. Piteşti,ARGEŞ,Organizatoare,www.vacanteparalela45.ro,florentina@paralela45.ro
1258,SIMCOTOUR S.R.L.,SIMCOTOUR,13333279,"STR. Republicii , NR. 14  , ET. PARTRE , AP. 3",Mun. Bistriţa,BISTRIŢA-NĂSĂUD,Organizatoare,www.simcotour.ro,office@simcotour.ro
126,ZEPELIN TOUR SRL,ZEPELIN TOUR,25773656,NR. 9,"Mun. Bucureşti, Sector 5",MUNICIPIUL BUCUREŞTI,Organizatoare,www.zepelintour.ro,contact@zepelintour.ro
1261,TRANSILVANIA TRAVEL SERVICES S.R.L.,TRANSILVANIA TRAVEL SERVICES,13037524,"STR. Republicii , NR. 31  , ET. P",Mun. Oradea,BIHOR,Organizatoare,www.transilvaniatravel.ro,office@transilvaniatravel.ro
1262,NETALL S.R.L.,FAMILY HOLIDAY,21240022,"STR. Tuşnad , NR. 1   , AP. 8",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.family-holiday.ro,office@family-holiday.ro
1263,MONDIAL AIR S.R.L.,MONDIAL HOLIDAY,16120704,"STR. Teodor Mihali , NR. 62   , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.mondial-holiday.ro,office@modial-holiday.ro
1264,AIR EXPRESS S.R.L.,AIR EXPRESS,15528633,"STR. 21 Decembrie 1989 , NR. 20   , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.airexpress.ro,office@airexpress.ro
1265,BUSINESS TRAVEL SOLUTIONS SRL,I TRAVEL IN ROMANIA,29482706,"NR. 94-100 , BL. A1 , ET. 3 , AP. A1039","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.itravelinromania.com,contact@itravelinromania.com
1266,FORMARE PROFESIONALĂ TURISM S.R.L.,TOUR SIM,24848696,"STR. Teilor , NR. 18",Mun. Piteşti,ARGEŞ,Organizatoare,www.toursim.ro,office@toursim.ro
1267,EXPRES CENTER 2004 S.R.L.,GO TOUR,16355930,"STR. Avram Iancu , NR. 8B",Mun. Turda,CLUJ,Organizatoare,www.gotour.ro,office@gotour.ro; travel@gotour.ro
1268,EBOS TOUR S.R.L.,EBOS TOUR,32476178,"STR. Regele Carol I , NR. 16",Mun. Timişoara,TIMIŞ,Organizatoare,www.ebostour.ro,office@ebostour.ro
1271,LA PIOVRA TURISTA,LA PIOVRA TURISTA,6807213,"STR. Corneliu Coposu , NR. 4 , BL. 105A","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.lapiovra.ro,office@lapiovra.ro
1272,MUST TRAVEL COMPANY S.R.L.,MUST TRAVEL,34768551,"STR. Brăilei , NR. 134A  , ET. 1",Mun. Galaţi,GALAŢI,Organizatoare,www.musttravel.ro,office@musttravel.ro
1275,MASIRO TRAVEL SRL,MASIRO TRAVEL,22961949,"STR. Radu Vodă , NR. 1 , BL. B8 , ET. 8 , AP. 66","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.masirotravel.ro,office@masirotravel.ro
1276,COSTEA GROUP SRL,OLTENIA TOUR,17288600,"STR. Cerna  , BL. A1  , AP. P",Mun. Craiova,DOLJ,Organizatoare,www.olteniatour.com,contact@olteniatour.ro
1277,KALIMERA HOLIDAYS-TOURS & TRAVEL SRL,KALIMERA HOLIDAYS-TOURS & TRAVEL,23509284,NR. 81,Mun. Constanţa,CONSTANŢA,Organizatoare,www.kalimeraholidays.ro,hello@kalimeraholidays.ro
1278,CIEL VOYAGES SRL,CIEL VOYAGES,9469567,"STR. Eroilor , NR. 19   , AP. 4",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.ciel-voyages.ro,danut.tamasan@ciel-voyages.ro
1280,SFARA TOURS BAIA MARE SRL,SFARA TOURS,14437618,"STR. George Coşbuc , NR. 12   , AP. 32",Mun. Baia Mare,MARAMUREŞ,Organizatoare,www.sfaratours.com,office@sfaratours.com
1282,GO FOR FUN ZONE SRL,GO FOR FUN ZONE,7610073,NR. 111,Com. Tunari,ILFOV,Organizatoare,www.goforfunzone.ro,office@goforfunzone.ro
1284,ARHIEPISCOPIA TIMISOAREI,CENTRUL DE PELERINAJE PARTOŞ,4483587,NR. 7,Mun. Timişoara,TIMIŞ,Organizatoare,www.pelerinajetimisoara.ro,pelerinaje@arhiepiocopiatimisoarei.ro
1285,ULTRAMARIN VOYAGE SRL,ULTRAVOYAGE,31588254,"NR. 11   , AP. 5",Mun. Timişoara,TIMIŞ,Organizatoare,www.ultravoyage.ro,office@ultravoyage.ro
1292,CARPATINO TOURS SRL,HAYLAND EXPRESS,35886377,"STR. Bucegi , NR. 8 , BL. E2 , ET. PARTER , AP. 23",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.getaclujtour.com,getaclujtour@gmail.com
1293,SERENITY TRAVEL & EVENTS SRL,SERENITY TRAVEL & EVENTS,32868147,"STR. Energeticienilor , NR. 9-11  , ET. 1 , AP. 5","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,catalina.gheorghe30@yahoo.com
1294,TROPICAL TOUR S.R.L.,TROPICAL TOUR,14092241,"STR. C.S. Nicolăescu Plopşor  , BL. 49",Mun. Craiova,DOLJ,Organizatoare,www.tropicaltour.ro,office@tropicaltour.ro
1295,PRODIAL TOUR S.R.L.,PRODIAL TOUR,14379177,"STR. Constanţei , NR. 4 BIS",Mun. Ploieşti,PRAHOVA,Organizatoare,www.prodialtour.ro,prodialtour@gmail.com
1296,ALMA TRADE & TOURS S.R.L.,ALMA TOURS,16084717,NR. 3A,Com. Comana,CONSTANŢA,OrganizatoareOnline,www.almatours.ro,office@almatours.ro
1298,DESTINE HOLIDAYS S.R.L.,DESTINE HOLIDAYS,39345501,"STR. Mănăştur , NR. 62  , ET. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.destineholidays.ro,office@destineholidays.ro
1299,VELVET TRAVEL S.R.L.,VELVET TRAVEL,36766115,"STR. Bucureşti , NR. 33 , BL. 21C , ET. PARTER",Mun. Craiova,DOLJ,Organizatoare,www.velvet-travel.ro,office@velvet-travel.ro
1302,HAPPY HOLIDAYS S.R.L.,HAPPY HOLIDAYS FOR ALL,18963879,"STR. Alexandru Ioan Cuza , NR. 30 , BL. GA201 , ET. PARTER , AP. 4",Mun. Slatina,OLT,Organizatoare,,hholidays2006@yahoo.com
1305,FIRST CLASS TRAVEL S.R.L.,FIRST CLASS TRAVEL,29172640,"STR. Avram Iancu , NR. 2",Mun. Oradea,BIHOR,Organizatoare,www.firstclasstravel.ro,office@firstclasstravel.ro
1306,Arhiepiscopia Craiovei - Activitati Economice,"CENTRUL DE PELERINAJ  ""SF. NICODIM""",16825705,NR. 3A,Mun. Craiova,DOLJ,Organizatoare,www.pelerinaje.ro,centrulsfnicodim@gmail.com
1307,AVE ACCOMODATION,AVETOUR,30587714,"STR. Regele Ferdinand , NR. 9   , AP. 5",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.avetour.ro,ave_tour@yahoo.com
1308,PRESTIGE BLUE MOON SRL,BLUE MOON TRAVEL,34126934,"STR. Arsenalului , NR. 1A",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,www.bluemoontravel.ro,office@bluemoontravel.ro
1309,BOOMERANG SERVICES S.R.L.,BOOMERANG SERVICES,19012910,"STR. Napoca , NR. 2-4   , AP. 53",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.boomerangservices.ro,office@boomerangservices.ro
1310,INNTOUR SRL,INNTOUR,15375211,"STR. Alexandru Donici , NR. 3",Mun. Cluj-Napoca,CLUJ,OrganizatoareOnline,www.inntour.ro,mihai@inntour.ro
1311,ELSAVIO SERVICES S.R.L.,SAVI TRAVEL,5120202,"STR. 25 Octombrie , NR. 11  , ET. P",Mun. Satu Mare,SATU MARE,Organizatoare,www.savitravel.ro,office@savitravel.ro
1314,BREGAMO SRL,BREGAMO TRAVEL,15291064,"STR. Grindului , NR. 6 , BL. M1 , ET. 1 , AP. 7",Mun. Ploieşti,PRAHOVA,Organizatoare,www.bregamotravel.ro,office@bregamotravel.ro
1315,TOPFLY SRL,TOP FLY,32941949,"STR. Nordului , NR. 28-36  , ET. 3 , AP. 3.2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.topfly.ro,alina@topfly.ro
1316,STAR HOLIDAY & TOURS SRL,STAR HOLIDAY & TOURS,30226523,"STR. Blănari , NR. 23  , ET. 3","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.starholiday.ro,info@starholiday.ro
1317,GALLERIA TRAVEL SRL,FAN TRAVEL,31002044,"STR. Crişului , NR. 18A   , AP. SP6",Mun. Braşov,BRAŞOV,Organizatoare,www.fan-travel.ro,office@fan-travel.ro
1318,ENJOY TOURING SRL,ENJOY TOURING,21286151,"STR. Ştefan cel Mare , NR. 35 , BL. 31  , AP. 129","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.enjoytouring.ro,daniela@enjoytouring.ro
132,SUMMERSUN HOLIDAY & TRAVEL SRL,SUMMERSUN HOLIDAY & TRAVEL,23612866,"STR. Grigore Ureche , NR. 1-3 , BL. SONTU-MARACINEANU",Mun. Iaşi,IAŞI,Organizatoare,www.summersun.ro,info@summersun.ro
1320,SF TRAVEL SRL,SF TRAVEL,10818970,"STR. G-ral Candiano Popescu , NR. 41","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.navigotravel.ro,office@sftravel.ro
1321,NOIZZ EVENTS SRL,NOIZZ TRAVEL,23255852,"STR. 1 Mai , NR. 39 , BL. C15 , ET. 4 , AP. 20","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.noizzevents.ro,sorin.borsan@noizzevents.ro
1323,MAORI SRL,MAORI,23193032,"STR. Republicii , NR. 22   , AP. 4",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.maori.ro,office@maori.ro
1324,EXACTTRAVEL EVENT S.R.L.,EVENT TOUR,34165585,"STR. Republicii , NR. 38 A",Oraş Sinaia,PRAHOVA,Organizatoare,www.eventtour.ro,office@eventtour.ro
1325,BJR VACANŢE S.R.L.,BJR VACANTE,16576566,"STR. Revoluţiei , NR. 66/B   , AP. 2/B",Mun. Arad,ARAD,Organizatoare,www.bjr-vacante.ro,president@bjr-vacante.ro
1326,KMD WORLD TRAVEL,KMD TRAVEL,30933850,"STR. Nerva Traian , NR. 3  , ET. 2","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.kmd-travel.ro,office@kmd-travel.ro
1328,SIND GAZ S.R.L.,UNION TRAVEL,15485834,"STR. Republicii , NR. 65",Mun. Ploieşti,PRAHOVA,Organizatoare,www.sindgaz.ro,catalin@sindgaz.ro
1330,GEMINA TRAVEL S.R.L.,GEMINA TRAVEL,35372473,"STR. Cloşca , NR. 2 , BL. CH1 , ET. P",Mun. Alba Iulia,ALBA,Organizatoare,www.geminatravel.ro,contact@geminatravel.ro
1332,BH TRAVEL INTERNATIONAL S.R.L.,ELITE HOLIDAYS,21600660,"STR. Horea , NR. 2  , ET. PARTER , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.eliteholidays.eu,cristina.ispas@eliteholidays.eu
1333,EXACT TOURS S.R.L.,EXACT TOURS,11149327,"STR. Ghiocei , NR. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.exact-tours.ro,office@exact-tours.ro
1335,SIMPLICITY S.R.L.,SIMPLICITY,17888035,NR. 17/A,Mun. Timişoara,TIMIŞ,Organizatoare,www.simplicity.ro,office@simplicity.ro
1336,HOLIDAY TOUR MURES SRL,HOLIDAY TOUR TRAVEL,31862820,"STR. 1 Decembrie 1918 , NR. 209   , AP. 4",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.holidaytourmures.ro,agentie@holidaytourmures.ro
1337,WISE.TRAVEL S.R.L.,WISE TRAVEL,37696204,NR. 5,Com. Miroslava,IAŞI,Organizatoare,www.wise.travel,adelina.cretu@wise.travel
1342,AS-TOUR SRL,AS TOUR,15897240,"STR. Timotei Cipariu , NR. 7   , AP. 1/2A",Mun. Timişoara,TIMIŞ,Organizatoare,www.astour-timisoara.ro,astourtm2@gmail.com
1343,KM 0 TURISM S.R.L.,KM ZERO,32387925,"STR. Trandafirilor , NR. 53   , AP. 3",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.kilometrulzero.ro,office@kilometrulzero.ro
1347,MIRIFIC-GIL SRL,MIRIFIC GIL,10631050,"STR. Cloşca , NR. 2   , AP. 20",Mun. Arad,ARAD,Organizatoare,www.mirifictravel.ro,mirifictravel@rdsar.ro
1348,SIMBOPREST S.R.L.,SIMBOTOUR,24862720,"STR. Primăriei , NR. 64",Mun. Oradea,BIHOR,Organizatoare,www.simbotours.ro,vacante@simbotours.ro
1349,Z TOUR S.R.L.,Z TOUR,14457429,"STR. Anatole France , NR. 62",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.ztour-travel.ro,office@ztour-travel.ro
1350,THEOREMA TRAVEL SRL,THEOREMA TRAVEL,31300270,"STR. Ferdinand I , NR. 119 , BL. G1  , AP. 42","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.theorematravel.ro,cristina@theorematravel.ro
1351,CORA TRAVEL AGENCY SRL,CORA TRAVEL,19112188,"STR. Mănăştur , NR. 76   , AP. 1",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.coratravel.ro,contact@coratravel.ro
1352,WORLD CLASS HOLIDAYS S.R.L.,WORLD CLASS HOLIDAYS,33490391,"NR. 53   , AP. M7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,,neceacristina@gmail.com
1353,BBOOK BED AND BREAKFAST S.R.L.,BBOOK BED AND BREAKFAST,30394080,"STR. Maxim Gorki , NR. 2  , ET. PARTER , AP. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bbook.ro,mihai@bbook.ro
1354,SINDI TOUR SRL,SINDI TOUR,23951960,"STR. Ţuţora , NR. 2 , BL. B2 , ET. P",Mun. Iaşi,IAŞI,Organizatoare,sinditour,office@sinditour.ro
1356,VACANTE SI CALATORII SRL,VACANTE SI CALATORII,33496246,"STR. Episcop Augustin Pacha , NR. 10",Mun. Timişoara,TIMIŞ,Organizatoare,vacantesicalatorii.com,office@vacantesicalatorii.com
1357,FUNDATIA CENTRUL DE FORMARE APSAP,APSAP,33269758,"NR. 62 , BL. DECEBAL TOWER , ET. 6 , AP. 11","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.cursuri-functionari.ro,secretariat@cursuri-functionari.ro
136,AVENTURA SERVICE TRAVEL SRL,AVENTURA TRAVEL,38217229,"STR. Bădeni , NR. 10 , BL. T5 , ET. 7 , AP. 32","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.aventura-travel.ro,office@aventura-travel.ro
1360,CARTAGA TRAVEL AGENCY SRL,CARTAGA TRAVEL AGENCY,35369141,"STR. Sibiului , NR. 81",Mun. Mediaş,SIBIU,Organizatoare,www.cartaga.ro,office@cartaga.ro
1361,SCORILO TRAVEL VACANTE S.R.L.,SCORILO TRAVEL VACANŢE,37275000,"STR. Lacul Tei , NR. 77  , ET. 1 , AP. ULUI 16","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.scorilotravelvacante.ro,scorilotravelvacanta@gmail.com
1362,ETURIA SRL,ETURIA,22067680,"STR. 1 Decembrie 1918 , NR. 58",Mun. Piatra Neamţ,NEAMŢ,Organizatoare,www.eturia.ro,office@eturia.ro
1363,TOUR AND-A TRANS SRL,TOUR AND-A TRANS,16919087,"STR. Avram Iancu , NR. 42",Oraş Făget,TIMIŞ,Organizatoare,www.tourandatrans.ro,andacernescu@yahoo.com
1364,ULTRAMARIN SRL,ULTRAMARIN,14006860,"NR. 11   , AP. 5",Mun. Timişoara,TIMIŞ,Organizatoare,www.ultramarintm.ro,office@ultramarintm.ro
1365,PEGASUS TRAVEL SRL,PEGASUS TRAVEL,29533613,"STR. Mărăşeşti , NR. 7   , AP. 15",Mun. Timişoara,TIMIŞ,Organizatoare,www.pegasustravel.ro,office@pegasustravel.ro
1366,WANDERLUST ACTIVE TOURS SRL,SLOW TOURS ROMANIA,19206851,"STR. Negustori , NR. 23-25 , BL. II , ET. 2","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,slowtoursromania.com,office@slowtoursromania.com
1367,CALLIA CRUISE & TRAVEL SRL,CALLIA CRUISE & TRAVEL,30731690,"STR. Berzei , NR. 4 , BL. 9  , AP. 6",Mun. Braşov,BRAŞOV,Organizatoare,www.callia.ro,info@callia.ro
1369,AVANT BUSINESS & TRAVEL SOLUTIONS SRL,AVANT BUSINESS & TRAVEL SOLUTIONS,27413971,"STR. Dianei , NR. 16","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.avatsolutions.ro,office@avantsolutions.ro
1376,OCTAVSIV TOUR S.R.L.,OCTAV TOURS,26458959,"STR. Slt. Erou Călin Cătălin , NR. 3  , ET. P",Mun. Ploieşti,PRAHOVA,Organizatoare,www.octavtours.ro,octav.tours@gmail.com
1378,Q MANAGEMENT TRAVEL & TOUR S.R.L.,Q MANAGEMENT TRAVEL & TOUR,21033248,"STR. Belizarie , NR. 16/20 , BL. 10/1 , ET. 1 , AP. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.qmtravel.ro,office@qmtravel.ro
