nr_licenta,licenta_tip,data_emitere,operator_economic,nr_registru_comert,denumire_agentie,cui,adresa,localitate,judet,tip_agentie,site_web,email,col13,col14,col15
1097,Licenta,12.02.2019,MONTAVYS BEST MANAGEMENT SRL,J40/5038/2010,QUASAR TOURS & TRAVEL,26935691,"STR. Maxim Gorki , NR. 3  , ET. 2 , AP. 12","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.quasartravel.ro,office@quasartravel.ro,,,
1098,Licenta,12.02.2019,PARALELA 45 TURISM SIBIU SRL,J32/2516/1992,PARALELA 45 TURISM SIBIU,2681448,"STR. Dumbrăvii , NR. 12",Mun. Sibiu,SIBIU,Organizatoare,,sibiu@paralela45.ro,,,
1099,Licenta,04.09.2019,TRANSMARY TUR SRL,J4/1247/2004,TRANSMARY TUR,16580192,"STR. Aleea Parcului  , BL. E9 , ET. P , AP. 3",Oraş Comăneşti,BACĂU,Intermediara,,transmary_tur@yahoo.com,,,
110,Licenta,12.11.2018,GAMA TRAVEL&EVENTS SRL,J40/12130/2005,GAMA TRAVEL & EVENTS,17768730,"STR. Puţul lui Crăciun , NR. 34  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.gamatravelevents.ro,maria@gamatravelevents.ro,,,
1100,Licenta,12.02.2019,NEGRU VODĂ TURISM INVEST,J03/1648/2007,DIAMOND TRAVEL,22298723,"STR. Negru Vodă , NR. 121 , BL. A9 , ET. P",Mun. Câmpulung,ARGEŞ,Organizatoare,www.turism.consultanti.eu,office@ecotravel.com.ro,,,
1101,Licenta,12.02.2019,TURISM EURO CLUB SRL,J40/2906/2007,TURISM EURO CLUB,21082151,"STR. Jiului , NR. 144  , ET. 1 , AP. 7","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.turismeuroclub.ro,office@turismeuroclub.ro,,,
1102,Licenta,12.02.2019,WOLF TRAVELER SRL,J40/1236/2013,PARALELA 45 - FRANCIZA,31173516,"STR. Ion Câmpineanu , NR. 13  , ET. 1 , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.paralela45academiei.ro,academiei@paralela45.ro,,,
1103,Licenta,15.05.2024,MEMENTO BUS COMPANY,J40/19250/2017,MEMENTO BUS COMPANY,38499596,"STR. Alba Iulia , NR. 5 , BL. I4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,contabilitate@christiantour.ro,,,
1105,Licenta,13.02.2019,ARIS CONSULTING SERVICES S.R.L.,J40/12642/2017,TMC,37977820,"STR. Călăraşi , NR. 142","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,,roxanad.ilinca@gmail.com,,,
1106,Licenta,13.02.2019,TRUBADURUL SRL,J17/668/1992,JACKOB TRAVEL,1648087,"STR. Brăilei , NR. 140D-S2",Mun. Galaţi,GALAŢI,Organizatoare,www.roju.ro,traian.iacob@roju.ro,,,
1107,Licenta,13.02.2019,YPTA TRAVEL SRL,J40/4977/2012,YPTA TRAVEL,30142260,"STR. Căderea Bastiliei , NR. 55","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.yptatravel.ro,office@yptatravel.ro,,,
1108,Licenta,14.02.2019,TURISM BRIANT SRL,J10/433/1999,TURISM BRIANT,12271321,"STR. Unirii  , BL. B1 , ET. P",Mun. Buzău,BUZĂU,Intermediara,www.turism-briant.ro,turismbriant@yahoo.com,,,
1109,Licenta,14.02.2019,VLADEUS SRL,J17/661/2003,VLADEUS,15436076,"STR. Constructorilor , NR. 1 , BL. E1  , AP. 24",Mun. Galaţi,GALAŢI,Intermediara,www.vladeus.ro,office@vladeus.ro,,,
111,Licenta,13.11.2018,NET CONSULTING & TRADING SRL,J13/282/2008,TRAVEL DREAMS,23157390,"STR. Griviţei , NR. 39  , ET. 4 , AP. 11","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.traveldreams.ro,office@traveldreams.ro,,,
1110,Licenta,14.02.2019,OASIS COM SRL,J5/344/1992,OASIS,62232,"STR. Republicii , NR. 73   , AP. 3",Mun. Oradea,BIHOR,Organizatoare,www.oasis-travel.ro,oasis@rdslink.ro,,,
1111,Licenta,14.02.2019,FOCUS SERV SRL,J01/702/2004,FOCUS TOUR,16564880,"STR. Toporaşilor  , BL. CT 14  , AP. 23",Mun. Alba Iulia,ALBA,Organizatoare,,contact@focustour.ro,,,
1112,Licenta,27.01.2021,VIAHOTEL SRL,J3/1599/2014,VIAHOTEL,33903927,"STR. Carpaţi , NR. 2 , BL. C4 , ET. 1 , AP. 5",Mun. Piteşti,ARGEŞ,IntermediaraOnline,www.travelvo.ro,contact@travelvo.ro,,,
1113,Licenta,14.02.2019,DIRECT BOOKING SRL,J40/8291/2010,DIRECT BOOKING,27339247,NR. 180,"Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.directbooking.ro,office@directbooking.ro,,,
1114,Licenta,14.02.2019,CURTA'S TRAVEL SRL,J40/18323/2006,CURTA'S TRAVEL,19193352,"NR. 141B , BL. CORP A , ET. 1 , AP. 3","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.curtastravel.ro,liviu@curtastravel.ro,,,
1116,Licenta,15.02.2019,GENERATOR GRUP SRL,J40/1832/2012,BELLES VACANCES,29799772,"STR. Ion Mihalache , NR. 23","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,deditacarmen@yahoo.com,,,
1118,Licenta,18.02.2019,PERFECT JOURNEY SRL,J40/12707/2016,PERFECT TOUR,36570606,"STR. Decebal , NR. 14 , BL. S6","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.perfect-tour.ro,office@perfectjourney.ro,,,
1119,Licenta,18.02.2019,ALLOMORPHIC STUDIO SRL,J40/7782/2003,ALLO TUR,15502919,"STR. Hispania , NR. 15  , ET. 1","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.allomorphic.ro,allomorphicstudio@yahoo.com,,,
112,Licenta,13.11.2018,TRANSILVANIA LIVE SRL,J12/2918/2004,TRANSYLVANIA LIVE-DRACULA TOURS AND HALLOWEEN IN TRANSYLVANIA,16676719,"STR. Războieni , NR. 31A  , ET. 1",Mun. Turda,CLUJ,OrganizatoareOnline,www.visit-transylvania.us,office@visit-transylvania.us,,,
1120,Licenta,18.02.2019,INTERNATIONAL EXPERT TRAVEL SRL,J40/15483/2006,BTOUR,19063905,"NR. 30  , ET. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.btour.ro,andi@btour.ro,,,
1121,Licenta,18.02.2019,VOLIS SRL,J10/431/2002,VOLIS,14801327,"STR. Ostrovului , NR. 7 BIS , BL. A1  , AP. 3",Mun. Buzău,BUZĂU,Intermediara,www.volis.ro,volis_buzau@yahoo.com,,,
1122,Licenta,18.02.2019,MICOMIS SRL,J08/2782/1992,MICOMIS,3582698,"STR. Mihail Sadoveanu , NR. 4",Mun. Braşov,BRAŞOV,Organizatoare,www.micomis.ro,office@micomis.ro,,,
1123,Licenta,18.02.2019,PASA INTERNATIONAL SRL,J13/1530/1999,PASA INTERNATIONAL,12052542,"STR. Mihai Viteazu , NR. 54 , BL. V3 , ET. 1 , AP. 7",Mun. Mangalia,CONSTANŢA,IntermediaraOnline,www.pasainternational.ro,sales@pasainternational.ro,,,
1124,Licenta,18.02.2019,BIBI TOURING TOUROPERATOR SRL,j29/938/2003,BIBI TOURING TOUROPERATOR,15490210,"STR. Republicii , NR. 12 , BL. 33B2 , ET. 2 , AP. 25",Mun. Ploieşti,PRAHOVA,Organizatoare,www.bibi-touring.ro,dispecerat@bibi.ro,,,
1125,Licenta,18.02.2019,ASCOMTUR VAYA SRL,J29/1069/2013,VAYA TOUR,31989230,"STR. Nicolae Iorga , NR. 60 , BL. B8",Oraş Vălenii de Munte,PRAHOVA,Organizatoare,,tourvaya@yahoo.com,,,
1126,Licenta,08.12.2021,PARADIS TRAVEL SRL,J5/1362/1991,PARADIS TRAVEL,69761,"STR. Dacia , NR. 51 , BL. AN 50",Mun. Oradea,BIHOR,Intermediara,www.paradistravel.ro,paradistravel@paradistravel.ro,,,
1127,Licenta,18.02.2019,WEST TRAVEL SRL,J51/122/2008,WEST TRAVEL,23291219,"STR. Bucureşti , NR. 79",Mun. Călăraşi,CĂLĂRAŞI,Intermediara,,westcalarasi@yahoo.com,,,
1128,Licenta,18.02.2019,ADLENA TOUR SRL,J26/1150/2012,SELEN TOUR,30978550,"STR. 1 Decembrie 1918 , NR. 203",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.selen-tour.ro,office@selen-tour.ro,,,
1129,Licenta,18.02.2019,MOLDOVA TRAVEL SRL,J22/1693/2007,TRAVEL 4 YOU,21904406,"STR. Unirii , NR. 6",Mun. Iaşi,IAŞI,Organizatoare,www.travel4you.ro,office@travel4you.ro,,,
113,Licenta,13.11.2018,A-TRIP2RO SRL,J17/883/2013,TRIP2RO,32020537,NR. 807,Com. Frumuşiţa,GALAŢI,OrganizatoareOnline,www.trip2ro.com,office@trip2ro.com,,,
1130,Licenta,06.10.2023,TRENDY TRAVEL S.R.L.,J40/7011/2000,TRENDY TRAVEL,13230885,"STR. Gârleni , NR. 4 , BL. C85 , ET. 5 , AP. 29","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.trendytravel.ro,office@trendytravel.ro,,,
1131,Licenta,12.06.2024,CALATORESCU SRL,J35/600/2009,CALATORESCU,25283123,"STR. Gramma , NR. 15   , AP. 1","Com. Dumbrăviţa, Sat Dumbrăviţa",TIMIŞ,Organizatoare,www.calatorescu.ro,office@calatorescu.ro,,,
1132,Licenta,19.02.2019,BLUE SKY TURISM SRL,J40/3140/2002,BLUE SKY TURISM,14585126,"STR. Dacia , NR. 45   , AP. 1","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.bluesky-turism.ro,office@bluesky-turism.ro,,,
1133,Licenta,19.02.2019,ADONIS IMPORT EXPORT SRL,J26/1848/1993,ADONIS TRAVEL,4786211,"NR. 10   , AP. 1",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.adonis-travel.com,office@adonis-travel.com,,,
1134,Licenta,19.02.2019,GORCEA COM TRANS SRL,J27/93/2001,RARES TOUR,13764883,"STR. Republicii , NR. 42 , BL. VILA 4  , AP. 3",Mun. Piatra Neamţ,NEAMŢ,Intermediara,www.rarestour.ro,gorceatrans@yahoo.com,,,
1136,Licenta,19.02.2019,I TRAVEL SRL,J32/1938/2008,I TRAVEL,24837484,"STR. Ştirbei Vodă  , BL. P2 , ET. P",Mun. Râmnicu Vâlcea,VÂLCEA,Intermediara,,,,,
1137,Licenta,19.02.2019,ROVIAL TRAVEL SRL,J8/2002/2012,ROVIAL TRAVEL,31046156,"STR. Mihail Kogălniceanu , NR. 4 , BL. 17  , AP. 2",Mun. Braşov,BRAŞOV,Organizatoare,www.rovial.ro,office@rovial.ro,,,
1138,Licenta,27.09.2023,SAGITARIO TRAVEL SRL,J11/427/2005,SAGITARIO TRAVEL,17531279,"STR. Mihai Viteazu , NR. 33",Mun. Caransebeş,CARAŞ-SEVERIN,Organizatoare,www.sagitariotravel.ro,office@sagitariotravel.ro,,,
1139,Licenta,19.02.2019,BUCOVINA TRAVEL SRL,J33/342/2006,BUCOVINA TRAVEL,18444472,"STR. Dornelor , NR. 2 , BL. 2  , AP. 25",Mun. Vatra-Dornei,SUCEAVA,Organizatoare,,bucovinatravel@gmail.com,,,
114,Licenta,13.11.2018,CONSTOUR SRL,J16/911/2004,SKY LIMIT,16411851,"STR. Mihail Kogălniceanu , NR. 7",Mun. Craiova,DOLJ,Organizatoare,www.skylimit.ro,office@skylimit.ro,,,
1140,Licenta,19.02.2019,MC TRANSILVANIA SRL,J26/275/2007,MC TRANSILVANIA,21084713,"STR. Muntenia , NR. 12",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.mctransylvania.com,adi@mctransylvania.com,,,
1141,Licenta,19.02.2019,BTT TARGOVISTE SRL,J15/1515/1994,BTT TARGOVISTE,6656501,"STR. Mircea cel Bătrân  , BL. H1",Mun. Târgovişte,DÂMBOVIŢA,Organizatoare,www.btttargoviste.com,btttargoviste@yahoo.com,,,
1142,Licenta,19.02.2019,NEW TRAVEL MUNTENIA SRL,J03/729/2007,NEW TRAVEL MUNTENIA,21518430,"STR. Griviţei  , BL. A5 , ET. P",Mun. Piteşti,ARGEŞ,Organizatoare,www.munteniatravel.ro,dorina.ciobotoiu@munteniatravel.ro,,,
1143,Licenta,19.02.2019,INTERSPAR COM SRL,J5/2840/1994,MAGIC TOURS,6012454,NR. 30,Mun. Oradea,BIHOR,Organizatoare,www.magic-tours.ro,magicoradea@yahoo.com,,,
1144,Licenta,19.02.2019,TOP SERVICES & EVENTS SRL,J40/13738/2008,EURO TEAM TRAVEL,24329923,"STR. Regina Maria , NR. 32  , ET. P","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.euroteamtravel.ro/www.ofertesejurromania.ro,office@euroteamtravel.ro,,,
1145,Licenta,19.02.2019,SARA TRAVEL SRL,J5/1366/2011,SCHNEIDER TRAVEL,28865746,"STR. Ogorului , NR. 171",Mun. Oradea,BIHOR,Intermediara,,,,,
1146,Licenta,19.02.2019,TURIST CLASS SRL,J7/515/2003,TURIST CLASS,15795223,"STR. Alexandru Ioan Cuza , NR. 4  , ET. 3 , AP. 11",Mun. Dorohoi,BOTOŞANI,Organizatoare,www.turistclass.ro,turistclass@gmail.com,,,
1147,Licenta,20.09.2021,OK AIRTRAVEL SRL,J40/8064/2012,OK AIRTRAVEL,30421265,"NR. 26 , BL. B , ET. 2 , AP. 206","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.okairtravel.ro,nicolae.niky@gmail.com,,,
1149,Licenta,19.02.2019,SORILIS TOUR SRL,J40/11669/2012,FABIOLA & ALEX TURISM,30771040,"STR. Camil Ressu , NR. 1 , BL. 14B  , AP. 72","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.fabiolaturism.ro,fabiolaturism@gmail.com,,,
115,Licenta,13.11.2018,JUST TRAVEL SRL,J40/4914/2005,JUST TRAVEL,17356003,"STR. Bodeşti , NR. 9 , BL. 29A , ET. 2 , AP. 54","Mun. Bucureşti, Sector 2",MUNICIPIUL BUCUREŞTI,Organizatoare,www.just-travel.ro,office@just-travel.ro,,,
1151,Licenta,20.12.2019,IVALDI MAX,,DIGITAL TREND ITALIA S.R.L.,,,,,Transfrontaliera,,,,,
1151,Licenta,19.02.2019,DITHEO CULTURAL SRL,J23/845/2014,DITHEO CULTURAL,17262529,"STR. Bucureşti , NR. 59","Oraş Măgurele, Sat Vârteju",ILFOV,Organizatoare,www.ditheo.ro,contact@ditheo.ro,,,
1152,Licenta,19.02.2019,ELMARIA TURISM & FLOWER S.R.L.,J1/1486/2008,ELMARIA TURISM & FLOWER,24816597,"STR. Moţilor , NR. 14   , AP. 8",Oraş Câmpeni,ALBA,Organizatoare,,elmariaturism@yahoo.com,,,
1153,Licenta,31.08.2020,TRAVEL DESK SRL,J12/5351/2017,TRAVEL DESK,38111332,NR. 18,Com. Floreşti,CLUJ,IntermediaraOnline,www.sosholiday.ro,office@sosholiday.ro,,,
1156,Licenta,20.02.2019,EUROMAIDEC TOURING S.R.L.,J5/523/2004,EUROMAIDEC TOURING,16272818,"STR. Matei Corvin , NR. 49",Mun. Oradea,BIHOR,Intermediara,www.euromaidec.ro,office@euromaidec.ro,,,
1157,Licenta,20.02.2019,LALA TRAVEL EXPERT S.R.L.,J40/3060/2012,LALA TRAVEL EXPERT,29927790,"STR. Neatârnării , NR. 14","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.lalatravel.ro,office@lalatravel.ro,,,
1158,Licenta,20.02.2019,DAOS JOURNEYS SRL,J8/351/2008,AVENTOURS & ROVING ROMANIA,23266959,"STR. Paul Richter , NR. 1   , AP. 1",Mun. Braşov,BRAŞOV,Organizatoare,www.discoveromania.ro,office@discoveromania.ro,,,
1159,Licenta,20.09.2021,ADRIANA TOURISTIK COMPANY S.R.L.,J02/311/2010,ADRIANA TOURISTIK,26852570,"STR. Revoluţiei , NR. 24   , AP. 23",Mun. Arad,ARAD,Organizatoare,www.adrian-touristik.ro,adriana_touristik@yahoo.com,,,
116,Licenta,13.11.2018,MAPAMOND BUSINESS SRL,J40/1042/2015,SEJOUR TOURS,34036777,"STR. Labirint , NR. 127   , AP. 2","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.sejourtours.ro,marta@sejourtours.ro,,,
1160,Licenta,20.02.2019,MAXIM GROUP PROSPER S.R.L.,J40/5162/1999,DAV TRAVEL,11837709,"STR. Basarabia , NR. 25","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Intermediara,,maxxcata@yahoo.com,,,
1161,Licenta,03.04.2023,J INFO TRAVEL SRL,J40/1411/2007,J'INFO TRAVEL,14361110,"STR. Grigore Gafencu , NR. 84A","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,,office@jinfotravel.ro,,,
1162,Licenta,20.02.2019,EASTERN EUROPE SERVICES SRL,J40/5029/1993,GALAXY TOURS,3506445,"STR. Vitan , NR. 119 , BL. V21B , ET. P , AP. 1","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,www.galaxytours.ro,sales@galaxytours.ro,,,
1163,Licenta,31.10.2025,RAIO TRAVEL & EVENTS S.R.L.,J2018004649402,EVENTA,39140450,"STR. Unirii , NR. 14 , BL. 6A,6B,6C TRONSON 1 , ET. MEZANIN , AP. SPATIU NR. 18","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,www.eventa-travel.com,office@eventa-travel.com,,,
1163,Licenta,30.10.2025,RAIO TRAVEL & EVENTS S.R.L.,J2018004649402,EVENTA TRAVEL,39140450,"STR. Unirii , NR. 14 , BL. 6A, 6B, 6C , ET. mezanin","Mun. Bucureşti, Sector 4",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@eventa-travel.com,,,
1164,Licenta,10.08.2022,DIRECT TRAVEL SRL,J13/3396/2006,DIRECT TRAVEL,19182736,"STR. Tomis , NR. 143A  , ET. 6",Mun. Constanţa,CONSTANŢA,Organizatoare,www.direct-travel.ro,office@direct-travel.ro,,,
1165,Licenta,20.02.2019,RETAIL MANAGEMENT SYSTEMS S.R.L.,J40/2795/1994,ALSYS TRAVEL,5246813,NR. 146,"Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,www.alsystravel.ro,office@alsystravel.ro,,,
1166,Licenta,20.02.2019,ECOSHOP SRL,J08/185/2004,ABSOLUTE CARPATHIAN,16098631,NR. 162,Oraş Zărneşti,BRAŞOV,OrganizatoareOnline,www.absolute-nature.ro,simonaburetea@yahoo.com,,,
1167,Licenta,20.02.2019,MADISON S.R.L.,J12/633/2000,MADISON TRAVEL,13114376,"STR. Unirii , NR. 12   , AP. 8",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.madisontravel.ro,office@madisontravel.ro,,,
1168,Licenta,20.02.2019,MARA INTERNATIONAL TOUR S.R.L.,J24/361/2000,MARA INTERNATIONAL TOUR,13079716,"STR. Unirii , NR. 5",Mun. Baia Mare,MARAMUREŞ,Organizatoare,www.mara-tour.ro,office@mara-tour.ro,,,
1169,Licenta,20.02.2019,TRAVEL TAILOR SRL,J40/7170/2009,TRAVEL TAILOR,25696766,"NR. 256-260   , AP. 2","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.traveltailor.ro,office@traveltailor.ro,,,
117,Licenta,13.11.2018,C&C AGENTIE DE TURISM SRL,J40/12248/2002,C&C AGENTIE DE TURISM,15050511,"STR. Siriului , NR. 33-35  , ET. 4 , AP. 22","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Intermediara,www.cctravel.ro,office@cctravel.ro,,,
1170,Licenta,14.02.2023,ELGEDRA & FUN SRL,J9/902/2012,ESMIRIA TURISM,30967845,"STR. Alexandru Ioan Cuza , NR. 33",Mun. Brăila,BRĂILA,Intermediara,,esmiriaturism@yahoo.com,,,
1171,Licenta,12.10.2020,ART PRINT SRL,J13/1332/2007,TOMIS TRAVEL,21608702,"STR. Tulcei , NR. 2 , BL. 2B  , AP. 46",Mun. Constanţa,CONSTANŢA,Intermediara,www.tomistravel.ro,office@tomistravel.ro,,,
1172,Licenta,20.02.2019,FLY WEST TOUR & MORE  SRL,J35/1179/2017,FLY WEST TOUR & MORE,37369261,"STR. George Coşbuc , NR. 1",Mun. Timişoara,TIMIŞ,Organizatoare,www.flywesttour.ro,office@flywesttour.ro,,,
1173,Licenta,22.01.2024,AHA TRAVEL S.R.L.,J8/712/2013,AIR GLOBAL,31590130,"STR. Bucureşti , NR. 57   , AP. 2",Mun. Braşov,BRAŞOV,Intermediara,,office@agtravel.ro,,,
1174,Licenta,17.11.2020,PERFORM TRAVEL SRL,J40/13640/2011,PERFORM TRAVEL,29347360,"STR. Plevnei , NR. 139  , ET. II","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,IntermediaraOnline,www.performtravel.ro,office@performtravel.ro,,,
1175,Licenta,20.02.2019,E - SMART TRIP EXCLUSIVE S.R.L.,J40/7861/2016,TRIP EXCLUSIVE,36166846,"STR. 1 Mai , NR. 25 , BL. C6 , ET. PARTER , AP. 45","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Intermediara,www.trip-exclusiv.ro,tripexclusiv@gmail.com,,,
1176,Licenta,20.02.2019,DISCOVER WITH US SRL,J40/3891/2014,TOURING ROMANIA,32994048,"STR. Feteşti , NR. 4 , BL. F5 , ET. 4 , AP. 75","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,OrganizatoareOnline,www.touringromania.com,contact@touringromania.com,,,
1177,Licenta,19.02.2024,ZENALINA TRAVEL S.R.L.,J26/914/2021,NOOR,44368862,"STR. Ion Heliade Rădulescu , NR. 4 , BL. B20 , ET. PARTER , AP. 2",Mun. Târgu Mureş,MUREŞ,Organizatoare,www.mcturism.ro,alinastraia@yahoo.com,,,
1178,Licenta,06.08.2025,103 VACANTE PE INSULE S.R.L.,J40/757/2015,103 VACANTE PE INSULE,34011543,"STR. Porumbacu , NR. 9 , BL. 31 , ET. 3 , AP. 74","Mun. Bucureşti, Sector 6",MUNICIPIUL BUCUREŞTI,Organizatoare,,office@vacantepeinsule.ro,,,
1179,Licenta,19.01.2021,KRON-TOUR SRL,J8/486/1991,KRON-TOUR LUFTHANSA CITY CENTER,1093296,"STR. Camil Petrescu , NR. 3C   , AP. 3",Mun. Braşov,BRAŞOV,Organizatoare,www.krontour.ro,office@krontour.ro,,,
118,Licenta,11.03.2019,ALIS DREAM INCENTIVE S.R.L.,J32/1192/2017,HOLIDAY DREAM,37998350,"STR. Turnului , NR. 12   , AP. 1",Mun. Mediaş,SIBIU,Intermediara,www.holidaydream.ro,alisdreamholidays@gmail.com,,,
1180,Licenta,20.02.2019,MAGNUM TOUR OPERATOR SRL,J40/11630/2015,MAGNUM TRAVEL,35039607,"STR. Floreasca , NR. 69  , ET. 1 , AP. 4","Mun. Bucureşti, Sector 1",MUNICIPIUL BUCUREŞTI,Organizatoare,www.magnum-travel.ro,office@magnum-travel.ro,,,
1181,Licenta,22.09.2025,SC SFARA 1999 SRL,J12/1242/1995,SFARA TOURS,7507222,"STR. Salcâmului , NR. 26   , AP. 2",Mun. Cluj-Napoca,CLUJ,Organizatoare,www.sfaratours.ro,turism@sfaratours.ro,,,
1182,Licenta,15.05.2024,MEMENTO INTERNATIONAL,J40/3389/2013,MEMENTO INTERNATIONAL,31370020,"STR. Alba Iulia , NR. 5 , BL. I4","Mun. Bucureşti, Sector 3",MUNICIPIUL BUCUREŞTI,Organizatoare,,contabilitate@christiantour.ro,,,
1183,Licenta,24.11.2023,MISSALI SRL,J4/1897/2005,MISSALI,18059507,"STR. Belvedere , NR. 3   , AP. 29",Mun. Oneşti,BACĂU,Intermediara,,missali_onesti@yahoo.com,,,
1184,Licenta,21.02.2019,SOUTH CARPATHIAN TRAVEL CENTER '12 SRL,J32/1110/2012,CARPATHIAN TRAVEL CENTER,22333952,NR. 12,Mun. Sibiu,SIBIU,Organizatoare,www.vacanta-mea.eu/ www.carpathian-travel-center.com,info@carpathian-travel-center.com,,,
1186,Licenta,17.12.2020,TRAVOS TRAVEL SRL,J22/1901/2017,TRAVOS,37798590,"STR. Victoriei , NR. 68 , BL. E3  , AP. 3",Mun. Dorohoi,BOTOŞANI,Intermediara,www.travos.ro,info@bookandtravel.ro,,,
1187,Licenta,21.02.2019,KADAR TURISM SRL,J5/1729/2013,DELICE TRAVEL,32403192,"STR. Pandurilor , NR. 12",Mun. Beiuş,BIHOR,Organizatoare,www.delicetravel.ro,delicetravel@yahoo.com,,,
1188,Licenta,16.01.2023,ROMSEJOUR TRAVEL SRL,J13/3613/2006,ROMSEJOUR TRAVEL,19247746,"STR. Alexandru Lăpuşneanu , NR. 77 , BL. LV6  , AP. 1",Mun. Constanţa,CONSTANŢA,Intermediara,,romsejour@hotmail.com,,,
1189,Licenta,21.02.2019,TOURDESIGN SRL,J24/1654/2006,TOURDESIGN,19130559,"STR. Şcolii , NR. 4   , AP. 3",Mun. Baia Mare,MARAMUREŞ,Organizatoare,www.tourdesign.ro,contact@tourdesign.ro,,,
119,Licenta,13.11.2018,ABSELA SERV SRL,J13/493/2016,ANGEL TRAVEL ROMANIA,35729690,"STR. Tomis , NR. 308 , BL. LT3 , ET. PARTER",Mun. Constanţa,CONSTANŢA,Intermediara,www.angeltravelromania.ro,angeltravelromania@gmail.com,,,
1190,Licenta,26.10.2020,SUNAIR CONSULTING SRL,J22/1329/2011,BOOK & TRAVEL,28822125,"STR. Chişinăului , NR. 29",Mun. Iaşi,IAŞI,Organizatoare,www.bookandtravel.ro,info@bookandtravel.ro,,,
1191,Licenta,21.02.2019,TAMICRIS TOURS SRL,J05/42/2003,TAMICRIS TOURS,15149419,"STR. Ady Endre , NR. 15   , AP. 8",Mun. Timişoara,TIMIŞ,Organizatoare,www.tamicristours.ro,office@tamicristours.ro,,,
1192,Licenta,21.02.2019,IASON TURISM SRL,J33/113/1998,IASON TURISM,10257258,"STR. George Enescu , NR. 11 A",Mun. Suceava,SUCEAVA,Organizatoare,,iasonturism@yahoo.com,,,
1194,Licenta,03.03.2021,HIP STUDIO SRL,J39/301/2013,HIP TRAVEL,31675040,"STR. Diviziei , NR. 6 , BL. 2 , ET. 2 , AP. 10",Mun. Focşani,VRANCEA,IntermediaraOnline,www.hiptravel.ro,office@hiptravel.ro,,,
1195,Licenta,03.09.2020,THEDA TRAVEL MANAGEMENT SRL,J03/1604/2011,THEDA TRAVEL MANAGEMENT,29393250,"STR. 7 Septembrie 1485  , BL. P19 , ET. 4 , AP. 16",Oraş Mioveni,ARGEŞ,OrganizatoareOnline,www.theda.ro,office@theda.travel,,,
1196,Licenta,21.02.2019,PARALELA 45 DELTA SRL,J36/417/2014,PARALELA 45 DELTA,33888339,"STR. Isaccei , NR. 4 , BL. G0 , ET. P",Mun. Tulcea,TULCEA,Organizatoare,,tulcea@paralela45.ro,,,
