email,company,country,city,website,buyer_authority,contract_value
brohage@outlook.com,Oxabackskott styck och chark,SE,Oxaback,,Marks kommun,6000000.0
broters.plovdiv@gmail.com,  ,BG, ,https://bk2004.com/,Universitetska mnogoprofilna bolnitsa za aktivno lechenie  Plovdiv AD,426120.0
brutariasimpel@gmail.com,SIMPEL,RO,Victor Vlad Delamarina,,Spitalul Clinic Municipal de Urgenta Timisoara,0
btibigalaxy@gmail.com,PROVENTUS TRADE Mezőgazdasági Kereskedelmi Korlátolt Felelősségű Társaság,HUN,Tárkány,,Bábolna Nemzeti Ménesbirtok,64563900.00
bystriansky@netspace.sk,GAZDOVSKÉ ŠPECIALITY Bystriansky s.r.o.,SVK,Detva,,Banskobystrický samosprávny kraj,
calidad@carbe.com,CARLOS BERMEJO S.L.,ESP,Paterna,,Junta de Gobierno del Ayuntamiento de La Vall d'Uixó,114109.41
califarul.negru@autlook.com,SC CALIFARUL NEGRU SRL,RO,Calarasi,www.califarul.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Calarasi,5721992.3
calin.culic@silvaniatraditional.ro,SC UNIVERSAL SA,RO,Criseni,,Directia Generala de Asistenta Sociala si Protectia Copilului a judetului Satu Mare,2454579.63
camilla.pierrou@maxi.ica.se,Storbutiken i Falun AB,SWE,Falun,,Upphandlingscenter Falun Borlänge-regionen,
camilla.storemark@meny.no,MENY AS,NOR,Oslo,,Nittedal Kommune,
camilla.tures.fors1@nara.ica.se,Fors Livs i Mockfjärd AB,SWE,MOCKFJÄRD,,Upphandlingscenter Falun Borlänge-regionen,
campofrio@dptolicitaciones.com,CAMPOFRIO FOOD GROUP, S.A.,ESP,San Sebastián de los Reyes,,OSAKIDETZA - Servicio Vasco de Salud - Hospital Universitario Donostia,912665.98
camposleiva@camposlayma.es,CENTRAL LOGISTICA CAMPOS LEIVA SL ,ESP,BAILÉN (JAÉN),,Junta de Gobierno del Ayuntamiento de Oviedo,357495.72
canalsalp@canalsa.es,Canaria de Alimentos S.A.,ESP,Telde - Gran Canaria,,Consejería Delegada de Hoteles Escuela de Canarias, S.A.,1154201.50
canamar.lactate@gmail.com,SC CANAMAR SRL,RO,Masloc,,Spitalul Clinic Municipal de Urgenta Timisoara,0
candidat.friboul@orange.fr,LE FRIBOUL,FRA,Roquefort-Sur-Soulzon,,MarketPlace Occitanie Centrale d'achat alimentaire,66429008.52
canexim2@gmail.com,SC CAN EXIM SRL,ROU,Alexandria,http://canexim.ro,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
caprarucomp@yahoo.com,CAPRARU COMP SRL,RO,Roman,WWW.CAPRARU.COM,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,133329.6
cargill_magyarorszag@cargill.com,Cargill Takarmány Zártkörűen Működő Részvénytársaság,HUN,Budapest,,Nemzeti Ménesbirtok és Tangazdaság Zártkörűen Működő Részvénytársaság,199629600.00
carl.arjes@siljanschark.se,Nya Siljans Chark AB,SE,MORA,,Fagersta kommun,2187000.0
carlcremona@hotmail.co.uk,Carl Cremona,MT,Zurrieq,https://www.etenders.gov.mt/epps,Public Abattoir,1639250.0
carmen@mcplabogados.com,CASH VIRGEN DE LA CABEZA S.L.,ESP,Andujar,,Delegación Provincial de la Consejería de Bienestar Social en Ciudad Real,100978.95
carnicaslaflecha@carnicaslaflecha.com,Carnicas la Flecha, S.L.,ESP,Arroyo de la Encomienda,,Jefatura de la Sección Económico-Administrativa 45 - Aeródromo Militar de León,54545.45
carnicasmg@telefonica.net,CARNICAS MARCELINO GUTIERREZ, S.L.,ESP,Astillero,,Sociedad Regional Cántabra de Promoción Turística S.A. CANTUR S.A.,222000
casapainii@gmail.com,S.C. CASA PAINII S.R.L.,ROU,Botosani,https://www.casa-painii.ro,Universitatea Stefan cel Mare Suceava,
casapepe@casapepevigo.com,CASA PEPE S.L.,ESP,VIGO,,Secretaría General de la Agencia Estatal Consejo Superior de Investigaciones Científicas,1019278.12
catalin.cojocaru@carland.ro,CARLAND S.R.L.,ROU,Ploiesti,https://www.domeniu.ro,Spitalul Universitar de Urgenta Militar Central "Dr. Carol Davila",2383110.1
CATERLINESPA@SECMAIL.IT,"CATERLINE - S.P.A.-",ITA,ARSAGO SEPRIO,,IN.VA. S.P.A.,210000.00
cdkasapi@gmail.com,ΚΡΕΑΤΑΓΟΡΑ  ΧΡΙΣΤΟΣ  Δ.  ΚΑΣΑΠΗΣ  ΚΑΙ ΥΙΟΣ  ΛΤΔ,CYP,ΛΕΥΚΩΣΙΑ,https://www.facebook.com/p/%CE%9A%CF%81%CE%B5%CE%B1%CF%84%CE%B1%CE%B3%CE%BF%CF%81%CE%AC-%CE%A7%CF%81%CE%AF%CF%83%CF%84%CE%BF%CF%82-%CE%94-%CE%9A%CE%B1%CF%83%CE%AC%CF%80%CE%B7%CF%82-%CE%A5%CE%B9%CF%8C%CF%82-%CE%9B%CF%84%CE%B4-100090043702921/?locale=el_GR,Υπουργείο Άμυνας,350000
cd.warszawa@wierzejki.pl,Zakład Mięsny "WIERZEJKI" J.M. Zdanowscy Sp. J.,
,POL,TRZEBIESZÓW,https://www.wierzejki.pl/,Zespół do obsługi Placówek Opiekuńczo-Wychowawczych nr 2 w Warszawie,297895.34
celine.obin@davigel.fr,sysco france sas,FR,Dieppe,,commune de vertou,260900.0
celine.obin@sysco.com,SYSCO FRANCE,FRA,PARIS,,REGION BRETAGNE
,11971617
cellule.marches@cooper.fr,COOPERATION PHARMACEUTIQUE FRANCAISE - lots 6-34-108-149-150-159-171,FRA,Melun Cedex,,CHU de Lille - ES du GHT LMFI,3193780.82
cellule.marches@nutrisens.fr,NUTRISENS MEDICAL,FRA,Francheville,,Centre Hospitalier Tarbes - Lourdes,7241322
cellulemarches.region@ffra.fr,FRANCE FRAIS RHONE ALPES,FRA,La Talaudiere,,GHT Savoie Belley - CH Métropole Savoie,
central@makovec.cz,MAKOVEC a.s.,CZE,Prostějov,,Fakultní nemocnice u sv. Anny v Brně,104460000
cesarcarniceria@hotmail.com,CÉSAR GONZÁLEZ GONZÁLEZ,ESP,ÁVILA,,Gerencia de Servicios Sociales de la Junta de Castilla y León,1977476.34
cfarrell@ohanlonfarrell.com,O'Hanlon and Farrell,IRL,Newry,,Westmeath County Council,
charikleam@gmail.com,ΚΥΡΙΑΚΟΥ ΜΙΧΑΗΛ,CYP,ΛΕΜΕΣΟΣ,https://www.eprocurement.gov.cy/epps,Δήμος Λεμεσού(μέχρι 30/6/2024),207193
chevillealesienne@orange.fr,LA CHEVILLE ALESIENNE,FRA,Ales,,CHAC Alès-Cévennes,
ch@hoellerschmid.at,Fleischwaren Höllerschmid GmbH,AUT,Walkersdorf am Kamp,,NÖ Landesgesundheitsagentur,414913.50
Chiosfarm@gmail.com,ΣΦΑΓΕΙΑ ΧΙΟΥ MR ΜΟΝ ΑΕ,GRC,ΛΕΩΦΟΡΟΣ ΕΝΩΣΕΩΣ 106,,96 ΑΝΩΤΕΡΑ ΔΙΟΙΚΗΣΗ ΤΑΓΜΑΤΩΝ ΕΘΝΟΦΥΛΑΚΗΣ,232937
chivu.cpc@yahoo.com,COMPRODCOOP,ROU,Bucuresti,https://www.comprodcoop.ro,Spitalul Clinic de Pneumoftiziologie Victor Babes Craiova,2869957.08
chrisdaffs@gmail.com,Redden Consulting,IRL,Kilcock,,Louth and Meath Education and Training Board 1384,
christian.silva@sogenave.pt,Sogenave-Sociedade Geral de abastecimentos a Navegação e Industria hoteleira, SA
,PRT,Lisboa,,Serviço de Saúde da Região Autónoma da Madeira, EPERAM (SESARAM, EPERAM)
,177588.2
christophe.besnard@ldc.fr,SAS GUILLET,FRA,Morannes Sur Sarthe-Daumeray,,Fédération Française des Banques alimentaires FFBA,1500500
christophe.servais@lauraham.be,DECOSTER FOOD SPRL,BEL,Bruxelles,,Association iris-Achats,301196.15
ciechanow@pib.pl,PIB Sp. z o.o.,POL,Gołymin-Ośrodek,,42 Baza Lotnictwa Szkolnego w Radomiu,2696495.79
cindy.naudin@proapro.fr,PRO A PRO,FRA,Montauban,,GHT Savoie Belley - CH Métropole Savoie,
cip_1994@yahoo.com,FILVAS SERVCOM,RO,Vaslui,,UNIVERSITATEA PENTRU STIINTELE VIETII " ION IONESCU DE LA BRAD" DIN IASI,2337585.8
cipkby@gmail.com,DEITACOM SRL,ROU,Galati,,UNIVERSITATEA DUNAREA DE JOS,5414984.2
citus@citus.cz,CITUS s.r.o.,CZE,Litoměřice - Předměstí,,Všeobecná fakultní nemocnice v Praze,1298660
citus-mrazirny@seznam.cz,CITUS s.r.o.,CZE,Litoměřice - Předměstí,,Všeobecná fakultní nemocnice v Praze,1158105
claire.demeyer@unebio.fr,ADEMA,FRA,ALENCON,https://www.elivia.fr/contact/,Centre Hospitalier de Laval (53),2307292
claudiu.constantin@cristim.ro,CRIS-TIM COMPANIE DE FAMILIE,RO,Filipestii de Padure,www.cristim.ro,MINISTERUL APARARII - U.M.  02192,3214578.48
clement.mahe@yara.com,YARA FRANCE,FRA,PARIS LA DEFENSE,,CONCARNEAU CORNOUAILLE AGGLOMERATION,4356666.68
clientes@collsar.com,INDUSTRIAS CARNICAS COLLSAR S.A.,ESP,Madrid,,Dirección de la Agencia Estatal Boletín Oficial del Estado ,74937.84
cm_artic@yahoo.com,S.C. C&M ARTIC IMPORT EXPORT SRL S.R.L.,RO,Brasov,www.seap.ro,DIRECTIA DE ASISTENTA SOCIALA BRASOV,1496804.92
cofodicolombianosabatodanielemarcello@pec.it,CO.FO. di Paola Colucci S.a.s.,IT,Roma,,General Command of the Carabinieri Corps  Single Contractual Center,323087.23
colin@diagnosticsolutions.ie,Diagnostic Solutions Ltd,IRL,Tallaght,,Longford and Westmeath Education and Training Board,
colin.hoey@chadwicks.ie,Chadwicks Ltd,IRL,Coes Road Industrial Estate, Dundalk,https://www.chadwicks.ie/,Louth and Meath Education and Training Board 1384,
collect@viangros.be,VIANGRO SA,BEL,Bruxelles,,A.S.B.L Cité de l'espoir,637978.12
comacg@orange.fr,SAS au coin gouteux,FRA,St valery sur somme,,Destination Baie de Somme,360000
comenzi@falcons.ro,FALCONS,ROU,Tomsani,https://www.falcons.ro,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
comenzi@gordonprod.ro,GORDON-PROD S.R.L.,ROU,Bisericani,https://www.gordonprod.ro,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie Victor Babes Craiova,
comercial5@jna.pt,J NELSON ABREU S.A.
,PRT,Funchal,,Serviço de Saúde da Região Autónoma da Madeira, EPERAM (SESARAM, EPERAM)
,177588.2
comercial@caballoblancosl.com,COMERCIAL AVICOLA CABALLO BLANCO S.L.,ESP,VILLALON DE CAMPOS,,Gerencia de Servicios Sociales de la Junta de Castilla y León,1977476.34
comercial@congeladosherbania.com,Congelados Herbania, S.A.,ESP,AGUIMES,,Consejería Delegada de Hoteles Escuela de Canarias, S.A.,1154201.50
comercial@insectem.com,ANIMAL CENTER VALENCIA S.L.,ESP,La Pobla de Vallbona,,Junta de Gobierno Local del Ayuntamiento de Jerez,120078.41
comercial@varadelrey.com,TOLEDO IMPORMIT SL,ESP,Arafo,,Consejería Delegada de Hoteles Escuela de Canarias, S.A.,1154201.50
comida@comida.sk,COMIDA s.r.o.,SVK,Nitra,,Správa zariadení sociálnych služieb,
comiga.2008@gmail.com,COMIGA PRODIMPEX S.R.L.,RO,Bucuresti,www.comiga.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Calarasi,5721992.3
commande@france-select.fr,SAS FRANCE SELECT,FRA,BOURG-EN-BRESSE,https://commandepublique-nca-vdn-ccas.safetender.com,VILLE DE NICE,
commande@mangerbioenprovence.fr,manger bio en provence,FR,Marseille,http://www.mangerbioenprovence.fr,metropole Nice Cote d'azur,3000000.0
commandesrhd.metz@charal.fr,CHARAL METZ,FRA,METZ,,Groupement d'achats lycée Zola,280000
commercial1@madivial-coop.com,Madivial,FRA,Lamentin,,Economat des armées,
commercial-bfc@passionfroid.fr,POMONA SA
(PassionFroid Groupe pomona Bourgogne Franche-Comté),FRA,CHEVIGNY SAINT SAUVEUR,https://www.passionfroid.fr/,HOSPICES CIVILS DE BEAUNE,1114381
commercial@guasch-viandes.fr,SAS GUASCH & FILS,FRA,Perpignan,,MarketPlace Occitanie Centrale d'achat alimentaire,66429008.52
commercial@qualiviandes.com,Qualiviandes 72,FRA,Requeil,,Ville du Mans,
companyagrojan@yahoo.ro,COMPANY AGRO JAN SRL,RO,Cornu,www.company.ro,Spitalul Clinic de Pneumoftiziologie Victor Babes Craiova,2771950.0
comsoradi2008@yahoo.com,COMSORADI SRL,RO,Buzau,www.comsoradi.ro,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,5913535.99
comsoradi@gmail.com,COMSORADI SRL,ROU,Buzau,https://www.e-licitatie.ro,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
concursos@sasegur.es,SASEGUR S.L.,ESP,Navalcarnero,,Junta de Gobierno del Ayuntamiento de Navalcarnero,186615
conny@gotlandspecialisten.se,Gotlandspecialisten AB,SWE,Visby,,Region Gotland,18000000
conor@obrienprinting.com,OBRIEN DIARIES LTD,IRL,Dublin,,Louth and Meath Education and Training Board 1384,
contabilidad@carniceriapatricioperez.com,CARNICERIA PATRICIO PEREZ, S.L.,ESP,LA HABA,,Consejería de Salud y Servicios Sociales,
contabilidad@denfor.es,DENFOR, E.P.C., S.L.,ESP,Alcorcón,,Junta de Gobierno del Ayuntamiento de Navalcarnero,50700
contabilidad@frutasycongeladosvila.com,Productos Precocinados de Pepe´s S.L.,ESP,puerto real,,Jefatura de Intendencia de Asuntos Económicos Sur,2557462.64
contabilidad@garciamolinero.com,Hnos. Garcia Molinero S.L.,ESP,GUADALAJARA,,Delegación Provincial de la Consejería de Sanidad en Guadalajara,230589.94
contabilidad@ramosalidis.net,Galpromeat Alimentación, S.L.U.,ESP,A Coruña,https://www.galpromeat.com,Servizo Galego de Saúde - Área Sanitaria da Coruña e Cee,522560
contabilidad@rivadullasol.com,Rivadulla, S.L.,ESP,Vedra,https://www.rivadulla.es/,Servizo Galego de Saúde - Área Sanitaria da Coruña e Cee,522560
contabilitate@mariflor.ro,MARIFLOR PRODCOM,ROU,Gherla,http://www.mariflor.ro,CANTINA DE AJUTOR SOCIAL SI PENSIUNE CLUJ - NAPOCA,914625
contact.alazardetroux@gmail.com,ALAZARD ET ROUX SAS,FRA,Tarascon,,Ville d'Arles,
contact@bellocq-paysages.fr,BELLOCQ PAYSAGES,FRA,QUIMPER,,Ville de Concarneau
,2020000
contact@bergon.pro,SAS BERGON,FRA,LE MUY,,Dracénie Provence Verdon Agglomération,
contact@bet-dima.fr,BET DIMA,FR,Cagnes-sur-Mer,,Syndicat mixte de l'abattoir du Mercantour,40500.0
contact@biota.ro,S.C. BIOTA COM S.R.L. S.R.L.,ROU,Braila,https://www.biota.ro,UNIVERSITATEA DUNAREA DE JOS,5414984.2
Contact@bourdicaud.com,ETS BOURDICAUD,FRA,ESTERNAY,,GIE GROUPE CCIR PARIS ILE DE FRANCE,505000
contact@bplusbarchitectures.com,BplusB Architectures ,FRA,Lille,,Communauté de Communes Carnelle Pays-de-France,
contact@bvb.bio,BRETAGNE VIANDE BIO ,FRA,LE FAOUET,, CA QUIMPER BRETAGNE OCCIDENTALE (QBO),
contact@charcuterieader.fr,CHARCUTERIE ADER,FRA,Trie-Sur-Baise,,Ville de Toulouse,
CONTACT@CHLORODIS.FR,CHLORODIS SAS,FRA,CS 20174
SAINT LAURENT BLANGY CEDEX,,Communauté urbaine du Grand reims,
contact@cholat-pepinieres.com,CHOLAT PEPINIERES,FRA,CHAMBERY,,Ville d'Evian (74),477000
contact@conserverie-st-christophe.com,Ferme st christophe,FRA,argoulles,,Destination Baie de Somme,360000
contact@cuiellettebaiedesomme.com,Au temps des mets,FRA,Abbeville,,Destination Baie de Somme,360000
contact@dacarb.com,DACARB,FRA,ASNIERES SUR SEINE,,CONCARNEAU CORNOUAILLE AGGLOMERATION,4356666.68
contact@energiesbois29.org,SCIC Energies Bois Sud Cornouaille,FRA,Bannalec,,Concarneau Cornouaille Agglomération,528080
contact@ete-busetcars.fr,L'ETE BUS ET CARS,FRA,LA FORET FOUESNANT,,Ville de Concarneau,400000
contact@farago-bretagne.fr,FARAGO BRETAGNE,FRA,PLOUFRAGAN,,CONCARNEAU CORNOUAILLE AGGLOMERATION,320000
contact@fbd-france.com,FBD,FRA,OLIVET,,Ville d'Evian (74),477000
contact.gautheyviandes@gmail.com,GAUTHEY VIANDES,FRA,Givors,,GRANDLYON Métropole,380000
contact@groupe-soft.com,Groupement SOFT (mandataire) / QUATRO / TERIDEAL SPARFEL,FRA,BREST,,Ville de Concarneau,10379874.65
contact.ild@leonce-deprez.fr,ILD - IMPRIMERIE LEONCE DEPREZ,FRA,WANCOURT,,VILLE DE CONCARNEAU,300000
contact@julesetmax.fr,JULES et MAX,FRA,Saint Martin des Noyers,https://boucherie-charcuterie.tel/85-vendee/saint-martin-des-noyers/boucherie/1439-jules-max.html,Ville de La Roche sur Yon (85),
contact@lebelviandeservice.com,LEBEL VIANDES SERVICE,FRA,GOUY SAINT ANDRE,,Lycée Berthelot (62),3354492
contact@lemeur-busetcars.fr,LE MEUR BUS ET CARS,FRA,ROSPORDEN,,Ville de Concarneau,400000
contact@lepage-vivaces.com,ETS EMMANUEL LEPAGE,FRA,LES PONTS DE CE,,Ville d'Evian (74),477000
contact@lgdf.fr,LES GAZONS DE FRANCE,FRA,RUAUDIN,,Ville d'Evian (74),477000
contact@meuse-paysages.fr,MEUSE PAYSAGES SAS,FRA,BAR LE DUC,,Conseil départemental de la Meuse,270000
contact@mopansuceava.ro,MOPAN SUCEAVA,RO,Suceava,www.mopansuceava.ro,UNIVERSITATEA PENTRU STIINTELE VIETII " ION IONESCU DE LA BRAD" DIN IASI,2337585.8
contact@msir.ro,M&R,ROU,Iasi,https://www.msir.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Iasi,3106959.53
contact@naturalis.fr,NATURA'LIS,FRA,LONGVIC,,Ville d'Evian (74),477000
contact@pepinierescharentaises.fr,PEPINIERES CHARENTAISES,FRA,Montemboeuf,,Mairie de Brive,270385.4
contact@pepinieres-pilaud.fr,PEPINIERES PILAUD,FRA,PEYRINS,,Ville d'Evian (74),477000
contact@plaetsemolen.be,De Plaetse Molen,BEL,Pittem,,Motena,
contact.quimper@sevel.bzh,SEVEL SERVICES,FRA,QUIMPER,,Ville de Concarneau
,2020000
contact@selgros.ro,S.C. SELGROS CASH&CARRY SRL S.R.L.,ROU,Brasov,https://www.selgros.ro,UNIVERSITATEA DUNAREA DE JOS,5414984.2
contact@sjm-avocats.fr,SJM AVOCATS (Co-traitant),FRA,Nantes,,Concarneau Cornouaille Agglomération,599625
contact@soprimeurs.fr,SUD-OUEST PRIMEURS MONTAUBAN,FRA,Montauban,,MAIRIE DE NEGREPELISSE,
contact@terreetplume.bzh,SAS TERRE ET PLUME ,FRA,HANVEC,, CA QUIMPER BRETAGNE OCCIDENTALE (QBO),
contact@traditions-charcutieres-bio.fr,TRADITIONS CHARCUTIERES BIO,FRA,BOULAZAC ISLE MANOIRE,,SIVU Bordeaux Mérignac,2500000
contact@transports-legoff.com,TRANSPORTS LE GOFF,FRA,Quimper cedex 9,,Concarneau Cornouaille Agglomération,760000
contratacion@severianoagrocomercial.com,SEVERIANO AGROCOMERCIAL, S.L.,ESP,AS PONTES,,Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA),546990
copanex2014@gmail.com,COPANEX S.R.L.,RO,Bacau,www.copanex.ro,Banca Nationala a Romaniei,3995990.7
corex@com-turism.ro,COREX S.R.L.,ROU,Odorheiu Secuiesc,,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
correo@huevosmateos.es,HUEVOS MATEOS, S.L.,ESP,PLASENCIA,,Consejería de Salud y Servicios Sociales,
costuri@ketos.ro,KETOS PRODUCTION,ROU,Bucuresti,https://ketos.ro,SPITALUL CLINIC JUDETEAN DE URGENTA"SFANTUL IOAN CEL NOU"SUCEAVA,1400282
counter4@miko.ie,Miko Metals Ltd,IRL,CORK,WWW.MIKOMETALS.COM,Louth and Meath Education and Training Board 1384,
cplaza@electricidadcplaza.com,ELECTRICIDAD C.PLAZA S.L.,ESP,PEÑARANDA DE BRACAMONTE (SALAMANCA),,Junta de Gobierno del Ayuntamiento de Navalcarnero,155080
cristian@linema.ro,Lin&Ema,RO,Zlatna,www.linema.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Alba,773413.63
cristianpurcaru@yahoo.com,S.C. Safeway International Impex SRL S.R.L.,RO,Cluj-Napoca,www.e-licitatie.ro,Spitalul Municipal Dej,1373925.6
cristi@conservfruct.ro,CONSERVFRUCT S.R.L.,ROU,Baltatesti,https://www.conservfruct.ro,SPITALUL JUDETEAN DE URGENTA "SFANTA CHIRIACHI" VASLUI,
cristina.andrei@ctman.ro,Click Top Management,ROU,Craiova,,Spitalul Clinic de Pneumoftiziologie Victor Babes Craiova,2229979.08
cristina.andrei@grupobimbo.com,Click Top Management,ROU,Craiova,,Spitalul Clinic de Pneumoftiziologie Victor Babes Craiova,2869957.08
cristina.doaga@yahoo.com,S.C. ANM HOLDERS SRL,ROU,Lumina,,Ministerul Apararii - U.M 02175 Constanta,
cristy31ro@yahoo.com,C-AGLA-C COM SRL,ROU,Suceava,https://www.agla.com,SPITALUL CLINIC JUDETEAN DE URGENTA"SFANTUL IOAN CEL NOU"SUCEAVA,1838152.1
crm42527@pec.carabinieri.it,AAA,ITA,Roma,,Comando Generale dell'Arma dei Carabinieri - Centro Unico Contrattuale,2038800.00
c.roman@romansl.es,Pollos Roman S.L.,ESP,MALPARTIDA DE CÁCERES,,Consejería de Salud y Servicios Sociales,
csballer1@gmail.com,CSODA-CSUKA Korlátolt Felelősségű Társaság,HUN,Egyek,,Hortobágyi Természetvédelmi és Génmegőrző Nonprofit Korlátolt Felelősségű Társaság,207882500.00
cvanciger@promescvanciger.hr,Promes Cvanciger d.o.o.,HR,Sisak,,GRAD ZAPRESIC,287802.28
daka74091@gmail.com,VAN-HÚS Korlátolt Felelősségű Társaság,HUN,Szeged,,Kőbányai Egyesített Bölcsődék,103151625.00
damir.stepanic@gorica.hr,Vugrinec d.o.o.,HRV,Dubravica,,Grad Velika Gorica,369956.85
dana.jakubekova@ilavsky.sk,Jakub Ilavský, s. r. o.,SVK,Trenčín,,Stredná priemyselná škola, Obrancov mieru 343/1, Dubnica nad Váhom,
daniel.dellgren@granngarden.se,Granngarden AB,SE,Malmo,www.granngarden.se,Polismyndigheten,4500000.0
daniel@dkennedysteel.ie,D Kennedy Steel Supplies Ltd,IRL,Palmerstown Village D20 YD78,https://dkennedysteel.ie/,Louth and Meath Education and Training Board 1384,
daniel.melander@nogr.se,Svensk Cater AB,SE,Loddekopinge,http://www.svenskcater.se,Angelholms kommun,23200000.0
daniel.negoita@erbacom.ro,ERBACOM,RO,Bucuresti,,MINISTERUL APARARII - UNITATEA MILITARA 02574,9229157.2
daniel.thunstedt@supermarket.ica.se,Bra Mat i Dalarna AB,SWE,Djurås,,Upphandlingscenter Falun Borlänge-regionen,
danijela.jurcevic@ppk.hr,PPK Karlovacka mesna industrija d.d.,HR,Karlovac,,Javna ustanova NP Plitvicka jezera,3994000.0
danijel.cerkez@pik-vrbovec.hr,PIK Vrbovec plus d.o.o.,HR,Vrbovec,,Javna ustanova NP Plitvicka jezera,3994000.0
danikoltd@abv.bg,ДАНИКО ТРЕЙД ЕООД,BGR,с. Дорково,,ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,60000.00
danubius@danubius.sk,DANUBIUS spol. s r.o.,SVK,Komárno,,Mesto Nitra,
dao@nicecotedazur.org,PAS DE CANDIDAT LOT 3,FRA,NICE CEDEX 4,,VILLE DE NICE,
darlim@darlim.com,DARLIM SLU,ESP,PORRiNO,,Junta de Gobierno del Ayuntamiento de Oviedo,357495.72
darnic.lactate@gmail.com,DAR-NIC IRI CONF,RO,Pitesti,https://darnic.lactate.ro,Directia Generala de Asistenta Sociala si Protectia Copilului Arges,2498205.7
daukat@daukat.com,DAUKAT, S.L.,ESP,San Sebastián ,,Fábrica Nacional de Moneda y Timbre - Real Casa de la Moneda,
dave@vigilance-esp.com,Mach Machine Tools Limited,GBR,Bristol,,Longford and Westmeath Education and Training Board,
david@cubbie.ie,DMC Design TA Cubbie,IRL,Mayo,,Louth and Meath Education and Training Board 1384,
david@ganson.ie,Ganson Ltd.,IRL,Dublin,www.ganson.ie,Westmeath County Council,
david.supple@ie.abb.com,ABB Limited,IRL,Sandyford,,Louth and Meath Education and Training Board 1384,
david.warisch@warisch.cz,MASO V+W, s.r.o.,CZE,Krnov - Pod Cvilínem,,Psychiatrická nemocnice v Opavě,40000000
d.brasseur@bidfood.be,BIDFOOD SA,BEL,Thuin,,CRP "Les Marronniers",
ddp@rivard.fr,RIVARD SAS,FRA,MORANNES SUR SARTHE,,Concarneau Cornouaille Agglomération,372400
dekanat@ffri.hr,Filozofski fakultet u Rijeci, Sveucilista u Rijeci,HR,Rijeka,http://www.uniri.ffri.hr,Hrvatska akademska i istrazivacka mreza - CARNET,3490000.0
deltalact@yahoo.com,DELTALACT S.A.,RO,Tulcea,www.deltalact.ro,Spitalul Clinic Judetean de Urgenta"Sfantul Apostol Andrei",1847059.2
denisrowan1@gmail.com,Denis Rowan and Associates,IRL,Co Dublin,,Louth and Meath Education and Training Board 1384,11000000
depozitcopanex@gmail.com,COPANEX S.R.L.,RO,Bacau,www.copanex.ro,INSTITUTUL DE PSIHIATRIE "SOCOLA" IASI,1513126.8
dermot.toye@cunninghamcontracts.com,Cunningham Contracts IRE Ltd,GBR,Dundalk,www.cunninghamcontracts.com,Meath County Council,
derustransd@yahoo.com,DERUSTRANS,ROU,Galati,https://e-licitatie.ro,PENITENCIARUL TULCEA,582847.54
desiy@abv.bg, ,BG,,,Obshtina Karnobat,80000.0
d.fazekas@jegtrade.hu,Jégtrade Élelmiszeripari és Kereskedelmi Korlátolt Felelősségű Társaság,HUN,Vecsés,,Bács-Kiskun Vármegyei Oktatókórház,150025900.00
diacarnfoodfocsani@gmail.com,DIACARN FOOD,ROU,Focsani,https://diacarnfood.ro/despre-noi/,Scoala de Agenti de Politie '' VASILE LASCAR'' Campina,15824514.43
diana@kvibo.si,KVIBO, družba za razvoj, proizvodnjo in trženje, d.o.o.,SVN,Tržič,,OSNOVNA ŠOLA ČRNA NA KOROŠKEM,
dimitar_stoqnov1989@abv.bg,КРИБО АГРО ЕООД,BGR,с. Говедаре,,ТЕРИТОРИАЛНО ПОДЕЛЕНИЕ "ДЪРЖАВНО ЛОВНО СТОПАНСТВО БОРОВО",27000.00
dinulucian2000@yahoo.com,DINAMEL TRADE,ROU,Braila,https://www.forfuture.ro,PENITENCIARUL GALATI,626990.1
