CUI,COD_INMATRICULARE,DATA_INMATRICULARE,EUID,FIRMA,STARE_FIRMA,FORMA_JURIDICA,TIP_SOCIETATE,TIP_SEDIU,TARA,JUDET,LOCALITATE,STRADA,NR,BLOC,SCARA,ETAJ,APARTAMENT,SECTOR,CONTINUARE_ADRESA,CONTACT_FIRMA,BILANTDEPUS_2018,SUBTIP_BILANT_2018,CAEN_BILANT_2018,CIFRA_AFACERI_2018,PROFIT_NET_2018,PIERDERE_NETA_2018,NR_MEDIU_SALARIATI_2018
22340160,J39/746/2007,2007-08-30,ROONRC.J39/746/2007,ŢĂRANUL SĂRAC DE LUX COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Câmpineanca,,,,,,,0.0,,Telefon: 0237228752; Telefon: 228752; ,NU,,,,,,
22351029,J23/2352/2007,2007-09-03,ROONRC.J23/2352/2007,ECO LEGUM VIDRA COOPERATIVA AGRICOLA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ilfov,Creţeşti,Str. PRINCIPALA,157,,,,,0.0,,Telefon: 0724320555; Telefon: 0727737965; ,NU,,,,,,
22556229,J51/631/2007,2007-10-11,ROONRC.J51/631/2007,"COOPERATIVĂ AGRICOLĂ DE PRODUCŢIE, PRESTĂRI, ACHIZIŢII ŞI DESFACEREA MĂRFURILOR GÎLDĂU",funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Călăraşi,Gâldău,,,,,,,0.0,,Telefon: 0767459744; ,NU,,,,,,
22608930,C34/4/2007,2007-10-19,ROONRC.C34/4/2007,COOPERATIVA AGRICOLĂ PROGRESUL COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Cernetu,,,,,,,0.0,,Telefon: 0347/805515; Telefon: 0728017508; ,NU,,,,,,
22927785,J13/4226/2007,2007-12-13,ROONRC.J13/4226/2007,OIŢA DE AUR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Mihail Kogălniceanu,Str. SPERANTEI,30A,,,,,0.0,,Telefon: 0722/846234; Telefon: 0722/846234; ,NU,,,,,,
22966709,J23/3455/2007,2007-12-19,ROONRC.J23/3455/2007,AGRI-SUD COOPERATIVA AGRICOLA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Ilfov,Ştefăneştii de Sus,Str. ZORILOR,73,,,,,,,Telefon: 0722228411; Telefon: 0755020221; ,DA,Soc. com. sistem simplificat 4 formulare,161.0,84932.0,0.0,79175.0,2.0
22975448,J33/1903/2007,2007-12-20,ROONRC.J33/1903/2007,COOPERATIVA AGRICOLA FLORENI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Dealu Floreni,,994,,,,,0.0,,Telefon: 0744601123; ,NU,,,,,,
23049593,C19/1/2008,2008-01-15,ROONRC.C19/1/2008,COOPERATIVA AGRICOLA FORRAS,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Harghita,Dealu,,588,,,,,0.0,,Telefon mobil: 0740029297; ,DA,Soc. com. sistem simplificat 4 formulare,145.0,34664.0,1.0,0.0,2.0
23186213,J13/374/2008,2008-02-05,ROONRC.J13/374/2008,SEMN SERV TÂRGUŞOR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Târguşor,,,,,,,0.0,,Telefon: 0724/074886; ,NU,,,,,,
23501183,J39/299/2008,2008-02-18,ROONRC.J39/299/2008,COOPERATIVA AGRICOLA PODGORIILE VRANCEI TÎMBOEŞTI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Slimnic,,,,,,,0.0,,Telefon: 0746175200; ,NU,,,,,,
23337219,C17/1/2008,2008-02-21,ROONRC.C17/1/2008,AGROBRATEŞ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Galaţi,Galaţi,Str. TRAIAN,205,,,,,0.0,,Telefon: 0236413914; Telefon: 0751393137; ,NU,,,,,,
23463110,J23/755/2008,2008-03-07,ROONRC.J23/755/2008,COOPERATIVA AGRICOLA HORTUS,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ilfov,Otopeni,Str. L. FERME,3,,,,,0.0,,,NU,,,,,,
23515774,J07/186/2008,2008-03-14,ROONRC.J07/186/2008,COOPERATIVA AGRICOLĂ 'DOROHOIANA',funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Dorohoi,Str. ŞASA PANĂ,2,,B,P,11,0.0,,Telefon: 0231/617579; Fax: 0231/617579; ,NU,,,,,,
23535100,J39/303/2008,2008-03-18,ROONRC.J39/303/2008,JARIŞTEA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Jaristea,,,,,,,0.0,,Telefon: 0728107684; ,NU,,,,,,
23555043,J07/196/2008,2008-03-20,ROONRC.J07/196/2008,COOPERATIVA AGRICOLĂ 'HOLDING AGRO DOROHOI',funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Botoşani,Braeşti,,,,,,,0.0,,Telefon: 0745/646989; ,NU,,,,,,
23576518,J13/1067/2008,2008-03-24,ROONRC.J13/1067/2008,5 S-E COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Negru Vodă,Str. MORII,2A,,,,,0.0,"LOT 4, ATELIER MECANIC, CAMERA 2",Telefon: 0726375273; Telefon: 0241518517; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,,0.0,1551.0,
23634961,C19/2/2008,2008-04-01,ROONRC.C19/2/2008,BURGOCOMCIUC SOCIETATE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Harghita,Cozmeni,,200,,,,,0.0,,Telefon: 0266326631; Telefon mobil: 0744812053; Adresa de e-mail: primcoz@freemail.hu; Telefon mobil: 0722292985; ,DA,Soc. com. sistem simplificat 4 formulare,4631.0,648415.0,32101.0,0.0,1.0
23834242,C19/3/2008,2008-05-07,ROONRC.C19/3/2008,COOPERATIVA AGRICOLA SZILOS,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Harghita,Păuleni,,137,,,,,0.0,,Telefon: 0741/235149; Telefon: 0741235149; ,DA,Soc. com. sistem simplificat 4 formulare,150.0,27052.0,14489.0,0.0,5.0
23851448,J33/821/2008,2008-05-09,ROONRC.J33/821/2008,AGRO-CORA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Suceava,Suceava,Str. GHEORGHE DOJA,80,,,,,,,Telefon: 0744144517; Telefon: 0742995171; ,NU,,,,,,
24008877,J39/589/2008,2008-06-05,ROONRC.J39/589/2008,AGROEXPORT COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vrancea,Viişoara,,,,,,,0.0,,Telefon: 0723091125; ,NU,,,,,,
24106760,J08/1761/2008,2008-06-25,ROONRC.J08/1761/2008,STAR MARGINENI COOPERATIVA AGRICOLA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Braşov,Mărgineni,,74,,,,,0.0,,Telefon: 0745318183; Telefon: 0745318183; ,NU,,,,,,
24129739,J07/458/2008,2008-07-01,ROONRC.J07/458/2008,COOPERATIVA AGRICOLĂ 'MIEREA URSULUI',funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Buda,,,,,,,,,Telefon: 0231/538076; Telefon: 0231582953; ,NU,,,,,,
24301400,J07/552/2008,2008-08-07,ROONRC.J07/552/2008,COOPERATIVA AGRICOLĂ DE FRUCTE ŞI LEGUME FRUMUŞICA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Frumuşica,,,,,,,0.0,,Telefon: 0749/510412; Telefon: 0231554248; ,DA,Soc. com. sistem simplificat 4 formulare,1039.0,,0.0,0.0,
24350917,J39/820/2008,2008-08-19,ROONRC.J39/820/2008,VERDURE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vrancea,Petreşti,,,C2,,,2,0.0,,Telefon: 0741680265; ,DA,Soc. com. sistem simplificat 4 formulare,1039.0,,0.0,0.0,
24412858,J07/610/2008,2008-09-02,ROONRC.J07/610/2008,COOPERATIVA AGRICOLĂ 'EURO-COSTA',funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Botoşani,Prăjeni,,,,,,,0.0,,,NU,,,,,,
24440661,J07/628/2008,2008-09-09,ROONRC.J07/628/2008,COOPERATIVA AGRICOLĂ UNIREA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Miorcani,,,,,,,0.0,,Telefon: 0231561548; Telefon: 0231561548; ,DA,Soc.cu bilant prescurtat(scurt),111.0,168147.0,56375.0,0.0,2.0
24570254,J11/808/2008,2008-10-07,ROONRC.J11/808/2008,COOPERATIVA PROPRIETARILOR DE PENSIUNI AGROTURISTICE DIN BANATUL MONTAN COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Caraş-Severin,Reşiţa,Str. PETRU MAIOR,71,,,,CAM.107,0.0,,Telefon: 0723340704; ,NU,,,,,,
24593126,J28/1072/2008,2008-10-13,ROONRC.J28/1072/2008,APICOLA VITOMIREŞTI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Olt,Vitomireşti,,,,,,,0.0,,Telefon: 0723/121735; Telefon: 0767380995; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,,0.0,0.0,
24660861,J14/547/2008,2008-10-27,ROONRC.J14/547/2008,ACHIZIŢII ŞI VÂNZĂRI SZEPMEZO COOPERATIVA AGRICOLA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Covasna,Sfântu Gheorghe,Str. PRESEI,4,,,,(camera 3),0.0,,Telefon: 0744538025; Telefon: 0744538025; ,NU,,,,,,
24722530,J31/907/2008,2008-11-10,ROONRC.J31/907/2008,ARDEALUL CHAMPIGNON COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Sălaj,Chendrea,,283,,,,,0.0,HALA NR.1,Telefon: 0744587097; Telefon: 0745775785; ,DA,Soc. com. sistem simplificat 4 formulare,113.0,,0.0,0.0,
24743312,J25/814/2008,2008-11-13,ROONRC.J25/814/2008,ALBINA ISVERNA COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Mehedinţi,Isverna,,,,,,,0.0,,Telefon: 0766586388; Telefon: 0751230401; ,NU,,,,,,
24775950,J11/946/2008,2008-11-20,ROONRC.J11/946/2008,DOR DE MUNCĂ COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Caraş-Severin,Fârliug,,130,,,,,0.0,,Telefon: 0355402073; Telefon: 0355402073; ,NU,,,,,,
24782460,C12/1/2008,2008-11-24,ROONRC.C12/1/2008,VLADEASA AGROTURISM COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Cluj,Rogojel,,264,,,,,0.0,,,NU,,,,,,
24805466,J23/3709/2008,2008-11-28,ROONRC.J23/3709/2008,COOPERATIVA AGRICOLA V.G. BERLIN,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Ilfov,Petrăchioaia,Str. MĂINEASCA,207,,,,,0.0,,Telefon: 0721319055; ,NU,,,,,,
24876017,J13/4373/2008,2008-12-16,ROONRC.J13/4373/2008,COOPERATIVĂ AGRICOLĂ APIROMF,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Băneasa,Str. STADIONULUI,27,,,,,0.0,,Telefon: 0764474643; Telefon: 0766/536237; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,,1470.0,0.0,
24896626,C52/1/2008,2008-12-17,ROONRC.C52/1/2008,VLASCA 2008 COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Giurgiu,Frăteşti,NR.CADASTRAL 94,,,,,,0.0,,Telefon: 0723348286; ,DA,Soc. com. sistem simplificat 4 formulare,4611.0,112223.0,43373.0,0.0,1.0
24914870,J39/1172/2008,2008-12-30,ROONRC.J39/1172/2008,VALEA MERILOR COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Pleseşti,,,,,,,0.0,,Telefon: 0721430170; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,0.0,0.0,0.0,0.0
24939662,J07/11/2009,2009-01-13,ROONRC.J07/11/2009,COOPERATIVA AGRICOLĂ MOLDO-OVIS,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Răchiţi,,,,,,,0.0,,Telefon: 0749030009; Telefon: 0749030009; ,NU,,,,,,
25000553,C52/1/2009,2009-01-23,ROONRC.C52/1/2009,COOPERATIVA AGRICOLA PRISACA GIURGIU,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Giurgiu,Giurgiu,B-dul DACIEI,,47/853,F,P,69,0.0,,Telefon: 0763194500; Telefon: 0763423583; ,DA,Soc. com. sistem simplificat 4 formulare,149.0,2911.0,0.0,4339.0,
24996951,C39/1/2009,2009-01-23,ROONRC.C39/1/2009,GLEZNEŞUL COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Răcoasa,,,,,,,0.0,,Telefon: 0769172017; Telefon: 0768147473; ,NU,,,,,,
25068923,C01/1/2009,2009-02-04,ROONRC.C01/1/2009,COOPERATIVA AGRICOLĂ APUSENI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Alba,Gârda de Sus,,46/A,,,,,0.0,,,NU,,,,,,
25091039,C39/3/2009,2009-02-06,ROONRC.C39/3/2009,DEALUL PALĂNCII COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Vrancea,Urecheşti,,,,,,,0.0,,Telefon: 0727235724; ,DA,Soc. com. sistem simplificat 4 formulare,121.0,,0.0,0.0,
25118169,C34/1/2009,2009-02-12,ROONRC.C34/1/2009,COOPERATIVA AGRICOLĂ VIITORUL,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Ştorobăneasa,,,,,,,0.0,,,NU,,,,,,
25143430,C08/1/2009,2009-02-17,ROONRC.C08/1/2009,AGROZOOTEC COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Braşov,Cincu,,9,,,,,0.0,,Telefon: 0740787654; Telefon: 0740787654; ,NU,,,,,,
25142990,C33/1/2009,2009-02-17,ROONRC.C33/1/2009,COOPERATIVA AGRICOLA GOLD FRUCT UDESTI,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Suceava,Vultureşti,,3,,,,,,,Telefon mobil: 0756264444; ,DA,Soc. com. sistem simplificat 4 formulare,1039.0,504661.0,0.0,517681.0,4.0
25156960,C28/1/2009,2009-02-19,ROONRC.C28/1/2009,15 FEBRUARIE ROTUNDA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Olt,Rotunda,,,,,,,0.0,,Telefon: 0740/378327; Telefon: 0249/542375; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,0.0,0.0,26166.0,1.0
25163089,C28/2/2009,2009-02-20,ROONRC.C28/2/2009,ZOOVIPROD OLT COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Olt,Bulimanu,,,,,,,0.0,,Telefon: 0721/310289; ,NU,,,,,,
25192939,C09/1/2009,2009-02-25,ROONRC.C09/1/2009,PIGART COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Brăila,Viziru,"CVARTAL 28, PARCELA 642/1, CONSTRUCTIA C",,,,,,0.0,,Telefon: 0744554095; ,DA,Soc. com. sistem simplificat 4 formulare,146.0,22.0,0.0,0.0,
25311908,C13/1/2009,2009-03-18,ROONRC.C13/1/2009,COOPERATIVA AGRICOLĂ MIORIŢA-PECINEAGA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Constanţa,Pecineaga,Str. NICOLAE IORGA,18,,,,,,CONSTRUCȚIA C.1,Telefon: 0749/998934; ,NU,,,,,,
25340881,C13/2/2009,2009-03-24,ROONRC.C13/2/2009,DOBROGEA SUD COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Techirghiol,Str. VASILE ALECSANDRI,1,,,1,,0.0,,Telefon: 0722/778681; Telefon: 0722/697185; ,DA,Soc.cu bilant prescurtat(scurt),4621.0,93148285.0,701053.0,0.0,5.0
25395283,C09/2/2009,2009-04-02,ROONRC.C09/2/2009,BRAICOOP COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Brăila,Baldovineşti,Str. CALEA MOŞ ANGHEL,489,,,,,,,Telefon: 742008674; ,DA,Societati cu bilant normal(lung),4621.0,48130637.0,41828.0,0.0,11.0
25415224,C13/3/2009,2009-04-07,ROONRC.C13/3/2009,GRANO-ALBEŞTI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Constanţa,Albeşti,Şos. ALBEŞTI,6,,,,,0.0,,Telefon: 0722301838; Telefon: 0241759303; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,0.0,0.0,1382.0,0.0
25451189,C07/1/2009,2009-04-14,ROONRC.C07/1/2009,JIJIA PROD COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Plopenii Mari,,,,,,,0.0,,Telefon: 0231544217; Telefon: 0231544217; ,NU,,,,,,
25527767,C24/1/2009,2009-05-07,ROONRC.C24/1/2009,DUMBRAVA GIULEŞTI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Maramureş,Giuleşti,,347,,,,,0.0,,,DA,Soc.cu bilant prescurtat(scurt),150.0,21821.0,105661.0,0.0,1.0
25557121,C07/2/2009,2009-05-15,ROONRC.C07/2/2009,AGRO-BUCOVINA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Botoşani,Cândeşti,,,,,,,0.0,,Telefon: 0745/202135; ,NU,,,,,,
25665832,C21/1/2009,2009-06-11,ROONRC.C21/1/2009,GENETICA SUIN STAR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,,,,,,0.0,,Telefon: 0722201724; Telefon: 0730971949; ,NU,,,,,,
25665840,C21/2/2009,2009-06-11,ROONRC.C21/2/2009,PIGLETS TRAIAN COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,,,,,,0.0,,Telefon: 0730971949; ,NU,,,,,,
25665859,C21/3/2009,2009-06-11,ROONRC.C21/3/2009,SUIN REPRODUCŢIE COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,,,,,,0.0,,Telefon: 0722201724; Telefon: 0730971949; ,NU,,,,,,
25665867,C21/4/2009,2009-06-11,ROONRC.C21/4/2009,GENETICA SUIN PORKS COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,,,,,,0.0,,Telefon: 0722201724; Telefon: 0730971949; ,NU,,,,,,
25665875,C21/5/2009,2009-06-11,ROONRC.C21/5/2009,GENETICA IALOMIŢA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,,,,,,0.0,,Telefon: 0722201724; Telefon: 0730971949; ,NU,,,,,,
25667833,C12/1/2009,2009-06-15,ROONRC.C12/1/2009,COOPERATIVA AGRICOLĂ COMOARA MAGURI COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Cluj,Măguri,,422A,,,,,0.0,,Telefon: 0741181168; ,NU,,,,,,
25685511,C39/4/2009,2009-06-18,ROONRC.C39/4/2009,ARATRUM COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Vrancea,Focşani,B-dul BUCUREŞTI,2,,,,,0.0,,Telefon: 0237215037; Telefon: 0237212589; ,NU,,,,,,
25730159,C10/2/2009,2009-07-01,ROONRC.C10/2/2009,GRASUNUL MOVILA OII COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Movila Oii,,"94,CAMERA5",,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,146.0,,0.0,0.0,
25730167,C10/3/2009,2009-07-01,ROONRC.C10/3/2009,CRESTEREA SI INGRASAREA PORCILOR COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Movila Oii,,"94,CAMERA4",,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,146.0,,0.0,0.0,
25730175,C10/4/2009,2009-07-01,ROONRC.C10/4/2009,DEZVOLTAREA SUINELOR CILIBIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Movila Oii,,"94,CAMERA3",,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,4711.0,,0.0,0.0,
25730183,C10/5/2009,2009-07-01,ROONRC.C10/5/2009,CRESCATORIA DE PORCINE CILIBIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Movila Oii,,"94,CAMERA2",,,,,0.0,,,DA,Soc. com. sistem simplificat 4 formulare,146.0,,0.0,0.0,
25730191,C10/6/2009,2009-07-01,ROONRC.C10/6/2009,CRESA PORCINE CILIBIA COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Buzău,Movila Oii,,"94,CAMERA1",,,,,0.0,,Telefon: 0722123386; ,DA,Soc. com. sistem simplificat 4 formulare,146.0,,0.0,0.0,
25789792,C51/1/2009,2009-07-10,ROONRC.C51/1/2009,DOROBANŢU 2009 COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Călăraşi,Dorobanţu,,,,,,,0.0,,Telefon: 0722441253; ,DA,Societati cu bilant normal(lung),4621.0,17359275.0,205429.0,0.0,6.0
25772235,C24/2/2009,2009-07-13,ROONRC.C24/2/2009,SĂLMAR AGROPIG COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Maramureş,Baia Mare,Str. MĂRĂŞEŞTI,20,,,,35,0.0,,Telefon: 0744894460; ,NU,,,,,,
25790738,C07/3/2009,2009-07-17,ROONRC.C07/3/2009,COOPERATIVA AGRICOLĂ MOLDAVIA,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Botoşani,Bivolari,,,,,,,,,Telefon: 0231/512623; Telefon: 0743895951; ,DA,Soc. com. sistem simplificat 4 formulare,111.0,2708831.0,65666.0,0.0,3.0
25820855,C34/2/2009,2009-07-27,ROONRC.C34/2/2009,DUNĂREA DE JOS COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Teleorman,Zimnicea,Str. PORTULUI CLĂDIREA MORII,38,,,1,,0.0,,Adresa de e-mail: miticafeleaga@yahoo.com; ,DA,Soc. com. sistem simplificat 4 formulare,5210.0,,0.0,0.0,0.0
25839556,C21/8/2009,2009-07-31,ROONRC.C21/8/2009,BIO SELECŢIE COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Ialomiţa,Traian,,449,,,,,0.0,,Telefon: 0722201724; Telefon: 0730971949; ,NU,,,,,,
25879364,C11/2/2009,2009-08-12,ROONRC.C11/2/2009,ZERVEŞTI COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Caraş-Severin,Caransebeş,Str. ARDEALULUI,94,,,,,0.0,,Telefon: 0255515330; Adresa de e-mail: ecaro_caransebes@yahoo.com; ,NU,,,,,,
25885927,C29/2/2009,2009-08-13,ROONRC.C29/2/2009,GRAIN HOUSE  COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Prahova,Urlaţi,Str. 1 MAI,1,,,,,0.0," camera 4, etaj",Telefon: 0745086026; ,DA,Soc.cu bilant prescurtat(scurt),5210.0,0.0,0.0,300.0,
25885919,C29/1/2009,2009-08-13,ROONRC.C29/1/2009,WEAT PROCESING COOPERATIVA AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Prahova,Urlaţi,Str. 1 MAI,1,,,,,0.0,"ETAJ,CAMERA 2",Telefon: 0745086086; Telefon: 0735660949; ,NU,,,,,,
25904514,C34/3/2009,2009-08-18,ROONRC.C34/3/2009,DROPIA BEST COOPERATIVĂ AGRICOLĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 1,Sediu social,România,Teleorman,Zimnicea,Str. PORTULUI,11,,,2,cam. 9,0.0,,Telefon: 0766451958; ,DA,Soc. com. sistem simplificat 4 formulare,1041.0,,0.0,26251539.0,1.0
25916373,C01/2/2009,2009-08-20,ROONRC.C01/2/2009,COOPERATIVA AGRICOLĂ TRITICUM SEBEŞ - AVICULTURĂ,funcţiune,Cooperativa Agricola,Cooperativa agricola de gradul 2,Sediu social,România,Alba,Pianu de Jos,DJ 704 A,FN,,,,,0.0,,Telefon: 0728308856; Telefon: 0258730444; ,DA,Soc. com. sistem simplificat 4 formulare,147.0,,0.0,0.0,
