producer_name,products,county,odm,address_punct_lucru,address_sediu,phone,email,product_urls,scraped_at
BURUIANĂ VIOREL PERSOANĂ FIZICĂ AUTORIZATĂ,CREMĂ DE MIERE CU PROPOLIS ȘI POLEN „AURUL FLORILOR” | MIERE DE SALCÂM „AURUL FLORILOR” | MIERE POLIFLORĂ DE PĂDURE „AURUL FLORILOR” | MIERE DE MANĂ „AURUL FLORILOR” | MIERE DE TEI „AURUL FLORILOR” | CREMĂ DE MIERE „AURUL FLORILOR” | CREMĂ DE MIERE CU PĂSTURĂ „AURUL FLORILOR” | POLEN CRUD CONGELAT „AURUL FLORILOR” | CREMĂ DE MIERE CU LĂPTIȘOR DE MATCĂ „AURUL FLORILOR” | PROPOLIS „AURUL FLORILOR” | CREMĂ DE MIERE CU POLEN „AURUL FLORILOR” | CREMĂ DE MIERE CU PROPOLIS „AURUL FLORILOR” | MIERE DE ZMEURĂ „AURUL FLORILOR”,Neamț,ODM Piatra Neamț,"Sat Negulești, Str. Stațiunii, Nr. 65, Comuna Piatra Șoimului, Județul Neamț","Oraș Roznov, Str.Principală, Nr. 31, Județul Neamț",0745.032.375,0745.032.375buruianaviorel2017@gmail.com,https://produsmontan.ro/produse_montane/crema-de-miere-cu-propolis-si-polen-aurul-florilor-buruiana-viorel-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-salcam-aurul-florilor-buruiana-viorel-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-poliflora-de-padure-aurul-florilor-buruiana-viorel-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-mana-aurul-florilor-buruiana-viorel-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-tei-aurul-florilor-buruiana-viorel-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
BUZILĂ ILIE-GHEORGHE,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Poiana Stampei, Nr. 43, Comuna Poiana Stampei, Județul Suceava","Sat Poiana Stampei, Nr. 43, Comuna Poiana Stampei, Județul Suceava",0744 438 449,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-buzila-ilie-gheorghe/,2026-03-11T10:37:02.654749
BUZILĂ-GÂRDA ANDRA-MARIA PERSOANĂ FIZICĂ AUTORIZATĂ,PORUMB,MARAMUREȘ,ODM Baia Mare,"Terenuri agricole aparținătoare localității Tăuții Măgherăuș, județul Maramureș","Municipiul Baia Mare, Str. George Coșbuc, Nr. 35, Sc. C, Et. 2, Ap. 52, Județul Maramureș",0722 408 894,andra7maria@yahoo.com,https://produsmontan.ro/produse_montane/porumb-buzila-garda-andra-maria-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
BÁLINT HUBA,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținând comunelor Ghelința și Ojdula, Județul Covasna","Sat Ghelința, Nr. 259, Comuna Ghelința, Județul Covasna",0749 076 502,502furtuna.claudiu@yahoo.ro,https://produsmontan.ro/produse_montane/cartofi-balint-huba/,2026-03-11T10:37:02.654749
BÁNDI SZILÁRD-LEVENTE ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Ojdula și Sânzieni, Județul Covasna","Sat Sânzieni, Nr. 244, Comuna Sânzieni, Județul Covasna",0755.630.917,bgeza1990@gmail.com,https://produsmontan.ro/produse_montane/cartofi-bandi-szilard-levente-intreprindere-individuala/,2026-03-11T10:37:02.654749
BÂLC IOAN,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Strîmbu, Comuna Chiuiești, Nr. 59, Județul Cluj","Sat Strîmbu, Comuna Chiuiești, Nr. 59, Județul Cluj",0762.097.832,,https://produsmontan.ro/produse_montane/lapte-de-vaca-balc-ioan/,2026-03-11T10:37:02.654749
BÂRSA PROD 2012 COOPERATIVA AGRICOLĂ,OUĂ DE GĂINĂ,Brașov,ODM Lisa,"Sat Crizbav, Str. Brașovului, Nr. 107L/M, Comuna Crizbav, Județul Brașov","Municipiul Ploiești, Str. Rezervoarelor, Nr. 2, Corp C6, Incinta 18, Județul Prahova",0726 299978,299978cooperativabarsaprod@gmail.com,https://produsmontan.ro/produse_montane/oua-de-gaina-barsa-prod-2012-cooperativa-agricola/,2026-03-11T10:37:02.654749
BÎLC GAVRIL ÎNTREPRINDERE FAMILIALĂ,DOVLEAC DE COPT,Cluj,ODM Mărișel,"Sat Huta, Nr. 25B, Comuna Chiuiești, Județul Cluj","Sat Huta, Nr. 25B, Comuna Chiuiești, Județul Cluj",0745 847 588,588contaexpert.eurofond@yahoo.com,https://produsmontan.ro/produse_montane/dovleac-de-copt-bilc-gavril-intreprindere-familiala/,2026-03-11T10:37:02.654749
BÎLC MARIA IULIANA PERSOANĂ FIZICĂ AUTORIZATĂ,CARTOFI,Cluj,ODM Mărișel,"Sat Mărișel, Nr. 579, Comuna Mărișel, Județul Cluj","Sat Mărișel, Nr. 579, Comuna Mărișel, Județul Cluj",0743 935 557,,https://produsmontan.ro/produse_montane/cartofi-bilc-maria-iuliana-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
BÖGÖZI Á. ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Poian și Mereni, județul Covasna","Sat Belani, Nr. 4, Comuna Poian, Județul Covasna",,783bogoziarpad@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-bogozi-a-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-bogozi-a-intreprindere-individuala/,2026-03-11T10:37:02.654749
BĂBU MARIA,SIROP PĂPĂDIE,Gorj,ODM Tismana,"Strada Gilorțel, nr. 37, localitatea Novaci, județul Gorj","Strada Gilorțel, nr. 37, localitatea Novaci, județul Gorj",0764 057 625,danielababu@yahoo.com,https://produsmontan.ro/produse_montane/sirop-papadie-babu-maria/,2026-03-11T10:37:02.654749
BĂDIȚA LILIANA-ELENA PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE POLIFLORĂ | MIERE DE SALCÂM,Gorj,ODM Tismana,"Sat Polovragi, Str. Drumul lui Burebista, Nr. 117,  Comuna Polovragi, Județul Gorj","Sat Polovragi, Nr. 681, Comuna Polovragi, Județul Gorj",0786906220,0786906220liliac21scorpion@yahoo.com,https://produsmontan.ro/produse_montane/miere-poliflora-badita-liliana-elena-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-de-salcam-badita-liliana-elena-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
BĂLTEANU T. GHEORGHE PERSOANĂ FIZICĂ AUTORIZATĂ,MIERE DE SALCÂM | MIERE POLIFLORĂ,Gorj,ODM Tismana,"Oraș Tismana, Strada Depozitului, Județul Gorj","Oraș Tismana, Strada Principală, Nr. 286, Județul Gorj",0732 826 613,613gheorghe.balteanu27@gmail.com,https://produsmontan.ro/produse_montane/miere-de-salcam-balteanu-t-gheorghe-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/miere-poliflora-balteanu-t-gheorghe-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
BĂRNUȚIU LUCIAN ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE OAIE,Cluj,ODM Mărișel,"Sat Poieni, Comuna Poieni, tarla 1, nr. 264, județul Cluj","Sat Bocșa, Comuna Bocșa, nr. 343, județul Sălaj",0741 044 543,,https://produsmontan.ro/produse_montane/lapte-de-oaie-barnutiu-lucian-intreprindere-individuala/,2026-03-11T10:37:02.654749
CANDREA VLĂDUȚ,LAPTE CRUD DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Căsoi, Nr. 56, Comuna Poiana Stampei, Județul Suceava","Sat Căsoi, Nr. 56, Comuna Poiana Stampei, Județul Suceava",0748.194.162,,https://produsmontan.ro/produse_montane/lapte-crud-de-vaca-candrea-vladut/,2026-03-11T10:37:02.654749
CARTOLAND FRUCT COOPERATIVĂ AGRICOLĂ,CARTOFI,Harghita,ODM Odorheiu Secuiesc,"Terenul agricol din localitatea Frumoasa, Nr. bloc fizic: 290, Județul Harghita","Sat Frumoasa, Comuna Frumoasa, Str. Pîrîului, Nr. 93, Județul Harghita",0751 038 928,928szabo.akos@szekelygazda.ro,https://produsmontan.ro/produse_montane/cartofi-cartoland-fruct-cooperativa-agricola/,2026-03-11T10:37:02.654749
CHIOREAN ADRIAN-DUMITRU,CĂPȘUNI | ARONIA | AFINE | COACĂZE,Suceava,ODM Poiana Stampei,"Sat Sadova, nr. 21, comuna Sadova, județul Suceava","Sat Sadova, nr. 21, comuna Sadova, județul Suceava",0748 991 870,adi_chiorean@yahoo.com,https://produsmontan.ro/produse_montane/capsuni-chiorean-adrian-dumitru/ | https://produsmontan.ro/produse_montane/aronia-chiorean-adrian-dumitru/ | https://produsmontan.ro/produse_montane/afine-chiorean-adrian-dumitru/ | https://produsmontan.ro/produse_montane/coacaze-chiorean-adrian-dumitru/,2026-03-11T10:37:02.654749
CHIOREAN VALER-NORBERT,ZMEURĂ,Cluj,ODM Mărișel,"Sat Plăiești, Nr. 230, Comuna Moldovenești, Județul Cluj","Sat Plăiești, Nr. 230, Comuna Moldovenești, Județul Cluj",0757 878 364,,https://produsmontan.ro/produse_montane/zmeura-chiorean-valer-norbert/,2026-03-11T10:37:02.654749
CHIRILĂ IOAN,LAPTE DE CAPRĂ,Alba,ODM Săsciori,"Sat Galda de Jos, Nr. 550, Comuna Galda de Jos, Județul Alba","Sat Galda de Jos, Nr. 550, Comuna Galda de Jos, Județul Alba",0761 626 969,,https://produsmontan.ro/produse_montane/lapte-de-capra-chirila-ioan/,2026-03-11T10:37:02.654749
CHIȚU (AUREL) IOAN  PERSOANĂ FIZICĂ AUTORIZATĂ,GRÂU COMUN DE TOAMNĂ,Brașov,ODM Săcele,"Localitatea Zărnești, oraș Zărnești, Str. Unirii, Nr. 71 A, Județul Brașov","Localitatea Zărnești, oraș Zărnești, Str. Unirii, Nr. 71 A, Județul Brașov",0720.005.591,0720.005.591Chitu_Ionel2222@yahoo.com,https://produsmontan.ro/produse_montane/grau-comun-de-toamna-chitu-aurel-ioan-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
CIGĂRAN FILOFTIA,PERE,DÂMBOVIȚA,ODM Runcu,"Sat Văleni Dâmbovița, nr.774, Comuna Văleni Dâmbovița, Județ Dâmbovița","Sat Văleni Dâmbovița, nr. 774, Comuna Văleni Dâmbovița, Județ Dâmbovița",,,https://produsmontan.ro/produse_montane/pere-cigaran-filoftia/,2026-03-11T10:37:02.654749
CIORTAN IANCU,PORUMB | FASOLE | SFECLĂ ROȘIE | PERE | MERE | PRUNE | CIREȘE | CARTOFI | CEAPĂ | MORCOV,Caraș Severin,ODM Oravița,"Sat Luncavița, nr. 77, comuna Luncavița, județul Caraș Severin","Sat Luncavița, nr. 77, comuna Luncavița, județul Caraș Severin",0722 747 349,ciortan.iancu@yahoo.com,https://produsmontan.ro/produse_montane/porumb-ciortan-iancu/ | https://produsmontan.ro/produse_montane/fasole-ciortan-iancu/ | https://produsmontan.ro/produse_montane/sfecla-rosie-ciortan-iancu/ | https://produsmontan.ro/produse_montane/pere-ciortan-iancu/ | https://produsmontan.ro/produse_montane/mere-ciortan-iancu/,2026-03-11T10:37:02.654749
COBLIȘAN MARIOARA PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE OAIE,Cluj,ODM Mărișel,"Sat Brăișoru, Comuna Sâncraiu, tarlaua nr. 2, parcela nr. 16, Județul Cluj","Sat Brăișoru, Comuna Sâncraiu, Nr. 131A, Județul Cluj",0744 262 362,,https://produsmontan.ro/produse_montane/lapte-de-oaie-coblisan-marioara-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
COCIȘ MIHAELA MARIANA PERSOANĂ FIZICĂ AUTORIZATĂ,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Dealu Mare, Comuna Rîșca, nr. 73, județul Cluj","Sat Dealu Mare, Comuna Rîșca, Nr. 73, Județul Cluj",0749.122.653,,https://produsmontan.ro/produse_montane/lapte-de-vaca-cocis-mihaela-mariana-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
COLȚEA BIANCA ÎNTREPRINDERE INDIVIDUALĂ,GRÂU COMUN DE TOAMNĂ | LAPTE DE OAIE,Covasna,ODM Bodoc,"Sat Iarăș,  Nr. 177, Comuna Hăghig, Județul Covasna","Sat Iarăș,  Nr. 177, Comuna Hăghig, Județul Covasna",0762 040 483,,https://produsmontan.ro/produse_montane/grau-comun-de-toamna-coltea-bianca-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/lapte-de-oaie-coltea-bianca-intreprindere-individuala/,2026-03-11T10:37:02.654749
COMAN DRAGOMIR-VIOREL,MERE,Bacău,ODM Dofteana,"Sat Pârâu Boghii, Str. Vânători, Nr. 75, Comuna Pârgărești, Județul Bacău","Sat Pârâu Boghii, Str. Vânători, Nr. 75, Comuna Pârgărești, Județul Bacău",0743 502 280,280comandragomir@yahoo.com,https://produsmontan.ro/produse_montane/mere-coman-dragomir-viorel/,2026-03-11T10:37:02.654749
COMPOSESORATUL ”CSIKSOMLYO”,CARCASA BOVINĂ,Harghita,ODM Odorheiu Secuiesc,"Municipiul Miercurea Ciuc, Str. Pârâul Sumuleu, FN, Județul Harghita","Municipiul Miercurea Ciuc, Str. Szek, Nr.123, Județul Harghita",0744 241 970,970composesoratulcsiksomlyo@gmail.com,https://produsmontan.ro/produse_montane/carcasa-bovina-composesoratul-csiksomlyo/,2026-03-11T10:37:02.654749
COMȘA DANIEL ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Brașov,ODM Lisa,"Terenuri agricole aparținătoare comunei Recea, județul Brașov","Sat Recea, Comuna Recea, Nr. 143, Județul Brașov",0765 398 081,081comsadaniel83@gmail.com,https://produsmontan.ro/produse_montane/cartofi-comsa-daniel-intreprindere-individuala/,2026-03-11T10:37:02.654749
COSTEA (IOAN) IOAN ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Brașov,ODM Săcele,"Sat Teliu, Comuna Teliu, Nr. 903B, Județul Brașov","Sat Teliu, Comuna Teliu, Nr. 903B, Județul Brașov",0751 041 053,053agrobio.consulting@gmsil.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-costea-ioan-ioan-intreprindere-individuala/,2026-03-11T10:37:02.654749
COSTESCU CORNEL ÎNTREPRINDERE INDIVIDUALĂ,PORUMB | CIREȘE | ALUNE | NUCI | VIȘINE,Hunedoara,ODM Hunedoara,"Sat Turdaș, Comuna Turdaș, Județul Hunedoara","Sat Turdaș, Nr. 111, Comuna Turdaș, Județul Hunedoara",0740 906 269,269costescucornel@yahoo.com,https://produsmontan.ro/produse_montane/porumb-costescu-cornel-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cirese-costescu-cornel-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/alune-costescu-cornel-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/nuci-costescu-cornel-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/visine-costescu-cornel-intreprindere-individuala/,2026-03-11T10:37:02.654749
CRISTE V. ANGELA ÎNTREPRINDERE FAMILIALĂ,LAPTE DE VACĂ,Cluj,ODM Mărișel,"Sat Negreni, Nr. 174, Comuna Negreni, Județul Cluj","Sat Negreni, Nr. 174, Comuna Negreni, Județul Cluj",0748 030 935,,https://produsmontan.ro/produse_montane/lapte-de-vaca-criste-v-angela-intreprindere-familiala/,2026-03-11T10:37:02.654749
CRIȘAN DARAGUS ERIKA PERSOANĂ FIZICĂ AUTORIZATĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Turia, județul Covasna","Sat Turia, Str.Principală, Nr. 3A, Comuna Turia, Județul Covasna",0741.077.903,daragus1@yahoo.com,https://produsmontan.ro/produse_montane/ceapa-crisan-daragus-erika-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/cartofi-crisan-daragus-erika-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
CRIȘAN ELVIRA,ZMEURĂ,Cluj,ODM Mărișel,"Sat Gilău, Nr. 247, Comuna Gilău, Județul Cluj","Sat Gilău, Nr. 247, Comuna Gilău, Județul Cluj",0746 924 997,997crisanelvira@yahoo.com,https://produsmontan.ro/produse_montane/zmeura-crisan-elvira/,2026-03-11T10:37:02.654749
CRUCEANU MIHAELA ÎNTREPRINDERE INDIVIDUALĂ,LAPTE CRUD ECOLOGIC DE VACĂ,Suceava,ODM Poiana Stampei,"Sat Coverca, Nr. 179, Comuna Panaci, Județul Suceava","Sat Coverca, Nr. 179, Comuna Panaci, Județul Suceava",0744 897 443,,https://produsmontan.ro/produse_montane/lapte-crud-ecologic-de-vaca-cruceanu-mihaela-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSAKANY ATTILA,PORUMB | GRÂU,Covasna,ODM Întorsura Buzăului,"Terenuri agricole apaținătoare comunelor Ghelința și Catalina, județul Covasna","Sat Ghelința, nr. 770, comuna Ghelința, județul Covasna",0752 241 640,furtuna.claudiu@yahoo.ro,https://produsmontan.ro/produse_montane/porumb-csakany-attila/ | https://produsmontan.ro/produse_montane/grau-csakany-attila/,2026-03-11T10:37:02.654749
CSASZAR PAULA LĂCRĂMIOARA,GRÂU | PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole apaținătoare comunelor Zăbala și orașului Covasna, județul Covasna","Sat Zăbala, nr. 389, comuna Zăbala, județul Covasna",0766 583 207,paulacsaszar@yahoo.com,https://produsmontan.ro/produse_montane/grau-csaszar-paula-lacramioara/ | https://produsmontan.ro/produse_montane/porumb-csaszar-paula-lacramioara/,2026-03-11T10:37:02.654749
CSEKME ALBERT,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținând comunei Zagon, județul Covasna","Sat Zagon, nr. 1381,  Comuna Zagon, Județul Covasna",0766 870 306,306csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-csekme-albert/,2026-03-11T10:37:02.654749
CSIBI IMRE,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Poian, județul Covasna","Sat Belani, Nr. 78,  Comuna Poian, Județul Covasna",0747 509 553,553vffero@gmail.com,https://produsmontan.ro/produse_montane/cartofi-csibi-imre/,2026-03-11T10:37:02.654749
CSIKI LÁSZLÓ ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Sat Turia, Nr. 103, Comuna Turia, Județul Covasna","Sat Turia, Nr. 103, Comuna Turia, Județul Covasna",0747 709 825,825csikibeata91@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-csiki-laszlo-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSISZER ZSOMBOR ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE VACĂ,Harghita,ODM Odorheiu Secuiesc,"Sat Sântimbru, Comuna Sântimbru, Nr. 442, Județul Harghita","Sat Sântimbru, Comuna Sântimbru, Nr. 442, Județul Harghita",0742 201 209,209zsombika2000@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-vaca-csiszer-zsombor-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSISZÉR ALPÁR  ÎNTREPRINDERE INDIVIDUALĂ,CEAPĂ | CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare UAT-urilor: Cernat, Covasna, Moacșa și Dalnic, Județul Covasna","Sat Albiș, Comuna Cernat, Nr. 87, Județul Covasna",,csiszeralpar3@gmail.com,https://produsmontan.ro/produse_montane/ceapa-csiszer-alpar-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/cartofi-csiszer-alpar-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSOMA EDIT,LAPTE DE OAIE,Covasna,ODM Întorsura Buzăului,"Sat Zagon, nr. 60,  Comuna Zagon, Județul Covasna","Sat Zagon, nr. 60,  Comuna Zagon, Județul Covasna",0769 210 655,655csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-oaie-csoma-edit/,2026-03-11T10:37:02.654749
CSOMA SÁNDOR-KÁROLY ÎNTREPRINDERE INDIVIDUALĂ,GRÂU | PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Zagon, județul Covasna","Sat Zagon, Nr. 66,  Comuna Zagon, Județul Covasna",0769 210 655,655csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/grau-csoma-sandor-karoly-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/porumb-csoma-sandor-karoly-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSORBA AKÓS ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI | CEAPĂ,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei Cernat, județul Covasna","Sat Icafalău, Nr. 63, Comuna Cernat, Județul Covasna",0742.876.429,,https://produsmontan.ro/produse_montane/cartofi-csorba-akos-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/ceapa-csorba-akos-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSORBA ANDREI,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunei  Cernat, Județul Covasna","Municipiul Târgu Secuiesc, Str. Morii, Nr. 19, Județul Covasna",0742 802 057,057csabadezso@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-csorba-andrei/,2026-03-11T10:37:02.654749
CSORBA ANDRÁS,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor  Cernat, Catalina și municipiului Târgu Secuiesc, județul Covasna","Târgu Secuiesc, str.Morii, nr. 19,  Județul Harghita",0744.435.300,0744.435.300csabadezso@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-csorba-andras/,2026-03-11T10:37:02.654749
CSÁKÁNY ATTILA,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Ghelința și Catalina, Județul Covasna","Sat Ghelința, Comuna Ghelința, Nr. 770, Județul Covasna",0752 241 640,640furtuna.claudiu@yahoo.com,https://produsmontan.ro/produse_montane/cartofi-csakany-attila/,2026-03-11T10:37:02.654749
CSÉKI B. PÉTER ÎNTREPRINDERE INDIVIDUALĂ,LAPTE DE OAIE,Covasna,ODM Bodoc,"Sat Biborțeni, Oraș Baraolt, Nr. 229, Județul Covasna","Sat Biborțeni, Oraș Baraolt, Nr. 229, Județul Covasna",0753 590 018,018petercseki@yahoo.com,https://produsmontan.ro/produse_montane/lapte-de-oaie-cseki-b-peter-intreprindere-individuala/,2026-03-11T10:37:02.654749
CSÜDÖR BARBARA ÎNTREPRINDERE INDIVIDUALĂ,CARTOFI,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor  Sânzieni, Turia și Poian, județul Covasna","Sat Sânzieni, nr. 936, Comuna Sânzieni, Județul Covasna",0753.153.533,csudorbarbi@gmail.com,https://produsmontan.ro/produse_montane/cartofi-csudor-barbara-intreprindere-individuala/,2026-03-11T10:37:02.654749
CUCU V.A. CRISTIAN PERSOANĂ FIZICĂ AUTORIZATĂ,CARCASA BOVINĂ,Brașov,ODM Lisa,"Sat Ucea de Jos - extravilan, Comuna Ucea, Județul Brașov","Sat Ucea de Jos, Comuna Ucea, Nr. 202, Județul Brașov",,cristicucu31@yahoo.com,https://produsmontan.ro/produse_montane/carcasa-bovina-cucu-v-a-cristian-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
CĂRPINIȘAN SAVU PERSOANĂ FIZICĂ AUTORIZATĂ,SMÂNTÂNĂ | CAȘ | TELEMEA | UNT,Alba,ODM Săsciori,"Sat Purcăreți, Nr. 44, Comuna Pianu, Județul Alba","Sat Purcăreți, Nr. 44, Comuna Pianu, Județul Alba",0763 610 450,450giurgiualina1@gmail.com,https://produsmontan.ro/produse_montane/smantana-carpinisan-savu-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/cas-carpinisan-savu-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/telemea-carpinisan-savu-persoana-fizica-autorizata/ | https://produsmontan.ro/produse_montane/unt-carpinisan-savu-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
DAGRO BREAZA SRL,LAPTE CRUD DE OAIE,Brașov,ODM Lisa,"Sat Breaza,  Comuna Lisa, parcela 766/1, lotul 18, bloc fizic 933, Județul Brașov","Sat Breaza, , Nr. 75A, Comuna Lisa, Județul Brașov",0785.486.323,danigreavu@yahoo.com,https://produsmontan.ro/produse_montane/lapte-crud-de-oaie-dagro-breaza-srl/,2026-03-11T10:37:02.654749
DAJ MIRELA-VIOLETA PERSOANĂ FIZICĂ AUTORIZATĂ,CĂPȘUNI,Hunedoara,ODM Hunedoara,"Sat Nucșoara, Comuna Sălașu de Sus, Nr. 136, Județul Hunedoara","Sat Nucșoara, Comuna Sălașu de Sus, Nr. 136, Județul Hunedoara",0763 682 743,,https://produsmontan.ro/produse_montane/capsuni-daj-mirela-violeta-persoana-fizica-autorizata/,2026-03-11T10:37:02.654749
DALI GYULA-LÓRÁND ÎNTREPRINDERE INDIVIDUALĂ,GRÂU | PORUMB,Covasna,ODM Întorsura Buzăului,"Terenuri agricole aparținătoare comunelor Brateș, Zăbala și orașului Covasna, județul Covasna","Oraș Covasna, Str. Nemeș, Nr. 2, Județul Covasna",0740 333 933,933csomasandor@yahoo.com,https://produsmontan.ro/produse_montane/grau-dali-gyula-lorand-intreprindere-individuala/ | https://produsmontan.ro/produse_montane/porumb-dali-gyula-lorand-intreprindere-individuala/,2026-03-11T10:37:02.654749
