company_name,cui,phone,phone_e164,sector,city,jobs,positions_total,source_date
Z.I.C. INSTALL S.R.L.,42762410,0783208426,+40783208426,Construcții / Instalații,BUCURESTI SECTORUL 3,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2),193,20260416
FEREASTRA S.U.K.I. SRL,25189801,0740104673,+40740104673,Construcții / Instalații,MOARA VLASIEI,OPERATOR LA PRELUCRAREA MASELOR PLASTICE(2) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(3) | FUNCTIONAR ADMINISTRATIV(1),390,20260416
LAPP INSULATORS SA,254947,0731919625,+40731919625,Construcții / Instalații,TURDA,OPERATOR STANDURI ÎNCERCARI(1) | STRUNGAR PRODUSE CERAMICE(7) | GLAZURATOR PRODUSE DIN CERAMICA FINA(3) | STIVUITORIST(1) | LACATUS MECANIC DE ÎNTRETINERE SI REPARATII UNIVERSALE(2),1309,20260416
CIRASICO S.R.L.,22946108,0770880381,+40770880381,Construcții / Instalații,ORAS NAVODARI,IZOLATOR TERMIC(8) | SCHELAR(8) | VOPSITOR INDUSTRIAL(4) | SCHELAR(1),833,20260406
REMPERIAL SRL,42574904,0744 304 237,+40744304237,Construcții / Instalații,BUCURESTI SECTORUL 6,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5)",345,20260413
BUILDING DIVIZIA MONTAJ SRL,32518265,0753564525,+40753564525,Construcții / Instalații,SAFTICA,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | SOFER DE AUTOTURISME SI CAMIONETE(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",294,20260416
ASTRALUX SRL,21481268,0723293034,+40723293034,Construcții / Instalații,BARZA,ELECTRICIAN CONSTRUCTOR MONTATOR APARATAJ SI CABLURI DE JOASA TENSIUNE(1) | OPERATOR LA PLATFORME PENTRU LUCRU LA ÎNĂLȚIME(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),100,20260331
METAL TECHNIKS SRL,1478543,0250737723,+40250737723,Construcții / Instalații,RAMNICU VALCEA,LACATUS CONSTRUCTII METALICE SI NAVALE(1) | INGINER MASINI-UNELTE(1) | FREZOR UNIVERSAL(1) | DEBITATOR SEMIFABRICATE(1) | SUDOR(1),385,20260416
AKTIV SHIP SRL,23239792,0742145736,+40742145736,Construcții / Instalații,TULCEA,MUNCITOR NECALIFICAT ÎN METALURGIE(30),2160,20260414
ADA AMYR CONSTRUCT SRL,52808913,0735535994,+40735535994,Construcții / Instalații,STOLNICI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(6) | UCENIC(6),924,20260416
SC Smart Trend SRL,18747506,0745022022,+40745022022,Construcții / Instalații,ALBA IULIA,LUCRATOR GESTIONAR(1),39,20260331
MED INSTALATII SRL,34569281,0722151321,+40722151321,Construcții / Instalații,MORAU,CONSILIER JURIDIC(1),77,20260416
RIPLI SERV CONSTRUCT SRL,30040880,0730675018,+40730675018,Construcții / Instalații,BARCANESTI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(3),231,20260416
MIHOC PRIMA SRL,6436620,0233744642,+40233744642,Construcții / Instalații,CRAIESTI,"TOPOGRAF(1) | ELECTROMECANIC(1) | SAPATOR MANUAL(1) | OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(1)",87,20260416
FAMITEX ILICOM 2011 SRL,29391594,0743131743,+40743131743,Construcții / Instalații,CARACAL,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(5)",293,20260416
BALTUR SIB SRL,10565398,0269215398,+40269215398,Construcții / Instalații,SIBIU,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5) | ELECTRICIAN ÎN CONSTRUCTII(2) | ZUGRAV(3),400,20260416
FRATELO CONSTRUCT SRL,52462410,0744987896,+40744987896,Construcții / Instalații,UNIREA,IPSOSAR RESTAURATOR ORNAMENTE DIN IPSOS(1),9,20260318
EPURE STIL CONSTRUCT SRL,37877286,0771513681,+40771513681,Construcții / Instalații,URECHESTI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(9)",693,20260416
ICB PLANNING & DESIGN SRL,38155410,0765421407,+40765421407,Construcții / Instalații,FOCSANI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(3),117,20260331
NORD QUALITY CONSTRUCT SRL,17041838,0752286622,+40752286622,Construcții / Instalații,BAIA MARE,"DULGHER (EXCLUSIV RESTAURATOR)(5) | FIERAR BETONIST(5) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(20)",1170,20260331
KRONOS LIFE CONSTRUCT SRL,23569472,0734567031,+40734567031,Construcții / Instalații,TARGU MURES,"TEHNICIAN DEVIZE SI MASURATORI ÎN CONSTRUCTII(1) | TEHNICIAN ATASAMENTIST(1) | SEF SANTIER(1) | INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | ZIDAR PIETRAR(1)",1536,20260416
ALESOL REMIX SRL,40543219,0745600478,+40745600478,Construcții / Instalații,MUNICIPIUL BRASOV,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(4) | SOFER DE AUTOTURISME SI CAMIONETE(2) | TRACTORIST(2) | MECANIC UTILAJ(1) | SOFER DE AUTOTURISME SI CAMIONETE(4),748,20260416
IMPREXIS BUILDING S.R.L.,40229730,0731041161,+40731041161,Construcții / Instalații,TARGU MURES,"TEHNICIAN ATASAMENTIST(1) | TEHNICIAN DEVIZE SI MASURATORI ÎN CONSTRUCTII(1) | INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | FIERAR BETONIST(1) | ZIDAR PIETRAR(1)",1140,20260416
PCI PIPES SYSTEMS SRL,32373067,0758107927,+40758107927,Construcții / Instalații,RAMNICU VALCEA,OPERATOR LA PRELUCRAREA MASELOR PLASTICE(3) | MECANIC UTILAJ(2) | STIVUITORIST(2) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(3),770,20260416
GREEN BUILDINGS CONSTRUCT S.R.L.,48637467,0766988048,+40766988048,Construcții / Instalații,BUCURESTI SECTORUL 3,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(29) | FEMEIE DE SERVICIU(1)",2310,20260416
PIM MONTAJ SRL,37140640,0755900090,+40755900090,Construcții / Instalații,PIATRA-NEAMT,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(4) | IZOLATOR TERMIC(5),693,20260416
SC MARAOCENIC SRL,39696111,0754254022,+40754254022,Construcții / Instalații,SADU,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1)",77,20260416
SPIACT CRAIOVA S.A.,14452049,0742206081,+40742206081,Construcții / Instalații,CRAIOVA,"ELECTRICIAN CONSTRUCTOR MONTATOR APARATAJ SI CABLURI DE JOASA TENSIUNE(3) | SEF SECTIE(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(4) | ELECTRICIAN ÎN CONSTRUCTII(5) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",1031,20260416
APEX POWER SOLUTION SRL,52151146,0762182225,+40762182225,Construcții / Instalații,POIENARII BURCHII,ELECTRICIAN ÎN CONSTRUCTII(2),78,20260331
DIAMOND DRILLING SRL,34250923,0773888888,+40773888888,Construcții / Instalații,OTOPENI,"MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(10) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(5)",490,20260416
COMA CONSTRUCT SRL,16651226,0258733583,+40258733583,Construcții / Instalații,SEBES,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(2) | ZIDAR PIETRAR(2) | DULGHER (EXCLUSIV RESTAURATOR)(1) | LACATUS MECANIC(1)",429,20260331
Eco Green Electric,47732185,0727356330,+40727356330,Construcții / Instalații,JILAVA,ELECTRICIAN ÎN CONSTRUCTII(5),385,20260416
DA VINCI CONSTRUCT PROIECT SRL,31572576,0744937970,+40744937970,Construcții / Instalații,ORADEA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(325) | FEMEIE DE SERVICIU(1)",25094,20260416
ISOVOLTA S.R.L.,11703677,0725348501,+40725348501,Construcții / Instalații,BUCURESTI SECTORUL 3,MASINIST LA MASINI SPECIALE DE ASCHIERE(2) | RECTIFICATOR UNIVERSAL(1) | STRUNGAR UNIVERSAL(2) | FREZOR UNIVERSAL(2) | ELECTROMECANIC(1),1444,20260416
E.ON ASIST COMPLET S.A.,32602667,40 759 032 529,+40759032529,Construcții / Instalații,BISTRITA,INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1),77,20260416
COMSIS SERVICE SRL,244358,0264598777,+40264598777,Construcții / Instalații,FELEACU,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(6)",234,20260331
ALERO SRL,11275970,0744556520,+40744556520,Construcții / Instalații,BOTOSANI,"DULGHER (EXCLUSIV RESTAURATOR)(2) | SUDOR MANUAL CU ARC ELECTRIC(1) | ZIDAR ROSAR-TENCUITOR(5) | ZUGRAV(4) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3)",543,20260401
MAGNUM THERM SRL,22793080,0770633471,+40770633471,Construcții / Instalații,BRATULENI,MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(1) | TEHNICIAN DEVIZIER(1) | SPECIALIST IN ACHIZITII(1) | INSTALATOR INSTALATII TEHNICO-SANITARE SI DE GAZE(2),459,20260416
S.C.INFRASOILTEST S.R.L,40091504,0775386272,+40775386272,Construcții / Instalații,CLUJ-NAPOCA,"SEF LABORATOR ÎN CONSTRUCTII(1) | INGINER GEOLOG(1) | GEOLOG(1) | INGINER CAI FERATE, DRUMURI SI PODURI(1) | SPECIALIST IN ACHIZITII(1)",841,20260416
MULTIMASTER SRL,15201371,0745638217,+40745638217,Construcții / Instalații,TURCENI,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(1)",100,20260416
STEFANELLY TOP VISION SRL,42211364,0765417693,+40765417693,Construcții / Instalații,BUCURESTI SECTORUL 6,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(40)",3080,20260416
CLEMANS ALGLASS SRL,15860470,0735308148,+40735308148,Construcții / Instalații,BASCOV,CONFECȚIONER-MONTATOR TÂMPLĂRIE CU VITRAJ IZOLANT(1),21,20260323
SECOPLAN BUILDING SYSTEMS SRL,36164462,+40 744 422 020,+40744422020,Construcții / Instalații,MIERCUREA CIUC,UCENIC(1) | ELECTRICIAN ÎN CONSTRUCTII(2),209,20260416
S.C. MION ELECTRO CONSTRUCT SRL,30766302,0755698787,+40755698787,Construcții / Instalații,ONESTI,ELECTRICIAN ÎN CONSTRUCTII(4),156,20260331
CCN ALTYAPI YATIRIMLARI VE INȘAAT ANONIM ȘIRKETI ANKARA SUCURSALA BUCURESTI,45820167,0743100348,+40743100348,Construcții / Instalații,BUCURESTI SECTORUL 1,PROIECTANT INGINER CONSTRUCTII(2) | MANAGER TEHNOLOGIA INFORMATIILOR SI COMUNICATII(1) | MANAGER PROIECT(2) | MANAGER ACHIZITII(1) | INGINER MECANIC(1),1388,20260331
MITLIV INDUSTRY AGREGATE S.R.L.,28545377,0744530451,+40744530451,Construcții / Instalații,CRAIOVA,OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE(6),462,20260416
FLASH INSTAL CONSTRUCT S.R.L.,35922305,0740544552,+40740544552,Construcții / Instalații,CLUJ-NAPOCA,"MANIPULANT MARFURI(8) | OPERATOR PROCESARE TEXT SI IMAGINE(1) | ZUGRAV(1) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(25) | FEMEIE DE SERVICIU(5)",450,20260416
ELTREX SRL,11738772,0731034132,+40731034132,Construcții / Instalații,TIMISOARA,ELECTRICIAN ÎN CONSTRUCTII(4),308,20260416
ALEX CRIS PRO VISION SRL,46262220,-,,Construcții / Instalații,BUCURESTI SECTORUL 5,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15)",1155,20260416
SAMUS TEC S.A.,35350378,0746297922,+40746297922,Construcții / Instalații,DEJ,FIERAR BETONIST(1) | DULGHER (EXCLUSIV RESTAURATOR)(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | SCHELAR(1) | CONSILIER/EXPERT/INSPECTOR/REFERENT/ECONOMIST ÎN GESTIUNEA ECONOMICA(1),209,20260416
CSID CONSTRUCT SRL,30527810,0722736711,+40722736711,Construcții / Instalații,CARCEA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(28) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(15) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(50)",2716,20260416
RZ CON INVEST SRL,49691405,(0740) 080 663,+40740080663,Construcții / Instalații,MUNICIPIUL CLUJ-NAPOCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(67)",2010,20260326
GORMET SRL,19105741,0736216090,+40736216090,Construcții / Instalații,CLUJ-NAPOCA,"LACATUS MECANIC(10) | SUDOR CU ARC ELECTRIC CU ELECTROD FUZIBIL ÎN MEDIU DE GAZ PROTECTOR(40) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(50) | SUDOR CU ARC ELECTRIC CU ELECTROD FUZIBIL ÎN MEDIU DE GAZ PROTECTOR(30)",5070,20260331
ECO TUDOOR SRL,32380153,0747507504,+40747507504,Construcții / Instalații,COMANESTI,"SLEFUITOR, LUSTRUITOR(1)",77,20260416
ENERGY HOUSE CONSTRUCT S.R.L.,45766955,0749999149,+40749999149,Construcții / Instalații,VULPUESTI,ELECTRICIAN MONTARE SI REPARATII LINII ELECTRICE AERIENE(3),117,20260331
CIVILA INVEST SRL,29601025,0723 849 001,+40723849001,Construcții / Instalații,ORADEA,"ZIDAR ROSAR-TENCUITOR(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",156,20260331
KTR TRANS ENERGY SRL,47851950,0746442412,+40746442412,Construcții / Instalații,MUNICIPIUL BACAU,ELECTRICIAN ÎN CONSTRUCTII(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),78,20260331
ANCOR LIGHTING S.R.L.,43593270,0766402157,+40766402157,Construcții / Instalații,BACAU,INGINER ELECTRICIAN(1),77,20260416
SECOM CONS SRL,3184056,0770480900,+40770480900,Construcții / Instalații,ORADEA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(3) | MECANIC UTILAJ(2) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4) | FEMEIE DE SERVICIU(2)",1001,20260416
ALPACCESS SCAFFOLDING SRL,30363229,0731317992,+40731317992,Construcții / Instalații,BUCOV,IZOLATOR TERMIC(5) | SCHELAR(5),395,20260416
MADCRIN SISTEM COMPANY SRL,27371302,0724/008254,+40724008254,Construcții / Instalații,SLATINA,MECANIC AUTO(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(1),183,20260416
DINCONSTRUCT METPROFIL SRL,28199125,0732337606,+40732337606,Construcții / Instalații,PLOIESTI,SUDOR(1) | LACATUS CONSTRUCTII METALICE SI NAVALE(2),234,20260416
AS.SEB COMPANY SRL,18141355,0232765042,+40232765042,Construcții / Instalații,PASCANI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(2)",78,20260331
MBS GROUP SRL,15291641,0740309902,+40740309902,Construcții / Instalații,TURDA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(20)",780,20260331
MDA TOTAL RESIDENT S.R.L.,42687342,0730124456,+40730124456,Construcții / Instalații,CLUJ-NAPOCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",926,20260416
HEXAGON STRUCTURES SRL,31197442,0720063912,+40720063912,Construcții / Instalații,CLUJ-NAPOCA,CONSILIER JURIDIC(1) | SEF SANTIER(1),78,20260331
SKYLINE ENGINEERING SRL,30835569,0770920147,+40770920147,Construcții / Instalații,CLUJ-NAPOCA,OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(2) | FEMEIE DE SERVICIU(1) | SUDOR(1) | LACATUS MECANIC(2) | INGINER ELECTRICIAN(1),648,20260416
SYMETRIC WOOD S.R.L.,40886691,0748537265,+40748537265,Construcții / Instalații,BRAILA,TÂMPLAR UNIVERSAL(1) | PREGATITOR SUPRAFETE PENTRU LACUIT(1),92,20260416
ROMIO CONSTRUIRE S.R.L.,46165309,0751778351,+40751778351,Construcții / Instalații,URVIND,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10) | MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(15)",450,20260416
PELAS COMPANY SRL,25658207,0743271275,+40743271275,Construcții / Instalații,GALATI,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(4),308,20260416
ALL METAL WOOD GROUP SRL,37413588,0769141611,+40769141611,Construcții / Instalații,ROMANESTI,LACATUS MECANIC(1) | OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(2) | VOPSITOR(1) | MUNCITOR NECALIFICAT ÎN INDUSTRIA CONFECTIILOR(1) | SUDOR(2),300,20260416
SC BETON CONSTRUCTORUL SRL,30670916,0770197409,+40770197409,Construcții / Instalații,CLUJ-NAPOCA,ELECTRICIAN ÎN CONSTRUCTII(1),77,20260416
RAMSOR  CONSTRUCT SRL,47608617,0745951122,+40745951122,Construcții / Instalații,MUNICIPIUL CRAIOVA,PARCHETAR(2),78,20260331
NIFRON AGREGATE S.R.L,47545292,0763148003,+40763148003,Construcții / Instalații,CORABIA,"MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(1) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(3) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | MUNCITOR NECALIFICAT LA ÎNTRETINEREA DE DRUMURI, SOSELE, PODURI, BARAJE(2)",294,20260403
IULDASCOM INVEST S.R.L.,30308070,0740043044,+40740043044,Construcții / Instalații,RAMNICU VALCEA,AGENT DE VÂNZARI(1) | MONTATOR SISTEME TÂMPLARIE TERMOIZOLANTA(1),86,20260402
Peridot cristal construct,52701649,0761497316,+40761497316,Construcții / Instalații,COPACENI,UCENIC(20) | DULGHER (EXCLUSIV RESTAURATOR)(20),2420,20260416
DISCLIMA SRL,25738373,0742149829,+40742149829,Construcții / Instalații,MUNICIPIUL VASLUI,INSTALATOR FRIGOTEHNIST(2),154,20260416
SC NIMARIS IMPORT EXPORT SRL,8164599,0799695995,+40799695995,Construcții / Instalații,CLUJ-NAPOCA,MANIPULANT MARFURI(5) | MANIPULANT MARFURI(1) | SOFER DE AUTOTURISME SI CAMIONETE(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1),312,20260331
SCD GRUP LEMN S.R.L.,41371316,0728228448,+40728228448,Construcții / Instalații,PASCANI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(4) | TÂMPLAR UNIVERSAL(4) | ZIDAR ROSAR-TENCUITOR(4) | OPERATOR LA MASINI-UNELTE CU COMANDA NUMERICA(2) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2)",1524,20260416
AVRIL S.R.L.,2825969,0744533251,+40744533251,Construcții / Instalații,ZALAU,STRUNGAR UNIVERSAL(1),77,20260416
HEIDELBERG MATERIALS ROMÂNIA S.A.,10640589,0799114941,+40799114941,Construcții / Instalații,FIENI,"INSPECTOR ÎN DOMENIUL SECURITATII SI SANATATII ÎN MUNCA(1) | DISPECER(1) | Conducător auto transport rutier de mărfuri(1) | FUNCTIONAR ÎN ACTIVITATI COMERCIALE, ADMINISTRATIVE SI PRETURI(1)",253,20260416
VERTICAL DESIGN SRL,12525284,0724151705,+40724151705,Construcții / Instalații,MUNICIPIUL PLOIESTI,ASAMBLATOR-MONTATOR PROFILE ALUMINIU SI GEAM TERMOPAN(1) | OPERATOR TAIERE(1) | OPERATOR LA MASINI-UNELTE SEMIAUTOMATE SI AUTOMATE(7) | VOPSITOR INDUSTRIAL(1),897,20260416
ELECTROCONSTRUCTIA ELCO BISTRITA SA,3536144,0263/215905; 0721298121,0263/215905; 0721298121,Construcții / Instalații,BISTRITA,INGINER RETELE ELECTRICE(1) | INGINER MECANIC(1) | LACATUS MECANIC(1) | MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(1) | ELECTRICIAN ECHIPAMENTE ELECTRICE SI ENERGETICE(5),830,20260416
DUO GAZ INSTAL SRL,32673455,0722635834,+40722635834,Construcții / Instalații,ZALAU,"INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | INSTALATOR ÎNCALZIRE CENTRALA SI GAZE(2)",450,20260416
DUO ROM SRL,10598433,0722635834,+40722635834,Construcții / Instalații,ZALAU,"ELECTRICIAN DE ÎNTRETINERE SI REPARATII(1) | VÂNZATOR(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(2) | INGINER CONSTRUCTII CIVILE, INDUSTRIALE SI AGRICOLE(1) | INSTALATOR ÎNCALZIRE CENTRALA SI GAZE(2)",561,20260416
LANUBE,51063313,0742028573,+40742028573,Construcții / Instalații,CLUJ-NAPOCA,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(10)",770,20260416
STAR TRADING IMPEX SRL,4122612,0248606070,+40248606070,Construcții / Instalații,PITESTI,SUDOR(1),41,20260401
TOMIS AGREGATE SRL,16014533,0734981959,+40734981959,Construcții / Instalații,MIHAIL KOGALNICEANU,MUNCITOR NECALIFICAT ÎN MINE SI CARIERE(3),231,20260416
ADVANCED COMPOSITES CONSTRUCTI,35361237,0788543173,+40788543173,Construcții / Instalații,ORASTIE,"MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(5) | OPERATOR INTRODUCERE, VALIDARE SI PRELUCRARE DATE(2)",539,20260416
PROMETAL STEEL ENGINEERING SRL,38089235,0758046752,+40758046752,Construcții / Instalații,BUCURESTI SECTORUL 3,MANIPULANT MARFURI(4) | SUDOR(4),616,20260416
GREEN SITE SRL,20745361,0743312372,+40743312372,Construcții / Instalații,GURA HUMORULUI,MASINIST LA MASINI PENTRU TERASAMENTE (IFRONIST)(3),231,20260416
AISA FAMILY STORE S.R.L.,29668181,0758618833,+40758618833,Construcții / Instalații,FLORESTI,"MUNCITOR NECALIFICAT LA DEMOLAREA CLADIRILOR, CAPTUSELI ZIDARIE, PLACI MOZAIC, FAIANTA, GRESIE, PARCHET(1)",77,20260416
ELENOR SRL,20659279,0757013941,+40757013941,Construcții / Instalații,TULUCESTI,"MASINIST LA INSTALATIILE DE PREPARAT SI TURNAT BETON SI MIXTURI ASFALTICE(1) | MACARAGIU(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(9) | LACATUS MECANIC(1) | MUNCITOR NECALIFICAT LA ASAMBLAREA, MONTAREA PIESELOR(8)",791,20260416
S.C. ELECTRICBAC S.R.L.,16570920,0752199811,+40752199811,Construcții / Instalații,BACAU,ELECTRICIAN ÎN CONSTRUCTII(4) | INGINER RETELE ELECTRICE(1) | MUNCITOR NECALIFICAT LA SPARGEREA SI TAIEREA MATERIALELOR DE CONSTRUCTII(2),539,20260416
