company_name,cui,caen_code,caen_description,employees,turnover_ron,city,county,email,email_source,email_verified,phone,website
BUNGE ROMANIA SRL,16791351,1041,Industria alimentara,603,2742705444,Municipiul Buzau,Buzau,,,,+40213053212,
GEDEON RICHTER ROMANIA SA,1200929,2120,Produse farmaceutice,600,331526717,Municipiul Targu Mures,Mures,office@gedeon-richter.ro,master_companies,true,+40265264067,
"SOCIETATEA ""UZINA MECANICA SADU"" SA FILIALA A COMPANIEI NATIONALE ""ROMARM""   S.A.",14373832,2540,Constructii metalice,600,33792150,"Loc. Bumbesti-Jiu, Oras Bumbesti-Jiu",Gorj,,,,+40253463860,
SECUIANA SA,3667158,1413,Confectii,598,47528846,Municipiul Targu Secuiesc,Covasna,office@secuiana.ro,master_companies,true,+40745998861,www.secuiana.ro
ITALSOFA ROMANIA SRL,13807330,3103,Mobila,597,225356037,Municipiul Baia Mare,Maramures,,,,+40262207000,
DONALAM SRL,18277250,2410,Industria metalurgica,596,799437091,Municipiul Calarasi,Calarasi,,,,,
COMPANIA NATIONALA ROMARM SA SUCURSALA MIJA,2978636,2540,Constructii metalice,593,197242100,"Sat I. L. Caragiale, Comuna I. L. Caragiale",Dambovita,scrtgen@ummija.ro,master_companies,true,+40245660084,www.ummija.ro
JT INTERNATIONAL MANUFACTURING SA,4364012,1200,1200,590,1606042532,Bucuresti Sectorul 2,Bucuresti,florentina.chivu@jti.com,master_companies,true,,
ODLO ROMANIA SRL,15280138,1413,Confectii,589,125304381,Municipiul Roman,Neamt,lavinia.dogaru@odlo.com,master_companies,true,+40233742004,
SAINT-GOBAIN GLASS ROMANIA SRL,11882475,2311,Alte produse minerale nemetalice,587,913619763,Bucuresti Sectorul 6,Bucuresti,,,,+40722457051,
MOPAN SUCEAVA S.A.,34874331,1061,Industria alimentara,586,115471764,Municipiul Suceava,Suceava,hr@mopansuceava.ro,companies,true,+40230221247,
PANEMAR MORARIT SI PANIFICATIE SRL,4844886,1071,Industria alimentara,584,138907472,Municipiul Cluj-Napoca,Cluj,,,,+40264449469,
"SOCIETATEA PENTRU SERVICII DE MENTENANTA A RETELEI ELECTRICE DE TRANSPORT ""SMART"" S.A.",14232728,3314,Reparatii masini si echipamente,580,105927103,Bucuresti Sectorul 1,Bucuresti,anca.dulgheru@smart-b.ro,master_companies,true,+40213054482,
2 CONNECT ROMANIA SRL,15598248,2732,Echipamente electrice,579,131700384,Municipiul Cluj-Napoca,Cluj,recrutare@2-connect.com,master_companies,true,+40264431898,
LIDAS SRL,4611791,1071,Industria alimentara,577,186000082,"Sat Mineri, Comuna Somova",Tulcea,office@lidas.ro,companies,true,+40240552112,
POLIPOL MOBILA SRL,17367592,3109,Mobila,575,158732629,"Sat Foieni, Comuna Foieni",Satu Mare,office@polipol.ro,master_companies,true,+40261807600,
FERMADOR SRL,6550631,1012,Industria alimentara,568,248918201,Oras Podu Iloaiei,Iasi,contact@fermador.ro,master_companies,true,+40744613346,www.fermador.ro
TECSA BUSINESS SRL,9864639,1072,Industria alimentara,566,136802357,Bucuresti Sectorul 3,Bucuresti,office@tecsa.ro,master_companies,true,+40372715550,
EMAILUL SA,803115,2599,Constructii metalice,565,91700630,Municipiul Medias,Sibiu,office@birotec.ro,inferred,false,,www.birotec.ro/emailul
PEHART TEC GRUP S.R.L.,17736215,1712,Hartie,561,800850151,"Loc. Petresti, Municipiul Sebes",Alba,bianca.pura@pehartgrup.ro,master_companies,true,+40264211967,
INDUSTRIALIZAREA CARNII (KOSAROM) SA,1997087,1011,Industria alimentara,559,251036454,Municipiul Pascani,Iasi,,,,+40232765070,
ROMPHARM COMPANY SRL,14399646,2110,Produse farmaceutice,559,362890445,"Loc. Otopeni, Oras Otopeni",Ilfov,andrei.svet@rompharm.ro,master_companies,true,+40721969652,
HUTCHINSON SRL,18420074,2219,Cauciuc si mase plastice,556,476736388,Comuna Cristian,Brasov,office@hutchinson.fr,inferred,false,+40268407000,www.hutchinson.fr
S.T.I. INTERNATIONAL SRL,11328918,1512,Pielarie,553,54611503,Municipiul Fagaras,Brasov,stc_international_1997@yahoo.com,master_companies,true,,
REVA S.A.,2150217,3020,3020,553,140541618,"Loc. Simeria, Oras Simeria",Hunedoara,office@revasimeria.ro,inferred,false,+40254260402,www.revasimeria.ro
NUCLEARELECTRICA SERV S.R.L.,45374854,3312,Reparatii masini si echipamente,551,60423135,"Loc. Cernavoda, Oras Cernavoda",Constanta,,,,,
DETERGENTI S.A.,7759807,2042,Substante chimice,548,326929906,"Loc. Urlati, Oras Urlati",Prahova,recrutare.im@pg.com,anofm_jobs_20260313_160855_20260314_6a442ca2,true,0344 229 200,
SAFIR SRL,822044,1012,Industria alimentara,546,320677266,Municipiul Vaslui,Vaslui,tudorache878@yahoo.com,master_companies,true,+40235361562,www.safir.ro
ARCELORMITTAL HUNEDOARA SA,2126855,2410,Industria metalurgica,545,511583777,Municipiul Hunedoara,Hunedoara,,,,+40254711648,
ECOLOR SRL,15298771,3109,Mobila,545,431231899,"Sat Juc-Herghelie, Comuna Jucu",Cluj,,,,+40372660605,
S.C. PUREM ORADEA S.R.L,35351080,2932,Autovehicule,543,2144202877,Municipiul Oradea,Bihor,renata.cozma@purem.com,master_companies,true,+40799948802,
STEINEL ELECTRONIC SRL,25619860,2611,Calculatoare si electronice,540,395080985,Municipiul Curtea de Arges,Arges,info@steinel.md,master_companies,true,+40248507500,
BARRIER S.R.L.,32169190,2223,Cauciuc si mase plastice,539,193300528,Municipiul Bacau,Bacau,,,,,
NIDEC ORADEA SRL,30997641,2825,Masini si echipamente,535,168750386,Municipiul Oradea,Bihor,cariere.oradea@mail.nidec.com,master_companies,true,+40374814000,
ADA FABRICA DE MOBILA SRL,16957137,3109,Mobila,534,178681089,Municipiul Salonta,Bihor,,,,,
ODU ROMANIA MANUFACTURING SRL,18337190,2733,Echipamente electrice,532,345918295,Municipiul Sibiu,Sibiu,,,,,
ROMAERO SA,1576401,3030,3030,532,54995755,Bucuresti Sectorul 1,Bucuresti,office@romaero.com,master_companies,true,+40215994011,
PLASTOR SA,54744,2229,Cauciuc si mase plastice,531,161645779,Municipiul Oradea,Bihor,resurse.umane@plastor.ro,master_companies,true,+40259207101,
OPTIBELT POWER TRANSMISSION SRL,19210011,2219,Cauciuc si mase plastice,530,352529577,Municipiul Sibiu,Sibiu,d.nacu@optibelt.com,master_companies,true,+40362418991,
EURO AUTO PLASTIC SYSTEMS SRL,14829190,2932,Autovehicule,529,643757145,Oras Mioveni,Arges,,,,+40248343084,
OPTIMEDIA SRL,6576828,2223,Cauciuc si mase plastice,528,331274079,Municipiul Oradea,Bihor,,,,+40259442821,
SWOBODA SIBIU S.R.L.,16590145,2932,Autovehicule,527,311751953,"Loc. Cisnadie, Oras Cisnadie",Sibiu,hrswobodasibiu@swoboda.com,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40269206170,
AMER SPORTS RO S.R.L.,42090971,3230,Alte activitati industriale,527,239012324,Municipiul Orastie,Hunedoara,cristina.canda@amersports.com,master_companies,true,+40791013570,
RONDOCARTON SRL,10208549,1721,Hartie,526,648266614,Comuna Apahida,Cluj,georgiana.petrut@rondo-ganahl.com,anofm_jobs_20260220_153333_20260314_549f40d5,true,+40264207605,
LA LORRAINE SRL,24232806,1071,Industria alimentara,525,495983645,Bucuresti Sectorul 1,Bucuresti,an.sturza@llbg.com,master_companies,true,+40723516412,
RAFFAELLO SHOES FACTORY SRL,26268253,1520,Pielarie,523,247246878,Bucuresti Sectorul 4,Bucuresti,raffaello.shoes@yahoo.com,master_companies,true,+40722308636,
KABLUTRONIK S.R.L.,19378539,2790,Echipamente electrice,522,175004517,"Sat Ulmi, Comuna Ulmi",Dambovita,personel@kablutronik.ro,master_companies,true,+40723184824,
DOMIDENE COM SRL,1310662,1011,Industria alimentara,522,196547786,"Sat Starchiojd, Comuna Starchiojd",Prahova,,,,+40722190295,
IPEC SA,6698299,2341,Alte produse minerale nemetalice,521,135762366,Municipiul Alba Iulia,Alba,,,,+40258814491,
ETI EUROPEAN FOOD INDUSTRIES S.A.,32187285,1072,Industria alimentara,516,294639349,"Sat Ghercesti, Comuna Ghercesti",Dolj,valentina.tomita@etietieti.com,companies,true,+40722982296,
SC TROTUSTEX SRL,24498175,1412,Confectii,515,50908021,"Sat Targu Trotus, Comuna Targu Trotus",Bacau,alina.sascau@trotustex.com,master_companies,true,+40726931645,
LEGERO SHOES ROMANIA SRL,13262178,1520,Pielarie,512,232309029,"Loc. Valea lui Mihai, Oras Valea lui Mihai",Bihor,,,,+40259406000,
DR. OETKER RO SRL,4227295,1089,Industria alimentara,508,480700727,Municipiul Curtea de Arges,Arges,,,,+40723215806,
DELTA INVEST SRL,6834374,2229,Cauciuc si mase plastice,506,271680291,Oras Mioveni,Arges,,,,+40248260609,
KRONOSPAN TIMBER SEBES S.R.L.,45417718,1610,Lemn,506,722254487,Municipiul Sebes,Alba,raluca.gota@ziegler.global,master_companies,true,,
SOFTRONIC SRL,11492278,3020,3020,506,206132122,Municipiul Craiova,Dolj,,,,,
MILBRO TEXTILE SRL,15479425,1413,Confectii,503,100050890,"Loc. Pantelimon, Oras Pantelimon",Ilfov,hr@milbro.ro,romania_food_distribution_contacts_20260314_97f4a0d3,true,+40723812002,
SYMMETRICA SRL,6552535,2361,Alte produse minerale nemetalice,499,316866171,"Sat Veresti, Comuna Veresti",Suceava,office@symmetrica.ro,inferred,false,+40230522619,www.symmetrica.ro
TIP TOP FOOD INDUSTRY SRL,3900317,1072,Industria alimentara,498,244866856,Bucuresti Sectorul 6,Bucuresti,office@tiptop.ro,master_companies,true,+40213011550,
SORTILEMN SA,199745,3109,Mobila,496,149716178,Municipiul Gherla,Cluj,ludde.sortilemn@codec.ro,master_companies,true,+40264241717,
RIFIL SA,2050285,1310,Textile,495,233357013,"Sat Savinesti, Comuna Savinesti",Neamt,office@rifil.com,inferred,false,+40233281994,www.rifil.com
VELTA PROD SRL,30518668,1107,Bauturi,494,274149090,Municipiul Oradea,Bihor,,,,+40724231464,
PRINTMASTERS SRL,23013450,1812,Tipar,493,79880510,"Sat Cicarlau, Comuna Cicarlau",Maramures,,,,+40262349179,
ESSEGI TEX SRL,11144672,1413,Confectii,492,73097337,"Loc. Deta, Oras Deta",Timis,a.sarbu@essegitex.ro,master_companies,true,+40256390711,
PHOENIXY SRL,1349786,1072,Industria alimentara,491,222568764,"Loc. Baicoi, Oras Baicoi",Prahova,office@phoenixaparthotel.ro,master_companies,true,+40744644473,
ARTERIMPEX SRL,6832896,1011,Industria alimentara,490,167540452,Municipiul Gheorgheni,Harghita,,,,+40728276666,
EXPUR SA,2091480,1041,Industria alimentara,488,1801346907,Municipiul Slobozia,Ialomita,recrutare@expur.ro,master_companies,true,+40243213650,
NICPREM IMPEX SRL,6024769,2229,Cauciuc si mase plastice,487,94590902,Bucuresti Sectorul 3,Bucuresti,,,,+40752952211,
FOMMA EURO CASTING SRL,17045325,2453,Industria metalurgica,487,225707146,Municipiul Brasov,Brasov,,,,+40730021548,
I.A.M.U. SA,1766830,2841,Masini si echipamente,485,94469651,Municipiul Blaj,Alba,office@iamu.ro,master_companies,true,+40258711907,
ELECTROPUTERE VFU PASCANI S.A.,1996928,3020,3020,485,129532175,Municipiul Pascani,Iasi,office@electroputerevfu.ro,master_companies,true,+40232718300,
MOARA CIBIN SA,785205,1061,Industria alimentara,483,242205987,Municipiul Sibiu,Sibiu,olivia.geamanu@boromir.ro,master_companies,true,+40269229651,
CONFECTII BIRLAD SA,2808208,1414,Confectii,481,44797525,Municipiul Barlad,Vaslui,resurse.umane@confectiibarlad.ro,master_companies,true,+40730808847,
ALPIN 57 LUX S.R.L.,5900631,1052,Industria alimentara,481,153438554,Municipiul Sebes,Alba,,,,+40258806124,
DBI GLOBAL SUPPLY CHAIN ROMANIA S.R.L.,12425340,1414,Confectii,476,211666487,Municipiul Zalau,Salaj,,,,,
DUCTIL SA,1154610,2593,Constructii metalice,476,498960583,Municipiul Buzau,Buzau,,,,+40745121264,
COOPER INDUSTRIES ROMANIA SRL,26322417,2790,Echipamente electrice,476,560009268,Municipiul Arad,Arad,,,,,
HS TIMBER PRODUCTIONS RECI S.R.L.,35369656,1610,Lemn,476,877560342,"Sat Reci, Comuna Reci",Covasna,,,,,
COATS ROMANIA SRL,15075613,1330,Textile,476,226981115,Municipiul Odorheiu Secuiesc,Harghita,,,,,
CIKAUTXO RO RUBBER & PLASTIC SRL,29595845,2219,Cauciuc si mase plastice,474,229846415,Municipiul Campia Turzii,Cluj,,,,+40264704646,
INTERSNACK ROMANIA SRL,10334547,1031,Industria alimentara,473,727035922,Bucuresti Sectorul 3,Bucuresti,,,,+40372734800,
HOCHLAND ROMANIA SRL,10666988,1051,Industria alimentara,473,934872422,Municipiul Sighisoara,Mures,office@hochland.ro,inferred,false,,www.hochland.ro
ABATORUL PERIS S.A.,40890617,1011,Industria alimentara,472,606383838,Oras Voluntari,Ilfov,,,,,
BARLINEK ROMANIA SA,5444241,1610,Lemn,472,236116901,Municipiul Onesti,Bacau,resurseumane@barlinek.ro,master_companies,true,+40372347300,www.barlinek.com
FABRICA DE LAPTE BRASOV S.A.,12342767,1051,Industria alimentara,469,891185255,"Loc. Baraolt, Oras Baraolt",Covasna,c.filip@hellenicdairies.com,master_companies,true,+40724500466,
PRESTMAR NAVAL SRL,32124953,3011,3011,469,103647305,Municipiul Constanta,Constanta,,,,+40723647669,
ARTEMOB INTERNATIONAL SRL,8102405,3109,Mobila,468,85790200,"Loc. Sovata, Oras Sovata",Mures,zskelemen@artemobinternational.com,master_companies,true,+40265570249,
HIPIC PROD IMPEX SRL,6760960,1512,Pielarie,468,82850305,Municipiul Sibiu,Sibiu,,,,+40269217202,
DESLEECLAMA SOLUTIONS SRL,28244668,1392,Textile,467,115512267,"Sat Racovita, Comuna Budesti",Valcea,daniela.tanasie@bekaertdeslee.com,master_companies,true,,
STERK PLAST SRL,13330736,2229,Cauciuc si mase plastice,467,159379291,Municipiul Medgidia,Constanta,office@sterkplast.ro,master_companies,true,+40241692148,www.sterkplast.ro
DOLY-COM DISTRIBUTIE SRL,34495770,1011,Industria alimentara,467,526311335,Municipiul Botosani,Botosani,office@dolycom.ro,master_companies,true,+40744503909,
COMPANIA NATIONALA ROMARM SA BUCURESTI FILIALA SOCIETATEA CARFIL S.A.,13945863,2540,Constructii metalice,467,214995250,Municipiul Brasov,Brasov,,,,+40268331347,
LIVINGJUMBO INDUSTRY SA,14419107,2222,Cauciuc si mase plastice,466,109272489,Municipiul Buzau,Buzau,,,,+40338101120,
ELEMASTER ELECTRONIC TECHNOLOGIES RO S.R.L.,13891895,2620,Calculatoare si electronice,466,239181800,Comuna Baiculesti,Arges,,,,+40248506200,
TASAR DESIGN SRL,18868230,1413,Confectii,464,29024671,"Sat Paulestii Noi, Comuna Paulesti",Prahova,jenigealap@oztasar.ro,master_companies,true,+40244306750,
LLOYD SHOES ROMANIA SRL,13398367,1520,Pielarie,462,152682837,"Loc. Valea lui Mihai, Oras Valea lui Mihai",Bihor,,,,+40259406000,
FERMA ZOOTEHNICA SRL,4949971,1013,Industria alimentara,459,261951312,Municipiul Baia Mare,Maramures,,,,+40262250926,
PADERTEG KABELTECHNIK S.R.L.,16666634,2732,Echipamente electrice,457,83360150,"Loc. Copsa Mica, Oras Copsa Mica",Sibiu,office@paderteg.ro,anofm_jobs_20260220_153333_20260314_549f40d5,true,0731375768,
SPORT MECHANICAL WORKSHOP SRL,36321001,3092,3092,454,154140306,Municipiul Timisoara,Timis,camelia.condea@laraccounting.ro,master_companies,true,+40740121714,
SEVERNAV SA,1606030,3011,3011,454,109079563,Municipiul Drobeta-Turnu Severin,Mehedinti,mirelabilavu@severnav.ro,master_companies,true,+40252317151,
DOBROGEA PANIFICATIE S.R.L.,46452837,1071,Industria alimentara,448,103789574,Municipiul Constanta,Constanta,neli.zamfiroiu@dobrogeagrup.ro,master_companies,true,,
INFOMED FLUIDS SRL,16674718,2120,Produse farmaceutice,447,327253187,Bucuresti Sectorul 3,Bucuresti,,,,+40213450222,
ALBALACT SA,1755369,1051,Industria alimentara,447,1347202891,"Sat Oiejdea, Comuna Galda de Jos",Alba,,,,,
GLOBAL LEATHER SUPPLIER SRL,32666334,2932,Autovehicule,445,139886913,"Sat Afumati, Comuna Afumati",Ilfov,,,,,
BIANCOSPINO SRL,11261435,1413,Confectii,445,75711059,***localitatea negasita***,Prahova,clarice.ciocodeica@biancospino.ro,master_companies,true,+40244343884,
SW UMWELTTECHNIK ROMANIA SRL,14019933,2361,Alte produse minerale nemetalice,444,258704469,"Sat Izvoru, Comuna Vanatorii Mici",Giurgiu,,,,+40246207053,
CLASS FURN ROMANIA SRL,11080820,3109,Mobila,444,173232226,"Sat Sabolciu, Comuna Sacadat",Bihor,diana.barsa@classfurn.ro,master_companies,true,+40259457050,
CONVENIENCE PROD SRL,16012192,1013,Industria alimentara,441,384164975,"Sat Tunari, Comuna Tunari",Ilfov,eugenia.enescu@convenience.ro,companies,true,+40751413075,https://www.topfirme.com/afacere/convenience-prod-s-r-l-/2eh2rdi2dw
C I A ABOLIV SRL,2872537,1013,Industria alimentara,441,263414119,Comuna Mihai Viteazu,Cluj,resurseumane@cia-aboliv.ro,master_companies,true,+40264287100,
SAINT-GOBAIN PRIME GLASS WORKING S.R.L.,13187360,2312,Alte produse minerale nemetalice,440,173671248,"Loc. Valenii de Munte, Oras Valenii de Munte",Prahova,,,,,
EBM - PAPST AUTOMOTIVE & DRIVES ROMANIA S.R.L.,38458677,2711,Echipamente electrice,440,344091455,Municipiul Oradea,Bihor,iolanda.beudean@ro.ebmpapst.com,master_companies,true,+40214024100,
CONFECTII INTEGRATE MOLDOVA SRL,16695397,1413,Confectii,439,38454655,Municipiul Iasi,Iasi,,,,,
AKWEL TIMISOARA ROMANIA S.R.L.,17411485,2932,Autovehicule,439,313371588,"Sat Ghiroda, Comuna Ghiroda",Timis,,,,+40256309555,
SFC SOLUTIONS CLIMATE ROMANIA S.R.L.,40135457,2932,Autovehicule,437,210612708,Municipiul Oradea,Bihor,,,,+40749096796,
NADENKA SRL,33624655,1071,Industria alimentara,437,83696398,"Sat Rausor, Comuna Mandra",Brasov,,,,+40268545745,
BONA AVIS SRL,15290646,1012,Industria alimentara,437,211556356,"Loc. Ianca, Oras Ianca",Braila,ghiulnur@bonaavis.ro,companies,true,,https://firmania.ro/ianca/bona-avis-srl-118485
GARDEN CENTER GRUP  SRL,15148952,13,,437,176575688,,,madalina.gont@e-g.ro,anofm_5_30pos_older_than_30_days_20260314_66bc9356,true,0754037717,
MECHROM INDUSTRY SRL,16917876,3092,3092,436,213907405,"Sat Argeselu, Comuna Maracineni",Arges,,,,+40720011936,
LOSAN ROMANIA SRL,11452974,1621,Lemn,436,147181320,Municipiul Brasov,Brasov,,,,+40268474665,
ALCONOR COMPANY SRL,12381480,1092,Industria alimentara,435,316199751,Municipiul Carei,Satu Mare,hr@alconor.ro,master_companies,true,+40261862503,
GENERAL AGRO COM SERVICE SRL,5288797,1013,Industria alimentara,432,234527375,"Sat Grajdana, Comuna Tisau",Buzau,,,,+40238725857,
CONTEC FOODS SRL,14041515,1039,Industria alimentara,432,200949419,"Sat Afumati, Comuna Afumati",Ilfov,carmen@contec.ro,master_companies,true,+40755222570,
KANDIA DULCE SA,401703,1082,Industria alimentara,431,258175977,Bucuresti Sectorul 5,Bucuresti,,,,+40213164580,
AGRII ROMANIA S.R.L.,1827872,2020,Substante chimice,430,1178655942,"Sat Ghiroda, Comuna Ghiroda",Timis,office@redoxim.ro,inferred,false,+40256201104,www.redoxim.ro
PRUTUL SA,1632862,1041,Industria alimentara,429,901910315,Municipiul Galati,Galati,paula.constantinescu@prutul.ro,companies,true,+40236460677,
TAPARO SA,17048267,3109,Mobila,427,174654895,"Sat Borcut, Oras Targu Lapus",Maramures,,,,+40262386337,
GDS MANUFACTURING SERVICES SA,16083118,2630,Calculatoare si electronice,425,83596847,"Loc. Curtici, Oras Curtici",Arad,,,,+40357420928,
TEXMO BLANK ROMANIA S.R.L.,17078810,2932,Autovehicule,424,64424438,Municipiul Timisoara,Timis,,,,+40723512927,
LABORATOARELE FARES BIO VITAL SRL,13271346,1083,Industria alimentara,423,104275722,Municipiul Orastie,Hunedoara,,,,,
ACELLUM SRL,9881192,1520,Pielarie,421,43931084,Municipiul Timisoara,Timis,,,,+40256240977,
LAROPHARM SRL,14099517,2120,Produse farmaceutice,420,162435405,"Loc. Bragadiru, Oras Bragadiru",Ilfov,office@laropharm.ro,master_companies,true,,
SOCERAM S.A.,346757,2332,Alte produse minerale nemetalice,417,241689284,Municipiul Campina,Prahova,,,,+40244375277,
ARVINMERITOR LVS SALONTA SRL,21615491,2932,Autovehicule,417,332148890,Bucuresti Sectorul 1,Bucuresti,,,,+40721855119,
"COMPANIA NATIONALA ""IMPRIMERIA NATIONALA"" SA",2779625,1812,Tipar,416,491830851,Bucuresti Sectorul 6,Bucuresti,,,,+40212231181,
TREI BRUTARI S.A.,23784748,1071,Industria alimentara,409,186879065,Municipiul Targoviste,Dambovita,cv.ro@grupobimbo.com,master_companies,true,+40245216008,
INCOM-VRANCO SA,5019225,1413,Confectii,409,37050662,Municipiul Focsani,Vrancea,secretariat@incom-vranco.ro,master_companies,true,+40237201200,
UZINA DE CONSTRUCTII MASINI HIDROENERGETICE S.R.L.,49594720,2811,Masini si echipamente,406,53284441,Municipiul Resita,Caras-Severin,dciati@ucmh.ro,master_companies,true,+40213032500,
SANEX SA,199028,2331,Alte produse minerale nemetalice,406,205451641,Municipiul Cluj-Napoca,Cluj,sandamacovei@yahoo.com,master_companies,true,,
CROCO SRL,6268054,1072,Industria alimentara,404,279512251,Municipiul Onesti,Bacau,claulaza1973@gmail.com,master_companies,true,+40234315017,
ELECTRO SISTEM SRL,8699886,2712,Echipamente electrice,403,179462252,Municipiul Baia Mare,Maramures,gratiellap@yahoo.com,master_companies,true,+40262213581,
TECNOSTAMP TRIULZI EAST EUROPE SRL,18986597,2229,Cauciuc si mase plastice,403,139815851,"Sat Hemeius, Comuna Hemeius",Bacau,hr@tectriu.com,master_companies,true,+40234516683,
IRSAP INDUSTRIE S.R.L.,12398300,2521,Constructii metalice,402,184266728,"Sat Fundatura, Comuna Iclod",Cluj,recrutare.ro@irsap.com,master_companies,true,+40264263400,
BAUELEMENTE SRL,19582996,2361,Alte produse minerale nemetalice,400,312290713,"Sat Aricestii Rahtivani, Comuna Aricestii Rahtivani",Prahova,,,,+40244406751,
