company,email,phone,source_table
AUTO SPEED LUXURY SRL,bilanzaudit@gmail.com,0733536602,anofm_jobs_20260309_091938_20260314_74c23d98
AUTOSPORT SRL,office@autosport-service.ro,0266/311500,anofm_jobs_20260313_083455_20260314_3eab569a
AUTO TOTAL PREST SRL,contact@silozurisecond.ro,0744977002,anofm_jobs_20260220_153333_20260314_549f40d5
AUTO VANGUARD INVEST S.R.L.,adymyc@gmail.com,0729911186,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AUTO VARIANT SRL,office@needhr.ro,0736781962,anofm_jobs_20260309_091938_20260314_74c23d98
AUTOVIVA SERVICE S.R.L.,autovivaservice@gmail.com,0764223366,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AUTOVUVI SRL,mad.contabil@gmail.com,0749/229771,anofm_jobs_20260220_153333_20260314_549f40d5
AUTOWORLD PREMIUM,hr@autoworld.ro,0264502613,anofm_jobs_20260220_153333_20260314_549f40d5
AUTOXPRESS SRL,monica.cristiana.ic@gmail.com,0728098399,anofm_jobs_20260220_153333_20260314_549f40d5
AVA - CENTRU DE CONSULTANTA S.R.L.,antonela_eci@yahoo.com,0725059210,anofm_jobs_20260220_153333_20260314_549f40d5
AVA TEHNIC OPTIC S.R.L.,robertav55@yahoo.com,0771621887,anofm_jobs_20260309_091938_20260314_74c23d98
AVCI FAST CONSTRUCT S.R.L.,avcifastconstruct@gmail.com,0732265366,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AVIS COFFEE SHOP S.R.L.,aviscoffeeshop@yahoo.com,0751494694,anofm_jobs_20260313_083455_20260314_3eab569a
AVUS IMPEX S.R.L.,baby_avus@yahoo.com,0745803050,anofm_jobs_20260220_153333_20260314_549f40d5
A W P IMPEX SRL,danielalenard@yahoo.com,0264242018,anofm_jobs_20260220_153333_20260314_549f40d5
AWT INDUSTRIAL PARK S.R.L.,cazacustelica2@gmail.com,0724016372,anofm_jobs_20260309_091938_20260314_74c23d98
AXA ENGINEERING CONSTRUCTION S.R.L.,larisa.cristea@desacons.eu,0213233050,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AXA NAILS&BEAUTY S.R.L.,bogdan_o3@yahoo.com,0752343151,anofm_jobs_20260220_153333_20260314_549f40d5
AX PERPETUUM IMPEX SRL,reghina.moldovan@perpetuum.ro,0264594700,anofm_jobs_20260220_153333_20260314_549f40d5
AYO SPEED AUTO SRL,account@ayospeed.ro,0775354738,anofm_jobs_20260220_153333_20260314_549f40d5
AYSAN IMPEX SRL,aysanimpex@gmail.com,0745511251,anofm_jobs_20260313_160855_20260314_6a442ca2
BACO PRODCOM SRL,ciocraluca2007@yahoo.com,0720934362,anofm_jobs_20260220_153333_20260314_549f40d5
BAILE GOVORA S.A.,govora@bailegovora.ro,0753305816,anofm_jobs_20260220_153333_20260314_549f40d5
BALCANIK PET FOOD PRODUCT S.R.L.,office@balcanikproduct.ro,0774426346,anofm_new_alte_20260314_0cf00e61
BALINESSE CENTER ONE S.R.L.,catagrgc@yahoo.com,0785615442,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BALI TASTE S.R.L.,tasteofbali22@gmail.com,0729681480,anofm_jobs_20260309_091938_20260314_74c23d98
BALKAN FOOD HOUSE S.R.L.,fibisan.robert@yahoo.com,0767208536,anofm_jobs_20260310_123444_20260314_a3ffee1a
BALNOTHE S.R.L.,veritahr1968@gmail.com,0745923097,anofm_new_turism_20260314_17f0d9ec
BALYANETTE S.R.L.,nitu_antoaneta@yahoo.com,0724577945,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BAMI IDEAL S.R.L.,bana_laura1@yahoo.com,0749086257,anofm_jobs_20260220_153333_20260314_549f40d5
BARDI AUTO SRL,hr@bardiauto.ro,0758061358,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BARNUTIU FOOD LINE S.R.L.,andor_barnutiu@yahoo.com,0746537368,anofm_jobs_20260311_083428_20260314_70886e3a
BASING ABCONS S.R.L.,scabcons@gmail.com,0753844680,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BASS BEST FOOD S.R.L.,diditelion2015@gmail.com,0760274488,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BAVASI PLAST GROUP S.R.L.,georgiana_petre91@yahoo.com,-,anofm_jobs_20260220_153333_20260314_549f40d5
BAVICAUTO SRL,bavicauto@yahoo.com,0745622061,anofm_jobs_20260220_153333_20260314_549f40d5
BBM OUTDOORS S.R.L.,ana-maria.popa@bbm-prod.com,0753137776,anofm_jobs_20260220_153333_20260314_549f40d5
BCNR STUDIO S.R.L.,buzila.crina@gmail.com,0751974008,anofm_jobs_20260310_123444_20260314_a3ffee1a
BC WELD PARTENER S.R.L.,office@bc-weld.com,0751879214,anofm_new_constructii_20260314_8477685f
BDS CURSA SOCIALĂ S.R.L.,antoniodumitrascu76@gmail.com,0771163868,anofm_jobs_20260220_153333_20260314_549f40d5
BEAUTYWOOD RO S.R.L.,balazs@beautywood.hu,0368803073,anofm_jobs_20260310_123444_20260314_a3ffee1a
BECI-CONSTRUCT S.R.L.,savamaria58@yahoo.com,0745326407,anofm_jobs_20260220_153333_20260314_549f40d5
BECIUL DOMNESC S.A.,daniela.ciliboiu@beciuldomnesc.ro,0237222100,anofm_jobs_20260309_091938_20260314_74c23d98
BECONPREST S.R.L.,geanina02jessica@gmail.com,0755234658,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BEEDENT CONCEPT S.R.L,beedentconcept@gmail.com,0749206242,anofm_new_alte_20260314_0cf00e61
BEIRUT FOOD S.R.L.,office@mazarestaurant.ro,0731249697,anofm_jobs_20260220_153333_20260314_549f40d5
BEJELORYMIH S.R.L.,bejenarumihai17@yahoo.com,0752439707,anofm_jobs_20260220_153333_20260314_549f40d5
BELGRAVIA CONSULTING S.R.L.,office@belgravia.ro,0723574228,anofm_new_alte_20260314_0cf00e61
BELLABERG IMPEX SRL,pap.zoli.csaba@gmail.com,0745618872,anofm_jobs_20260309_091938_20260314_74c23d98
BELLA ECO WASH S.R.L.,office.bellaecowash@gmail.com,0759577054,anofm_jobs_20260220_153333_20260314_549f40d5
BELLAUTO DIACRIS S.R.L.,olteanucristian03@gmail.com,0759079049,anofm_jobs_20260220_153333_20260314_549f40d5
BENNING POWER ELECTRONICS ROM SCS,l.pojoca@benning.ro,0756141351,anofm_jobs_20260309_091938_20260314_74c23d98
BEST DIGGERS S.R.L.,jgheaburi@yahoo.com,0768143133,anofm_jobs_20260309_091938_20260314_74c23d98
BEST FRESH SOLUTION S.R.L.,office@b-f-s.ro,0768991992,anofm_jobs_20260220_153333_20260314_549f40d5
BEST IOANA HIDEAWAY S.R.L.,imalita659@gmail.com,0770847401,anofm_jobs_20260309_091938_20260314_74c23d98
BEST LUMBER S.R.L.,arhivare@lifestorage.ro,0744526028,anofm_jobs_20260220_153333_20260314_549f40d5
BEST REBRI CONSTRUCT S.R.L.,cosmin.bodiu1980@gmail.com,0745187200,anofm_jobs_20260220_153333_20260314_549f40d5
BETANIA IMPEX SRL,betaniaechipament@gmail.com,0726348452,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BETRATEX STYLE S.R.L.,octavian@betratex.ro,0723098973,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BEYOND REAL STRUCTURES S.R.L.,alexandrunagyok@gmail.com,0742019970,anofm_jobs_20260309_091938_20260314_74c23d98
BEYOU BEAUTY SALON S.R.L,beyou_b@yahoo.com,0764393546,anofm_jobs_20260220_153333_20260314_549f40d5
BFT AUTOLOGISTIC CAR SRL,bftautologistic@gmail.com,0755058770,anofm_jobs_20260309_091938_20260314_74c23d98
BGB INSTAL S.R.L.,bogdaninstal@yahoo.com,0744405599,anofm_jobs_20260309_091938_20260314_74c23d98
BIA GOLD HOTELS SRL,contabilitate.premier.bt@gmail.com,0743809790,anofm_jobs_20260220_153333_20260314_549f40d5
BIG CONF PRODUCTION S.R.L.,bigconf@bigconf.ro,0746261893,anofm_jobs_20260220_153333_20260314_549f40d5
BIJOUX CHARM S.R.L.,is_eurogold_shop@yahoo.com,0740526139,anofm_new_alte_20260314_0cf00e61
BIJU PLANET DISCOUNT S.R.L.,contabcont@yahoo.com,0733405353,anofm_jobs_20260220_153333_20260314_549f40d5
BILT GROUP CORP S.R.L.,office@biltgroup.ro,0749141421,anofm_new_alte_20260314_0cf00e61
BIOCASYFARM S.R.L.,jhon15051984@icloud.com,0737348657,anofm_new_alte_20260314_0cf00e61
BIOCOPT S.R.L.,elena.creang@yahoo.com,0751189079,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BIOMED CONSULT S.R.L.,andronienatalia14@gmail.com,0722455021,anofm_jobs_20260310_123444_20260314_a3ffee1a
BIO ROMSTIL S.R.L.,ginabutugan@yahoo.com,0742863338,anofm_jobs_20260309_091938_20260314_74c23d98
BIO - ZONE ANGUS S.R.L.,opercons@opercons.com,0736638352,anofm_new_alte_20260314_0cf00e61
BIROUL DE CREDITE RAPIDE PREMIUM CONSULTING S.R.L.,biroucrediterapide@gmail.com,0762704084,anofm_jobs_20260220_153333_20260314_549f40d5
BISAR LOGISTICS S.R.L.,monac@avocatmonac.ro,0763344055,anofm_jobs_20260220_153333_20260314_549f40d5
BISMARS FAMILY S.R.L. ,scurt.paul93@gmail.com,0755201660,anofm_jobs_20260220_153333_20260314_549f40d5
BITO SOLUTII LOGISTICE S.R.L.,finance.ro@bito.com,0360824303,anofm_new_alte_20260314_0cf00e61
BIZONUL NEGRU COMIMPEX SRL,cabanasecu@yahoo.com,0724566323,anofm_jobs_20260309_091938_20260314_74c23d98
BLACK AUTO SRL,black.auto@yahoo.com,0740331385,anofm_jobs_20260220_153333_20260314_549f40d5
BLACK GUARD SECURITY S.R.L.,copaciudanut@yahoo.com,0745432488,anofm_jobs_20260220_153333_20260314_549f40d5
BLACK SWAN EVENTS S.R.L.,contact@londoner.ro,0742530479,anofm_jobs_20260220_153333_20260314_549f40d5
BMF FAST DELIVERY S.R.L.,victor.bohus@acc-hr.com,0744342512,anofm_5_30pos_older_than_30_days_20260314_66bc9356
B+N INTEGRATED FACILITY SERVICES S.R.L.,carmen.tantau@bplusn.ro,+40 733111018,anofm_jobs_20260309_091938_20260314_74c23d98
BNK BROKERS S.R.L.,alexandra.chirita@bnkbrokers.ro,0721760066,anofm_new_alte_20260314_0cf00e61
BOARIU ACADEMY S.R.L.,boariumarius93@gmail.com,0748825666,anofm_new_alte_20260314_0cf00e61
BODIDANCONSTRUCT S.R.L.,danieldinulescu23@yahoo.com,0757311772,anofm_jobs_20260309_091938_20260314_74c23d98
BOG AUTO SERVICE SRL,latiubogdan71@gmail.com,0764220451,anofm_new_alte_20260314_0cf00e61
BOGLAURA TRANSPORT S.R.L.,vegas.trans@yahoo.com,0742903860,anofm_jobs_20260220_153333_20260314_549f40d5
BOGSIMO NOVA S.R.L.,edina.bogsim@gmail.com,0762177344,anofm_jobs_20260309_091938_20260314_74c23d98
BORDAROIMPEX S.R.L.,bordeanu_ovidiu@yahoo.ro,0764565322,anofm_jobs_20260220_153333_20260314_549f40d5
BOSCO CLASIC GOLD S.R.L.,andreea.bostan@gmail.com,0751193979,anofm_jobs_20260313_083455_20260314_3eab569a
BOUNCE SMARTPLAY S.R.L.,mihaela.vriscu@yahoo.com,0727102100,anofm_jobs_20260220_153333_20260314_549f40d5
BRAM GROUP INVEST S.R.L.,familyzalau@yahoo.ro,0786183099,anofm_jobs_20260220_153333_20260314_549f40d5
BRANADI IMPEX SRL,adrianbarbu806@yahoo.com,0767168459,anofm_jobs_20260313_083455_20260314_3eab569a
BRANDPAPER COMPANY S.R.L.,flavia.moldovan@brandpaper.ro,0721154315,anofm_jobs_20260220_153333_20260314_549f40d5
BRAVI AUTISTI S.R.L.,info@braviautisti.com,0743222505,anofm_jobs_20260220_153333_20260314_549f40d5
BREADY PRODUCTION S.R.L.,grupfirmek@gmail.com,0732636090,anofm_jobs_20260221_053917_20260314_75f5faf0
BRIATTILA CONSTRUCT S.R.L.,bringyeattila1977@gmail.com,0741372434,anofm_jobs_20260313_083455_20260314_3eab569a
BRILLIANCE PRODCOM IMPEX SRL,adicjro@yahoo.com,0742133317,anofm_jobs_20260220_153333_20260314_549f40d5
BRIMARC S.R.L.,brimarc2003@yahoo.ro,0726729020,anofm_new_alte_20260314_0cf00e61
BRIMAR SERV S.R.L.,horatiuflorian.marin@gmail.com,0721127914,anofm_new_alte_20260314_0cf00e61
BRIOIS COM S.R.L.,palopgroup@gmail.com,0734757063,anofm_jobs_20260220_153333_20260314_549f40d5
BRIOTHERMXPS S.R.L.,adriana.tanase@brioxps.ro,0745643438,anofm_jobs_20260309_091938_20260314_74c23d98
BRITEON ROMANIA S.R.L.,ovidiu.isac@briteon.ro,0743222542,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BRIZZ SERGINIO S.R.L.,brizzserginio@gmail.com,0764307707,anofm_jobs_20260313_083455_20260314_3eab569a
BRJ GLASS DESIGN S.R.L.,rm.logistic.office@gmail.com,0731294072,anofm_jobs_20260220_153333_20260314_549f40d5
BROADRIDGE TRADING AND CONNECTIVITY SOLUTIONS S.R.L.,loredana.gheti@broadridge.com,0786817839,anofm_jobs_20260220_153333_20260314_549f40d5
BROS CAFE TRADE S.R.L.,hr@biutiful.ro,0751011115,anofm_jobs_20260220_153333_20260314_549f40d5
BROSPAN S.R.L.,radudumitras@gmail.com,0740980579,anofm_jobs_20260220_153333_20260314_549f40d5
BROTFORM S.R.L.,brotformbrot@gmail.com,0741597035,anofm_jobs_20260311_083428_20260314_70886e3a
BROTHER'S SASU S.R.L.,mihaela74sasu@yahoo.com,0762337528,anofm_new_alte_20260314_0cf00e61
BRT AUTOSERV SRL,brt_ovidiu@yahoo.com,-,anofm_jobs_20260220_153333_20260314_549f40d5
BRUTARIA AUTENTIC S.R.L.,brutariaautentic@gmail.com,0724580525,anofm_new_productie_20260314_40b9f91f
BRUTĂRIA DE LA DRUM S.R.L.,florentinapiele@yahoo.com,0733312270,anofm_jobs_20260309_123436_20260314_274578d5
BRUTARIE PATISERIE PREMIUM SRL,alban.maloku@gmail.com,0750628572,anofm_jobs_20260309_091938_20260314_74c23d98
BSH EQUESTRIAN CLUB S.R.L.,victoria.ardeleanu@yahoo.com,0746245344,anofm_jobs_20260220_153333_20260314_549f40d5
BUCEGI MOUNTAIN SERV S.R.L.,marin.ghe@gmail.com,0756124848,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BUCHAREST DOWN TOWN HOTEL,baiculuioffice@gmail.com,0744327134,anofm_jobs_20260220_153333_20260314_549f40d5
BUCOVINA DARIUS CONSTRUCT S.R.L.,bucovinadorna@yahoo.com,0748206992,anofm_new_constructii_20260314_8477685f
BUGA TEAM ATS S.R.L.,bugateamats@gmail.com,0720607968,anofm_jobs_20260220_153333_20260314_549f40d5
BUILDEX CONSTRUCTIONS S.R.L.,almajanu_catalina@yahoo.com,0720554495,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BUILDING 4 YOU S.R.L.,buildingyou42@gmail.com,0733748481,anofm_new_constructii_20260314_8477685f
BUILDING LOGISTICS S.R.L.,building.logistics@yahoo.com,0753709906,anofm_jobs_20260309_123436_20260314_274578d5
BULL FITNESS S.R.L.,bullfitnes.sj@gmail.com,0757070413,anofm_jobs_20260309_091938_20260314_74c23d98
BULZAN SERVICE S.R.L.,florin_bulzan_83@yahoo.com,0762679083,anofm_jobs_20260309_091938_20260314_74c23d98
BURGO FOOD S.R.L.,ionutsandu2009@yahoo.com,0720427927,anofm_new_alte_20260314_0cf00e61
BUSUIOC COSMINBOGDAN PERSOANĂ FIZICĂ AUTORIZATĂ,bodu.events@yahoo.com,0740718321,anofm_jobs_20260220_153333_20260314_549f40d5
BUSY PEOPLE S.R.L.,klaudiu.nedelcu@gmail.com,0740202474,anofm_new_alte_20260314_0cf00e61
BYM AUTO LOGISTICS SRL,bymautologistics@gmail.com,0761657727,anofm_jobs_20260313_083455_20260314_3eab569a
BY ONYX S.R.L.,irinuca26@gmail.com,0741543024,anofm_new_alte_20260314_0cf00e61
CABIVET S.R.L.,cabivet@yahoo.com,0736140357,anofm_jobs_20260220_153333_20260314_549f40d5
CAFE BAR IVONA S.R.L.,todoranionela24@gmail.com,740807000,anofm_jobs_20260311_083428_20260314_70886e3a
CALINUT S.R.L.,popcalin@gmail.com,0740052784,anofm_new_curierat_20260314_17b33dec
CALIP ROMANIA S.R.L.,d.sarac@calip-romania.ro,0749593814,anofm_jobs_20260220_153333_20260314_549f40d5
CALYPSO SCHOOL S.R.L.,mihaelapopa75@yahoo.com,0762226427,anofm_new_service_auto_20260314_b4a2325b
CAMANASOF CONTA CONSULT S.R.L.,office@camansofconta.ro,0742084000,anofm_jobs_20260311_083428_20260314_70886e3a
CAMBRIO AUTO SRL,moldovandumitru2013@gmail.com,0747498984,anofm_jobs_20260309_091938_20260314_74c23d98
CAMELOT RESORT S.R.L.,amaticoradea@yahoo.com,0722364431,anofm_jobs_20260309_091938_20260314_74c23d98
CAPUCINI ELECTRIC SYSTEMS S.R.,capucini.popi@gmail.com,0755.153.756,anofm_jobs_20260309_091938_20260314_74c23d98
CARAMEL DIAMOND S.R.L.,laviniapetre75@gmail.com,0749922513,anofm_jobs_20260309_091938_20260314_74c23d98
CARBON ASSET MANAGEMENT S.R.L.,resurse.umane@antares-group.ro,0741741201,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CARFLOAUTO S.R.L.,carascarmen@yahoo.com,0040721203717,anofm_jobs_20260220_153333_20260314_549f40d5
CARNIPROD SRL,office.carniprod@scandia.ro,0240505100,anofm_jobs_20260220_153333_20260314_549f40d5
CASA AUTO LEŢCANI SRL,iuliana.furnica@testergrup.ro,0729292302,anofm_jobs_20260220_153333_20260314_549f40d5
CASA AUTO SRL,resurse.umane@testergrup.ro,0232/933,anofm_jobs_20260220_153333_20260314_549f40d5
CASA DARIUS PRODUCTIE SRL,officecasadarius@yahoo.com,0754426925,anofm_jobs_20260309_091938_20260314_74c23d98
CASA DEL GELATO S.R.L.,otcontab@yahoo.com,0744369719,anofm_jobs_20260309_091938_20260314_74c23d98
CASA LA CONSTANTA S.R.L.,gheibit83@yahoo.com,0766409277,anofm_new_alte_20260314_0cf00e61
CASA NOASTRA S.R.L.,hr@casanoastra.ro,0728286600,anofm_jobs_20260220_153333_20260314_549f40d5
CASA PIRATILOR AUTOSERVIRE S.R.L,gcasapiratilor@gmail.com,+40 746 486 636,anofm_new_transport_20260314_7ccb1137
CASA SHOP CONCEPT S.R.L.,roxanapop142@yahoo.ro,0748963128,anofm_new_paza_20260314_66d84bf5
CASA VLĂSCEANĂ S.R.L.,casa.vlasceana@yahoo.com,0786111112,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CASEROM TRANZACTII S.R.L.,caserom_european@yahoo.com,0755534910,anofm_new_alte_20260314_0cf00e61
C A SMART FOOD S.R.L.,cris2lav@yahoo.com,+40 721 678 888,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CASOLY BUILDER CONSTRUCT S.R.L.,contact@mana-cereasca.ro,0765320643,anofm_jobs_20260313_083455_20260314_3eab569a
CASUTE SOCIALE S.R.L.,casutesociale@gmail.com,0726434549,anofm_jobs_20260220_153333_20260314_549f40d5
CATERING AZAFRAN S.R.L.,mikaior@hotmail.com,0725438162,anofm_jobs_20260220_153333_20260314_549f40d5
CATFAR GRUP CONSTRUCT S.R.L.,catfargrupconstruct@gmail.com,0748302799,anofm_jobs_20260220_153333_20260314_549f40d5
CBRE GWS S.R.L.,elena.vlad@cbre.com,0213131020,anofm_jobs_20260220_153333_20260314_549f40d5
CBR SELECT AUTOCLASS SRL,financiar@cbrselect.ro,0799290007,anofm_jobs_20260220_153333_20260314_549f40d5
CDV RENT ATV S.R.L,cvdrentatv@gmail.com,0744627922,anofm_jobs_20260220_153333_20260314_549f40d5
CENTRU DE DIAGNOSTIC IMAGISTIC RADIOMEDIC S.R.L.,ungureanu.elizabet@cont-exp.ro,0744479693,anofm_jobs_20260220_153333_20260314_549f40d5
CENTRUL DE DIAGNOSTIC SI TRATAMENT PROVITA S.A.,hr@nord.ro,40764529870,anofm_jobs_20260309_091938_20260314_74c23d98
CENTRUL DE DIAGNOSTIC SI TRATAMENT SULINA S.R.L.,armeanu@gmail.com,0764407068,anofm_new_alte_20260314_0cf00e61
CENTRUL DE EXPERTIZARE S.R.L.,anamaria.avram05@gmail.com,0742218105,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CENTRUL DE FORAJE PENTRU INFRASTRUCTURĂ S.A.,office@trenchlessworks.ro,0726767449,anofm_jobs_20260220_153333_20260314_549f40d5
CENTRUL DE TESTĂRI NEDISTRUCTIVE S.R.L.,prodanonut@gmail.com,0746032450,anofm_jobs_20260220_153333_20260314_549f40d5
CENTRUL MEDICAL ADAM S.R.L,georgetamihai51@gmail.com,0729103955,anofm_jobs_20260309_091938_20260314_74c23d98
CENTRUL MEDICAL TOTALCLINIC S.R.L.,totalclinicbarlad@yahoo.com,769003279,anofm_new_alte_20260314_0cf00e61
CENTRUL NAȚIONAL DE ÎNVĂȚĂMÂNT TURISTIC S.A.,veronica.gavrilescu@cnit.ro,0213198792,anofm_jobs_20260310_123444_20260314_a3ffee1a
Ceramtrans S.R.L,cosminafilipescu12@yahoo.com,0766926382,anofm_jobs_20260220_153333_20260314_549f40d5
CERT ELECTRO DESIGN SRL,alin@sescompany.ro,0752184133,anofm_new_alte_20260314_0cf00e61
CGB DELIVERY S.R.L.,stefan.armeanu1104@gmail.com,0738762033,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CG NEW VISIONS S.R.L.,mihaela.antonica@leading-recruitment.com,0720369364,anofm_new_alte_20260314_0cf00e61
CHG AUTO EXPERT S.R.L.,gabita361@yahoo.com,0748898998,anofm_new_service_auto_20260314_b4a2325b
CHINGI EXPERT S.R.L.,contabilitate@chingi-expert.ro,0749090725,anofm_new_confectii_20260314_8da893a3
CHOCOLOCO ICECREAM S.R.L.,stoian.monika@gmail.com,0765 523 296,anofm_jobs_20260311_083428_20260314_70886e3a
CHORUS RESEARCH ENGINEERING DISTRIBUTION S.R.L.,office@chorus.ro,0336.401.262,anofm_jobs_20260220_153333_20260314_549f40d5
CIB & EVENIMENTE PRODUCTION S.R.L.,eurowork.consult@outlook.com,0727957620,anofm_jobs_20260309_091938_20260314_74c23d98
CINAR NORD DISTRIBUTION S.R.L.,office@cinarnord.ro,+40758775636,anofm_jobs_20260220_153333_20260314_549f40d5
CINE-CITTA RISTORANTE S.R.L.,test@test.ro,000000000,anofm_jobs_20260220_153333_20260314_549f40d5
CIRASICO S.R.L.,hr@cirasico.ro,0770880381,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CITADEL EFORIE S.R.L.,alexandra@rki.ro,0741259508,anofm_jobs_20260313_083455_20260314_3eab569a
CIVITAS P.S.G. S.A.,resurseumane@civitasgroup.ro,0251306466,anofm_jobs_20260220_153333_20260314_549f40d5
CLASIC PROD MEX SRL,angajari@clasicmex.ro,0720333208,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CLASIMI DRUM CONSTRUCT S.R.L.,clasimi.construct@gmail.com,0751/706409,anofm_jobs_20260311_083428_20260314_70886e3a
CLASS BETON AGREGATE S.R.L.,elena_jipa2007@yahoo.com,0723946358,anofm_jobs_20260310_123444_20260314_a3ffee1a
CLASSTEM NEGOIU S.R.L.,classtemnegoiu@yahoo.com,0753119999,anofm_jobs_20260220_153333_20260314_549f40d5
CLAUBIS PROD COM IMPEX SRL,claubisoffice@yahoo.com,0265511616,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CLAUDIU TEXTILE SRL,mindroiuanicuta@gmail.com,0724589377,anofm_new_confectii_20260314_8da893a3
CLEAN CAR ZONE S.R.L.,alexpralea95@gmail.com,0725148492,anofm_new_alte_20260314_0cf00e61
CLEANCOV SOL S.R.L.,cleancov@yahoo.com,0765362067,anofm_new_alte_20260314_0cf00e61
CLEANOS ECM SERVICES S.R.L.,sales@dimaracademy.ro,0749099919,anofm_new_alte_20260314_0cf00e61
CLEVERPROJECT S.R.L.,office.cleverproject@gmail.com,0748919277,anofm_jobs_20260309_091938_20260314_74c23d98
CLINICA DR. MALAMA S.R.L.,claumalama@yahoo.com,0040243234033,anofm_jobs_20260220_153333_20260314_549f40d5
CLINICA IDEALMED S.R.L.,contact@clinicaidealmed.ro,0740315219,anofm_jobs_20260220_153333_20260314_549f40d5
CLINICA NAAMAN S.R.L.,clinicanaaman@gmail.com,0747110022,anofm_jobs_20260220_153333_20260314_549f40d5
CLINICA ORL AS MEDICAL S.R.L.,nicoleta.spiridon@asmedical.ro,0740045036,anofm_jobs_20260220_153333_20260314_549f40d5
CLM CAR LOGISTIC S.R.L.,calamariosif@yahoo.com,0746082511,anofm_jobs_20260309_091938_20260314_74c23d98
CLOSURE SYSTEMS TECH S.R.L.,office_tech@closuresystems.ro,0749919699,anofm_jobs_20260220_153333_20260314_549f40d5
CLP ECOSERV S.R.L.,office@clpecoserv.ro,0764207528,anofm_new_transport_20260314_7ccb1137
C.M.A. INVESTMENT S.R.L.,contasist@gmail.com,0742500787,anofm_jobs_20260220_153333_20260314_549f40d5
C.M.M. CONSTRUCT IMPEX SRL,cmmconstruct@gmail.com,0749810605,anofm_jobs_20260309_091938_20260314_74c23d98
CMP AUTOMOTIVE ANTIVIBRATION ROMANIA S.R.L.,inga.nosatii@cmpautomotive.es,0732530901,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CMV DR. CLAUDIU VOICULEȚ S.R.L.,revisalsalarii@yahoo.com,0768929577,anofm_jobs_20260313_083455_20260314_3eab569a
CNC CONCEPT S.R.L.,office.scsconstruct@gmail.com,0748125939,anofm_jobs_20260311_083428_20260314_70886e3a
CNTEE TRANSELECTRICA SA - STT Bacau,iuliana.pal@transelectrica.ro,0234.207180,anofm_jobs_20260220_153333_20260314_549f40d5
C.N.T.E.E. TRANSELECTRICA SA - SUCURSALA TERITORIALA DE TRANSPORT SIBIU,daniela.chiuia@transelectrica.ro,0269207120,anofm_jobs_20260220_153333_20260314_549f40d5
CN TRANSELECTRICA-STT,violeta.vilcu@transelectrica.ro,0745347233,anofm_jobs_20260220_153333_20260314_549f40d5
COCO&CO SERVICE S.R.L.,tecarmariana@yahoo.com,0741033823,anofm_jobs_20260309_091938_20260314_74c23d98
CODUL FRUMUSETII S.R.L.,dianam.limbau@gmail.com,0728001878,anofm_new_alte_20260314_0cf00e61
COH CRYPTO S.R.L.,cohcrypto2024@gmail.com,0766888666,anofm_jobs_20260220_153333_20260314_549f40d5
