name,cui,caen,emp,turnover,email,phone,source_table
FOMMA EURO CASTING SRL,17045325,24,487,225707146,,,
GF CASTING SOLUTIONS S.R.L.,17045325,24,487,225707146,,,
FOMMA SRL,17045325,24,487,225707146,,,
NICPREM IMPEX SRL,6024769,22,487,94590902,,,
I.A.M.U. SA,1766830,28,485,94469651,office@iamu.ro,0258711907,anofm_jobs_20260220_153333_20260314_549f40d5
ELECTROPUTERE VFU PASCANI S.A.,1996928,30,485,129532175,,,
MOARA CIBIN SA,785205,10,483,242205987,olivia.geamanu@boromir.ro,0269229651,anofm_jobs_20260220_153333_20260314_549f40d5
CONFECTII BIRLAD SA,2808208,14,481,44797525,resurse.umane@confectiibarlad.ro,0235/415220,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ALPIN 57 LUX S.R.L.,5900631,10,481,153438554,,,
DBI GLOBAL SUPPLY CHAIN ROMANIA S.R.L.,12425340,14,476,211666487,,,
HANES GLOBAL SUPPLY CHAIN ROMANIA SRL,12425340,14,476,211666487,,,
HS TIMBER PRODUCTIONS RECI S.R.L.,35369656,16,476,877560342,,,
DUCTIL SA,1154610,25,476,498960583,,,
HS TIMBER PRODUCTIONS RECI S.R.L.,35369656,16,476,877560342,,,
COATS ROMANIA SRL,15075613,13,476,226981115,,,
COOPER INDUSTRIES ROMANIA SRL,26322417,27,476,560009268,,,
CIKAUTXO RO RUBBER & PLASTIC SRL,29595845,22,474,229846415,,,
HOCHLAND ROMANIA SRL,10666988,10,473,934872422,,,
INTERSNACK ROMANIA SRL,10334547,10,473,727035922,,,
ABATORUL PERIS S.A.,40890617,10,472,606383838,,,
BARLINEK ROMANIA SA,5444241,16,472,236116901,,,
FABRICA DE LAPTE BRASOV S.A.,12342767,10,469,891185255,,,
PRESTMAR NAVAL SRL,32124953,30,469,103647305,,,
HIPIC PROD IMPEX SRL,6760960,15,468,82850305,,,
ARTEMOB INTERNATIONAL SRL,8102405,31,468,85790200,zskelemen@artemobinternational.com,0731730130,anofm_jobs_20260220_153333_20260314_549f40d5
COMPANIA NATIONALA ROMARM SA BUCURESTI FILIALA SOCIETATEA CARFIL S.A.,13945863,25,467,214995250,,,
DESLEECLAMA SOLUTIONS SRL,28244668,13,467,115512267,daniela.tanasie@bekaertdeslee.com,0374639067,anofm_jobs_20260309_091938_20260314_74c23d98
DOLY-COM DISTRIBUTIE SRL,34495770,10,467,526311335,,,
STERK PLAST SRL,13330736,22,467,159379291,,,
LIVINGJUMBO INDUSTRY SA,14419107,22,466,109272489,,,
ELEMASTER ELECTRONIC TECHNOLOGIES RO S.R.L.,13891895,26,466,239181800,,,
AVICOLA FOCSANI SA,1437373,14,466,211209076,,,
TASAR DESIGN SRL,18868230,14,464,29024671,jenigealap@oztasar.ro,0244 306750,anofm_5_30pos_older_than_30_days_20260314_66bc9356
LLOYD SHOES ROMANIA SRL,13398367,15,462,152682837,,,
FERMA ZOOTEHNICA SRL,4949971,10,459,261951312,,,
PADERTEG KABELTECHNIK S.R.L.,16666634,27,457,83360150,office@paderteg.ro,0731375768,anofm_jobs_20260220_153333_20260314_549f40d5
SEVERNAV SA,1606030,30,454,109079563,mirelabilavu@severnav.ro,0252317151,anofm_5_30pos_older_than_30_days_20260314_66bc9356
SPORT MECHANICAL WORKSHOP SRL,36321001,30,454,154140306,camelia.condea@laraccounting.ro,0740121714,anofm_new_alte_20260314_0cf00e61
BOGLAR CHAMP SRL,14475123,11,448,149796063,,,
DOBROGEA PANIFICATIE S.R.L.,46452837,10,448,103789574,neli.zamfiroiu@dobrogeagrup.ro,0241/482219,anofm_5_30pos_older_than_30_days_20260314_66bc9356
INFOMED FLUIDS SRL,16674718,21,447,327253187,,,
ALBALACT SA,1755369,10,447,1347202891,,,
GLOBAL LEATHER SUPPLIER SRL,32666334,29,445,139886913,,,
GLOBAL LEATHER SUPPLIER SRL,32666334,29,445,139886913,,,
BIANCOSPINO SRL,11261435,14,445,75711059,clarice.ciocodeica@biancospino.ro,0244343884,anofm_jobs_20260220_153333_20260314_549f40d5
SW UMWELTTECHNIK ROMANIA SRL,14019933,23,444,258704469,,,
SW UMWELTTECHNIK ROMANIA SRL,14019933,23,444,258704469,,,
CLASS FURN ROMANIA SRL,11080820,31,444,173232226,,,
C I A ABOLIV SRL,2872537,10,441,263414119,resurseumane@cia-aboliv.ro,0264329406,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CONVENIENCE PROD SRL,16012192,10,441,384164975,eugenia.enescu@convenience.ro,0721413075,anofm_jobs_20260220_153333_20260314_549f40d5
SAINT-GOBAIN PRIME GLASS WORKING S.R.L.,13187360,23,440,173671248,,,
EBM - PAPST AUTOMOTIVE & DRIVES ROMANIA S.R.L.,38458677,27,440,344091455,iolanda.beudean@ro.ebmpapst.com,0214024100,anofm_jobs_20260220_153333_20260314_549f40d5
AKWEL TIMISOARA ROMANIA S.R.L.,17411485,29,439,313371588,,,
CONFECTII INTEGRATE MOLDOVA SRL,16695397,14,439,38454655,,,
GARDEN CENTER GRUP  SRL,15148952,13,437,176575688,madalina.gont@e-g.ro,0754037717,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BONA AVIS SRL,15290646,10,437,211556356,,,
GARDEN CENTER GRUP SRL,15148952,13,437,176575688,madalina.gont@e-g.ro,0754037717,anofm_5_30pos_older_than_30_days_20260314_66bc9356
NADENKA SRL,33624655,10,437,83696398,,,
SFC SOLUTIONS CLIMATE ROMANIA S.R.L.,40135457,29,437,210612708,,,
LOSAN ROMANIA SRL,11452974,16,436,147181320,,,
MECHROM INDUSTRY SRL,16917876,30,436,213907405,,,
ALCONOR COMPANY SRL,12381480,10,435,316199751,hr@alconor.ro,0261862503,anofm_jobs_20260220_153333_20260314_549f40d5
GENERAL AGRO COM SERVICE SRL,5288797,10,432,234527375,,,
CONTEC FOODS SRL,14041515,10,432,200949419,carmen@contec.ro,0755222570,anofm_jobs_20260220_153333_20260314_549f40d5
KANDIA DULCE SA,401703,10,431,258175977,,,
AGRII ROMANIA S.R.L.,1827872,20,430,1178655942,,,
PRUTUL SA,1632862,10,429,901910315,,,
TAPARO SA,17048267,31,427,174654895,,,
GDS MANUFACTURING SERVICES SA,16083118,26,425,83596847,,,
BRAVCOD S.R.L.,30078893,14,425,251118491,,,
GDS MANUFACTURING SERVICES SA,16083118,26,425,83596847,,,
TEXMO BLANK ROMANIA S.R.L.,17078810,29,424,64424438,,,
LABORATOARELE FARES BIO VITAL SRL,13271346,10,423,104275722,,,
ACELLUM SRL,9881192,15,421,43931084,,,
LAROPHARM SRL,14099517,21,420,162435405,office@laropharm.ro,4481020,anofm_5_30pos_older_than_30_days_20260314_66bc9356
TONELI HOLDING S.A.,15031021,14,418,291770350,,,
EURO-CASA PROD SRL,15031021,14,418,291770350,,,
TONELI HOLDING S.A.,15031021,14,418,291770350,,,
EURO-CASA PROD SRL,15031021,14,418,291770350,,,
SOCERAM SA,346757,23,417,241689284,,,
SOCERAM S.A.,346757,23,417,241689284,,,
GOLDE ORADEA S.R.L.,21615491,29,417,332148890,,,
ARVINMERITOR LVS SALONTA SRL,21615491,29,417,332148890,,,
IMPRIMERIA NATIONALA RA,2779625,18,416,491830851,,,
COMPANIA NATIONALA "IMPRIMERIA NATIONALA" SA,2779625,18,416,491830851,,,
AVICOLA SLOBOZIA SA,2073092,14,415,115167427,,,
TREI BRUTARI S.A.,23784748,10,409,186879065,cv.ro@grupobimbo.com,0245216008,anofm_jobs_20260220_153333_20260314_549f40d5
INCOM-VRANCO SA,5019225,14,409,37050662,,,
SANEX SA,199028,23,406,205451641,,,
UZINA DE CONSTRUCTII MASINI HIDROENERGETICE S.R.L.,49594720,28,406,53284441,,,
CROCO SRL,6268054,10,404,279512251,,,
TECNOSTAMP TRIULZI EAST EUROPE SRL,18986597,22,403,139815851,hr@tectriu.com,0744.392024,anofm_jobs_20260220_153333_20260314_549f40d5
ELECTRO SISTEM SRL,8699886,27,403,179462252,,,
IRSAP INDUSTRIE S.R.L.,12398300,25,402,184266728,,,
TELCO - PE SRL,6555078,26,400,43591930,,,
BAUELEMENTE SRL,19582996,23,400,312290713,,,
ORKLA FOODS ROMANIA SA,14624799,10,399,376185790,,,
DUCATI ENERGIA ROMANIA SA,14820787,27,399,424418326,,,
ORKLA FOODS ROMANIA SA,14624799,10,399,376185790,,,
IFM EFECTOR SRL,34715697,26,396,252607737,ioana.ilies@ifm.com,0269702131,anofm_jobs_20260221_053917_20260314_75f5faf0
MALINA LUX SRL,15582454,10,395,189118599,,,
RAMIRA SA,2206261,28,395,121280747,,,
MIELE TEHNICA SRL,22915470,26,394,466135964,,,
MIELE TEHNICA SRL,22915470,26,394,466135964,,,
RHINO WORK S.R.L.,18360762,15,393,114824222,resurseumane@rhinowork.ro,0234576000,anofm_jobs_20260220_153333_20260314_549f40d5
PANDUIT EUROPEAN SOLUTIONS SRL,24834097,26,391,225010637,recrutare@panduit.com,0723315246,anofm_jobs_20260220_153333_20260314_549f40d5
ELECTROTEL SA,1384430,27,389,73631233,office@electrotel.ro,0247306200,anofm_5_30pos_older_than_30_days_20260314_66bc9356
INFOPRESS GROUP SA,526170,18,389,167316342,matyaskatalin@infopressgroup.com,0266/218064,anofm_jobs_20260220_153333_20260314_549f40d5
ASTRA VAGOANE CALATORI SA,10966616,30,387,425126905,andrei.hulka@avcactive.com,0257233651,anofm_jobs_20260220_153333_20260314_549f40d5
FRITZMEIER ENGINEERING SRL,14811355,29,387,213834736,,,
AGIL SRL,2487817,10,386,123893615,personal.agil@gmail.com,0256248035,anofm_jobs_20260309_091938_20260314_74c23d98
ASSA ABLOY OPENING SOLUTIONS ROMANIA S.R.L.,10473502,25,386,189951654,,,
COFICAB EASTERN EUROPE SRL,16876750,27,386,1156671192,,,
COFICAB EASTERN EUROPE SRL,16876750,27,386,1156671192,,,
GUALA PACK NADAB SRL,27810947,22,385,298320860,,,
HAMILTON CENTRAL EUROPE SRL,30841501,32,385,261925720,,,
SEFAR SRL,18019910,13,385,231634193,alexandra.prozan@sefar.com,0265/772700 si 0736615347,anofm_jobs_20260220_153333_20260314_549f40d5
IRUM SA,1235170,28,384,112111395,hr@irum.ro,0265/512639,anofm_jobs_20260220_153333_20260314_549f40d5
TRANSEURO SRL,1753287,10,383,155011364,resurseumane@transeurogrup.ro,0258844022,anofm_5_30pos_older_than_30_days_20260314_66bc9356
PIROUX INDUSTRIE ROMANIA SRL,13632084,25,383,174193571,,,
DANONE - PRODUCTIE SI DISTRIBUTIE DE PRODUSE ALIMENTARE SRL,8961927,10,378,1135987237,,,
I.T.S. PRODUCTION SRL,18242562,14,378,55525793,,,
VALROM INDUSTRIE SRL,8529679,22,378,385553911,office@valrom.ro,0735900882,anofm_jobs_20260220_153333_20260314_549f40d5
BRIKSTON CONSTRUCTION SOLUTIONS S.A.,1989343,23,378,285077003,,,
VIMETCO EXTRUSION SRL,15436904,24,376,583761229,,,
E-CABLAJE S.A.,16344396,29,376,87665653,,,
EVEREL ROMANIA SRL,10228872,26,374,156819246,,,
SOCIETATEA TOHAN S.A. FILIALA A COMPANIEI NATIONALE ROMARM  S.A.,13652413,25,373,77125687,,,
DEXION STORAGE SOLUTIONS SRL,17049238,25,372,207600833,hr@dexion.ro,0372 683 414,anofm_jobs_20260220_153333_20260314_549f40d5
DELFINGEN RO-SATU MARE S.A.,17118265,22,372,162816071,,,
BMT AEROSPACE ROMANIA SRL,22397069,28,371,132604155,,,
ELMET INTERNATIONAL SRL,10840889,25,370,599686236,office@elmet.ro,0234/580092,anofm_jobs_20260220_153333_20260314_549f40d5
RAITAR SRL,774583,10,370,183560334,,,
DUQUEINE COMPOSITES SRL,18087760,22,369,135309968,,,
DUQUEINE COMPOSITES SRL,18087760,22,369,135309968,,,
IMPERIAL SA,1387470,14,369,58802287,,,
PROINVEST GROUP SRL,13417272,24,369,214018766,office@proinvestgroup.ro,0232/760050,anofm_5_30pos_older_than_30_days_20260314_66bc9356
HOLMBERGS SAFETY SYSTEM S.R.L.,21495905,13,368,34166378,,,
DELTA ALUMINIU SRL,15157845,24,367,223480516,office@delta-al.ro,0249/410331,anofm_jobs_20260220_153333_20260314_549f40d5
DELTA ALUMINIU SRL,15157845,24,367,223480516,office@delta-al.ro,0249/410331,anofm_jobs_20260220_153333_20260314_549f40d5
DELTA ALUMINIU SRL,15157845,24,367,223480516,office@delta-al.ro,0249/410331,anofm_jobs_20260220_153333_20260314_549f40d5
SERGIANA PRODIMPEX SRL,6981790,10,367,124350309,nicoleta.popa@sergiana.ro,0733008631,anofm_jobs_20260220_153333_20260314_549f40d5
ELMAS SRL,1115033,28,367,231901119,,,
METABET C.F. S.A.,128507,25,367,124214534,mariana.ionescu@metabet.ro,0248221180,anofm_jobs_20260309_091938_20260314_74c23d98
METABET C.F. SA,128507,25,367,124214534,mariana.ionescu@metabet.ro,0248221180,anofm_jobs_20260309_091938_20260314_74c23d98
METABET C.F. SA,128507,25,367,124214534,mariana.ionescu@metabet.ro,0248221180,anofm_jobs_20260309_091938_20260314_74c23d98
PPG ROMANIA S.A.,3540951,20,362,416471594,,,
OMCO ROMANIA SRL,17891928,28,361,162416466,,,
VCST AUTOMOTIVE PRODUCTION ALBA SRL,30057599,28,361,171719938,jobs.alba@vcst.com,0372133794,anofm_5_30pos_older_than_30_days_20260314_66bc9356
VASCAR SA,829522,10,361,117026907,office@vascar.ro,0736778040 /  0235361131 ,anofm_jobs_20260313_083455_20260314_3eab569a
SUBANSAMBLE AUTO SA,128701,29,360,153592935,,,
UNITED ROMANIAN BREWERIES BEREPROD SRL,5857302,11,360,681147353,gabriela_panita@tuborg.ro,0212055000,anofm_jobs_20260220_153333_20260314_549f40d5
GUHRING SRL,15783830,28,360,198927541,,,
NOVARTIS PHARMACEUTICALS S.R.L.,7608294,21,357,166521446,,,
ENTER 2 SA,13933753,14,356,28546996,,,
CARPATHIAN SPRINGS SA,13290801,11,356,538797367,,,
MADRUGADA COM SRL,15378390,22,355,293386487,,,
HERAEUS ROMANIA SRL,31076475,20,355,513008648,,,
AMANN ROMANIA SRL,10790713,13,353,144521482,amann@amann.ro,0268301312,anofm_jobs_20260220_153333_20260314_549f40d5
AMANN ROMANIA SRL,10790713,13,353,144521482,amann@amann.ro,0268301312,anofm_jobs_20260220_153333_20260314_549f40d5
MOTEXCO SRL,10727872,14,352,164454228,aal@motexco.ro,0726555883,anofm_jobs_20260220_153333_20260314_549f40d5
BEST FOODS PRODUCTIONS SRL,5971322,10,349,158203351,,,
REINERT KUNSTSTOFFTECHNIK SRL,34815440,22,349,177340579,hr@reinert-romania.ro,,romania_all_10k_20260314_204d2147
BEST FOODS PRODUCTIONS SRL,5971322,10,349,158203351,,,
BEST FOODS PRODUCTIONS SRL,5971322,10,349,158203351,,,
DAW BENTA ROMANIA SRL,13673670,20,348,234708024,,,
GENERAL TURBO SA,2603490,28,348,65518509,,,
FUCHS CONDIMENTE RO SRL,13807887,10,347,212234801,,,
SIT ROMANIA SRL,19169672,28,345,243936574,,,
AVI-TOP SA,14327259,14,345,129592707,,,
AGRO-CHIRNOGI SA,1922947,11,345,731053238,,,
RADICSTAR SRL,4917490,10,343,156259652,resurseumane@radicstar.ro,0248265600,anofm_jobs_20260220_153333_20260314_549f40d5
FILSAM PROD S.R.L.,5966997,10,343,105492704,,,
FILSAM PROD  SRL,5966997,10,343,105492704,,,
WIENERBERGER S.R.L.,10941727,23,343,223391272,,,
ANNABELLA FABRICA DE CONSERVE RAURENI S.A.,14075542,10,341,175950670,,,
ITALTEXTIL SARATA SRL,13878942,13,341,309503765,resurseumane@italtextil.eu,0741095571,anofm_jobs_20260309_091938_20260314_74c23d98
MARUB BRASOV S.R.L.,1112878,33,341,62891583,,,
HANNING MOTORS ROMANIA S.R.L.,37760862,27,340,113077405,,,
HANNING MOTORS ROMANIA SRL,37760862,27,340,113077405,,,
IG WATTEEUW ROMANIA SRL,22282280,28,339,148815250,,,
DERPAN SRL,13837330,10,337,98459707,madalina.radu@goldenfoods.com.ro,0745340925,anofm_jobs_20260220_153333_20260314_549f40d5
DERPAN S.A.,13837330,10,337,98459707,,,
PRODLACTA SA,1112568,10,336,159650653,resurse.umane@prodlacta.ro,0734772976,anofm_jobs_20260220_153333_20260314_549f40d5
LINDE GAZ ROMANIA SRL,8721959,20,333,1016988117,,,
MISAVAN TRADING SRL,26784173,20,333,173515558,,,
DOURDIN ROMANIA SRL,16662055,29,333,136495537,,,
FEDERAL - MOGUL FRICTION PRODUCTS PLOIESTI SRL,27854340,29,332,129008826,elena.savu@tenneco.com,0749123268,anofm_jobs_20260220_153333_20260314_549f40d5
KENDRION AUTOMOTIVE (SIBIU) SRL,10949666,26,332,281059085,,,
MUSA-PITESTI'96 SRL,8876104,29,332,202936467,,,
ROMCARTON S.A.,365856,17,331,285975839,,,
ROMCARTON SA,365856,17,331,285975839,,,
ROMCARTON SA,365856,17,331,285975839,,,
MG TEC INDUSTRY S.R.L.,39469500,17,330,342779922,gabriela@metalicplas.ro,0747028149,anofm_jobs_20260220_153333_20260314_549f40d5
TANEX SRL,12202836,14,328,67084514,,,
ELDI BRUTARIA SRL,6753822,10,327,76629472,monica.stoian@eldi.ro,0747/105919,anofm_new_alte_20260314_0cf00e61
EUROAVI SRL,18305733,10,326,223510891,,,
YARNEA SRL,13849866,13,326,188245846,,,
GRAFTEX PRODCOM SRL,9737945,14,325,154362253,,,
HONEYWELL ELSTER ROMANIA S.R.L.,11219295,26,325,149561964,,,
MASCHIO-GASPARDO ROMANIA S.A.,15126113,28,324,246573071,,,
MASCHIO ROMANIA SRL,15126113,28,324,246573071,,,
SALBAC SA,18774861,10,323,160305675,,,
POLYCONTACT HERMANNSTADT SRL,33851682,29,323,162165375,andreea.pais@polycontact.ro,0799909970,anofm_jobs_20260220_153333_20260314_549f40d5
ADF PROD SRL,6501868,22,323,188431091,,,
HENDRICKSON ROMANIA SRL,10405877,29,323,183331743,,,
MARIBO PRODCARN SRL,6558805,10,323,124233728,,,
TLC SHUTTERS SRL,34983029,22,322,125998829,,,
ELPRECO SA,2321635,23,322,224405543,,,
EXPERTAROM FOOD INGREDIENTS SRL,7308203,10,322,152938767,,,
MOLDOVAN CARMANGERIE S.R.L.,6224937,10,321,112634970,andrea.mot@cmdn.ro,0264232810,anofm_jobs_20260220_153333_20260314_549f40d5
SIOROM SRL,30626899,32,321,85698625,alina.condria@sioen.com,0332884063,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CAME-IT SRL,15262107,27,320,90765373,,,
ASSA ABLOY ENTRANCE SYSTEMS PRODUCTION ROMANIA S.R.L.,17857020,25,320,250096215,,,
HT EST DIVISION SRL,15262107,27,320,90765373,,,
FABRICA DE CARNE MANCIUC SRL,29645935,10,319,225883532,,,
FABRICA DE CARNE MORANDI S.R.L.,29645935,10,319,225883532,,,
GOODIES MEAT PRODUCTION SRL,33566694,10,318,258809833,,,
ACS INDUSTRIES EUROPE SRL,36597687,25,318,93348865,ldiaconu@acsind.com,0744775041,anofm_jobs_20260220_153333_20260314_549f40d5
HAI EXTRUSION S.R.L.,16344329,24,318,543337719,,,
AURORA COM SRL,6671412,10,317,116006789,office@aurora-odobesti.ro,0237675897,anofm_jobs_20260309_091938_20260314_74c23d98
DUNAPACK RAMBOX PRODIMPEX SRL,6933815,17,317,296031589,,,
LACON ELECTRONIC SRL,18666703,26,316,32469997,,,
SAVINI DUE SRL,15567276,31,316,161480168,,,
DM ITALIAN SOFA S.R.L.,14632325,31,316,115856492,l.luca@dmitaliansofa.ro,0257216610,anofm_5_30pos_older_than_30_days_20260314_66bc9356
COMBINATUL DE CELULOZA SI HARTIE S.A.,5976842,17,316,200205894,,,
DITRE INTERNATIONAL SRL,14632325,31,316,115856492,,,
THIMM PACKAGING SRL,18188587,17,314,215562186,office@thimm.ro,0269541210,anofm_5_30pos_older_than_30_days_20260314_66bc9356
BECIUL DOMNESC S.A.,1446711,11,314,82009490,daniela.ciliboiu@beciuldomnesc.ro,0237222100,anofm_jobs_20260309_091938_20260314_74c23d98
UZINA MECANICA PLOPENI SA,13741804,25,313,83752153,,,
SATURN SA,1750957,24,312,62800408,,,
SAPTE SPICE SA,2537907,10,312,273816858,simona.buzatu@saptespice.ro,0757058594,anofm_jobs_20260220_153333_20260314_549f40d5
ATELIERELE CFR GRIVITA SA,1555026,30,312,88910744,,,
BAUMIT ROMANIA COM SRL,7568475,23,311,537238979,,,
FORNETTI ROMANIA SRL,13872621,10,310,239016558,,,
POPECI UTILAJ GREU SA,2294590,28,310,66282516,stela.patrana@popeci.ro,0251435100,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ROHDE & SCHWARZ TOPEX SA,6502278,26,309,112963747,,,
NEPTUN SA,1322535,28,309,122734496,,,
CETINA SRL,5170650,10,309,174641032,cetina@yahoo.com,0741007016,anofm_jobs_20260220_153333_20260314_549f40d5
ROMLELIE SRL,14230948,13,308,35335627,,,
LUNA SHOES SRL,17554906,15,307,33671826,,,
SOCIETATEA COMERCIALA "ARSENAL" FILIALA COMPANIEI NATIONALE "ROMARM" SA SUCURSALA DRAGOMIRESTI,3180070,25,305,138334447,,,
COMPANIA NATIONALA ROMARM S.A.-FILIALA SOCIETATEA UZINA DE PRODUSE SPECIALE DRAGOMIRESTI S.A.,3180070,25,305,138334447,,,
DMT MARINE EQUIPMENT SOCIETATE PE ACTIUNI,14362477,28,305,227194630,,,
COTTA INTERNATIONAL SRL,12897806,31,304,127347675,,,
COFICAB PLOIESTI SRL,29965557,27,304,996655839,diana.luca@coficab.com,0739007958,anofm_jobs_20260220_153333_20260314_549f40d5
CARREMAN ROMANIA SRL,15031617,13,303,169690147,,,
SIMULTAN SRL,6723660,10,303,356983269,office@simultan.ro,0256212036,anofm_jobs_20260313_083455_20260314_3eab569a
INDUSTRIA FILATI BUZAU SRL,16021522,13,303,96128571,,,
REGIA AUTONOMA PENTRU PRODUCTIA DE TEHNICA MILITARA  UZINA AUTOMECANICA MORENI SUCURSALA,938970,30,302,18543117,,,
COMPANIA NATIONALA ROMARM SA - FILIALA SOCIETATEA UZINA AUTOMECANICA MORENI  S.A.,938970,30,302,18543117,,,
FLEXITECH RO SRL,15237782,29,302,56759301,,,
EMMGI PROD SRL,13636205,15,301,26464243,,,
HENKEL ROMANIA OPERATIONS  SRL,12177830,23,301,90414477,,,
BALKY COM SRL,26100844,11,300,89590572,,,
BALKY COM SRL,26100844,11,300,89590572,,,
ISOVOLTA S.R.L.,11703677,27,300,162749610,carmen.agape@isovolta.ro,0725348501,anofm_jobs_20260220_153333_20260314_549f40d5
GORMET SRL,19105741,25,299,146385523,ana.chiorean@gormet.eu,0736216090,anofm_jobs_20260220_153333_20260314_549f40d5
FERROBETON ROMANIA SRL,18700740,23,298,203203013,,,
ROMVAC COMPANY SA,482384,21,298,72077398,,,
VAT ROMANIA S.R.L.,13680154,25,298,152394024,,,
ROMVAC COMPANY SA,482384,21,298,72077398,,,
AENOVA ROMANIA S.R.L.,12052046,21,296,279932349,,,
WILLY IMPEX SRL,4277404,13,294,28394599,,,
ITALROM LEATHER SRL,16394297,31,294,86571292,,,
XELLA RO SRL,17954562,23,293,317953544,,,
AUGSBURG SRL,2042479,14,293,72184513,,,
AVIOANE CRAIOVA SA,2326144,30,293,70113435,,,
GARTEK SRL,13616569,15,291,63751634,,,
ALU MENZIKEN SRL,34377820,25,291,525931332,,,
AGRANA ROMANIA SA,2083754,10,291,831709456,,,
AGRANA ROMANIA S.R.L.,2083754,10,291,831709456,,,
ZAHARUL ROMANESC SA,2083754,10,291,831709456,,,
ALU MENZIKEN SRL,34377820,25,291,525931332,,,
AMERICAN PAN EUROPE S.R.L.,15058949,25,290,149071784,liordan@americanpan.com,0247314245,anofm_jobs_20260220_153333_20260314_549f40d5
FLARO PROD S.R.L.,17956636,22,290,60532761,,,
PRODAL 94 SRL,6646141,11,290,200537849,,,
BRICOR INVESTMENTS SRL,15058949,25,290,149071784,,,
PRODAL 94 SRL,6646141,11,290,200537849,,,
ELJ AUTOMOTIVE SRL,18890262,22,290,137361580,,,
ELJ AUTOMOTIVE S.A.,18890262,22,290,137361580,adriana.togan@elj-automotive.ro,0245651140,anofm_new_alte_20260314_0cf00e61
ALPLA PACKAGING ROMANIA S.A.,8354631,22,290,454742049,,,
A-E ELECTRONICS SA,10372559,26,289,185400574,anca.leanca@aee.ro,0234.585800,anofm_jobs_20260220_153333_20260314_549f40d5
FREEFASHION S.R.L.,32715640,14,288,41938568,,,
FREEFASHION SRL,32715640,14,288,41938568,,,
WENGLOR ELECTRONIC INNOVATION LITO SOCIETATE IN COMANDITA,25784779,26,288,148259191,,,
AGRISOL INTERNATIONAL R.O. SRL,11323902,14,287,54047496,,,
PSICONTROL SRL,18516218,27,287,310892053,,,
PSICONTROL MECHATRONICS SRL,18516218,27,287,310892053,,,
OMNIA EUROPE S.A.,34969040,10,287,556154924,adgzl.prvn@gmail.com,+905333538531,anofm_5_30pos_older_than_30_days_20260314_66bc9356
HEIDI CHOCOLAT SA,6161022,10,285,137307789,resurse.umane@heidi-chocolate.com,0212006999,anofm_jobs_20260220_153333_20260314_549f40d5
HEIDI CHOCOLATS SUISSE SA,6161022,10,285,137307789,,,
MANUFACTURA DE EST SRL,11894933,14,285,34261860,itkn@rdsmail.ro,251408500,anofm_5_30pos_older_than_30_days_20260314_66bc9356
AGROPROD CRASNA COOPERATIVA AGRICOLA,25999050,10,285,179240128,,,
R.S. ACTIV SRL,17296459,23,285,101485452,,,
STOEHR ROM SRL,14077080,13,284,240137061,,,
SILVANIA WORSTED SPINNING SRL,14077080,13,284,240137061,hr@sws-suedwollegroup.com,0751025200,anofm_5_30pos_older_than_30_days_20260314_66bc9356
CABLEX RBM S.R.L.,13032357,27,283,70401984,,,
ELECTRO-ALFA INTERNATIONAL S.A.,7348194,27,282,649506917,,,
MAGLIERIE CRISTIAN IMPEX SRL,9850161,14,282,32187912,aprovisionare@maglieriecristian.ro,0251306260,anofm_5_30pos_older_than_30_days_20260314_66bc9356
ANDREEAS 95 EXIM SRL,7324845,10,281,118637120,,,
ANDREEAS 95 EXIM SRL,7324845,10,281,118637120,,,
VALENCIA TRADING SRL,6966138,10,281,67451318,,,
CEMACON -  S.A.,677858,23,280,179511831,,,
CEMACON - SA,677858,23,280,179511831,,,
POULTRY BRASOV S.R.L.,14713543,10,280,103501154,,,
FABRICA DE PRELUCRARE A CONCENTRATELOR DE URANIU  FELDIOARA S.R.L.,44958790,24,279,93323044,,,
