CUI,Denumire,Judet,Localitate,Contact,CAEN,CA_2023,CA_2022,Profit_2023,Pierdere_2023,Membri_2023,Salariati_2023
39657732,AGROPROD ALDEŞTEANA COOPERATIVĂ AGRICOLĂ,Arad,Aldeşti,,4621,314816,408534,6747,0,5,0
41095849,AGRIGRUP GORBĂNEȘTI COOPERATIVĂ AGRICOLĂ,Botoşani,Gorbăneşti,Telefon mobil: 0749621870; ,0111,314500,196700,61463,0,5,0
45180050,AGRO HARCOV COOPERATIVĂ AGRICOLĂ,Covasna,Moacşa,,4633,309957,124257,80317,0,8,0
45194268,COOPERATIVA AGRICOLĂ DE GRADUL I AGRICOLANDS,Iaşi,Scanteia,,4621,300867,31185,0,1113,9,0
44953262,COOPERATIVA AGRICOLĂ ERDPLANT,Covasna,Băţanii Mici,Telefon mobil: 0731980583; ,4621,299884,225079,0,3819,11,0
44870418,STEJARII MIHELEU COOPERATIVA AGRICOLĂ,Bihor,Miheleu,,4631,299175,235869,6831,0,10,0
44385650,LEGTABLEXOAN COOPERATIVĂ AGRICOLĂ,Galaţi,Tecuci,Adresa de e-mail: tabacarutanta@yahoo.com; Telefon: 0766577478; ,0113,297696,292718,1340,0,5,0
46251698,GRADINA NOASTRA DIN FIERBINTI COOPERATIVĂ AGRICOLĂ,Ialomiţa,Fierbinţii de Jos,Telefon mobil: 0758939349; ,4631,297590,3000,111814,0,5,0
29744106,VALEA RÎULUI COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Gura Bărbuleţului,Adresa de e-mail: istrateflorin1970@yahoo.com; Telefon mobil: 0746044610; ,4631,297448,888163,0,454124,5,6
44962830,AGROGARDEN ECO ROALL COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Văleni-Dâmboviţa,Telefon mobil: 0769041901; ,0124,296404,92464,19362,0,8,0
45256166,CIULINEȚ AGRO COOPERATIVĂ AGRICOLĂ,Tulcea,Tulcea,Telefon mobil: 0745056856; ,4621,292894,366785,0,1276,5,0
44450830,BIOCOOP COVURLUI COOPERATIVĂ AGRICOLĂ,Galaţi,Fântânele,,,291118,0,43816,0,9,2
46196798,BOGLARKA GARDEN COOPERATIVĂ AGRICOLĂ,Covasna,Sfântu Gheorghe,,8130,290995,120047,0,82706,9,7
40554234,COOPERATIVA AGRICOLĂ DE GRADUL II NUŞENI,Bistriţa-Năsăud,Nuseni,,1011,290454,227844,6982,0,5,0
44245843,COOPERATIVA AGRICOLĂ DEALUL VIILOR PETRICAŞ,Bihor,Biharia,,4631,288878,0,11556,0,169,0
43944665,COOPERATIVA AGRICOLĂ LIDER CONCEPT,Tulcea,Izvoarele,,0111,288617,704984,36636,0,10,1
38721616,HORTICOLA DESA COOPERATIVA AGRICOLĂ,Dolj,Desa,,,288557,0,8958,0,5,0
44895722,COOPERATIVA AGRICOLĂ VALEA ROȘIEI,Bihor,Căbeşti,,,288191,0,16726,0,70,0
43527501,COOPERATIVA AGRICOLA DEALURILE  TARNAVELOR COOPERATIVĂ AGRICOLĂ,Sibiu,Mălâncrav,,4781,287815,3500,6192,0,12,1
44887061,PRODUCATORII UNIŢI DIN ARDEAL COOPERATIVĂ AGRICOLĂ,Satu Mare,Satu Mare,,1051,286347,89480,100963,0,5,1
44788980,RECOLTE BRĂDEȘTI COOPERATIVĂ AGRICOLĂ,Dolj,Tatomireşti,,0113,285820,377501,0,6879,25,0
45134169,ECOFRUCT REGHIN - BATOS COOPERATIVĂ AGRICOLĂ,Mureş,Reghin,Telefon mobil: 0744505551; ,0124,285780,319538,88087,0,5,1
40458253,AGRIFARM OLTENIA COOPERATIVĂ AGRICOLĂ,Dolj,Marotinu de Sus,,4611,282541,34612,46121,0,5,0
45249088,AGRO CÂRCEA COOPERATIVĂ AGRICOLĂ,Dolj,Cârcea,,4621,278834,0,0,5878,5,0
45530740,AGROTERRA GREENLAND COOPERATIVĂ AGRICOLĂ,Constanţa,Agigea,Telefon: 0723727231; Telefon: 0722558668; ,4621,277903,0,2509,0,6,0
45084001,HOPLYGO FARM COOPERATIVĂ AGRICOLĂ,Braşov,Mercheasa,,0150,277537,49453,0,197280,5,0
44961885,AGROGOLD FAVORIT COOPERATIVĂ AGRICOLĂ,Vrancea,Belciugele,Telefon mobil: 0766523450; ,0111,277380,522739,2163,0,5,0
45221109,AGRO MĂRGINIMEA COOPERATIVĂ AGRICOLĂ,Sibiu,Dobârca,,0150,276739,108150,0,97860,5,1
45007696,STUPINELE SALAJULUI COOPERATIVĂ AGRICOLĂ,Sălaj,Chieşd,,0149,276660,63041,99607,0,6,0
29871673,CÂMPUL DE AUR COOPERATIVĂ AGRICOLĂ,Caraş-Severin,Zorlenţu Mare,Telefon mobil: 0721240370; ,0150,272312,203830,95142,0,6,1
44536435,CARTOFUL DIN VALEA SÂMBETEI COOPERATIVĂ AGRICOLĂ,Braşov,Sâmbata de Sus,,0113,271908,78359,1903,0,6,1
47660372,AGRICOLA NAGY COOPERATIVĂ AGRICOLĂ,Mureş,Oraş Sărmaşu,Telefon: 0754979949; Adresa de e-mail: nagyarpadvasile@gmail.com; ,4621,267938,0,43536,0,5,0
44860120,AGROFLOWER SUCCES COOPERATIVĂ AGRICOLĂ,Galaţi,Cerţeşti,Telefon: 0762651827; ,0111,267595,410830,9552,0,5,0
45534912,LEGUME FRUCTE GHERGHIȚA COOPERATIVĂ AGRICOLĂ,Prahova,Malamuc,,0113,265866,289450,28724,0,5,0
41589052,DELICIOUS BERRY COOPERATIVĂ AGRICOLĂ,Maramureş,Seini,,5210,264604,2470,0,295874,5,0
39581464,UNION COMCEREAL COOPERATIVĂ AGRICOLĂ,Dolj,Galicea Mare,,0161,263991,638522,0,23615,7,0
44668827,AGRICOOP MANMAG COOPERATIVĂ AGRICOLĂ,Teleorman,Spătărei,,4621,261147,336813,9400,0,10,0
42342491,COOPERATIVA AGRICOLĂ MONTAN LIFE,Cluj,Băişoara,Telefon: 0745791640; Adresa de e-mail: savararescristianpfa@yahoo.com; ,4729,260037,319486,20304,0,6,0
44219925,LEGUME ALESE DIN GRADINA CLUJULUI COOPERATIVĂ AGRICOLĂ,Cluj,Cluj-Napoca,Telefon: 0757951151; ,0113,258902,282186,14413,0,5,0
45252466,ŢINUTUL PUTNEI COOPERATIVĂ AGRICOLĂ,Vrancea,Călienii Vechi,Telefon: 0744707191; ,4621,257947,179651,0,512,7,1
35798267,COOPERATIVA AGRICOLĂ SPERANŢA MMV RECEA,Argeş,Recea,Adresa de e-mail: vyo_mmv@yahoo.com; ,,257399,0,0,0,5,0
42202269,COOPERATIVA AGRICOLĂ TÂMNA MH,Mehedinţi,Valea Ursului,Telefon mobil: 0741142352; ,4611,256708,14679,0,12964,5,0
44703274,HRANĂ SĂNĂTOASĂ HUDEŞTI COOPERATIVĂ AGRICOLĂ,Botoşani,Hudeşti,,0111,255654,79832,2058,0,8,0
48578646,MIHAELA LAURENTIU COOPERATIVĂ AGRICOLĂ,Dolj,Brădeşti,Adresa de e-mail: MIHAELA_FAGET@YAHOO.COM; Telefon: 0770224605; ,0111,254306,0,59,0,5,0
41259887,OLTENIA-EXPRESS COOPERATIVĂ AGRICOLĂ,Dolj,Desa,,4631,251934,104312,5963,0,6,1
45001146,VAN-AGRO COOPERATIVĂ AGRICOLĂ,Iaşi,Criveşti,Adresa de e-mail: eusebiu.glodeanu@gmail.com; Telefon mobil: 0757824959; ,4621,251480,188982,1545,0,5,0
39353962,AGRICOOP COMANCA COOPERATIVĂ AGRICOLĂ,Teleorman,Balta Sărată,,0111,250937,621819,0,3103,5,0
38645594,CARPATHIAN HONEY LAND COOPERATIVA AGRICOLĂ,Buzău,Alexandru Odobescu,Telefon mobil: 0755097935; ,4639,249267,1626125,0,113796,6,0
45190606,ECO-ȚURCANA COOPERATIVĂ AGRICOLĂ,Maramureş,Seini,,4623,249054,0,0,742473,5,1
45207457,COOPERATIVA AGRICOLĂ DE GRADUL II COARNELE CAPREI,Iaşi,Coarnele Caprei,,0111,248204,0,0,117,5,0
48395851,PAVICOP ECO COOPERATIVĂ AGRICOLĂ,Cluj,Soporu de Câmpie,,0111,246726,0,123272,0,5,1
44962813,DIN FERMA MEA COOPERATIVĂ AGRICOLĂ,Bihor,Oradea,Telefon: 0728020252; ,4631,246690,258251,210266,0,43,1
40648096,COOPERATIVA AGRICOLĂ JELNA,Bistriţa-Năsăud,Jelna,,0124,242674,50000,18466,0,8,2
40728217,ECOPLANT TIM COOPERATIVA AGRICOLĂ,Timiş,Deta,,0124,238818,18692,22026,0,5,0
44840778,COMISBAT NIC COOPERATIVĂ AGRICOLĂ,Dolj,Negoieşti,,4621,234841,265662,30492,0,6,0
44296723,COOPERATIVA AGRICOLĂ DE GRADUL II ARIANNA,Iaşi,Coarnele Caprei,,0111,234379,78897,0,334902,5,1
44805193,COOPERATIVA AGRICOLĂ DE GRADUL I TINERII FERMIERI LEGUMICULTORI,Iaşi,Probota,Telefon mobil: 0749539045; ,4631,233169,177845,0,410,5,0
39301688,AGRICOOP LA DUMBRAVA COOPERATIVĂ AGRICOLĂ,Teleorman,Scrioaştea,,0111,232393,14625,0,564,5,0
46709591,GMN KARUL COOPERATIVĂ AGRICOLĂ,Satu Mare,Carei,,4623,229161,164564,0,8116,7,0
47146500,CRASNAUCENI COOPERATIVĂ AGRICOLĂ,Botoşani,Crasnaleuca,Adresa de e-mail: crasnaferm2006@gmail.com; Telefon mobil: 0761636116; ,4621,229114,124195,7166,0,6,0
43819182,AGRICOLA TARNAVA MICA COOPERATIVĂ AGRICOLĂ,Mureş,Adamuş,Telefon mobil: 0759547556; ,4621,228224,975943,42,0,9,0
45252156,AGRICULTORI DIN FRUMOASA COOPERATIVĂ AGRICOLĂ,Harghita,Frumoasa,,0113,227257,49975,0,43515,5,3
28148318,AGROLAND SUPUR COOPERATIVA AGRICOLĂ,Satu Mare,Satu Mare,,0150,226713,69850,7799,0,6,1
48434640,GPLV CEREAL SERV COOPERATIVĂ AGRICOLĂ,Teleorman,Buzescu,Telefon: Nu sunt date; ,4621,226034,0,2287,0,5,0
41450886,DRAGULEA CORBENI COOPERATIVĂ AGRICOLĂ,Botoşani,Cristineşti,,0150,225627,0,168100,0,6,0
44801469,FERMIERII VĂȚENI COOPERATIVĂ AGRICOLĂ,Hunedoara,Tătărăştii de Criş,,,225562,0,28002,0,12,0
43783810,DAMAGRO COOPERATIVĂ AGRICOLĂ,Mureş,Corneşti,Telefon: 0759547556; ,4621,224399,152261,15704,0,12,0
43500441,MAG LIV ECOAGRO COOPERATIVĂ AGRICOLĂ,Gorj,Tămăseşti,Telefon mobil: 0766363540; ,0150,223430,387856,22434,0,21,1
46482420,COOPERATIVA AGRICOLĂ OGRADA MAMEI,Cluj,Bedeciu,,0113,219721,34586,10937,0,22,0
39535689,RUKONA COMO COOPERATIVA AGRICOLĂ,Dolj,Comosteni,,0111,218356,580609,0,186007,8,1
40500170,COOPERATIVĂ AGRICOLĂ DE GRADUL II BÂRGĂU CĂLIMANI,Bistriţa-Năsăud,Prundu Bârgăului,,1011,218230,0,1624,0,7,1
44946990,AGRONEMERE COOPERATIVĂ AGRICOLĂ,Covasna,Lemnia,,4631,218150,181065,460,0,5,0
42408570,LIMOUSIN LAND COOPERATIVĂ AGRICOLĂ,Maramureş,Oarţa de Sus,,0142,217848,41562,5662,0,5,8
44094449,COOPERATIVA AGRICOLĂ BELINA COOPERATIVĂ AGRICOLĂ,Teleorman,Seaca,,0150,214659,338513,44313,0,6,2
38538288,TRANSILVANIA AGRICULTURA CA COOPERATIVA AGRICOLĂ,Cluj,Plăieşti,,0125,214582,171520,0,151498,6,4
45194683,OVI LACT COOPERATIVĂ AGRICOLĂ,Covasna,Covasna,,4633,214494,6250,0,23643,5,1
45279933,COOPERATIVA AGRICOLĂ DE OVINE TEKSE,Covasna,Aita Seacă,,4623,212970,133556,0,191541,5,0
43240295,FRUCTE CU DOR COOPERATIVĂ AGRICOLĂ,Suceava,Pojorâta,,4631,212124,11273,1199,0,5,1
44521728,NICOFRIG GRAIN COOPERATIVĂ AGRICOLĂ,Satu Mare,Ianculeşti,,0111,211027,239746,27184,0,5,1
44854854,MATEI COANDĂ COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Lucieni,,0113,209799,31243,22721,0,6,0
44761844,COOPERATIVA AGRICOLĂ DE GRADUL I TINERII EDIVASCO,Iaşi,Tansa,,4623,208618,246880,0,2090,12,0
44979882,COOPERATIVA AGRICOLĂ SOFIA VIO-MAR,Giurgiu,Sat Chiriacu | Comuna Izvoarele,,0111,206837,33178,0,648,5,0
44992431,ANGUS TĂURE COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Tăure,,,206694,0,1530,0,6,0
44707101,MOGA FARM COOPERATIVĂ AGRICOLĂ,Cluj,Cluj-Napoca,Telefon: 0744504748; Adresa de e-mail: mogagabrielrobert@gmail.com; ,4611,204451,39000,20833,0,5,0
45032126,SPICUL BOGAT COOPERATIVĂ AGRICOLĂ,Braşov,Ucea de Sus,,4621,204042,391781,0,3716,5,0
45187503,ZARAND ZOOTEHNICA COOPERATIVĂ AGRICOLĂ,Hunedoara,Căinelu de Sus,,0141,203980,28955,2201,0,8,0
32832429,ANGUS BLĂJENII DE SUS COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Blajenii de Sus,,0150,202872,68539,30983,0,11,0
47745843,AGRO INTELIGENS TARIVERDE COOPERATIVĂ AGRICOLĂ,Constanţa,Tariverde,Telefon mobil: 0729994644; ,0111,202760,0,995,0,5,0
39583708,COOPERATIVA AGRICOLĂ ECO CEREAL,Timiş,Hodos,Telefon mobil: 0728285430; ,0111,202601,141283,594,0,10,0
43803208,CORDOBA COSALE COOPERATIVĂ AGRICOLĂ,Tulcea,Nalbant,,4621,200295,408372,2890,0,10,1
36141159,COOPERATIVA AGRICOLĂ DE GRADUL I ECOLEG TÂRGU FRUMOS,Iaşi,Târgu Frumos,Telefon: 0740222172; ,4631,198176,94378,0,20730,13,0
42536420,APIS AGRO TOP COOPERATIVĂ AGRICOLĂ,Dolj,Castranova,,,194249,0,90132,0,5,1
44202486,DDB OMENIA COOPERATIVĂ AGRICOLĂ,Mehedinţi,Dănceu,Telefon mobil: 0759547556; ,,189216,0,135861,0,5,0
29096012,ADOVAL COOPERATIVA AGRICOLĂ,Bihor,Valea lui Mihai,Telefon: 0744420418; ,0111,189129,66875,11135,0,6,2
44868507,GLORPAU COOPERATIVĂ AGRICOLĂ,Dolj,Pleniţa,Telefon: 0751798643; ,4631,188797,95943,28041,0,5,0
39523102,NORD VEST BOTIZ COOPERATIVĂ AGRICOLĂ,Satu Mare,Botiz,,0111,188094,6950,9554,0,6,1
44810912,NECTINVEST AGRO COOPERATIVĂ AGRICOLĂ,Galaţi,Galaţi,Telefon mobil: 0744185561; Adresa de e-mail: paul.nectarie@icloud.com; ,0111,187588,0,0,314,6,0
40068536,CERBĂRIE MĂLINI COOPERATIVĂ AGRICOLĂ,Suceava,Găineşti,,0113,184595,144100,41244,0,5,1
44638389,COOPERATIVA AGRICOLĂ AGROCOOP GOGOȘU,Mehedinţi,Gogoşu,,0150,182950,274219,178460,0,5,1
45245140,SUF AGRO COOPERATIVĂ AGRICOLĂ,Timiş,Ştiuca,Telefon mobil: 0751013686; ,0145,181859,0,0,82537,5,0
35716704,ZOO PLESCA COOPERATIVA AGRICOLĂ,Sălaj,Plesca,Telefon mobil: 0749410633; ,0145,181512,9882,88666,0,5,1
47302447,FLORIN TRAIAN AGRICULTURA COOPERATIVĂ AGRICOLĂ,Dolj,Unirea,,,179302,0,4470,0,5,0
44875750,COOPERATIVA AGRICOLĂ DE GRADUL I FERMELE VITI-FRUCT-APICOL,Iaşi,Răducăneni,Telefon mobil: 0755504081; ,4631,177594,154311,0,1108,8,0
46011776,ȚURCANA DUMBRAVA COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Dumbrava,,,177361,0,110215,0,15,0
39845191,AVI GALINA COOPERATIVĂ AGRICOLĂ,Călăraşi,Modelu,,,175703,0,4753,0,5,0
37429029,BIOAPIS MARAMUREŞ COOPERATIVA AGRICOLĂ,Maramureş,Satu Nou de Sus,,4623,170650,90586,14613,0,55,0
47373472,ISTRITA COOPERATIVĂ AGRICOLĂ,Buzău,Săhăteni,,,164781,0,3877,0,5,0
30249667,OVIS ARDEALUL COOPERATIVA AGRICOLĂ,Sălaj,Zalău,,4623,163424,120298,15334,0,74,0
44845830,COOPERATIVA AGRICOLĂ VOINICELUL NĂZDRĂVAN,Buzău,Roşioru,,4631,162704,0,15187,0,6,0
39640250,SAMMOCOP COOPERATIVĂ AGRICOLĂ,Constanţa,Constanţa,,0111,162534,695064,0,1406790,6,3
37209422,PEPINIERA AIUD  COOPERATIVA AGRICOLĂ,Alba,Gârbova de Jos,,0130,162403,424313,12095,0,6,0
42071031,BUNĂTĂŢI LOCALE COOPERATIVĂ AGRICOLĂ,Arad,Dorobanţi,Telefon: 0734307773; ,0113,162013,55065,0,100917,7,0
44558034,COOPERATIVA AGRICOLĂ LECHINTA,Bistriţa-Năsăud,Lechinţa,,0111,158854,132503,3709,0,6,1
44526989,AGRO NIC BAN GRAINS COOPERATIVĂ AGRICOLĂ,Galaţi,Ghidigeni,Telefon: 0236.868523; ,4621,157361,424457,4109,0,7,0
48226259,SÂNTIOANA COOPERATIVĂ AGRICOLĂ,Bistriţa-Năsăud,Barla,Telefon: 0740173317; ,4633,157348,0,0,25572,18,0
42776903,AGRO-ZOOTEHNICA TRANSILVANIA COOPERATIVĂ AGRICOLĂ,Sălaj,Bocşa,,4623,157263,223994,18546,0,5,0
44909720,COOPERATIVĂ AGRICOLĂ OVILEX AGRO COOP,Călăraşi,Perişoru,Telefon: 0726171448; ,0111,157127,2629373,1782,0,5,0
45400015,STEJARUL MIORITIC COOPERATIVĂ AGRICOLĂ,Vaslui,Horoiata,,,156766,0,831,0,6,0
45277231,PLAIURI VLĂȘCENE COOPERATIVĂ AGRICOLĂ,Teleorman,Alexandria,,,156547,0,0,558,5,0
47878297,ZANOJ PĂTRUȘEȘTI APUSENI COOPERATIVĂ AGRICOLĂ,Alba,Pătruşeşti,Telefon: 0785-625006; ,4623,156495,0,664,0,5,0
40756918,COOPERATIVA AGRICOLĂ TINERII FERMIERI GAL ECB,Buzău,Pogoanele,,4631,156158,44540,0,1258,7,0
48486496,ARISTA NĂDLAC COOPERATIVĂ AGRICOLĂ,Arad,Nădlac,Telefon mobil: 0728697007; ,0111,155512,0,2784,0,6,0
40518754,ÎNFRĂȚIREA GHIȘE COOPERATIVA AGRICOLĂ,Arad,Şepreuş,,,154463,0,79052,0,5,1
44658149,AGRI BUCUR ŞI COMŞA COOPERATIVĂ AGRICOLĂ,Călăraşi,Modelu,Telefon: 0759547556; ,,151806,0,24508,0,5,0
48385661,COOPERATIVA AGRICOLĂ GREEN RAI,Tulcea,Mihail Kogălniceanu,,0161,150052,0,13147,0,5,0
45231080,RAM-SEB-MAR COOPERATIVĂ AGRICOLĂ,Vrancea,Diocheti-Rediu,Telefon mobil: 0760576172; ,0113,148028,64335,18957,0,5,0
45488891,AGRO CEREAL TĂTARU COOPERATIVĂ AGRICOLĂ,Brăila,Tătaru,,4776,146211,654224,902,0,8,1
32953226,FECHETĂU COOPERATIVA AGRICOLĂ,Cluj,Negreni,Telefon: 0741044207; ,0150,145422,162261,1569,0,71,0
46990127,AGRODUN COOPERATIVĂ AGRICOLĂ,Mureş,Balda,,4621,145361,0,0,2246,5,1
45008870,AGROROM CEREAL GRUP COOPERATIVĂ AGRICOLĂ,Botoşani,Roma,,0111,145000,6400,104198,0,5,1
42051115,AGROBOV BUCOVINA COOPERATIVĂ AGRICOLĂ,Suceava,Pîrteştii de Sus,Telefon mobil: 0741019144; ,4632,143649,179069,0,1025,5,1
45016953,FERMIERUL ACTIV COOPERATIVĂ AGRICOLĂ,Satu Mare,Satu Mare,,,141280,0,2371,0,63,0
44954101,CORNUTA DE BANAT COOPERATIVĂ AGRICOLĂ,Caraş-Severin,Bojia,,0141,136976,0,0,9498,13,0
42694447,BIOTERRA PANCOTA COOPERATIVĂ AGRICOLĂ,Arad,Pâncota,,0121,135758,787324,18084,0,7,0
44364232,VRATA-LAND COOPERATIVĂ AGRICOLĂ,Mehedinţi,Vrata,Telefon: 0759547556; ,4621,135136,134893,529,0,5,0
45018229,COPERATIVA AGRICOLĂ VALEA ILIȘUII,Bistriţa-Năsăud,Cristeştii Ciceului,,0141,133014,10449,6736,0,8,0
38210913,AGROTECH BIOPROD COOPERATIVA AGRICOLĂ,Satu Mare,Moftinu Mare,Telefon mobil: 0722354071; ,0125,133003,279458,479,0,8,1
44913039,BIOPROD MONTAN COOPERATIVĂ AGRICOLĂ,Covasna,Ozunca-Băi,,4633,132889,13981,0,285904,6,0
44887070,AGRO DECEBAL COOPERATIVĂ AGRICOLĂ,Satu Mare,Decebal,Telefon mobil: 0753105966; ,0111,132748,259265,663,0,5,0
37228254,TOPRAISAR DOBROGEA COOPERATIVA AGRICOLĂ,Constanţa,Topraisar,,0111,132243,0,8144,0,5,0
44886384,AGRO-GLOBAL-INEDIT COOPERATIVĂ AGRICOLĂ,Maramureş,Sarbi,,4621,130509,284829,0,7843,9,0
44833487,AGRICOOP MICII FERMIERI COOPERATIVĂ AGRICOLĂ,Teleorman,Conţeşti,,4621,129613,0,82974,0,7,0
20914878,COOPERATIVA APIS - COOPERATIVĂ AGRICOLĂ,Teleorman,Roşiori de Vede,Telefon: 0723161614; Telefon: 0727298595; ,0149,129475,184096,4371,0,47,0
45239319,COOPERATIVA AGRICOLĂ TASE-SĂCELE,Constanţa,Săcele,Telefon: 0731014111; ,0111,129474,0,733,0,6,0
40766377,COOPERATIVA AGRICOLĂ DE PRODUSE ECOLOGICE LEŞU,Bistriţa-Năsăud,Lunca Leşului,,0141,129243,27439,0,20338,6,1
44678090,COOPERATIVA AGRICOLĂ FERMELE COSTOLAȘ,Bihor,Bistra,,4621,129209,448364,0,2578,5,0
45655299,OVINAGRO NDM COOPERATIVĂ AGRICOLĂ,Satu Mare,Eriu Sâncrai,,4621,129000,0,842,0,5,0
45418225,ECO BRUNA COOPERATIVĂ AGRICOLĂ,Maramureş,Berbeşti,,4623,128736,42964,5506,0,6,0
44898664,COOPERATIVA AGRICOLĂ SERELE CHIFOR,Bihor,Nojorid,,4631,128585,82629,1542,0,5,0
47261908,MIEREA - ELIXIRUL SANATATII COOPERATIVĂ AGRICOLĂ,Cluj,Mica,Telefon mobil: 0757951151; ,0149,126205,16680,33132,0,17,0
44359724,COOPERATIVA AGRICOLĂ VEGETAL PRODCOM BRANIȘTEA,Mehedinţi,Braniştea,,,122880,0,0,141376,5,0
29652045,COOPERATIVA AGRICOLĂ  POJORÂTA,Suceava,Pojorâta,Telefon mobil: 0762632476; ,0150,122544,68967,0,4438,8,1
45293717,FERMELE DE SUD 2020 COOPERATIVĂ AGRICOLĂ,Dolj,Jiul,,,121849,0,627,0,5,0
42974323,LACTO NATURAL TURDA COOPERATIVĂ AGRICOLĂ,Cluj,Turda,Telefon: 0759547556; ,4633,119525,156339,32,0,5,1
26973300,ITROM TRADE COOPERATIVĂ AGRICOLĂ,Iaşi,Iaşi,,4621,118999,84373,2813,0,5,0
42930610,GOSPODARII DE PE VALEA CRASNEI COOPERATIVĂ AGRICOLĂ,Sălaj,Crasna,,4631,118544,189108,0,7726,8,0
24896626,VLASCA 2008 COOPERATIVĂ AGRICOLĂ,Giurgiu,Giurgiu,Telefon: 0723348286; ,4611,115785,71364,22167,0,26,1
37854258,PODU DÂMBOVIŢEI COOPERATIVA AGRICOLĂ,Argeş,Dâmbovicioara,,1051,114042,161676,10339,0,61,0
45274065,BUNĂTĂȚI LEGUMICOLE COOPERATIVĂ AGRICOLĂ,Teleorman,Furculeşti,,,113996,0,937,0,5,0
26830105,ZOOVET GORBĂNEŞTI COOPERATIVA AGRICOLĂ,Botoşani,Socrujeni,,0145,112993,269906,0,25768,11,1
41794839,COOPERATIVA AGRICOLĂ NYÁRÁD,Mureş,Miercurea Nirajului,Telefon: 0265576004; ,0150,112587,0,2924,0,5,0
43300834,CRAMA PIETROASELE COOPERATIVĂ AGRICOLĂ,Buzău,Şarânga,Telefon: 0767262630; ,1102,112123,70551,0,47629,5,1
44728678,APICULTORUL VALEA CÎLNĂULUI COOPERATIVĂ AGRICOLĂ,Buzău,Poşta Cîlnău,,4639,111606,205833,0,14675,8,0
43507768,SELLFRESH FABIAN COOPERATIVĂ AGRICOLĂ,Giurgiu,Ghizdaru,,0113,111220,115900,0,81720,7,0
44657321,PRODANA ROTOPĂNEŞTI COOPERATIVĂ AGRICOLĂ,Suceava,Rotopăneşti,Telefon mobil: 0747255339; ,0150,110281,77444,2444,0,12,0
42065579,"COOPERATIVA AGRICOLĂ PRODUCȚIE NUCI, ALUNE ȘI ALTE FRUCTE COOPERATIVĂ AGRICOLĂ",Dolj,Brabova,Telefon: 0742260827; ,0125,110125,65225,1464,0,5,1
35304495,COOPERATIVA AGRICOLA VISEU-TISA MARAMURES,Maramureş,Valea Viseului,,0150,109631,0,427,0,18,0
31024654,CIOBĂNIŢA CIOCĂNEŞTI COOPERATIVA AGRICOLĂ,Călăraşi,Ciocăneşti,Telefon mobil: 0734380827; ,0145,108613,190145,140893,0,8,3
34395126,COOPERATIVA AGRICOLĂ AGROCOOP HUTA,Bihor,Huta Voivozi,Telefon: 0753660058; ,0162,108607,98383,204492,0,5,1
48444938,AGROFRIENDS COOPERATIVĂ AGRICOLĂ,Constanţa,Ovidiu,Telefon: 0764895394; ,4621,108147,0,522,0,5,0
44914433,COOPERATIVA AGRICOLA IVAȘCA,Bihor,Josani,,4621,105220,160826,2993,0,10,0
44934279,BIOSOLARII AGRO ROYAL COOPERATIVĂ AGRICOLĂ,Dolj,Oraş Dăbuleni,,4631,104857,120831,7724,0,8,0
37094756,AGRO BIO ARMONIA COOPERATIVA AGRICOLĂ,Sălaj,Agrij,Telefon mobil: 0787818644; ,0119,104745,16690,177226,0,7,1
41170738,LEGUMICOLA ȚUȚUROAIE COOPERATIVĂ AGRICOLĂ,Dolj,Calafat,,4611,104282,128344,1021,0,5,0
48218566,ECO DANUBIUS COOPERATIVĂ AGRICOLĂ,Tulcea,Tulcea,Telefon mobil: 0756100882; ,0150,103982,0,0,33889,5,0
46357606,CAPRIROM SUD-MUNTENIA COOPERATIVĂ AGRICOLĂ,Dâmboviţa,Drăgăeşti Ungureni,Telefon: 0722749580; Adresa de e-mail: georgianaudrescu836@gmail.com; ,,102660,0,123296,0,5,2
43602883,ROD FAIN COOPERATIVĂ AGRICOLĂ,Hunedoara,Hărău,Telefon mobil: 0759547556; ,0111,102269,6857743,6,0,5,1
41260571,23 AUGUST COOPERATIVĂ AGRICOLĂ,Mehedinţi,Lazu,,,101806,0,217,0,5,0
44706785,DE'ALE MOŢILOR COOPERATIVĂ AGRICOLĂ,Satu Mare,Scărişoara Nouă,,0113,101591,42134,2961,0,7,0
45087580,FLORI DE SOARE COOPERATIVĂ AGRICOLĂ,Ialomiţa,Tovărăşia,Telefon: 0723381958; ,4621,101114,31617,19984,0,6,0
34550327,CHICOŞ  COOPERATIVA AGRICOLĂ,Ialomiţa,Ţăndărei,Telefon mobil: 0721189194; ,0145,100007,121103,0,71165,9,0
49043497,7 SPICE MOVILENI COOPERATIVĂ AGRICOLĂ,Galaţi,Movileni,Adresa de e-mail: popa.irinabianca@gmail.com; Telefon: 0764442297; ,4621,99796,0,479,0,7,0
44083571,BNP DRĂGOTEŞTI COOPERATIVĂ AGRICOLĂ,Dolj,Dragoteşti,Telefon: 0762200250; ,,98132,0,7896,0,6,0
