name,email,county,phone,partid_primar,partid_consiliu
Bolintin-Deal,clbolintindeal@yahoo.com,Giurgiu,,Partidul Național Liberal,Partidul Național Liberal
Bolvaşniţa,primaria.bolvasnita@gmail.com,Caras-Severin,0371-106133,Partidul Național Liberal,Partidul Național Liberal
Bonţida,primariabontida@yahoo.com,Cluj,0264-262259,Partidul Național Liberal,Partidul Național Liberal
Borca,primariaborca@yahoo.com,Neamt,0233-268001,Partidul Social Democrat,Partidul Social Democrat
Borcea,primariaborcea@yahoo.co.uk,Calarasi,0242-340063,Partidul Național Liberal,Partidul Național Liberal
Bordei Verde,primaria.bordeiverde@yahoo.com,Braila,0239-696090,Partidul Social Democrat,Partidul Social Democrat
Bordeşti,primariabordesti@yahoo.com,Vrancea,0237-254100,Partidul Național Liberal,Partidul Social Democrat
Borduşani,primariabordusani@yahoo.com,Ialomita,0243-311508,Partidul Social Democrat,Partidul Social Democrat
Borleşti,primariaborlesti@yahoo.com,Neamt,0233-297971,Partidul Național Liberal,Partidul Național Liberal
Boroaia,primariaboroaia@yahoo.com,Suceava,0230-548015,Partidul Social Democrat,Partidul Social Democrat
Borod,primaria_borod@yahoo.com,Bihor,0259-315098,Partidul Social Democrat,Partidul Social Democrat
Boroşneu Mare,primariabmare@yahoo.com,Covasna,0267-374191,UDMR,UDMR
Borsec,primaria@primaria-borsec.ro,Harghita,0266-337001,UDMR,UDMR
Borăneşti,primaria_boranesti@yahoo.com,Ialomita,0371-152664,Partidul Național Liberal,Partidul Național Liberal
Borăscu,primariaborascu@yahoo.com,Gorj,0253-287001,Partidul Social Democrat,Partidul Social Democrat
Borş,primaria.bors@cjbihor.ro,Bihor,0259-316155,UDMR,UDMR
Borşa,primariaborsa@yahoo.com,Cluj,0264-355489,Partidul Național Liberal,Partidul Național Liberal
Borşa,turismlaborsa@yahoo.com,Maramures,0262-342322,Partidul Social Democrat,Partidul Social Democrat
Bosanci,primariabosanci@yahoo.com,Suceava,0230-527001,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Boteni,primariaboteniarges@yahoo.com,Arges,0248-295299,Partidul Social Democrat,Partidul Social Democrat
Botiz,primaria_botiz@yahoo.com,Satu Mare,0261-774026,Partidul Național Liberal,Partidul Național Liberal
Botiza,comunabotiza@yahoo.com,Maramures,0262-334011,Partidul Social Democrat,Partidul Social Democrat
Botoroaga,primaria.botoroaga@yahoo.com,Teleorman,0247-442106,Partidul Social Democrat,Partidul Social Democrat
Botosesti-Paia,botosesti_paia@cjdolj.ro,Dolj,,Partidul Social Democrat,Partidul Social Democrat
Botoşana,secretarbotosana@ymail.com,Suceava,0230-539148,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI,Partidul Național Liberal
Botoşani,primaria@primariabt.ro,Botosani,0231-502200,Partidul Social Democrat,Partidul Social Democrat
Bozieni,primariacomunabozieni@yahoo.com,Neamt,0233-764005,Partidul Național Liberal,Partidul Național Liberal
Bozioru,primariabozioru@yahoo.com,Buzau,0238-708036,Partidul Social Democrat,Partidul Social Democrat
Bozovici,p_bozovici@yahoo.com,Caras-Severin,0255-242145,Partidul Social Democrat,Partidul Social Democrat
Boşorod,primariabosorod@personal.ro,Hunedoara,0254-733050,Partidul Social Democrat,Partidul Social Democrat
Boţeşti,secretar@primariabotesti.ro,Arges,0248-658133,Partidul Social Democrat,Partidul Social Democrat
Brabova,brabova@cjdolj.ro,Dolj,0251-447310,Partidul Social Democrat,Partidul Social Democrat
Brad,bradprim@yahoo.com,Hunedoara,0254-612665,Partidul Social Democrat,Partidul Social Democrat
Bradeni,primariabradeni@yahoo.com,Sibiu,0269-518101,Partidul Național Liberal,Partidul Național Liberal
Bradu,primarie@bradu.cjarges.ro,Arges,0248-279412,Partidul Social Democrat,Partidul Social Democrat
Bragadiru,primariabragadiru@yahoo.com,Ilfov,021-4480795,Partidul Național Liberal,ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI
Bralostiţa,bralostita@cjdolj.ro,Dolj,0251-450704,Partidul Național Liberal,Partidul Național Liberal
Bran,officeprimariabran@yahoo.com,Brasov,0268-236416,Partidul Național Liberal,Partidul Național Liberal
Branceni,primaria.brinceni@yahoo.com,Teleorman,,Partidul Social Democrat,Partidul Social Democrat
Braniştea,primariabranisteabn@gmail.com,Bistrita-Nasaud,0263-349000,UDMR,UDMR
Braniştea,primaria.branistea@yahoo.com,Dambovita,0245-715196,Partidul Național Liberal,Partidul Național Liberal
Braniştea,primaria_branistea@yahoo.com,Galati,0236-332408,Partidul Social Democrat,Partidul Social Democrat
Braniştea,clbranistea@sejmh.ro,Mehedinti,0252-395190,Partidul Social Democrat,Partidul Social Democrat
Brastavăţu,primariabrastavatu@judetulolt.ro,Olt,0249-540002,Partidul Social Democrat,Partidul Social Democrat
Bratca,primaria.bratca@cjbihor.ro,Bihor,0259-315650,Partidul Social Democrat,Partidul Social Democrat
Brateiu,primariabrateiu@gmail.com,Sibiu,0269-863101,E. MARIAN,Partidul Național Liberal
Brateş,primariabrates@yahoo.com,Covasna,0267-374715,UDMR,UDMR
Bratovoeşti,bratovoesti@cjdolj.ro,Dolj,0251-371029,Partidul Social Democrat,Partidul Social Democrat
Brazi,braziprimaria@yahoo.com,Prahova,0244-480700,Partidul Național Liberal,Partidul Național Liberal
Brazii,braziiprimaria@yahoo.com,Arad,0257-317508,Partidul Social Democrat,Partidul Național Liberal
Brazii,primariabrazii@yahoo.com,Ialomita,0257-317508,,
Braşov,sep@brasovcity.ro,Brasov,0268-416550,ALIANȚA ELECTORALĂ PSD PNL,ALIANȚA ELECTORALĂ PSD PNL
Breasta,breasta@cjdolj.ro,Dolj,0251-455244,Partidul Social Democrat,Partidul Social Democrat
Breaza,primaria_breazabz@yahoo.com,Buzau,0238-511501,Partidul Social Democrat,Partidul Social Democrat
Breaza,breaza@cjmures.ro,Mures,0265-540325,Partidul Național Liberal,UDMR
Breaza,breaza@prefecturaprahova.ro,Prahova,0244-340508,Partidul Național Liberal,Partidul Național Liberal
Breaza,primariabreazasv@yahoo.com,Suceava,0230-574806,Partidul Social Democrat,Partidul Social Democrat
Brebeni,primariabrebeni@yahoo.com,Olt,0249-419008,Partidul Social Democrat,Partidul Social Democrat
Brebu,primaria_brebu@yahoo.com,Caras-Severin,0255-232524,Partidul Social Democrat,Partidul Social Democrat
Brebu,primariabrebu@yahoo.com,Prahova,0244-357521,Partidul Național Liberal,Partidul Național Liberal
Brebu Nou,primaria.garina@yahoo.com,Caras-Severin,,Partidul Social Democrat,Partidul Social Democrat
Brestovăţ,primaria_brestovat@yahoo.com,Timis,0256-231460,Partidul Național Liberal,Partidul Național Liberal
Bretea Română,primar@bretea-romana.ro,Hunedoara,0254-733332,Partidul Social Democrat,Partidul Social Democrat
Breznita-Motru,clbreznitamotru@sejmh.ro,Mehedinti,,Partidul Social Democrat,Partidul Social Democrat
Brezniţa-Ocol,clbreznita@sejmh.ro,Mehedinti,0252-210146,Partidul Social Democrat,Partidul Social Democrat
Brezoaele,primaria_brezoaele@yahoo.com,Dambovita,0245-715601,Partidul Social Democrat,Partidul Social Democrat
Brezoi,primaria_oras_brezoi@yahoo.com,Valcea,0250-778470,Partidul Național Liberal,Partidul Național Liberal
Breţcu,bretcu@consloc.ro,Covasna,0267-368329,UDMR,UDMR
Brodina,primariabrodina@yahoo.com,Suceava,0230-566522,Partidul Național Liberal,Partidul Social Democrat
Broscăuţi,primariabroscauti@hotmail.com,Botosani,0231-621721,Partidul Național Liberal,Partidul Național Liberal
Broşteni,clbrosteni@sejmh.ro,Mehedinti,0252-383020,Partidul Social Democrat,Partidul Social Democrat
Broşteni,primaria_brosteni@yahoo.com,Suceava,0230-549786,Partidul Național Liberal,Partidul Social Democrat
Broşteni,primariabrosteni@yahoo.com,Vrancea,0237-675268,Partidul Național Liberal,Partidul Național Liberal
Bruiu,primariabruiu@yahoo.com,Sibiu,0269-586501,Partidul Național Liberal,Partidul Național Liberal
Brusturi,primaria.brusturi@cjbihor.ro,Bihor,0259-326833,Partidul Național Liberal,Partidul Național Liberal
Brusturi,primaria_brusturi@yahoo.com,Neamt,0233-789006,Partidul Social Democrat,Partidul Social Democrat
Brusturoasa,primariabrusturoasa@yahoo.com,Bacau,0234-381031,Partidul Național Liberal,Partidul Național Liberal
Brâncoveneşti,brincovenesti@cjmures.ro,Mures,0265-550112,UDMR,UDMR
Brâncoveni,pcb@primariabrancoveni.ro,Olt,0249-708500,Partidul Social Democrat,Partidul Social Democrat
Brădeni,scoala.bradeni@yahoo.com,Sibiu,0269-518101,Partidul Național Liberal,Partidul Național Liberal
Brădeşti,bradesti@@cjdolj.ro,Dolj,0251-444206,Partidul Social Democrat,Partidul Social Democrat
Brădeşti,bradesti@astralnet.ro,Harghita,0266-245001,UDMR,UDMR
Brăduleţ,primaria_bradulet@yahoo.com,Arges,0248-267910,Partidul Social Democrat,Partidul Social Democrat
Brăduţ,bardoc@cosys.ro,Covasna,0267-356321,UDMR,UDMR
Brăeşti,consiliul_braesti@yahoo.com,Botosani,0231-620023,Partidul Social Democrat,Partidul Social Democrat
Brăeşti,primaria_braesti@yahoo.com,Buzau,0238-525067,Partidul Social Democrat,Partidul Social Democrat
Brăeşti,primaria_braesti_iasi@yahoo.com,Iasi,0768-571867,Partidul Social Democrat,Partidul Social Democrat
Brăhăşeşti,primariabrahasesti@yahoo.com,Galati,0236-867605,Partidul Social Democrat,Partidul Social Democrat
Brăila,pmb@primariabr.ro,Braila,0239-694947,Partidul Social Democrat,Partidul Social Democrat
Brăneşti,primaria.branesti@yahoo.com,Dambovita,0245-231275,Partidul Social Democrat,Partidul Social Democrat
Brăneşti,primaria_branesti@yahoo.com,Gorj,0253-288022,Partidul Social Democrat,Partidul Social Democrat
Brănişca,primariabranisca@yahoo.com,Hunedoara,0254-282060,Partidul Social Democrat,Partidul Social Democrat
Bucecea,primaria.bucecea@yahoo.com,Botosani,0231-550112,Partidul Social Democrat,Partidul Social Democrat
Bucerdea Grânoasă,primar@bucerdea_granoasa.ro,Alba,0258-883301,Alianța pentru Unirea Românilor,Alianța pentru Unirea Românilor
Buceş,primariabuces@clicknet.ro,Hunedoara,0254-684328,Partidul Național Liberal,Partidul Național Liberal
Buchin,primar@primariabuchin.ro,Caras-Severin,0255-516163,Partidul Social Democrat,Partidul Social Democrat
Bucinişu,bucinisuprimaria@yahoo.com,Olt,0249-542057,Partidul Social Democrat,Partidul Social Democrat
Bucium,primaria.bucium@yahoo.com,Alba,0258-784112,Partidul Social Democrat,Partidul Social Democrat
Buciumeni,primariabuciumeni@yahoo.com,Dambovita,0245-777002,Partidul Social Democrat,Partidul Social Democrat
Buciumeni,primaria_buciumeni_gl@yahoo.com,Galati,0236-822703,Partidul Social Democrat,Partidul Social Democrat
Buciumi,primariabuciumicontab@yahoo.com,Bacau,0234-339929,Partidul Social Democrat,Partidul Social Democrat
Buciumi,primaria.buciumi@samtv.ro,Salaj,0260-624608,Partidul Social Democrat,Partidul Social Democrat
Bucov,bucov@prefecturaprahova.ro,Prahova,0244-275046,Partidul Național Liberal,Partidul Național Liberal
Bucovat,bucovat@cjdolj.ro,Dolj,0256-296282,Partidul Național Liberal,Partidul Național Liberal
Bucovăţ,primaria.bucovat.tm@gmail.com,Dolj,0251-360285,Partidul Național Liberal,Partidul Național Liberal
Bucoşniţa,primar@primariabucosnita.ro,Caras-Severin,0255-519400,Partidul Social Democrat,Partidul Social Democrat
Bucu,primaria_bucu@yahoo.com,Ialomita,0243-240535,Partidul Social Democrat,Partidul Social Democrat
Bucureşci,primariabucuresci@yahoo.com,Hunedoara,0254-684178,Partidul Social Democrat,Partidul Social Democrat
Bucşani,primaria.bucsani@gmail.com,Dambovita,0245-235041,Partidul Național Liberal,Partidul Social Democrat
Bucşani,bucsanigr@yahoo.com,Giurgiu,0246-263075,Partidul Național Liberal,Partidul Național Liberal
Buda,primariabuda@gmail.com,Buzau,0238-575345,Partidul Social Democrat,Partidul Social Democrat
Budacu De Jos,budacudejos@yahoo.com,Bistrita-Nasaud,0263-272006,Partidul Social Democrat,Partidul Social Democrat
Budeasa,primariabudeasa@personal.ro,Arges,,Partidul Social Democrat,Partidul Social Democrat
Budeasa Mare,primarie@budeasa.cjarges.ro,Arges,0248-236457,,
Budeşti,primariabudesti@yahoo.com,Bistrita-Nasaud,0263-353106,Partidul Social Democrat,Partidul Social Democrat
Budeşti,primaria_budesti@clicknet.ro,Calarasi,0242-528301,Partidul Național Liberal,Partidul Național Liberal
Budeşti,primariebudesti@yahoo.com,Maramures,0262-373669,Partidul Național Liberal,Partidul Național Liberal
Budeşti,primarbudesti@clicknet.ro,Valcea,0250-760374,Partidul Național Liberal,Partidul Național Liberal
Budila,primariabudila@yahoo.com,Brasov,0268-518153,Partidul Național Liberal,Partidul Național Liberal
Budureasa,primaria.budureasa@cjbihor.ro,Bihor,0259-321243,Partidul Social Democrat,Partidul Social Democrat
Buduslău,primaria.buduslau@cjbihor.ro,Bihor,0259-459100,UDMR,UDMR
Bueşti,primariabuestiil@yahoo.com,Ialomita,0243-268288,Partidul Social Democrat,Partidul Social Democrat
Buftea,primariabuftea@primariabuftea.ro,Ilfov,031-8241231,Partidul Național Liberal,Partidul Național Liberal
Bughea De Jos,primariabugheadejos@yahoo.com,Arges,0248-536808,Partidul Social Democrat,Partidul Social Democrat
Bughea De Sus,primarie_primariabughea@yahoo.com,Arges,0248-555095,Partidul Național Liberal,Partidul Național Liberal
Buhoci,primaria_buhoci@yahoo.com,Bacau,0234-224146,Partidul Social Democrat,Partidul Social Democrat
Buhuşi,primariabuhusi@yahoo.com,Bacau,0234-261220,Partidul Social Democrat,Partidul Social Democrat
Bujoreni,primaria_combujoreni@yahoo.com,Teleorman,0247-443169,Partidul Social Democrat,Partidul Social Democrat
Bujoreni,primariabujoreni@gmail.com,Teleorman,0250-741983,Partidul Social Democrat,Partidul Social Democrat
Bujoru,bujoru@gmail.com,Teleorman,0247-335609,Partidul Național Liberal,Partidul Național Liberal
Bulbucata,clbulbucatagr@yahoo.com,Giurgiu,0246-275312,Partidul Național Liberal,Partidul Național Liberal
Bulz,primaria.bulz@cjbihor.ro,Bihor,0259-328010,Partidul Național Liberal,Partidul Național Liberal
Bulzeşti,bulzesti@cjdolj.ro,Dolj,0251-447802,Partidul Social Democrat,Partidul Social Democrat
Bulzeştii De Sus,primar@primariabulzesti.ro,Hunedoara,0254-682631,Partidul Național Liberal,Partidul Național Liberal
Bumbesti-Pitic,bumbestip@yahoo.com,Gorj,,Partidul Social Democrat,Partidul Social Democrat
Bumbeşti-Jiu,primaria@bumbesti-jiu.ro,Gorj,0253-463465,Partidul Social Democrat,Partidul Social Democrat
Buneşti,primariabunesti@gmail.com,Brasov,0268-248710,Partidul Național Liberal,Partidul Național Liberal
Buneşti,pbunesti_sv@yahoo.com,Suceava,0230-549001,Partidul Social Democrat,Partidul Social Democrat
Buneşti,primaria_bunesti@yahoo.com,Valcea,0250-774490,Partidul Social Democrat,Partidul Social Democrat
Bunila,primaria_bunila@yahoo.com,Hunedoara,0254-735401,Partidul Național Liberal,Partidul Național Liberal
Bunteşti,primaria.buntesti@cjbihor.ro,Bihor,0259-329180,Partidul Național Liberal,Partidul Național Liberal
Burila Mare,clburila@sejmh.ro,Mehedinti,0252-357401,Partidul Social Democrat,Partidul Social Democrat
Burjuc,burjucprimaria@yahoo.com,Hunedoara,0254-268220,Partidul Social Democrat,Partidul Social Democrat
Burla,primariaburla@yahoo.com,Suceava,0230-419550,Partidul Național Liberal,Partidul Național Liberal
Bustuchin,primariabustuchin@yahoo.com,Gorj,0253-475156,Partidul Social Democrat,Partidul Social Democrat
Butea,primaria_butea@yahoo.com,Iasi,0232-713020,Partidul Social Democrat,Partidul Social Democrat
Buteni,primariabuteni@yahoo.com,Arad,0257-320129,Partidul Național Liberal,Partidul Național Liberal
Butimanu,primariabutimanu@gmail.com,Dambovita,0245-241040,Partidul Social Democrat,Partidul Social Democrat
Butoieşti,clbutoiesti@sejmh.ro,Mehedinti,0252-373226,Partidul Social Democrat,Partidul Social Democrat
Buturugeni,pbuturugeni@yahoo.com,Giurgiu,0246-277110,Partidul Național Liberal,Partidul Național Liberal
Buza,buzaadm@yahoo.com,Cluj,0264-219687,UDMR,UDMR
Buzescu,primaria.buzescu@gmail.com,Teleorman,0247-330635,Partidul Social Democrat,Partidul Social Democrat
Buziaş,primbuzias@yahoo.com,Timis,0256-321450,Partidul Național Liberal,Partidul Național Liberal
Buzoeşti,primariebuzoesti@yahoo.com,Arges,0248-690009,Partidul Social Democrat,Partidul Social Democrat
Buzău,primbz_cabinet@buzau.ro,Buzau,0238-717940,Partidul Social Democrat,Partidul Social Democrat
Buşteni,primabus@yahoo.com,Prahova,0244-322005,Partidul Social Democrat,Partidul Social Democrat
Bâcleş,clbicles@sejmh.ro,Mehedinti,0252-375263,Partidul Național Liberal,Partidul Național Liberal
Bâlteni,primarie_bilteni@yahoo.com,Gorj,0253-233302,Partidul Social Democrat,Partidul Social Democrat
Bâlvăneşti,clbalvanesti@sejmh.ro,Mehedinti,0252-216091,Partidul Social Democrat,Partidul Social Democrat
Bâra,primaria.bara@yahoo.com,Neamt,0256-333101,,
Bârgăuani,clbirgauani@yahoo.com,Neamt,0233-294316,Partidul Social Democrat,Partidul Social Democrat
Bârla,primariabirla@yahoo.com,Arges,0248-678141,Partidul Național Liberal,Partidul Național Liberal
Bârlad,informatica@primariabarlad.ro,Vaslui,0235-411760,Partidul Social Democrat,Partidul Social Democrat
Bârna,primaria.barna@cjtimis.ro,Timis,0256-334415,Partidul Național Liberal,Partidul Național Liberal
Bârnova,contact@primariabirnova.ro,Iasi,0232-294120,Partidul Național Liberal,Partidul Național Liberal
Bârsa,primariabirsa@yahoo.com,Arad,0257-321101,Partidul Social Democrat,Partidul Social Democrat
Bârsana,contabilitate.birsana@gmail.com,Maramures,0262-331068,Partidul Social Democrat,Partidul Social Democrat
Bârseşti,primarie@primariabirsesti.ro,Vrancea,0237-273410,Partidul Național Liberal,Partidul Național Liberal
Bârsăneşti,barsanesti.primaria@gmail.com,Bacau,0234-334000,Partidul Social Democrat,Partidul Social Democrat
Bârsău,primariabarsau@yahoo.com,Satu Mare,0261-876021,Partidul Național Liberal,Partidul Național Liberal
Bârza,primaria.birza@yahoo.com,Olt,,Partidul Social Democrat,Partidul Social Democrat
Bârzava,primariabarzava@clicknet.net,Arad,0257-433108,Partidul Social Democrat,Partidul Social Democrat
Băbana,primariababana@yahoo.com,Arges,0248-767001,Partidul Național Liberal,Partidul Național Liberal
Băbeni,primaria.babeni@yahoo.com,Salaj,0260-634455,Partidul Social Democrat,Partidul Social Democrat
Băbeni,primaria_babeni@yahoo.com,Valcea,0250-765160,Partidul Național Liberal,Partidul Național Liberal
Băbiciu,primariababiciu@judetulolt.ro,Olt,0249-532033,Partidul Social Democrat,Partidul Social Democrat
Băbăiţa,primariababaita@yahoo.com,Teleorman,0247-433122,Partidul Social Democrat,Partidul Social Democrat
Băcani,primariabacani@yahoo.com,Vaslui,0235-429321,Partidul Național Liberal,Partidul Național Liberal
Băceşti,primaria.bacesti@yahoo.com,Vaslui,0235-458514,Partidul Social Democrat,Partidul Social Democrat
Băcia,primariabacia@yahoo.com,Hunedoara,0254-264580,Partidul Social Democrat,Partidul Social Democrat
Băgaciu,bagaciu@cjmures.ro,Mures,0265-425611,Partidul Social Democrat,Partidul Social Democrat
Băicoi,baicoi@prefecturaprahova.ro,Prahova,0244-260830,ALIANȚA ELECTORALĂ PSD-PUSL,ALIANȚA ELECTORALĂ PSD-PUSL
