name,email,county,phone
Muşeteşti,primariamusetesti2003@yahoo.com,Gorj,0253-272501
Muşăteşti,musatesti_primarie@yahoo.com,Arges,
Mândra,primaria_mandra_bv@yahoo.com,Brasov,0268-247618
Mânzăleşti,primaria_minzalesti@yahoo.com,Buzau,0238-509508
Mânăstirea,manastirea_primaria@yahoo.com,Calarasi,0242-520018
Mârzăneşti,primariamirzanesti@yahoo.co.uk,Teleorman,0247-331808
Mârşa,primariamirsa@yahoo.com,Giurgiu,0246-268187
Mârşani,mirsani@cjdolj.ro,Dolj,0251-336106
Măceşu De Jos,macesu_de_jos@cjdolj.ro,Dolj,0251-354507
Măceşu De Sus,macesu_de_sus@cjdolj.ro,Dolj,0251-354191
Măcin,primaria_macin@yahoo.com,Tulcea,0240-571354
Măciuca,comunamaciuca@yahoo.com,Valcea,0250-769706
Mădulari,primaria.madulari@yahoo.com,Valcea,0250-764116
Mădârjac,primariamadarjac@yahoo.com,Iasi,0232-724921
Mădăraş,primaria.madaras@cjbihor.ro,Bihor,0259-379432
Mădăraş,csikmadaras@gmail.com,Harghita,0266-335824
Mădăraş,madaras@cjmures.ro,Mures,0265-429300
Măerişte,primariamaeriste@yahoo.com,Salaj,0260-657385
Măgeşti,primaria.magesti@cjbihor.ro,Bihor,0359-806908
Măgherani,magherani@cjmures.ro,Mures,0265-587113
Măgireşti,primariamagiresti@yahoo.com,Bacau,0234-355000
Măgura,primariamagurabacau@yahoo.com,Bacau,0234-212406
Măgura,maguraprimarie@yahoo.com,Buzau,0238-524501
Măgura,primarie_magura@yahoo.com,Teleorman,0247-331502
Măgura Ilvei,primariamagurailvei@yahoo.com,Bistrita-Nasaud,0263-375865
Măgurele,primaria@magurele.ro,Ilfov,021-4574091
Măgurele,magurele@prefecturaprahova.ro,Prahova,0244-217401
Măgureni,magureni@prefecturaprahova.ro,Prahova,0244-384760
Măguri-Răcătău,primariamaguriracatau@yahoo.com,Cluj,0264-334433
Măieruş,primariamaierus@yahoo.com,Brasov,0268-284771
Măldăeni,primariamaldaeni@yahoo.com,Teleorman,0247-337112
Măldăreşti,primariamaldaresti@yahoo.com,Valcea,0250-860360
Mălini,primariamalini@yahoo.com,Suceava,0230-537305
Mălureni,primariamalureni@yahoo.com,Arges,0248-765049
Măluşteni,primaria_malusteni@yahoo.com,Vaslui,0762-248887
Măneciu,maneciu@prefecturaprahova.ro,Prahova,0244-295225
Măneşti,primaria.manesti@yahoo.com,Dambovita,0245-732011
Mănăstirea Casin,manastireacasin@tim.ro,Bacau,0234-331824
Mănăstirea Humorului,manastirea_humorului@yahoo.com,Suceava,0230-572765
Mănăstireni,primariamanastireni@yahoo.com,Cluj,0264-375208
Mănăştiur,primaria_manastiur@yahoo.com,Timis,0256-325850
Măraşu,primariamarasu@yahoo.com,Braila,0239-696706
Mărculeşti,primariamarculesti@yahoo.com,Ialomita,0243-279384
Mărgineni,primariamargineni@yahoo.com,Bacau,0234-211032
Mărgăriteşti,primariamargaritesti@yahoo.com,Buzau,0238-757057
Mărgău,suciu_srn@yahoo.com,Cluj,0371-138035
Mărişel,mariselului@yahoo.com,Cluj,0264-334162
Mărişelu,mariselu@gmail.com,Bistrita-Nasaud,0263-272710
Mărtiniş,secretar@homorodszentmarton.ro,Harghita,0266-223046
Mărunţei,primariamaruntei@judetulolt.ro,Olt,0249-467301
Mărăcineni,primariamaracineni@yahoo.com,Arges,0248-278893
Măstăcani,mastacaniprimarie@yahoo.com,Galati,0236-346503
Mătăsari,matasariprimaria@yahoo.com,Gorj,0253-376551
Măureni,primaria_maureni@yahoo.com,Caras-Severin,0255-526001
Măxineni,primariamaxineni@yahoo.com,Braila,0239-695795
Nadeş,nades@cjmures.ro,Mures,0265-763112
Naidăş,primaria_naidas@yahoo.com,Caras-Severin,0255-576412
Nalbanţ,primaria_nalbant@yahoo.com,Tulcea,0240-548503
Nana,primarianana@yahoo.com,Calarasi,0242-531531
Nanov,primariananov2007@yahoo.com,Teleorman,0247-319944
Neaua,neaua@cjmures.ro,Mures,0265-585112
Necşeşti,primaria.necsesti@yahoo.com,Teleorman,0247-708025
Negoi,negoi@cjdolj.ro,Dolj,0251-325088
Negomir,primarianegomir@yahoo.com,Gorj,0253-285100
Negraşi,steliana.croitoru@negrasi.cjarges.ro,Arges,0248-687522
Negreni,info@primarianegreni.ro,Cluj,0264-258223
Negreşti,office@primarianegresti.ro,Neamt,0233-246944
Negreşti,consiliullocalnegresti@gmail.com,Vaslui,0235-457679
Negri,primarie@primarianegri.judetbacau.ro,Bacau,0234-228001
Negrileşti,pcn_bn@yahoo.com,Bistrita-Nasaud,0263-344760
Negrileşti,primaria_negrilesti@yahoo.com,Galati,0236-832671
Negrileşti,primaria.negrilesti@yahoo.com,Vrancea,0237-267290
Negru Vodă,primaria_negruvoda@yahoo.com,Constanta,0241-780195
Nehoiu,primarianehoiu@yahoo.com,Buzau,0238-554548
Nenciuleşti,pnenciulesti@yahoo.com,Teleorman,0247-330961
Nereju,primarianereju@yahoo.com,Vrancea,0237-266200
Nicolae Bălcescu,contact@primaria-nicolae-balcescu.ro,Bacau,0234-214071
Nicolae Bălcescu,nic_balcescu@yahoo.com,Constanta,0241-257016
Nicolae Bălcescu,primarianicolaebalcescu@yahoo.com,Calarasi,0242-534411
Nicolae Titulescu,primaria_nicolae_titulescu@yahoo.com,Olt,0249-485436
Nicoreşti,primarianicorestigalati@yahoo.com,Galati,0236-867021
Niculeşti,primaria@niculesti.ro,Dambovita,021-2670606
Niculiţel,primarianiculitel@yahoo.com,Tulcea,0240-542104
Nicşeni,primaria_nicseni@yahoo.com,Botosani,0231-539530
Nimigea,primarianimigea@gmail.com,Bistrita-Nasaud,
Nistoreşti,primarianistoresti@yahoo.com,Vrancea,0237-677034
Nitchidorf,primar@nitchidorf.ro,Timis,0256-413101
Nocrich,soniamichaelis@gmail.com,Sibiu,0269-582102
Nojorid,primaria.nojorid@cjbihor.ro,Bihor,0259-393194
Novaci,primaria_novaci@yahoo.com,Gorj,0253-466221
Noşlac,primarianoslac@yahoo.com,Alba,0258-889101
Nucet,primaria.nucet@cjbihor.ro,Bihor,0259-339422
Nucet,nucet@cjd.ro,Dambovita,0245-267007
Nuci,secretar@primarianuci.ro,Ilfov,021-2696010
Nucşoara,primaria_nucsoara@yahoo.com,Arges,0248-582013
Nufăru,office@primarianufaru.ro,Tulcea,0240-549054
Nuşeni,primaria_nuseni@yahoo.com,Bistrita-Nasaud,0263-350041
Nuşfalău,primarianusfalau@yahoo.com,Salaj,0260-670034
Nădrag,nadrag@primarianadrag.ro,Timis,0256-328304
Năeni,primarianaieni@yahoo.com,Buzau,0238-597003
Nămoloasa,primarianamoloasa@yahoo.com,Galati,0236-830504
Năpradea,primarianapradea@yahoo.com,Salaj,0260-646175
Năruja,primaria_naruja@yahoo.com,Vrancea,0237-677111
Năsturelu,primarianasturelu@yahoo.com,Teleorman,0247-368807
Năsăud,pon@primarianasaud.ro,Bistrita-Nasaud,0263-361026
Năvodari,secretariat@primaria-navodari.ro,Constanta,0241-761603
Oancea,primariaoancea@yahoo.com,Galati,0236-343011
Oarja,primarie@oarja.cjarges.ro,Arges,0248-660827
Oarţa De Jos,primariaoarta@yahoo.com,Maramures,0262-269001
Oboga,primariaoboga@yahoo.com,Olt,0249-450129
Obreja,obrejaprimarie@gmail.com,Caras-Severin,0255-534501
Obârşia,primariaobarsia@yahoo.com,Olt,0249-541318
Obârşia De Câmp,clobarsia@sejmh.ro,Mehedinti,0252-391851
Obârşia-Cloşani,gmotea@yahoo.com,Mehedinti,0252-216925
Ocland,primarocland@yahoo.com,Harghita,0266-224002
Ocna De Fier,primaria_ocnadefier@yahoo.com,Caras-Severin,0255-527802
Ocna Mureş,primar@primariaocnamures.ro,Alba,0258-871217
Ocna Sibiului,primariaocna@yahoo.com,Sibiu,0269-541301
Ocna Şugatag,primaria@primariaocnasugatag.ro,Maramures,0262-374109
Ocnele Mari,oc_mari@onix.ro,Valcea,0250-772043
Ocniţa,relatii@primariaocnita.ro,Dambovita,0245-680208
Ocoliş,sc.ocolis@mail.albanet.ro,Alba,0258-700888
Odobeşti,odobesti_bc@yahoo.com,Bacau,0234-224610
Odobeşti,primaria_odobesti@yahoo.com,Dambovita,0245-721101
Odoreu,secretariatodoreu@yahoo.com,Satu Mare,0261-775062
Odorheiu Secuiesc,office@varoshaza.ro,Harghita,0266-218145
Odăile,primariaodailebz@yahoo.com,Buzau,0238-547605
Ogra,ogra@cjmures.ro,Mures,0265-458212
Ograda,primaria_ograda@yahoo.com,Ialomita,0243-279625
Ogrezeni,primaria_ogrezeni@yahoo.com,Giurgiu,0246-250234
Ohaba,secretar@primariaohaba.ro,Alba,0258-854511
Ohaba Lungă,primariaohabalunga@yahoo.com,Timis,0256-333309
Oinacu,cl_oinacugr@yahoo.com,Giurgiu,0246-239143
Oituz,con_oituz@compnet.ro,Bacau,0234-337010
Ojdula,pjudit65@yahoo.com,Covasna,0267-346555
Olanu,primariaolanu@yahoo.com,Valcea,0250-762334
Olari,primaria_olari@yahoo.com,Arad,0257-377132
Olari,secretar@primariaolari.ro,Prahova,0244-471300
Olcea,primaria.olcea@cjbihor.ro,Bihor,0259-310881
Olteneşti,primaria_oltenesti@yahoo.com,Vaslui,0235-485017
Olteni,primarolteni@yahoo.com,Teleorman,0247-432118
Olteniţa,secretariat.primariaoltenita@gmail.com,Calarasi,0242-515770
Oltina,primaria_oltina@yahoo.com,Constanta,0241-851852
Onceşti,comunaoncesti@yahoo.com,Bacau,0234-288610
Onceşti,primaria_oncesti_maramures@yahoo.com,Maramures,0262-348417
Oneşti,secretar@onesti.ro,Bacau,0234-324230
Oniceni,primaria_oniceni@yahoo.com,Neamt,0233-763507
Oprişor,cloprisor@sejmh.ro,Mehedinti,0371-054222
Optaşi-Măgura,primariaoptasimagura@yahoo.com,Olt,0249-481535
Oradea,primarie@oradea.ro,Bihor,0259-437000
Oras Bolintin-Vale,vrenicuadrian@yahoo.com,Giurgiu,
Oras Ciacova,primariaciacova@primariaiacova.ro,Timis,0256-399500
Oras Copsa Mica,primaria_copsa@birotec.ro,Sibiu,0269-840120
Oras Draganesti-Olt,secretar@draganesti-olt.ro,Olt,
Oras Fierbinti-Targ,primariafierbinti@yahoo.com,Ialomita,
Oras Huedin,primar@primariahuedin.ro,Cluj,0264-351548
Oras Jimbolia,secretar@jimbolia.ro,Timis,0256-360770
Oras Lehliu Gara,consiliullocal@yahoo.com,Calarasi,
Oras Miercurea Sibiului,primmsb@yahoo.com,Sibiu,0269-533102
Oras Negresti-Oas,primarie@negresti-oas.ro,Satu Mare,
Oras Patarlagele,primaria.patarlagele@yahoo.com,Buzau,0753709532
Oras Piatra-Olt,primariapiatraolt@yahoo.com,Olt,
Oras Pucioasa,info@primpuc.ro,Dambovita,0245762271
Oras Recas,public@primariarecas.ro,Timis,0356-177278
Oras Talmaciu,iliesoima@gmail.com,Sibiu,0269-555401
Oras Targu Ocna,primaria@tirguocna.ro,Bacau,
Oras Tautii-Magheraus,secretartautimm@yahoo.com,Maramures,
Oras Ungheni,ungheni@cjmures.ro,Mures,0265-328212
Oras Victoria,primaria.victoria@yahoo.com,Brasov,0232-295120
Oraviţa,oravitaprimarie@gmail.com,Caras-Severin,0255-571133
Oraşu Nou,corasunou@yahoo.com,Satu Mare,0261-830001
Orbeni,consiliullocal_orbeni@yahoo.com,Bacau,0234-255502
Orlat,primariaorlat@yahoo.com,Sibiu,0269-571455
Orleşti,primariaorlesti@yahoo.com,Valcea,0250-763301
Ormeniş,primariaormenis@yahoo.com,Brasov,0268-284974
Orodel,orodel@cjdolj.ro,Dolj,0251-367538
Ortişoara,primaria.ortisoara@cjtimis.ro,Timis,0256-233266
Orăştie,primaria@orastie.info.ro,Hunedoara,0254-241513
Orăştioara De Sus,primariaorastioaradesus@yahoo.com,Hunedoara,0254-246650
Orşova,primariaorsova@primariaorsova.ro,Mehedinti,0372-764195
Osica De Jos,primariaosicadejos@yahoo.com,Olt,0249-455015
Osica De Sus,primar@primariaosicadesus.ro,Olt,0249-418064
Ostra,primaria_ostra@yahoo.com,Suceava,0230-575268
Ostrov,primariaostrov@yahoo.com,Constanta,0241-857010
Ostrov,primariaostrovtl@yahoo.com,Tulcea,0240-577336
Ostroveni,ostroveni@cjdolj.ro,Dolj,0251-337866
Otelec,primaria_otelec@yahoo.com,Timis,0256-232809
Otopeni,secretariat@otopeniro.ro,Ilfov,021-3520033
Ovidiu,primaria_ovidiu@yahoo.com,Constanta,0241-255340
Oşeşti,primaria_osesti@yahoo.com,Vaslui,0235-346317
Oşorhei,primaria.osorhei@cjbihor.ro,Bihor,0259-313213
Oţeleni,secretar@primariaoteleni.ro,Iasi,0232-718246
Oţelu Roşu,primaria_otelurosu@yahoo.com,Caras-Severin,0255-530803
Oţeşani,pr.otesani@yahoo.com,Valcea,0250-860676
Padeş,primariapades@yahoo.com,Gorj,
Padina,primariapadina@gmail.com,Buzau,
Padureni,cons.local_padureni@yahoo.com,Vaslui,0235-485785
Palanca,primariapalanca@yahoo.com,Bacau,0234-385003
Paleu,primaria@paleu.ro,Bihor,0259-451007
Paltin,secretarpaltin@yahoo.com,Vrancea,0237-674300
Panaci,primariapanaci@yahoo.com,Suceava,0230-576525
Panciu,primaria.panciu@vrancea.info,Vrancea,0237-275191
Pantelimon,pantelimon.primaria@yahoo.com,Constanta,0241-874466
Pantelimon,secretariat@primariapantelimon.ro,Ilfov,021-3502442
Panticeu,panticeuadm@yahoo.com,Cluj,0264-227840
Papiu Ilarian,papiu@cjmures.ro,Mures,0265-715112
Parava,primaria_parava@yahoo.com,Bacau,0234-252156
Pardina,prim_pardina@zappmobile.ro,Tulcea,0240-892282
Pardosi,tele@buzau.insse.ro,Buzau,0238-774234
Parincea,primaria.parincea@yahoo.com,Bacau,0234-226530
Parva,primariaparva@yahoo.com,Bistrita-Nasaud,0263-367194
Parţa,primaria_parta@yahoo.com,Timis,0256-392264
Pauca,primariapauca@yahoo.com,Sibiu,0269-580101
Pauleni-Ciuc,pauleniciuc@yahoo.com,Harghita,
Paşcani,contact@primariapascani.ro,Iasi,0232-762300
Peceneaga,primaria_peceneaga@yahoo.com,Tulcea,0240-577130
Pechea,primaria.pechea@yahoo.com,Galati,0236-823507
Pecica,lex.pecica@upcmail.ro,Arad,0257-468323
Pecineaga,primaria_pecineaga@yahoo.com,Constanta,0241-858510
Peciu Nou,primaria_peciunou@yahoo.com,Timis,0256-414201
Peregu Mare,primariaperegumare@yahoo.com,Arad,0257-459101
Peretu,primaria.peretu@yahoo.com,Teleorman,0247-327167
Periam,office@primatimperiam.ro,Timis,0256-375001
Pericei,periceisj@gmail.com,Salaj,0260-672701
Perieni,primariaperieni@yahoo.com,Vaslui,0235-427092
Perieti,primariaperieti@yahoo.com,Ialomita,0349-525000
Perieţi,primariaperieti@judetulolt.ro,Olt,0349-525000
Perişani,primaria_perisani@yahoo.com,Valcea,0250-757280
Perişor,perisor@cjdolj.ro,Dolj,0251-459707
Perişoru,primariaperisoru11@yahoo.com,Calarasi,0242-346010
Perşinari,primaria_persinari@yahoo.com,Dambovita,0245-684618
Pesac,primariapesac@yahoo.com,Timis,0256-382888
Pesceana,primaria_pesceana@yahoo.com,Valcea,0350-525000
Petelea,petelea@cjmures.ro,Mures,0265-344112
Petreşti,primariapetresti@yahoo.com,Dambovita,0245-730100
Petreşti,primariapetresti@gmail.com,Satu Mare,0261-820063
Petricani,primariapetricani@yahoo.com,Neamt,0233-785006
Petrila,primariapetrila2008@yahoo.com,Hunedoara,0254-550760
Petriş,primariapetris@yahoo.com,Arad,0257-433701
Petrova,primariapetrova@yahoo.com,Maramures,0262-363136
Petroşani,primaria.petrosani@upcmail.ro,Hunedoara,0254-541220
Petru Rareş,popdumitru1949@gmail.com,Bistrita-Nasaud,0263-344000
Petrăchioaia,primaria_petrachioaia@yahoo.com,Ilfov,021-3617444
Peştera,primariapestera@yahoo.com,Constanta,0241-856800
Peştişu Mic,pestisumic@yahoo.com,Hunedoara,0254-735735
Pianu,primariacomuneipianu@yahoo.com,Alba,
Piatra,primaria_piatra_tr@yahoo.com,Teleorman,0247-361103
Piatra Neamţ,infopn@primariapn.ro,Neamt,
Piatra Şoimului,primariapiatrasoimului7@gmail.ro,Neamt,0233-296548
Pieleşti,pielesti@cjdolj.ro,Dolj,0251-459474
Pietrari,primariapietrari@yahoo.com,Dambovita,0245-2408542
Pietrari,pietraridambovita@yahoo.com,Dambovita,0250-864166
Pietroasa,cpietroasa@yahoo.com,Bihor,0259-325817
Pietroasa,primaria.pietroasa@cjbihor.ro,Bihor,0256-334780
Pietroasele,primariapietroasele@yahoo.com,Buzau,0238-512000
Pietroşani,prim1pietr@yahoo.com,Arges,0248-267266
Pietroşani,primaria.pietrosani@yahoo.com,Teleorman,0247-334402
Pietroşiţa,pietrosita@gmail.com,Dambovita,0245-778247
Pilu,primariapilu69@artelecom.net,Arad,0257-353818
Pipirig,primaria.pipirig@yahoo.com,Neamt,0233-252449
Pir,primariapir@yahoo.com,Satu Mare,0261-821702
Piscu,primaria_piscu@yahoo.com,Galati,0236-827502
Piscu Vechi,piscu_vechi@cjdolj.ro,Dolj,0251-323008
Piteşti,primaria@primariapitesti.ro,Arges,0248-220088
Pişchia,primaria_pischia@yahoo.com,Timis,0256-234101
Pişcolţ,primariacomuneipiscolt@yahoo.com,Satu Mare,0261-824800
Platoneşti,primaria_platonesti@yahoo.com,Ialomita,0243-279120
Pleniţa,plenita@cjdolj.ro,Dolj,0251-368086
Pleşcuţa,primariaplescuta@yahoo.com,Arad,0257-318065
Pleşoi,plesoi@cjdolj.ro,Dolj,0251-454246
Pleşoiu,primaria_plesoiuolt@yahoo.com,Olt,0249-474024
Ploieşti,comunicare@ploiesti.ro,Prahova,0244-516699
Plopana,primaria@comunaplopana.ro,Bacau,0234-220011
Plopeni,plopeni@prefecturaprahova.ro,Prahova,0244-220132
Plopiş,primaria_plopis@yahoo.com,Salaj,0260-671102
Plopu,primariaplopu@yahoo.com,Prahova,0244-460592
Plopşoru,stefanescu_victoria@yahoo.com,Gorj,0253-285655
Plosca,primaria_plosca@yahoo.com,Teleorman,0247-327501
Ploscoş,primariaploscos@yahoo.com,Cluj,0371-324975
Ploscuteni,primariaploscuteni@yahoo.com,Vrancea,
Plugari,primaria_plugari@yahoo.com,Iasi,0232-238004
Plătăreşti,platarestiprimaria@yahoo.com,Calarasi,0242-533044
Poarta Albă,primariapa@yahoo.com,Constanta,0241-853228
Poboru,primariapoboru@judetulolt.ro,Olt,0249-463835
Pochidia,pochidia@yahoo.com,Vaslui,0335-086016
Pocola,primariapocola@clicknet.ro,Bihor,0259-321896
Podari,podari@cjdolj.ro,Dolj,0251-339155
Podeni,clpodeni@sejmh.ro,Mehedinti,0252-388390
Podenii Noi,primaria.podeniinoi@gmail.com,Prahova,0244-414032
Podgoria,primariapodgoria@yahoo.com,Buzau,0238-574923
Podoleni,primariapodoleni@yahoo.com,Neamt,0233-299458
Podu Iloaiei,podu_iloaiei@yahoo.com,Iasi,0232-740646
Podu Turcului,primarie@poduturcului.ro,Bacau,0234-289226
Poduri,autoritatealocala@yahoo.com,Bacau,0234-369004
Pogana,primariapogana@yahoo.com,Vaslui,0235-411364
Pogoanele,primariepogoanele@yahoo.com,Buzau,0238-552123
Pogoneşti,juris_best@yahoo.com,Vaslui,0235-427468
Pogăceaua,pogaceaua@cjmures.ro,Mures,0265-420001
Poian,poian@cosys.ro,Covasna,0267-368629
Poiana,primaria_poianadambovita@yahoo.com,Dambovita,0245-721841
Poiana,poianaprimaria@yahoo.co.uk,Galati,0236-867447
Poiana Criştei,poianacristeiprimaria@yahoo.com,Vrancea,0237-252182
Poiana Câmpina,primpoianacampina@yahoo.com,Prahova,0244-351367
Poiana Ilvei,primaria@poianailvei.com,Bistrita-Nasaud,0263-375533
Poiana Lacului,primaria.placului@yahoo.com,Arges,0248-293046
Poiana Mare,poiana_mare@cjdolj.ro,Dolj,0251-235048
Poiana Mărului,primariapoianamarului@yahoo.com,Brasov,0368-008176
Poiana Sibiului,primariapoianasb@yahoo.com,Sibiu,0269-531101
Poiana Stampei,poiana_stampei@yahoo.com,Suceava,0230-575177
Poiana Teiului,primaria@poianateiului.ro,Neamt,0233-266250
Poiana Vadului,primaria@poianavadului.ro,Alba,0258-701856
Poienari,primariapoienari@yahoo.com,Neamt,0233-764515
Poienarii Burchii,poienariiburchi@prefecturaprahova.ro,Prahova,0244-486244
Poienarii De Argeş,primarie@poienariidearges.cjarges.ro,Arges,0248-747140
Poienarii De Muscel,primarie@poienariidemuscel.cjarges.ro,Arges,0248-546603
Poieneşti,primaria_poienesti@yahoo.com,Vaslui,0235-347082
Poieni,primaria_poienicj@yahoo.com,Cluj,0264-255099
Poieni-Solca,poienisolca@yahoo.com,Suceava,
Poienile De Sub Munte,contact@poieni.ro,Maramures,0262-367075
Poienile Izei,primariapoienileizei@yahoo.com,Maramures,0262-334202
Pojejena,primariapojejena@yahoo.com,Caras-Severin,0255-544355
Pojorâta,pojoritta@yahoo.com,Suceava,0230-236345
Polovragi,primariapolovragi@yahoo.com,Gorj,0253-476135
Pomi,primaria_pomi@yahoo.com,Satu Mare,0261-871701
Pomârla,primariapomirla@yahoo.com,Botosani,0231-622802
Ponoarele,primariaponoarele@yahoo.com,Mehedinti,0252-381512
Ponor,primariaponor@yahoo.com,Alba,0258-867503
Popeşti,prim_popesti@yahoo.com,Arges,0248-693109
Popeşti,primariapopestibihor@yahoo.com,Bihor,0259-327760
Popeşti,primariapopestivl@yahoo.com,Valcea,0250-764552
Popeşti Leordeni,primar@ppl.ro,Ilfov,021-3614029
Poplaca,primaria.poplaca@sibiu.stslink.ro,Sibiu,0269-573101
Poplaca,p_poplaca@yahoo.com,Sibiu,0269-573101
Poroina Mare,clporoina@sejmh.ro,Mehedinti,0252-352847
Poroschia,primariaporoschia@yahoo.com,Teleorman,0247-318787
Porumbacu De Jos,primariaporumbacu@yahoo.com,Sibiu,0269-522101
Porumbeni,consporumbeni@freemail.hu,Harghita,
Porumbeşti,primaria@porumbesti.eu,Satu Mare,0361-525014
Poseşti,primariaposesti@yahoo.com,Prahova,0244-422003
Potcoava,primariapotcoava@yahoo.com,Olt,0249-462038
Potlogi,primariapotlogi@yahoo.com,Dambovita,0245-722401
Poşaga,secretar@comunaposaga.ro,Alba,0258-776024
Poşta Câlnău,primariacilnau@yahoo.com,Buzau,0238-521102
Praid,primariapraid@yahoo.com,Harghita,0266-240175
Predeal,primar@primaria-predeal.ro,Brasov,0268-456237
Predeal-Sarari,secretarpredeals@yahoo.com,Prahova,
Predeşti,predesti@cjdolj.ro,Dolj,0251-454002
Prejmer,primaria.prejmer@yahoo.com,Brasov,0268-362003
Preuteşti,primarpreutesti@yahoo.com,Suceava,0230-541242
Priboieni,primariacomuneipriboieni@yahoo.com,Arges,0248-656001
Prigor,pr_prigor@yahoo.com,Caras-Severin,0255-243887
Prigoria,primariaprigoria@yahoo.com,Gorj,0374-013444
Priponeşti,prim.pripgl@artelecom.net,Galati,0236-337313
Priseaca,secretar_priseaca@yahoo.com,Olt,0249-480001
Pristol,clpristol@sejmh.ro,Mehedinti,0252-394502
Prisăcani,primaria_prisacani@yahoo.com,Iasi,0232-295858
Probota,primariaprobota@yahoo.com,Iasi,0232-297572
Produleşti,primaria.produlesti@yahoo.com,Dambovita,0245-243643
Proviţa De Jos,primariaprovitadejos@yahoo.com,Prahova,0244-354227
Proviţa De Sus,primariaprovitadesus_ph@yahoo.com,Prahova,0244-354567
Prundeni,primprud@yahoo.com,Valcea,0250-810399
Prundu,primaria_prundu@yahoo.com,Giurgiu,0246-245117
Prundu Bârgăului,pbp@primariaprundub.ro,Bistrita-Nasaud,0263-265011
Prunişor,primarieprunisor@yahoo.com,Mehedinti,0352-884887
Prăjeni,primariaprajeni@yahoo.com,Botosani,0231-553010
Prăjeşti,primariaprajesti@yahoo.com,Bacau,0234-222242
Pucheni,primariapucheni@yahoo.com,Dambovita,
Puchenii Mari,primaria@pucheniimari.ro,Prahova,0244-477305
Pucioasa,alesiapensiune@gmail.com,Dambovita,0245762271
Pufeşti,primaria_pufesti@yahoo.com,Vrancea,0237-263052
Pui,primariapui@yahoo.com,Hunedoara,0254-779101
Puieşti,primariapuiesti@gmail.com,Buzau,0238-576106
Pungeşti,primaria_pungesti@yahoo.com,Vaslui,0235-347254
Punghina,clpunghina@sejmh.ro,Mehedinti,0252-395785
Purani,litageta@yahoo.com,Teleorman,0247-331225
Putineiu,secretar@primariaputineiu.ro,Giurgiu,0372-772770
Putineiu,primariaputineiu@yahoo.com,Teleorman,0247-358139
Putna,primaria_putna@clicknet.ro,Suceava,0230-414102
Puşcaşi,primariapuscasi@yahoo.com,Vaslui,0235-340400
Pânceşti,primariapancesti@yahoo.com,Bacau,0234-288080
Pânceşti,primariapancesti@clicknet.ro,Neamt,0233-764766
Pâncota,primariapancota@artelecom.net,Arad,0257-466679
Pângăraţi,office@pangarati.ro,Neamt,0233-240323
Pârgăreşti,cl-pargaresti@yahoo.com,Bacau,0234-347510
Pârjol,primaria_parjol@yahoo.com,Bacau,0234-384016
Pârscov,pirscov@gmail.com,Buzau,0238-527006
Pârteştii De Jos,pirtestii@yahoo.com,Suceava,0230-237019
Pârșcoveni,clpirscoveni@yahoo.com,Olt,0249-455308
Păcureţi,primaria_pacureti@yahoo.com,Prahova,0244-219099
Pădina,clpadina@sejmh.ro,Mehedinti,
Pădureni,primaria.padureni@cjtimis.ro,Timis,0256-411133
Pălatca,primariapalatca@yahoo.com,Cluj,0264-276441
Păltiniş,compalprim@yahoo.com,Botosani,0231-622103
Păltiniş,primariapaltinis@yahoo.com,Caras-Severin,0255-522804
Păltinoasa,primaria_comunei_paltinoasa@yahoo.com,Suceava,0230-231316
Pănet,panet@cjmures.ro,Mures,0265-322112
Pănătău,primaria.panatau@yahoo.com,Buzau,0238-502013
Părău,primaria.parau@gmail.com,Brasov,0268-287155
Păstrăveni,conslocpastraveni@yahoo.com,Neamt,0233-783005
Păsăreni,pasareni@cjmures.ro,Mures,0265-710290
Pătrăuţi,primariapatrauti@yahoo.com,Suceava,0230-528020
Pătulele,cl_patulele@yahoo.com,Mehedinti,0252-392503
Pătârlagele,dimianrobertpfa@yahoo.com,Buzau,0753709532
Păuca,primaria.pauca@yahoo.com,Sibiu,0269-580101
Păuleşti,paulesti@prefecturaprahova.ro,Prahova,0244-224300
Păuleşti,primariapaulesti@yahoo.com,Satu Mare,0261-757355
Păuliş,primariapaulis@gmail.com,Arad,0257-388101
Păuneşti,primaria@paunesti.ro,Vrancea,0237-268600
Păuseşti-Măglaşi,primaria_pausestimg@yahoo.com,Valcea,0250-776533
Păuşeşti,primariapausestiotasau@yahoo.com,Valcea,0250-774060
Racova,primaria_comunei_racova@yahoo.com,Bacau,0234-269501
Racovita,primaria.racovita@yahoo.com,Braila,0250-756027
Racovita,racovitaprimaria@yahoo.com,Sibiu,0250-756027
Racovita,primaria.racovita@cjtimis.ro,Timis,0250-756027
Racovita,primracovita@yahoo.com,Valcea,0250-756027
Racoviţa,primaria.racovita@sibiu.stslink.ro,Braila,0239-698725
Racoviţeni,primariaracoviteni@yahoo.com,Buzau,0238-598134
Racoş,primaria.racos@yahoo.com,Brasov,0268-286809
Racu,primaria@racu.ro,Harghita,0266-379237
Racşa,primariaracsa@yahoo.com,Satu Mare,0261-826851
Radomireşti,primariaradomiresti@judetulolt.ro,Olt,0249-489306
Radovan,radovan@cjdolj.ro,Dolj,0251-359223
Radovanu,primaria_radovanu@yahoo.com,Calarasi,0242-517211
Rafaila,contact@rafaila.ro,Vaslui,0235-459274
Rametea,primaria_rimetea@yahoo.com,Alba,
