cui,denumire,caen,nr_reg_com,forma_juridica,sediu_judet,sediu_localitate,sediu_strada,sediu_nr,sediu_cod_postal,adresa,telefon_anaf,fax,cod_postal,data_inregistrare,stare,status_tva,email,email2,website,cifra_afaceri_ron,cifra_afaceri_eur,angajati,an_infiintare
47900475,AGRIMILK INTERNATIONAL S.R.L.,4661,J21/165/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Mun. Slobozia,Şos. Amara,1 bis,920049,"JUD. IALOMIŢA, MUN. SLOBOZIA, ŞOS. AMARA, NR.1 BIS, CLĂDIREA ”HALA+BIROURI”, LOT 2, NR.CADASTRAL 475/1/2-C17, BIROUL NR.1",00359879166162,,920049,2023-03-28,INREGISTRAT din data 28.03.2023,False,,,,,,,
47471810,AGRIMOND SERV S.R.L.,4661,J17/87/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GALAŢI,Mun. Tecuci,Str. Gheorghe Petraşcu,21,805300,"JUD. GALAŢI, MUN. TECUCI, STR. GHEORGHE PETRAŞCU, NR.21, BL.O1A, SC.2, ET.1, AP.21",0768535282,,805300,2023-01-18,SUSPENDARE ACTIVITATE din data 30.05.2024,False,,,,,,,
36240560,AGRIN - NATURA UTILAJE SRL,4661,J16/1245/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,DOLJ,Mun. Craiova,Str. Dr. Ioan Cantacuzino,14,,"JUD. DOLJ, MUN. CRAIOVA, STR. DR. IOAN CANTACUZINO, NR.14, BL.S22, SC.1, ET.4, AP.19",0767776077,,,2016-06-24,INREGISTRAT din data 24.06.2016,True,,,,15750346,3150069,12,2016
40057162,AGRINORD TRUCK S.R.L.,4661,J24/1671/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Mun. Baia Mare,Str. Lămâiţei,2A,430066,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. LĂMÂIŢEI, NR.2A",,,430066,2018-10-25,INREGISTRAT din data 25.10.2018,True,,,,,,,
40057243,AGRIPRIM QUALITY S.R.L.,4661,J24/1674/2018,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Mun. Baia Mare,Str. Lămâiţei,2,430066,"JUD. MARAMUREŞ, MUN. BAIA MARE, STR. LĂMÂIŢEI, NR.2",,,430066,2018-10-25,INREGISTRAT din data 25.10.2018,True,,,,,,,
28227950,AGRIPUNCT SERVICE S.R.L.,4661,J2011000270322,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SIBIU,Sat Aţel Com. Aţel,,498B,,"JUD. SIBIU, SAT AŢEL COM. AŢEL,  , NR.498B",,,,2011-03-23,INREGISTRAT din data 22.03.2011,True,,,,,,,
41118551,AGRIROM UTILAJE S.R.L.,4661,J2019006431404,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Aron Cotruş,57,14131,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR ARON COTRUŞ, NR.57, SC.A, ET.5, AP.A18",,,14131,2019-05-15,INREGISTRAT din data 15.05.2019,True,contact@irigam.ro,,https://agrirom.ro,,,,
9416538,AGRIROMEX A.D. S.R.L.,4661,J40/3412/1997,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 5 Mun. Bucureşti,Str. Lacul Plopului,3,51733,"MUNICIPIUL BUCUREŞTI, SECTOR 5, STR. LACUL PLOPULUI, NR.3, BL.P 64, SC.2, ET.2, AP.45",0213160165,,51733,1997-05-12,TRANSFER(SOSIRE) din data 27.08.2014,True,,,,,,,
22449427,AGRISOLV WASTE SRL,2830,J40/17783/2007,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 2 Mun. Bucureşti,Str. Timpului,27,24081,"MUNICIPIUL BUCUREŞTI, SECTOR 2, STR. TIMPULUI, NR.27, CORP B, ET.1, AP.4",3208152,,24081,2007-09-24,TRANSFER(SOSIRE) din data 28.03.2019,True,,,,712320,142464,1,2007
14349460,AGRISORG SRL,4661,J05/956/2001,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Săcădat Com. Săcădat,Str. PRINCIPALA,444/A,417430,"JUD. BIHOR, SAT SĂCĂDAT COM. SĂCĂDAT, STR. PRINCIPALA, NR.444/A",0730511050,,417430,2001-12-14,INREGISTRAT din data 13.12.2001,True,,,,,,,
17005479,AGRITECH S.R.L.,4661,J21/288/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IALOMIŢA,Sat Amara Orş. Amara,Str. George Coşbuc,158,927020,"JUD. IALOMIŢA, SAT AMARA ORŞ. AMARA, STR. GEORGE COŞBUC, NR.158",,,927020,2004-12-03,TRANSFER(SOSIRE) din data 10.06.2005,True,office@agritech.ro,,https://agritech.ro,,,,
18676405,AGRITEHNICA SERVICE S.R.L.,4661,J22/1211/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Mun. Iaşi,Str. Dumbrava Roşie,35,700488,"JUD. IAŞI, MUN. IAŞI, STR. DUMBRAVA ROŞIE, NR.35",0332104998,0332104999,700488,2006-05-17,INREGISTRAT din data 17.05.2006,True,contact@agritehnica.ro,,https://www.agritehnica.ro,,,,
19108624,AGRITEHNICA SERVICE SRL,4661,J2006001485044,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Sat Valea Seacă Com. Valea Seacă,,,607660,"JUD. BACĂU, SAT VALEA SEACĂ COM. VALEA SEACĂ,",0234255000,,607660,2006-10-18,INREGISTRAT din data 17.10.2006,True,contact@agritehnica.ro,,https://agritehnica.ro,,,,
47541819,AGRITEK IMPEX S.R.L.,4661,J2023001681401,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 6 Mun. Bucureşti,Spl. Independenţei,202B,,"MUNICIPIUL BUCUREŞTI, SECTOR 6, SPL. INDEPENDENŢEI, NR.202B, AP.CAM42",,,,2023-02-01,TRANSFER(SOSIRE) din data 20.08.2025,True,,,,,,,
16497365,AGRITERRA SRL,4661,J03/1562/2013,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Mun. Piteşti,Str. Bucovina,83,110161,"JUD. ARGEŞ, MUN. PITEŞTI, STR. BUCOVINA, NR.83, CARTIER  CRAIOVEI, BL.83, SC.A, ET.2, AP.24",0733955088,,110161,2004-06-09,INREGISTRAT din data 21.11.2013,True,,,,,,,
18178753,AGRITIM SRL,4661,J04/2109/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Sat Traian Com. Traian,,,607635,"JUD. BACĂU, SAT TRAIAN COM. TRAIAN",,0234522673,607635,2005-12-02,INREGISTRAT din data 30.11.2005,True,contact@agritim.ro,,https://agritim.ro,,,,
34847779,AGRITOT G.T. SRL,4661,J04/792/2015,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Mun. Oneşti,Cal. Braşovului,88,601073,"JUD. BACĂU, MUN. ONEŞTI, CAL. BRAŞOVULUI, NR.88",,,601073,2015-08-04,INREGISTRAT din data 04.08.2015,True,,,,,,,
46329878,AGRITOT IRIGATII S.R.L.,4661,,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Mun. Oneşti,Cal. Braşovului,88,601073,"JUD. BACĂU, MUN. ONEŞTI, CAL. BRAŞOVULUI, NR.88",,,601073,2022-06-20,INREGISTRAT din data 20.06.2022,True,,,,,,,
34542960,AGRITRAC MACHINERY SRL,4661,J03/733/2015,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARGEŞ,Sat Argeşelu Com. Mărăcineni,Şos. Câmpulung,560C,117451,"JUD. ARGEŞ, SAT ARGEŞELU COM. MĂRĂCINENI, ŞOS. CÂMPULUNG, NR.560C",,,117451,2015-05-21,INREGISTRAT din data 21.05.2015,True,,,,,,,
34070973,AGRIZOOTEK SRL,4661,J12/341/2015,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Sat Aghireşu-Fabrici Com. Aghireşu,AGHIREŞU-FABRICI,21,407010,"JUD. CLUJ, SAT AGHIREŞU-FABRICI COM. AGHIREŞU, AGHIREŞU-FABRICI, NR.21",0741328307,,407010,2015-02-06,INREGISTRAT din data 06.02.2015,True,office@agrizootek.ro,,https://agrizootek.ro,,,,
28541260,AGRO BASIC SRL,4661,J35/1272/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Dumbrăviţa Com. Dumbrăviţa,Str. Sportivilor,22,307160,"JUD. TIMIŞ, SAT DUMBRĂVIŢA COM. DUMBRĂVIŢA, STR. SPORTIVILOR, NR.22, CAM. 1",0749232395,,307160,2011-05-25,INREGISTRAT din data 25.05.2011,True,office@agrobasic.ro,,https://agrobasic.ro,,,,
14682293,AGRO BUSINESS CENTER S.R.L.,4661,J35/875/2002,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Cernăuţi,,300362,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. CERNĂUŢI, BL.B 2, ET.1, AP.4",0723097832,,300362,2002-06-07,INREGISTRAT din data 06.06.2002,False,,,,,,,
37155292,AGRO CLUB DB SRL,4661,J2017000614353,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Ciacova Orş. Ciacova,Str. Dositei Obradovici,5,307110,"JUD. TIMIŞ, SAT CIACOVA ORŞ. CIACOVA, STR. DOSITEI OBRADOVICI, NR.5, CAM. 4",0765297075,,307110,2017-03-06,INREGISTRAT din data 06.03.2017,False,,,,,,,
38214605,AGRO COLOMBO 2017 SRL,4661,J2017003737352,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Sat Temereşti Orş. Făget,,161,305310,"JUD. TIMIŞ, SAT TEMEREŞTI ORŞ. FĂGET, NR.161, CAMERA 2",0756597788,,305310,2017-09-13,INREGISTRAT din data 13.09.2017,False,,,,,,,
6919080,AGRO CONEX S.R.L.,4661,J13/5636/1994,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Ion Lahovari,96,900588,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. NICOLAE IORGA, NR.20, ET.1",,,900612,1995-02-02,INREGISTRAT din data 02.02.1995,True,,,https://agroconex.ro,,,,
26617167,AGRO CONEX TRADING S.R.L.,4661,J13/401/2010,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. ION LAHOVARI,17,,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. ION LAHOVARI, NR.17, BL.6, ET.3, AP.6",0241690894,0241519955,,2010-03-08,INREGISTRAT din data 05.03.2010,False,,,https://agroconex.ro,,,,
28965990,AGRO DEMCOMPLEX SRL,4661,J19/375/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,HARGHITA,Mun. Odorheiu Secuiesc,Str. ROZEI,2,535600,"JUD. HARGHITA, MUN. ODORHEIU SECUIESC, STR. ROZEI, NR.2",0744139358,,535600,2011-08-08,INREGISTRAT din data 05.08.2011,True,,,,,,,
42709980,AGRO DRONE S.R.L.,4661,J09/379/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Mun. Brăila,Cal. Călăraşilor,318,810440,"JUD. BRĂILA, MUN. BRĂILA, CAL. CĂLĂRAŞILOR, NR.318",,,810440,2020-07-01,INREGISTRAT din data 01.07.2020,False,,,https://agrodrone.ro,,,,
10330375,AGRO FRANCE PIECES SRL,4661,J35/265/1998,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TIMIŞ,Mun. Timişoara,Str. Martir Dumitru Jugănaru,20,,"JUD. TIMIŞ, MUN. TIMIŞOARA, STR. MARTIR DUMITRU JUGĂNARU, NR.20, BL.28, ET.3, AP.13",0745255155,,,1998-03-18,INREGISTRAT din data 18.03.1998,False,,,,,,,
42509329,AGRO GEO&ANA S.R.L.,4661,J52/823/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,GIURGIU,Sat Popeşti Orş. Mihăileşti,Str. Dacia,91,85203,"JUD. GIURGIU, SAT POPEŞTI ORŞ. MIHĂILEŞTI, STR. DACIA, NR.91",,,85203,2020-05-18,TRANSFER(SOSIRE) din data 30.07.2021,False,,,,,,,
50262733,AGRO IRRIGATION MACHINERY S.R.L.,4661,J2024000516284,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,OLT,Mun. Slatina,Str. Libertăţii,5,230026,"JUD. OLT, MUN. SLATINA, STR. LIBERTĂŢII, NR.5, BL.17, SC.A, ET.4, AP.83",0742011035,,230026,2024-06-20,INREGISTRAT din data 20.06.2024,True,,,,,,,
36925024,AGRO KUBALAK SRL,4661,J05/52/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Valea Târnei Com. Şinteu,VALEA TÂRNEI,78,417553,"JUD. BIHOR, SAT VALEA TÂRNEI COM. ŞINTEU, VALEA TÂRNEI, NR.78",0730247164,,417553,2017-01-17,INREGISTRAT din data 17.01.2017,False,,,,,,,
13728775,AGRO LEGATO RO SRL,4661,J08/218/2001,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRAŞOV,Mun. Braşov,Str. Nicolae Bălcescu,5,500019,"JUD. BRAŞOV, MUN. BRAŞOV, STR. NICOLAE BĂLCESCU, NR.5, AP.3",068473014,093173094,500019,2001-02-26,SUSPENDARE ACTIVITATE din data 01.01.2020,False,,,,,,,
45888120,AGRO LINK SOLUTIONS S.R.L.,4661,J2022000385017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ALBA,Mun. Alba Iulia,Str. Florilor,1,510119,"JUD. ALBA, MUN. ALBA IULIA, STR. FLORILOR, NR.1",,,510119,2022-03-31,INREGISTRAT din data 31.03.2022,True,,,,,,,
47249815,AGRO MARK AGRICO S.R.L.,4661,J33/2446/2022,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SUCEAVA,Mun. Suceava,Str. Păcii,17,720101,"JUD. SUCEAVA, MUN. SUCEAVA, STR. PĂCII, NR.17, BL.125, SC.D, AP.1",,,720101,2022-11-25,INREGISTRAT din data 25.11.2022,True,,,,,,,
10558730,AGRO MAX SRL,4661,J2000000440059,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Milcovului,26,410389,"JUD. BIHOR, MUN. ORADEA, STR. MILCOVULUI, NR.26, BL.PB 75/A, AP.2",,,410389,1998-05-18,INREGISTRAT din data 26.06.2000,False,info@dairymax.ro,,https://agromax.ro,,,,
30603941,AGRO MODERN SRL,4661,J2012000764242,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Sat Ciocotiş Com. Cerneşti,CIOCOTIŞ,362,437087,"JUD. MARAMUREŞ, SAT CIOCOTIŞ COM. CERNEŞTI, CIOCOTIŞ, NR.362",,,437087,2012-08-29,INREGISTRAT din data 29.08.2012,False,,,,,,,
28064810,AGRO MONADORA S.R.L.,4661,J24/139/2011,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MARAMUREŞ,Sat Fărcaşa Com. Fărcaşa,Str. Făgetului,12,437155,"JUD. MARAMUREŞ, SAT FĂRCAŞA COM. FĂRCAŞA, STR. FĂGETULUI, NR.12",0744288876,,437155,2011-02-21,INREGISTRAT din data 21.02.2011,False,,,,,,,
36509421,AGRO MUR LAND SRL,4661,J2016000502099,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Mun. Brăila,Str. Ghioceilor,2,810212,"JUD. BRĂILA, MUN. BRĂILA, STR. GHIOCEILOR, NR.2, BL.A14, SC.1, ET.5, AP.17",,,810212,2016-09-09,INREGISTRAT din data 09.09.2016,True,office@agromurland.ro,,https://agromurland.ro,,,,
49919806,AGRO PARTS EU-RO S.R.L.,4661,J40/7621/2024,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 6 Mun. Bucureşti,Str. Azurului,5,61192,"MUNICIPIUL BUCUREŞTI, SECTOR 6, STR. AZURULUI, NR.5, PARTER, CAMERA 1, BL.118A, SC.1, AP.6",0726462236,,61192,2024-04-10,INREGISTRAT din data 10.04.2024,False,,,,,,,
12301090,AGRO PATAKI SRL,4661,J30/284/1999,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SATU MARE,Mun. Carei,Cal. Armatei Române,98B,445100,"JUD. SATU MARE, MUN. CAREI, CAL. ARMATEI ROMÂNE, NR.98B",0261863227,,445100,1999-10-25,INREGISTRAT din data 25.10.1999,True,adresa-ta-de@e-mail.com,,https://agropataki.ro,,,,
34939880,AGRO POUNDER SRL,4661,J2015001899133,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Str. Străjerului,45,900204,"JUD. CONSTANŢA, MUN. CONSTANŢA, STR. STRĂJERULUI, NR.45, CAMERA NR. 2",0754061012,,900204,2015-08-28,INREGISTRAT din data 27.08.2015,True,,,,,,,
50281611,AGRO RECUPERATE RO S.R.L.,4661,J2024012550409,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Barbu Delavrancea,7,,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR BARBU DELAVRANCEA, NR.7, ET.2, AP.3",0727098398,,,2024-06-26,INREGISTRAT din data 26.06.2024,True,,,,,,,
41654711,AGRO RUS NIVA S.R.L.,4661,J40/12400/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUNICIPIUL BUCUREŞTI,Sector 1 Mun. Bucureşti,Str. Lămâiului,4,14584,"MUNICIPIUL BUCUREŞTI, SECTOR 1, STR. LĂMÂIULUI, NR.4, CAMERA NR. 1",,,14584,2019-09-18,INREGISTRAT din data 18.09.2019,False,,,,,,,
30425879,AGRO SALSO SRL,4661,J05/1081/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Salonta,Aleea Petre Păulescu,,415500,"JUD. BIHOR, MUN. SALONTA, ALEEA PETRE PĂULESCU, BL.Q6, ET.4, AP.U",0751467373,,415500,2012-07-12,INREGISTRAT din data 12.07.2012,True,,,,,,,
18067844,AGRO TIP-TOP SRL,4661,J19/999/2005,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,HARGHITA,Sat Satu Mare Com. Satu Mare,,294,537026,"JUD. HARGHITA, SAT SATU MARE COM. SATU MARE, NR.294",0743097055,,537026,2005-10-25,INREGISTRAT din data 24.10.2005,True,,,,,,,
18454344,AGRO TRADING SRL,4661,J36/108/2006,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,TULCEA,Sat Jijila Com. Jijila,Str. Principală,132,827110,"JUD. TULCEA, SAT JIJILA COM. JIJILA, STR. PRINCIPALĂ, NR.132, HALA-BIROUL 3",0240550056,0240550056,827110,2006-03-07,INREGISTRAT din data 06.03.2006,True,contact@agrotrading.eu,,https://agrotrading.ro,,,,
38544530,AGRO VESELKA S.R.L.,4661,J2017003005057,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Sat Valea Târnei Com. Şinteu,G VALEA TÂRNEI,77,417553,"JUD. BIHOR, SAT VALEA TÂRNEI COM. ŞINTEU, G VALEA TÂRNEI, NR.77",0754286102,,417553,2017-11-28,INREGISTRAT din data 28.11.2017,False,,,,,,,
19275967,AGRO ZARA GROUP SRL,4661,J2006003654134,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CONSTANŢA,Mun. Constanţa,Prl. Eduard Caudella,15 B,,"JUD. CONSTANŢA, MUN. CONSTANŢA, PRL. EDUARD CAUDELLA, NR.15 B",0723602267,,,2006-12-04,INREGISTRAT din data 30.11.2006,True,,,,,,,
42883454,AGRO ÎNSURĂȚEI S.R.L.,4661,J09/491/2020,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Orş. Însurăţei,Str. Alecu Russo,25,815300,"JUD. BRĂILA, ORŞ. ÎNSURĂŢEI, STR. ALECU RUSSO, NR.25",,,815300,2020-08-06,INREGISTRAT din data 06.08.2020,True,,,,,,,
15343015,AGRO-DOKTOR-COM SRL,4661,J19/292/2003,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,HARGHITA,Sat Sânmartin Com. Sânmartin,,97A,537280,"JUD. HARGHITA, SAT SÂNMARTIN COM. SÂNMARTIN, NR.97A",0722848369,,537280,2003-04-05,INREGISTRAT din data 03.04.2003,True,,,,,,,
89750,AGRO-ENIGMA S.R.L.,4661,J05/831/1992,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Marghita,Str. 1 Decembrie,87,415300,"JUD. BIHOR, MUN. MARGHITA, STR. 1 DECEMBRIE, NR.87",0359191113,,415300,1992-11-26,SUSPENDARE ACTIVITATE din data 30.04.2009,False,,,,,,,
41940047,AGRO-FARMING PARK S.R.L.,4661,J02/1919/2019,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ARAD,Orş. Pecica,Str. 503,14,317235,"JUD. ARAD, ORŞ. PECICA, STR. 503, NR.14",0721667744,,317235,2019-11-25,INREGISTRAT din data 22.11.2019,False,,,,,,,
47730460,AGRO-HANDEL S.R.L.,4661,J05/579/2023,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BIHOR,Mun. Oradea,Str. Episcop Roman Ciorogariu,9,,"JUD. BIHOR, MUN. ORADEA, STR. EPISCOP ROMAN CIOROGARIU, NR.9, BIROUL 10",,,,2023-03-01,INREGISTRAT din data 01.03.2023,False,,,,,,,
25292652,AGRO-LGP SRL,4661,J04/344/2009,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BACĂU,Mun. Bacău,Str. Narciselor,19,600310,"JUD. BACĂU, MUN. BACĂU, STR. NARCISELOR, NR.19",,,,2009-03-16,INREGISTRAT din data 16.03.2009,False,,,,,,,
18497213,AGRO-PROMT S.R.L.,4661,J14/300/2016,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,COVASNA,Mun. Sfântu Gheorghe,Str. Nicolae Bălcescu,10,520027,"JUD. COVASNA, MUN. SFÂNTU GHEORGHE, STR. NICOLAE BĂLCESCU, NR.10",0722631244,,520027,2006-03-20,TRANSFER(SOSIRE) din data 29.07.2016,False,,,,,,,
44712574,AGRO-STORE ALIN S.R.L.,4661,J38/865/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,VÂLCEA,Sat Buciumeni Com. Drăgoeşti,Str. Picăturii,12,247151,"JUD. VÂLCEA, SAT BUCIUMENI COM. DRĂGOEŞTI, STR. PICĂTURII, NR.12",,,247151,2021-08-09,INREGISTRAT din data 09.08.2021,False,,,,,,,
16287266,AGRO-VARRO S.R.L.,4661,J01/335/2004,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ALBA,Loc. Gâmbaş Mun. Aiud,Str. BARSEI,58,515203,"JUD. ALBA, LOC. GÂMBAŞ MUN. AIUD, STR. BARSEI, NR.58",,,515203,2004-03-30,INREGISTRAT din data 26.03.2004,True,contact@agro-varro.ro,,https://agro-varro.ro,,,,
41581326,AGROARC SPRING IMPEX S.R.L.,4661,J2019003821235,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Orş. Bragadiru,Str. Iernii,9,77025,"JUD. ILFOV, ORŞ. BRAGADIRU, STR. IERNII, NR.9, CAMERA 8",,,77025,2019-08-30,SUSPENDARE ACTIVITATE din data 01.09.2025,False,info@agroarcspring.ro,,https://agroarcspring.ro,,,,
38042453,AGROBOZGA SRL,4661,J12/5145/2017,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,CLUJ,Sat Ciuleni Com. Mărgău,CIULENI,62,407383,"JUD. CLUJ, SAT CIULENI COM. MĂRGĂU, CIULENI, NR.62",0725437540,,407383,2017-07-28,INREGISTRAT din data 28.07.2017,True,,,,,,,
45396666,AGROBUSINESS MOLD S.R.L.,4661,J22/4400/2021,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,IAŞI,Sat Borşa Com. Vlădeni,,,707592,"JUD. IAŞI, SAT BORŞA COM. VLĂDENI,  , POZIŢIA 19, VOLUM 7",,,707592,2021-12-23,INREGISTRAT din data 23.12.2021,False,,,,,,,
26256658,AGROCOM LUCIAN S.R.L.,4661,J2009000825303,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,SATU MARE,Sat Decebal Com. Vetiş,,449,447356,"JUD. SATU MARE, SAT DECEBAL COM. VETIŞ,  , NR.449",0742597548,,447356,2009-11-25,INREGISTRAT din data 24.11.2009,True,,,,3454295,690859,6,2009
1822832,AGROCOMERT HOLDING SA,4661,J35/1716/1991,SOCIETATE COMERCIALĂ PE ACŢIUNI,TIMIŞ,Sat Săcălaz Com. Săcălaz,,,307370,"JUD. TIMIŞ, SAT SĂCĂLAZ COM. SĂCĂLAZ,  , FN, ŞOS. TIMIŞOARA-JIMBOLIA, DN 59A, KM 11,5",0256408500,0256434098,307370,1992-11-30,INREGISTRAT din data 30.11.1992,True,,,,224645261,44929052,120,1991
14116987,AGROCOMERT S.R.L.,4661,J26/573/2001,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,MUREŞ,Mun. Târgu Mureş,Str. NICOLAE BALCESCU,52,540178,"JUD. MUREŞ, MUN. TÂRGU MUREŞ, STR. NICOLAE BALCESCU, NR.52, AP.40",0265124675,,540178,2001-08-15,INREGISTRAT din data 08.08.2001,True,,,https://agrocomert.ro,,,,
33856094,AGROCONCEPT IMPEX SRL,4661,J2016000261237,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,ILFOV,Sat Şindriliţa Com. Găneasa,,,77104,"JUD. ILFOV, SAT ŞINDRILIŢA COM. GĂNEASA,  , CLADIREA C1. PARTER. CAMERA AP04. DN 2 BUCURESTI-URZICENI. KM 20+600",,,77104,2014-11-28,TRANSFER(SOSIRE) din data 22.01.2016,True,office@agroconcept.ro,,https://agroconcept.ro,,,,
30483764,AGROCOTZA IMPEX SRL,4661,J09/462/2012,SOCIETATE COMERCIALĂ CU RĂSPUNDERE LIMITATĂ,BRĂILA,Sat Surdila-Greci Com. Surdila-Greci,Str. SOARELUI,1,817160,"JUD. BRĂILA, SAT SURDILA-GRECI COM. SURDILA-GRECI, STR. SOARELUI, NR.1",,,817160,2012-07-27,INREGISTRAT din data 27.07.2012,False,,,,,,,
