cui,denumire,judet,tip_serviciu,nr_licenta,email
8510382,"GOSP-COM SRL Târgu
Secuiesc",Covasna,salubrizare,"Licenţă nr. 6590/20.12.2023 clasa 3
Valabilă până la data de 01.12.2028",
8670570,TEGA SA Sfântu Gheorghe,Covasna,salubrizare,"Licenţă nr. 7244/25.06.2025 clasa 2
Valabilă până la data de 23.05.2030",
10313528,"RDE HURON SRL Miercurea
Ciuc",Harghita,salubrizare,"Licenţă nr. 5689/07.02.2022 clasa 2
Valabilă până la data de 23.03.2027",
16369625,"GENERAL TRANS SRL
Feliceni",Harghita,salubrizare,"Licenţă nr. 7497/16.01.2026 clasa 3
Valabilă până la data de 31.03.2026",
16619454,SIMMA FUTAR SRL Zetea,Harghita,salubrizare,"Licenţă nr. 7451/28.11.2025 clasa 3
Valabilă până la data de 30.03.2026",
16704533,CSALAJ SRL Lupeni,Harghita,salubrizare,"Licenţă nr. 7531/20.01.2026 clasa 3
Valabilă până la data de 15.04.2026",
17680599,"STRAVIA GROUP SRL
Avrămești",Harghita,salubrizare,"Licenţă nr.7495/17.12.2025 clasa 3
Valabilă până la data de 31.03.2026",
24642172,"DEZVOLTARE URBANA
SRL Borsec",Harghita,salubrizare,"Licenţă nr. 7560/02.02.2026 clasa 3
Valabilă până la data de 10.12.2030",
2541662,ECO - CSIK SRL Sânnsimion,Harghita,salubrizare,"Licenţă cu caracter provizoriu nr.
7140/24.03.2025 clasa 2
Ordin nr. 166/24.03.2025
Valabilă până la data de 24.03.2026",
26568285,"VIADRUM CONSTRUCT
SRL Ciumani",Harghita,salubrizare,"Licenţă nr. 7571/10.02.2026 clasa 3
Valabilă până la data de 31.03.2026",
28025730,GOSCOM ZETEA SRL Zetea,Harghita,salubrizare,"Licenţă nr. 7326/26.08.2025 clasa 3
Valabilă până la data de 18.01.2027",
29085218,"VITALISSIMA SRL
Gheorgheni",Harghita,salubrizare,"Licenţă nr. 6775/09.05.2024 clasa 3
Valabilă până la data de 28.12.2028",
36948354,"SERVICIUL PUBLIC DE
ALIMENTARE CU APA,
CANALIZARE,
SALUBRIZARE - PUNCT DE
LUCRU Bălan",Harghita,salubrizare,"Licenţă nr. 7429/14.11.2025 clasa 3
Valabilă până la data de 14.11.2030",
38585484,"SERVICIUL PUBLIC DE
SALUBRIZARE TOPLIȚA",Harghita,salubrizare,"Licenţă nr. 6908/10.09.2024 clasa 3
Valabilă până la data de 30.09.2029",
6582234,"RDE HARGHITA SRL
Odorheiu Secuiesc",Harghita,salubrizare,"Licenţă nr. 7111/03.03.2025 clasa 2
Valabilă până la data de 01.10.2026",
10314515,"SCHUSTER ECOSAL SRL
Sighişoara",Mures,salubrizare,"Licenţă nr. 7301/07.08.2025 clasa 2
Valabilă până la data de 16.07.2027",
1234735,RAGCL SA Reghin,Mures,salubrizare,"Licenţă nr. 6669/13.02.2024 clasa 3
Valabilă până la data de 15.11.2028",
28696329,ECOSERV SIG SRL Mureș,Mures,salubrizare,"Licenţă nr. 6407/27.07.2023 clasa 3
Valabilă până la data de 23.10.2027",
31980931,"SERVICII EDILITAR -
GOSPODĂREȘTI RÎCIU SRL
Rîciu",Mures,salubrizare,"Licenţă nr. 6137/04.01.2023 clasa 3
Valabilă până la data de 30.09.2027",
34166319,"BUGHUNTER CONS SRL
Miercurea Nirajului",Mures,salubrizare,"Licenţă nr. 4258/26.06.2025 clasa 3
Valabilă până la data de 09.05.2027",
38547405,"ADMINISTRATIV SERV
LUDUȘ SRL Luduș",Mures,salubrizare,"Licenţă nr. 6462/23.08.2023 clasa 3
Valabilă până la data de 01.09.2028",
42908966,"SYLEVY CLEANING SRL
Târgu Mureș",Mures,salubrizare,"Licenţă nr. 7371/07.10.2025 clasa 2
Valabilă până la data de 07.10.2030",
11766659,"GOSPODĂRIE
ORĂŞENEASCĂ AVRIG SA",Sibiu,salubrizare,"Licenţă nr. 6483 6484/11.09.2023 clasa 3
Valabilă până la data de 17.07.2028",
3968971,"ȘOPA ȘELIMBĂR SRL
Șelimbăr",Sibiu,salubrizare,"Licenţă nr. 7522/20.01.2026 clasa 3
Valabilă până la data de 13.10.2030",
24898139,ECO - SAL SA Mediaș,Sibiu,salubrizare,"Licenţă nr. 6979/14.11.2024 clasa 2
Valabilă până la data de 14.11.2029",
946778,SOMA SRL Bacău,Sibiu,salubrizare,"Licenţă nr. 6357/27.02.2024 clasa 1
Valabilă până la data de 19.06.2028",
28355992,"LACURILE NATURALE SA
Ocna Sibiului",Sibiu,salubrizare,"Licenţă nr. 5516/24.09.2021 clasa 3
Valabilă până la data de 01.04.2026",
9273837,ACSTAL SA Tălmaciu,Sibiu,salubrizare,"Licenţă nr. 4769/24.10.2024 clasa 3
Valabilă până la data de 24.10.2029",
12510160,"SALSERV ECOSISTEM SRL
Bucureşti",BB,salubrizare,"Licenţă nr. 5866/20.06.2022 clasa 2
Valabilă până la data de 20.06.2027",
13627967,BRAI-CATA SRL București,BB,salubrizare,"Licenţă nr 7217/12.06.2025 clasa 1
Valabilă până la data de 01.03.2028",
13788556,"COMPANIA ROMPREST
SERVICE SA Bucureşti",BB,salubrizare,"Licenţă nr. 6397/25.07.2023 clasa 1
Valabilă până la data de 18.04.2027",
13838255,ECO SUD SRL Bucureşti,BB,salubrizare,"Licenţă nr. 6581/20.12.2023 clasa 1
Valabilă până la data de 20.12.2028",
22762032,"ROMPREST ENERGY SRL
Otopeni",BB,salubrizare,"Licenţă nr. 5790/04.04.2022 clasa 1
Valabilă până la data de 04.04.2027",
24342060,"IRIDEX GROUP
SALUBRIZARE SRL Schitu
Costinești",BB,salubrizare,"Licenţă nr. 6274/20.04.2023 clasa 1
Valabilă până la data de 20.04.2028",
37804055,"COMPANIA MUNICIPALĂ
ECO IGIENIZARE
BUCUREȘTI SA București",BB,salubrizare,"Licenţă nr. 7576/13.02.2026 clasa 1
Valabilă până la data de 04.03.2030",
3884955,SUPERCOM SA Bucureşti,BB,salubrizare,"Licenţă nr. 6832/25.06.2024 clasa 1
Valabilă până la data de 25.06.2029",
39267225,GREEN PACK SRL București,BB,salubrizare,"Licenţă nr. 7520/20.01.2026 clasa 1
Valabilă până la data de 01.01.2031",
39793637,"DIRECȚIA GENERALĂ DE
SALUBRITATE SECTOR 3
București",BB,salubrizare,"Licenţă nr. 6564/11.12.2023 clasa 1
Valabilă până la data de 30.08.2026",
398284,"IRIDEX GROUP SRL
Bucureşti",BB,salubrizare,"Licenţă nr. 7090/18.02.2025 clasa 1
Valabilă până la data de 20.12.2026",
42049930,"SALUBRIZARE SECTOR 5
SA București",BB,salubrizare,"Licenţă cu caracter provizoriu nr.
7215/12.06.2025 clasa 1
Valabilă până la data de 12.06.2026",
43456753,DDD BEST COMPET SRL,BB,salubrizare,"Licenţă nr. 7171/06.05.2025 clasa 3
Valabilă până la data de 20.09.2028",
31801750,"URBAN GRUP
ENVIRONMENT SRL
București",BB,salubrizare,"Licenţă nr. 7416/13.11.2025 clasa 2
Valabilă până la data de 13.11.2030",
4364349,"ADMINISTRATIA
SERVICIULUI PUBLIC DE
SALUBRIZARE SECTOR 6",BB,salubrizare,"Licenţă nr. 6932/02.10.2024 clasa 1
Valabilă până la data de 02.10.2029",
6089555,"BIN GO SOLUTONS SRL
(UNITED WASTE
SOLUTIONS SRL)",BB,salubrizare,"Licenţă nr. 7278/01.08.2025 clasa 1
Valabilă până la data de 06.11.2029",
9357725,"RER Ecologic Service
București REBU SA București",BB,salubrizare,"Licenţă nr. 7382/14.10.2025 clasa 1
Valabilă până la data de 01.10.2027",
13894301,ECOREC SA Popeşti-Leordeni,Ilfov,salubrizare,"Licenţă nr. 7242/25.06.2025 clasa 2
Valabilă până la data de 24.02.2028",
14358328,ELECON SRL Chitila,Ilfov,salubrizare,"Licenţă nr. 7256/26.06.2025 clasa 3
Valabilă până la data de 15.05.2026",
21551614,ECOVOL SA Voluntari,Ilfov,salubrizare,"Licenţă nr. 4215/31.08.2022 clasa 2
Valabilă până la data de 01.10.2027",
24205976,3R GREEN SRL Chitila,Ilfov,salubrizare,"Licenţă nr. 7246/25.06.2025 clasa 3
Valabilă până la data de 26.05.2027",
27305066,"SERVICIUL PUBLIC DE
GOSPODĂRIE COMUNALĂ
CIOLPANI SRL Ciolpani",Ilfov,salubrizare,"Licenţă nr. 6156/20.01.2023 clasa 3
Valabilă până la data de 26.10.2027",
27307997,"COLECTARE DEȘEURI
MOGOȘOAIA SRL Mogoșoaia",Ilfov,salubrizare,"Licenţă nr. 5708/18.02.2022 clasa 3
Valabilă până la data de 30.12.2026",
27412402,"SERVICIUL SALUBRIZARE
VIDRA SRL Vidra",Ilfov,salubrizare,"Licenţă nr. 5819/20.04.2022 clasa 3
Valabilă până la data de 11.03.2027",
27472293,"ECOSAL SERV DOBROEŞTI
SRL Dobroeşti",Ilfov,salubrizare,"Licenţă nr. 5990/31.08.2022 clasa 3
Valabilă până la data de 11.07.2027",
28364656,"ROM WASTE SOLUTIONS
SA Dragomirești-Vale",Ilfov,salubrizare,"Licenţă nr. 7564/05.02.2026 clasa 2
Valabilă până la data de 30.09.2030",
30070067,"TRANS AUTO CORBEANCA
SRL Corbeanca",Ilfov,salubrizare,"Licenţă nr. 6047/24.10.2022 clasa 3
Valabilă până la data de 13.10.2027",
31045070,"ADMINISTRAREA
DOMENIULUI PUBLIC ȘI
PRIVAT BALOTEȘTI SRL
Săftica Balotești",Ilfov,salubrizare,"Licenţă nr. 6799/22.05.2024, clasa 3
Valabilă până la data de 31.01.2029",
32190191,"TUNARI SALUBRIZARE SRL
Tunari",Ilfov,salubrizare,"Licenţă nr. 6830/19.06.2024 clasa 3
Valabilă până la data de 01.01.2029",
36641006,"SALUBRITATE BRĂNEȘTI
SRL Brănești",Ilfov,salubrizare,"Licenţă nr. 5858/30.05.2022 clasa 3
Valabilă până la data de 06.04.2027",
38332171,"SERVICIUL PUBLIC DE
SALUBRIZARE Moara Vlăsiei",Ilfov,salubrizare,"Licenţă nr. 5658/18.01.2022 clasa 3
Valabilă până la data de 18.01.2027",
38639754,"EURO PREST SERV JILAVA
SRL Jilava",Ilfov,salubrizare,"Licenţă nr. 7219/12.07.2025 clasa 3
Valabilă până la data de 14.05.2030",
39587181,"SOLID WASTE OPERATION
SRL Popești-Leordeni",Ilfov,salubrizare,"Licenţă nr. 6250/29.03.2023 clasa 3
Valabilă până la data de 15.05.2027",
44070709,"SOCIETATEA DE
GOSPODĂRIRE COMUNALĂ
GRUIU SRL Gruiu",Ilfov,salubrizare,"Licenţă nr. 6053/27.10.2022 clasa 3
Valabilă până la data de 27.10.2027",
7381638,"BLUE PLANET SERVICES
SRL Popești Leordeni",Ilfov,salubrizare,"Licenţă nr. 6992/27.11.2024 clasa 1
Valabilă până la data de 09.05.2027",
15168895,"MARYELECTRIC SRL
Moinești",Bacau,iluminat,"Licenţă nr. 5814/19.04.2022 clasa 3
Valabilă până la data de 07.02.2027",
16187445,DECORAMA SRL Târgu Ocna,Bacau,iluminat,"Licenţă nr. 6865/24.07.2024 clasa 3
Valabilă până la data de 31.12.2026",
16570920,ELECTRICBAC SRL Bacău,Bacau,iluminat,"Licenţă nr. 6554/20.11.2023 clasa 3
Valabilă până la data de 13.10.2028",
16607867,ELGEDI SRL Podu Turcului,Bacau,iluminat,"Licenţă nr. 6809/04.06.2024 clasa 3
Valabilă până la data de 07.05.2029",
16910410,"GEN & IUL TRADING SRL
Onești",Bacau,iluminat,"Licenţă nr. 6822/14.06.2024 clasa 3
Valabilă până la data de 27.10.2027",
19194749,"ENERGO PREST SRL
Buciumi",Bacau,iluminat,"Licenţă nr. 6941/14.10.2024 clasa 3
Valabilă până la data de 02.09.2029",
27231643,"DOMENIU PUBLIC ŞI
PRIVAT ONEŞTI SA Oneşti",Bacau,iluminat,"Licenţă nr. 6236/03.03.2023 clasa 3
Valabilă până la data de 02.02.2028",
30728414,"ALIDAR ELECTROINSTAL
SRL Bogdănești",Bacau,iluminat,"Licenţă nr. 6887/14.08.2024 clasa 3
Valabilă până la data de 22.05.2029",
31109130,"DIRECT GROUP
SOLUTIONS SRL Bacău",Bacau,iluminat,"Licenţă nr. 6449/10.08.2023 clasa 2
Valabilă până la data de 22.05.2028",
32319718,EL-SYC SERV SRL Comănești,Bacau,iluminat,"Licenţă nr. 5824/20.04.2022 clasa 3
Valabilă până la data de 27.01.2027",
38244550,"UTIL CONSECA SRL Târgu
Ocna",Bacau,iluminat,"Licenţă nr. 7402/24.10.2025 clasa 3
Valabilă până la data de 15.05.2030",
40557010,"ENERGO TEAM CONECT
SRL Măgirești",Bacau,iluminat,"Licenţă nr. 6390/14.07.2023 clasa 3
Valabilă până la data de 23.05.2028",
42793297,"AMC FOTO ELECTRIC SRL
Dărmănești",Bacau,iluminat,"Licenţă nr. 6391/14.07.2023 clasa 3
Valabilă până la data de 28.11.2027",
43053475,"SERVICIUL MUNICIPAL DE
UTILITĂȚI PUBLICE BACAU",Bacau,iluminat,"Licenţă nr. 5774/29.03.2022 clasa 3
Valabilă până la data de 29.07.2026",
8997912,ELECTROPREST SRL Bacău,Bacau,iluminat,"Licenţă nr. 5917/13.07.2022 clasa 3
Valabilă până la data de 14.04.2027",
14957270,BIARAL SRL Botoșani,Botosani,iluminat,"Licenţă nr. 6351/12.06.2023 clasa 3
Valabilă până la data de 13.07.2027",
17886212,"TUDOR ELECTRIC GRUP
SRL Săveni",Botosani,iluminat,"Licenţă nr. 6050/25.10.2022 clasa 3
Valabilă până la data de 21.07.2027",
30873465,ELIENA EPCON SRL Dorohoi,Botosani,iluminat,"Licenţă nr. 7434/18.11.2025 clasa 2
Valabilă până la data de 30.07.2030",
3570936,"ECOENERGY
ENGINEERING SRL Botoşani",Botosani,iluminat,"Licenţă nr. 5462/16.08.2021 clasa 3
Valabilă până la data de 07.04.2026",
6798220,ELPROEX SA Botoșani,Botosani,iluminat,"Licenţă nr. 5860/30.05.2022 clasa 3
Valabilă până la data de 17.03.2027",
18784377,"TOTAL ELECTRIC SERV
SRL Târgu Frumos",Iasi,iluminat,"Licenţă nr. 5726/04.03.2022 clasa 3
Valabilă până la data de 12.12.2026",
20874161,"ELECTRO-GAMA SRL
Belcești",Iasi,iluminat,"Licenţă nr. 5461/16.08.2021 clasa 3
Valabilă până la data de 25.06.2026",
23668557,"MAESTRO ELECTRIC SRL
Pașcani",Iasi,iluminat,"Licenţă nr. 5936/25.07.2022 clasa 3
Valabilă până la data de 12.05.2027",
24599943,"SERVICII PUBLICE
MIROSLAVA SRL Balciu
Miroslava",Iasi,iluminat,"Licenţă nr. 6149/19.01.2023 clasa 3
Valabilă până la data de 14.11.2027",
25123866,"EL-LISA-VALI SRL
Răducăneni",Iasi,iluminat,"Licenţă nr. 6367/21.06.2023 clasa 3
Valabilă până la data de 02.05.2028",
26310862,"G&B AMAN ELECTRIC SRL
Ciucea",Iasi,iluminat,"Licenţă nr. 6181/17.02.2023 clasa 3
Valabilă până la data de 22.07.2027",
32614831,URBIOLED SRL Iași,Iasi,iluminat,"Licenţă nr. 6315/22.05.2023 clasa 1
Valabilă până la data de 28.10.2027",
33017246,"ELECTRICAL SERVICES
SRL Târgu Frumos",Iasi,iluminat,"Licenţă nr. 5834/19.05.2022 clasa 3
Valabilă până la data de 17.03.2027",
35085824,"INSTALATII IBM SRL
Scânteia",Iasi,iluminat,"Licenţă nr. 6472/23.08.2023 clasa 3
Valabilă până la data de 16.06.2028",
39328764,"MARIAN INSTAL ELECTRIC
SRL Rediu",Iasi,iluminat,"Licenţă nr. 6852/16.07.2024 clasa 3
Valabilă până la data de 15.04.2029",
39964311,"DEZ CONSULTING SRL
Tomești",Iasi,iluminat,"Licenţă nr. 6420/02.08.2023 clasa 3
Valabilă până la data de 30.05.2027",
42082723,"ELECTRO INSTAL ENERGY
SRL Pașcani",Iasi,iluminat,"Licenţă nr. 6282/02.05.2023 clasa 2
Valabilă până la data de 11.11.2027",
8357395,GENERAL TEHNIC SRL Iaşi,Iasi,iluminat,"Licenţă nr. 6766/18.04.2024 clasa 3
Valabilă până la data de 25.01.2029",
15766287,"ELECTRIC VOLT SRL Piatra
Neamț",Neamt,iluminat,"Licenţă nr. 6207/01.03.2023 clasa 3
Valabilă până la data de 14.12.2027",
21133204,"MARIO & ALEX GRUP SRL
Piatra Neamț",Neamt,iluminat,"Licenţă nr. 6129/04.01.2023 clasa 3
Valabilă până la data de 28.10.2027",
28386077,"BUILD INSTAL ELECTRIC
SRL Roman",Neamt,iluminat,"Licenţă nr. 6261/04.04.2023 clasa 3
Valabilă până la data de 23.11.2026",
30125820,"IULION INSTALELECTRIC
SRL Pâțâligeni Pipirig",Neamt,iluminat,"Licenţă nr. 5509/24.09.2021 clasa 3
Valabilă până la data de 28.05.2026",
32977392,"ELECTRO STRATU
COMPANY SRL Poiana
Teiului",Neamt,iluminat,"Licenţă nr. 6297/10.05.2023 clasa 3
Valabilă până la data de 01.11.2027",
34103388,"ENERGOSMART MT SRL
Răucești",Neamt,iluminat,"Licenţă nr. 5894/11.07.2022 clasa 3
Valabilă până la data de 10.05.2027",
38252552,"ELECTROSERVICE IMPACT
SRL Cârlig, Dulcești",Neamt,iluminat,"Licenţă nr. 7340/01.09.2025 clasa 3
Valabilă până la data de 24.07.2027",
40103820,"DIRECȚIA MUNICIPAL
LOCATO ROMAN Roman",Neamt,iluminat,"Licenţă nr. 7268/24.10.2025 clasa 2
Valabilă până la data de 29.07.2030",
42230250,"SIA INDUSTRY SRL Târgu
Neamț",Neamt,iluminat,"Licenţă nr. 5751/14.03.2022 clasa 3
Valabilă până la data de 27.01.2027",
42304862,"SERBER ELECTRIC SRL
Gherăseni",Neamt,iluminat,"Licenţă nr. 6179/17.02.2023 clasa 3
Valabilă până la data de 25.07.2027",
42685015,"JOBS TOTALELECTRIC SRL
Gherăești",Neamt,iluminat,"Licenţă nr. 6485/13.09.2023 clasa 3
Valabilă până la data de 22.06.2028",
9998240,LUCRIS SERV SRL Negrești,Neamt,iluminat,"Licenţă nr. 5661/24.10.2025 clasa 3
Valabilă până la data de 01.12.2026",
13673823,CONIN SRL Suceava,Suceava,iluminat,"Licenţă nr. 6003/31.08.2022 clasa 3
Valabilă până la data de 18.04.2027",
15677066,"ENERGO SISTEM SRL
Suceava",Suceava,iluminat,"Licenţă nr. 7348/10.09.2025 clasa 2
Valabilă până la data de 22.10.2029",
16683546,ILVASTEO SRL Arbore,Suceava,iluminat,"Licenţă nr. 6210/01.03.2023 clasa 3
Valabilă până la data de 01.08.2027",
17589912,"BICONSTANT SRL
Câmpulung Moldovenesc",Suceava,iluminat,"Licenţă nr.6971/31.10.2024 clasa 3
Valabilă până la data de 14.08.2029",
18576201,"RO UTIL INSTAL SRL Dorna-
Arini",Suceava,iluminat,"Licenţă nr. 7308/20.08.2025 clasa 3
Valabilă până la data de 02.06.2030",
18619132,ELECTROAXA SRL Dolhasca,Suceava,iluminat,"Licenţă nr. 5784/30.03.2022 clasa 3
Valabilă până la data de 08.02.2027",
19030541,"SMART ENERGY SRL
Rădăuți",Suceava,iluminat,"Licenţă nr. 6087/23.10.2025 clasa 3
Valabilă până la data de 05.10.2027",
20745370,"BUCOVINA ENERGO
CONSULT SRL Gura
Humorului",Suceava,iluminat,"Licenţă nr. 6248/27.03.2023 clasa 3
Valabilă până la data de 11.11.2027",
22908163,"VASIM ELECTRIC SRL Gura
Humorului",Suceava,iluminat,"Licenţă nr. 5954/12.08.2022 clasa 3
Valabilă până la data de 10.11.2026",
24248241,"ELECTRIC POWER SRL
Mihai Eminescu",Suceava,iluminat,"Licenţă nr. 5953/12.08.2022 clasa 3
Valabilă până la data de 07.02.2027",
24293048,"PROLUX SRL Câmpulung
Moldovenesc",Suceava,iluminat,"Licenţă nr. 6027/05.10.2022 clasa 3
Valabilă până la data de 02.02.2027",
25435183,"TEHNO LEŞAN SRL Mitocu
Dragomirnei",Suceava,iluminat,"Licenţă nr. 6287/03.05.2023 clasa 3
Valabilă până la data de 07.10.2027",
2563140,"SERVICII COMUNALE SA
Rădăuţi",Suceava,iluminat,"Licenţă nr. 7194/26.05.2025 clasa 3
Valabilă până la data de 27.03.2030",
27908687,NEON ENERGY SRL Cacica,Suceava,iluminat,"Licenţă nr. 5604/07.12.2021 clasa 3
Valabilă până la data de 20.09.2026",
31509455,"ELECTRICAL TEHNOLOGY
SRL Bilca",Suceava,iluminat,"Licenţă nr. 7181/07.05.2025 clasa 3
Valabilă până la data de 12.04.2029",
3174516,VAL COM SRL Frătăuții Vechi,Suceava,iluminat,"Licenţă nr. 5995/31.08.2022 clasa 3
Valabilă până la data de 25.05.2027",
3405840,MITROFAN SRL Cajvana,Suceava,iluminat,"Licenţă nr. 5869/22.06.2022 clasa 3
Valabilă până la data de 16.05.2027",
34674260,"P.T.N. ELECTRIC SRL
Dolhasca",Suceava,iluminat,"Licenţă nr. 6593/20.12.2023 clasa 3
Valabilă până la data de 30.05.2027",
37094683,"ELECTROVALEX SERVICII
SRL Arbore",Suceava,iluminat,"Licenţă nr. 6203/01.03.2023 clasa 3
Valabilă până la data de 07.07.2027",
37620982,"SMN ELECTRIC TEAM SRL
Arbore",Suceava,iluminat,"Licenţă nr. 6853/17.07.2024 clasa 3
Valabilă până la data de 26.09.2027",
40749775,"ELECTRO FRECVENT SRL
Gura Humorului",Suceava,iluminat,"Licenţă nr. 5902/11.07.2022 clasa 3
Valabilă până la data de 08.06.2027",
41198747,"ELECTRIC IACOB CYI SRL
Rădășeni",Suceava,iluminat,"Licenţă nr. 7503/19.01.2026 clasa 3
Valabilă până la data de 01.10.2030",
44069160,"DZV FUY CONSTRUCT SRL
Cajvana",Suceava,iluminat,"Licenţă nr. 6611/15.01.2024 clasa 3
Valabilă până la data de 11.10.2028",
47405124,"ELECTRIC TMG SRL Pârteștii
de Jos",Suceava,iluminat,"Licenţă nr. 6600/20.12.2023 clasa 3
Valabilă până la data de 12.09.2028",
4923360,"T.S.A. SERV SRL Gura
Humorului",Suceava,iluminat,"Licenţă nr. 6093/24.11.2022 clasa 3
Valabilă până la data de 01.08.2027",
15747927,ELECTRICOPET SRL Bârlad,Vaslui,iluminat,"Licenţă nr. 5946/11.08.2022 clasa 2
Valabilă până la data de 11.07.2027",
18433953,ROIDEEA SRL Vaslui,Vaslui,iluminat,"Licenţă nr. 7415/13.11.2025 clasa 2
Valabilă până la data de 03.08.2027",
18699220,"ELECTROINST SCINTEIE
SRL Bârlad",Vaslui,iluminat,"Licenţă nr. 6131/04.01.2023 clasa 3
Valabilă până la data de 08.02.2027",
18916672,"COMPANIA DE UTILITĂŢI
PUBLICE SA Bârlad",Vaslui,iluminat,"Licenţă nr. 6187/20.02.2023 clasa 2
Valabilă până la data de 16.12.2027",
22110144,ON.INSTELEC SRL Negrești,Vaslui,iluminat,"Licenţă nr. 6421/02.08.2023 clasa 3
Valabilă până la data de 12.04.2028",
22137670,CARISAB SRL Huși,Vaslui,iluminat,"Licenţă nr. 7368/03.10.2025 clasa 3
Valabilă până la data de 24.07.2030",
25929640,UTILITĂȚI SRL Negrești,Vaslui,iluminat,"Licenţă nr. 5380/28.06.2021 clasa 3
Valabilă până la data de 09.06.2026",
31995746,ALCRA ELECTRIC SRL Huși,Vaslui,iluminat,"Licenţă nr. 6128/04.01.2023 clasa 3
Valabilă până la data de 22.06.2027",
3551896,"ELECTROCONSTRUCȚIA
ELCO VASLUI SA",Vaslui,iluminat,"Licenţă nr. 5635/29.12.2021 clasa 3
Valabilă până la data de 23.09.2026",
6985768,"ELECTRIC-COMPANY S.A.
Vaslui",Vaslui,iluminat,"Licenţă nr. 6132/04.01.2023 clasa 3
Valabilă până la data de 29.09.2027",
13985051,"DIRECŢIA SERVICIILOR
PUBLICE Ianca",Braila,iluminat,"Licenţă nr. 6996/28.11.2024 clasa 3
Valabilă până la data de 28.11.2029",
17882296,DISTRISAN SRL Brăila,Braila,iluminat,"Licenţă nr. 6745/02.04.2024 clasa 3
Valabilă până la data de 17.08.2028",
25741581,SOLAR WATTS SRL Brăila,Braila,iluminat,"Licenţă nr. 7544/30.01.2026 clasa 3
Valabilă până la data de 16.12.2028",
6392442,UNIEL SERV SRL Brăila,Braila,iluminat,"Licenţă nr.6759/15.04.2024 clasa 3
Valabilă până la data de 17.10.2027",
15145123,"SOFTCONTROL SRL Rîmnicu
Sărat",Buzau,iluminat,"Licenţă nr. 7192/26.05.2025 clasa 3
Valabilă până la data de 27.01.2030",
22513171,"ENERGO EST TOP SRL
Râmnicu Sărat",Buzau,iluminat,"Licenţă nr. 6850/16.07.2024 clasa 3
Valabilă până la data de 09.01.2027",
29976220,"DIOMA ELECTRICE SRL
Sudiți Poșta Cîlnău",Buzau,iluminat,"Licenţă nr. 6166/27.01.2023 clasa 3
Valabilă până la data de 03.10.2027",
31124785,"CRIVA FAVORITE TRUCK
SRL Glodeanu Sărat",Buzau,iluminat,"Licenţă nr. 5720/02.03.2022 clasa 3
Valabilă până la data de 07.01.2027",
31709011,"ENERGIA SERVIS NIC SRL
Buzău",Buzau,iluminat,"Licenţă nr. 5775/29.03.2022 clasa 3
Valabilă până la data de 07.02.2027",
33611990,"ENERGOMAT DINAMIC SRL
Râmnicu Sărat",Buzau,iluminat,"Licenţă nr. 5571/01.11.2021 clasa 3
Valabilă până la data de 03.06.2026",
37542221,"OVICOM ELECTRIC DESIGN
SRL Buzău",Buzau,iluminat,"Licenţă nr. 7036/20.01.2025 clasa 3
Valabilă până la data de 25.03.2029",
40637380,"TRIPOL SISTEM
CONSTRUCT SRL Buzău",Buzau,iluminat,"Licenţă nr. 5793/04.04.2022 clasa 3
Valabilă până la data de 21.03.2027",
45905379,"SERVICIUL DE ILUMINAT
PUBLIC AL COMUNEI
VERNEȘTI",Buzau,iluminat,"Licenţă nr. 6037/14.10.2022 clasa 3
Valabilă până la data de 14.10.2027",
14023608,"ELECTRIC CLASS SRL
Năvodari",Constanta,iluminat,"Licenţă nr. 7545/30.01.2026 clasa 3
Valabilă până la data de 10.12.2026",
14232701,"SERVICIUL PUBLIC DE
GOSPODARIE COMUNALA
SI PRESTARI SERVICII
DESTINATE PROTECTIEI
POPULATIEI COSTINEȘTI",Constanta,iluminat,"Licenţă nr. 5503/23.09.2021 clasa 3
Valabilă până la data de 23.09.2026",
18083580,"LUCRIS SERVCOM SRL
Ovidiu",Constanta,iluminat,"Licenţă nr. 7407/27.10.2025 clasa 2
Valabilă până la data de 08.08.2029",
1905571,"INTER ELCHIM SRL
Constanța",Constanta,iluminat,"Licenţă nr. 7237/25.06.2025 clasa 3
Valabilă până la data de 30.04.2026",
19056207,"KMY & COS TRADING SRL
Mihail Kogălniceanu",Constanta,iluminat,"Licenţă nr. 6806/04.06.2024 clasa 3
Valabilă până la data de 14.02.2027",
24804835,RDB VENDING SRL Medgidia,Constanta,iluminat,"Licenţă nr. 6183/17.02.2023 clasa 3
Valabilă până la data de 29.09.2026",
28636262,"ELECTRO BULGARU BMS
SRL Hârșova",Constanta,iluminat,"Licenţă nr. 7236/25.06.2025 clasa 3
Valabilă până la data de 26.05.2026",
29917347,"SIMEVO-BEST SRL Mihail
Kogălniceanu",Constanta,iluminat,"Licenţă nr. 5914/11.07.2022 clasa 3
Valabilă până la data de 29.04.2027",
30750004,"GOLDTERM MANGALIA SA
Mangalia",Constanta,iluminat,"Licenţă nr. 7484/17.12.2025 clasa 3
Valabilă până la data de 31.08.2030",
30943293,"BEL ELECTRIC CABLE SRL
Cobadin",Constanta,iluminat,"Licenţă nr. 6015/04.10.2022 clasa 3
Valabilă până la data de 16.08.2027",
41002718,"ENERGYBAS ACTUAL SRL
Băneasa",Constanta,iluminat,"Licenţă nr. 6824/17.06.2024 clasa 3
Valabilă până la data de 15.04.2029",
